microRNA,mRNA,energy,targetStart,targetEnd,score
aal-miR-124,AALF017793-RA.1,-15.23,27031,27063,0.999939412998181
aal-miR-124,AALF016677-RA.1,-12.4,97,110,0.998885632899069
aal-miR-124,AALF003693-RA.1,-16.03,6918,6950,0.997051386733249
aal-miR-124,AALF016050-RA.1,-17.9,3055,3076,0.99256531891393
aal-miR-124,AALF002404-RA.1,-16.8,58,74,0.991875029067892
aal-miR-124,AALF016041-RA.1,-14,2,26,0.998411703812594
aal-miR-124,AALF010319-RA.1,-12.6,42,68,0.998442050235154
aal-miR-124,AALF027226-RA.1,-23.4,226,249,0.99499149582247
aal-miR-124,AALF025748-RA.1,-12.8,533,556,0.993151658206108
aal-miR-124,AALF023696-RA.1,-13.4,154,169,0.994184639132787
aal-miR-124,AALF002465-RA.1,-13.8,158,180,0.999612145896276
aal-miR-124,AALF000983-RA.1,-15.17,7371,7443,0.999510547221702
aal-miR-124,AALF000983-RA.1,-13.6,8980,9022,0.99990332289577
aal-miR-124,AALF014445-RA.1,-18.52,5779,5817,0.999510547221702
aal-miR-124,AALF014339-RA.1,-13.6,11,32,0.994381461909074
aal-miR-124,AALF015092-RA.1,-17.33,50,85,0.999510547221702
aal-miR-124,AALF026429-RA.1,-16.45,3034,3086,0.999919983736171
aal-miR-124,AALF011066-RA.1,-22.51,262,287,0.997051386733249
aal-miR-124,AALF001556-RA.1,-15.6,2674,2697,0.99988858778822
aal-miR-124,AALF016401-RA.1,-23.09,9551,9596,0.998370314227587
aal-miR-124,AALF016401-RA.1,-13.55,10103,10146,0.999965627106423
aal-miR-124,AALF016401-RA.1,-12.31,20620,20669,0.999871946591242
aal-miR-124,AALF010168-RA.1,-15.7,53,94,0.999736651658508
aal-miR-124,AALF025855-RA.1,-20,163,182,0.992684739870122
aal-miR-124,AALF001707-RA.1,-16.8,7301,7318,0.994410373149096
aal-miR-124,AALF007527-RA.1,-19.09,12000,12039,0.998272776005288
aal-miR-124,AALF013226-RA.1,-19.31,193,231,0.999827220162893
aal-miR-124,AALF014873-RA.1,-13,11,26,0.996080528200302
aal-miR-124,AALF009011-RA.1,-16.5,443,462,0.996379027551356
aal-miR-124,AALF023524-RA.1,-15.22,521,569,0.999701359249853
aal-miR-124,AALF005256-RA.1,-15,17,36,0.999125527907125
aal-miR-124,AALF022521-RA.1,-12.45,24708,24754,0.99978969476996
aal-miR-124,AALF022521-RA.1,-18.21,34216,34262,0.999657284635772
aal-miR-124,AALF021458-RA.1,-14.6,29454,29470,0.995852624557941
aal-miR-124,AALF021458-RA.1,-14.9,33736,33759,0.999877408723647
aal-miR-124,AALF011849-RA.1,-17.95,102,144,0.999919983736171
aal-miR-4728-5p,AALF013178-RA.1,-21.54,468,499,0.999810570938686
aal-miR-4728-5p,AALF025948-RA.1,-21.75,2725,2768,0.999743762857114
aal-miR-4728-5p,AALF028645-RA.1,-23.22,2084,2110,0.995837887758022
aal-miR-4728-5p,AALF026001-RA.1,-21.9,71,87,0.995527156177303
aal-miR-4728-5p,AALF014597-RA.1,-21.9,71,87,0.995527156177303
aal-miR-4728-5p,AALF021925-RA.1,-22.08,920,972,0.999782338122026
aal-miR-4728-5p,AALF013159-RA.1,-21.49,200,233,0.999510547221702
aal-miR-4728-5p,AALF017656-RA.1,-22.3,828,855,0.997051386733249
aal-miR-4728-5p,AALF008406-RA.1,-24.55,505,546,0.999304552577432
aal-miR-4728-5p,AALF019454-RA.1,-20.1,1720,1748,0.996455794031506
aal-miR-4728-5p,AALF022918-RA.1,-23.85,0,63,0.997360174681267
aal-miR-4728-5p,AALF007683-RA.1,-28.31,7276,7325,0.995403157328497
aal-miR-4728-5p,AALF018973-RA.1,-21.9,71,87,0.995527156177303
aal-miR-4728-5p,AALF022771-RA.1,-20.91,6637,6676,0.999787915630575
aal-miR-4728-5p,AALF022981-RA.1,-20,91,109,0.992959716199822
aal-miR-4728-5p,AALF012249-RA.1,-17.21,197,273,0.999787915630575
aal-miR-4728-5p,AALF018178-RA.1,-21.9,71,87,0.995527156177303
aal-miR-4728-5p,AALF013836-RA.1,-20.13,14170,14219,0.99997486478571
aal-miR-4728-5p,AALF028516-RA.1,-22.32,1633,1659,0.994361527249105
aal-miR-4728-5p,AALF027723-RA.1,-23.6,83,109,0.993567424490458
aal-miR-4728-5p,AALF018285-RA.1,-24.14,1057,1109,0.999972014350859
aal-miR-4728-5p,AALF021176-RA.1,-24.83,866,901,0.994361527249105
aal-miR-4728-5p,AALF024875-RA.1,-17.1,78,104,0.999919983736171
aal-miR-4728-5p,AALF026144-RA.1,-21.9,71,87,0.997126304573212
aal-miR-4728-5p,AALF010242-RA.1,-23.57,3287,3322,0.999435980707144
aal-miR-4728-5p,AALF004324-RA.1,-18.7,343,373,0.999638139034823
aal-miR-4728-5p,AALF003159-RA.1,-22.3,4354,4380,0.997051386733249
aal-miR-4728-5p,AALF013824-RA.1,-17.64,82,112,0.999987639529805
aal-miR-4728-5p,AALF004957-RA.1,-22.47,127,190,0.999787915630575
aal-miR-4728-5p,AALF023543-RA.1,-20.32,95,122,0.99990332289577
aal-miR-4728-5p,AALF015609-RA.1,-18.93,3080,3139,0.999972014350859
aal-miR-4728-5p,AALF001509-RA.1,-20.5,22,58,0.999594869598436
aal-miR-4728-5p,AALF015139-RA.1,-21.91,1109,1153,0.996388737477731
aal-miR-4728-5p,AALF026969-RA.1,-25.26,2857,2903,0.999685987481572
aal-miR-4728-5p,AALF023425-RA.1,-22.35,1992,2037,0.992662411377209
aal-miR-4728-5p,AALF016050-RA.1,-17.8,6302,6331,0.999953268024087
aal-miR-4728-5p,AALF026764-RA.1,-24,5340,5372,0.997051386733249
aal-miR-4728-5p,AALF028562-RA.1,-21.9,71,87,0.997126304573212
aal-miR-4728-5p,AALF005377-RA.1,-17.43,2008,2053,0.99994799266601
aal-miR-4728-5p,AALF005377-RA.1,-22.65,33115,33152,0.999714095723669
aal-miR-4728-5p,AALF027132-RA.1,-21.7,4814,4840,0.997824983199109
aal-miR-4728-5p,AALF021582-RA.1,-14.79,0,37,0.999894831937244
aal-miR-4728-5p,AALF020574-RA.1,-19.5,16716,16734,0.996388737477731
aal-miR-4728-5p,AALF010799-RA.1,-21.9,71,87,0.995527156177303
aal-miR-4728-5p,AALF007205-RA.1,-24.1,607,643,0.999940065524218
aal-miR-4728-5p,AALF007205-RA.1,-21.41,2997,3022,0.998885632899069
aal-miR-4728-5p,AALF007205-RA.1,-19.5,11685,11708,0.997824983199109
aal-miR-4728-5p,AALF025628-RA.1,-21.9,71,87,0.996699325056474
aal-miR-281-3p,AALF006304-RA.1,-17.91,76,125,0.999689041541015
aal-miR-281-3p,AALF023047-RA.1,-10.23,538,586,0.998697802873895
aal-miR-281-3p,AALF025102-RA.1,-10,21,28,0.999414853917534
aal-miR-281-3p,AALF024306-RA.1,-15.25,137,175,0.999854123982097
aal-miR-281-3p,AALF009737-RA.1,-10.1,4551,4572,0.999658487181141
aal-miR-281-3p,AALF015551-RA.1,-12.4,701,726,0.99131303549548
aal-miR-281-3p,AALF012799-RA.1,-15.3,572,590,0.995455039254614
aal-miR-281-3p,AALF009267-RA.1,-14.55,392,428,0.997766083195855
aal-miR-281-3p,AALF003978-RA.1,-12.6,15197,15218,0.997238581396434
aal-miR-281-3p,AALF013072-RA.1,-11.1,29,50,0.998753285789796
aal-miR-281-3p,AALF025257-RA.1,-11.13,279,320,0.998967933608841
aal-miR-281-3p,AALF003194-RA.1,-12.9,268,276,0.993135688504285
aal-miR-281-3p,AALF008582-RA.1,-9.3,2,24,0.999444561021655
aal-miR-281-3p,AALF002233-RA.1,-14.4,11418,11427,0.997915882928701
aal-miR-281-3p,AALF009951-RA.1,-9.72,5606,5648,0.999239089683967
aal-miR-281-3p,AALF021923-RA.1,-13.17,173,202,0.999601598502596
aal-miR-281-3p,AALF002219-RA.1,-17.02,3979,4025,0.997070406379866
aal-miR-281-3p,AALF006674-RA.1,-16.2,83,106,0.997598958173986
aal-miR-281-3p,AALF010617-RA.1,-12.9,482,503,0.999347087470735
aal-miR-281-3p,AALF006142-RA.1,-11.85,81,122,0.999938865073696
aal-miR-281-3p,AALF012626-RA.1,-14.44,3931,3958,0.999844867648915
aal-miR-281-3p,AALF012626-RA.1,-18.49,19556,19588,0.999641658297435
aal-miR-281-3p,AALF012626-RA.1,-15.3,21352,21368,0.997361573875677
aal-miR-281-3p,AALF007683-RA.1,-10.09,7714,7750,0.998967933608841
aal-miR-281-3p,AALF022347-RA.1,-16.9,586,606,0.992517893419896
aal-miR-281-3p,AALF013157-RA.1,-19.65,648,700,0.998520992229352
aal-miR-281-3p,AALF013157-RA.1,-14.79,2884,2913,0.999689041541015
aal-miR-281-3p,AALF017397-RA.1,-16.25,6067,6117,0.999390833423312
aal-miR-281-3p,AALF017397-RA.1,-13.6,6227,6257,0.999453565638968
aal-miR-281-3p,AALF016120-RA.1,-13.9,41,64,0.999689041541015
aal-miR-281-3p,AALF004132-RA.1,-13.61,1548,1607,0.998427062078888
aal-miR-281-3p,AALF017499-RA.1,-12.95,1583,1627,0.991181722832471
aal-miR-281-3p,AALF020334-RA.1,-13.41,6775,6808,0.999633039130452
aal-miR-281-3p,AALF024458-RA.1,-10.8,196,215,0.999703645814271
aal-miR-281-3p,AALF001108-RA.1,-13.6,157,194,0.998073059843239
aal-miR-281-3p,AALF001108-RA.1,-13.14,3404,3423,0.999742621034716
aal-miR-281-3p,AALF023930-RA.1,-16.9,599,619,0.992517893419896
aal-miR-281-3p,AALF001650-RA.1,-14.2,6851,6871,0.99131303549548
aal-miR-281-3p,AALF001650-RA.1,-15.35,8390,8428,0.9998449820256
aal-miR-281-3p,AALF013415-RA.1,-14.07,7041,7074,0.999869171786234
aal-miR-281-3p,AALF011472-RA.1,-13.44,258,276,0.998697802873895
aal-miR-281-3p,AALF014163-RA.1,-14.3,2257,2277,0.997361573875677
aal-miR-281-3p,AALF012513-RA.1,-16.5,111,128,0.998708292085929
aal-miR-281-3p,AALF013836-RA.1,-16.79,6553,6596,0.999641658297435
aal-miR-281-3p,AALF028469-RA.1,-10,12519,12526,0.999740576232749
aal-miR-281-3p,AALF006337-RA.1,-9.3,2,24,0.999414853917534
aal-miR-281-3p,AALF027786-RA.1,-14.3,601,617,0.998458534841526
aal-miR-281-3p,AALF011607-RA.1,-9.6,2749,2765,0.998940814618558
aal-miR-281-3p,AALF011564-RA.1,-17.69,8040,8073,0.999662466239951
aal-miR-281-3p,AALF008032-RA.1,-9.7,46,75,0.998187729470203
aal-miR-281-3p,AALF027144-RA.1,-13.61,2940,2988,0.999742621034716
aal-miR-281-3p,AALF010088-RA.1,-17.12,310,356,0.9958411518285
aal-miR-281-3p,AALF014727-RA.1,-12.6,5445,5466,0.995701643253406
aal-miR-281-3p,AALF003330-RA.1,-11.05,455,484,0.999164320985782
aal-miR-281-3p,AALF022185-RA.1,-15.77,1919,1950,0.998663595315802
aal-miR-281-3p,AALF016307-RA.1,-13.3,365,382,0.998753285789796
aal-miR-281-3p,AALF005279-RA.1,-11.6,871,896,0.999800514772406
aal-miR-281-3p,AALF003220-RA.1,-11.3,351,362,0.999716049184399
aal-miR-281-3p,AALF006763-RA.1,-12.89,852,894,0.999742621034716
aal-miR-281-3p,AALF004324-RA.1,-9.8,258,267,0.998967933608841
aal-miR-281-3p,AALF009032-RA.1,-12.82,304,337,0.999641658297435
aal-miR-281-3p,AALF014302-RA.1,-12.7,76,100,0.997970148335002
aal-miR-281-3p,AALF012708-RA.1,-15.77,1826,1857,0.998663595315802
aal-miR-281-3p,AALF027095-RA.1,-14.6,29,58,0.999248493650747
aal-miR-281-3p,AALF020159-RA.1,-13.47,752,827,0.999176113768441
aal-miR-281-3p,AALF019010-RA.1,-10.12,727,750,0.998427062078888
aal-miR-281-3p,AALF009556-RA.1,-12.6,48,67,0.995701643253406
aal-miR-281-3p,AALF015473-RA.1,-11.6,645,678,0.999502199945601
aal-miR-281-3p,AALF003587-RA.1,-16.71,159,207,0.997070406379866
aal-miR-281-3p,AALF015621-RA.1,-13.85,905,946,0.99989605143548
aal-miR-281-3p,AALF020210-RA.1,-14.6,174,196,0.999306991957473
aal-miR-281-3p,AALF003103-RA.1,-19.27,103,143,0.997070406379866
aal-miR-281-3p,AALF024020-RA.1,-15.22,1809,1847,0.999641658297435
aal-miR-281-3p,AALF025907-RA.1,-9.1,8,23,0.998967933608841
aal-miR-281-3p,AALF009444-RA.1,-14.5,402,417,0.996591182712364
aal-miR-281-3p,AALF017793-RA.1,-14.89,25371,25418,0.999706243011833
aal-miR-281-3p,AALF023425-RA.1,-13.51,11986,12028,0.999671114412582
aal-miR-281-3p,AALF018583-RA.1,-9.5,191,205,0.995565949301119
aal-miR-281-3p,AALF005377-RA.1,-15.3,19340,19356,0.996423745592297
aal-miR-281-3p,AALF013127-RA.1,-19.3,533,558,0.997598958173986
aal-miR-281-3p,AALF007318-RA.1,-17.49,1,36,0.996423745592297
aal-miR-281-3p,AALF016818-RA.1,-15.4,522,539,0.998708292085929
aal-miR-281-3p,AALF022626-RA.1,-12,161,178,0.992517893419896
aal-miR-281-3p,AALF026429-RA.1,-12.28,3740,3785,0.999742621034716
aal-miR-281-3p,AALF015500-RA.1,-15.4,523,540,0.998708292085929
aal-miR-281-3p,AALF012181-RA.1,-9.8,58,69,0.991903683093572
aal-miR-281-3p,AALF007527-RA.1,-14.84,3268,3309,0.999248493650747
aal-miR-281-3p,AALF007527-RA.1,-12.6,16028,16045,0.999286236972528
aal-miR-281-3p,AALF015869-RA.1,-16.4,1038,1052,0.992517893419896
aal-miR-281-3p,AALF012754-RA.1,-13.7,343,358,0.999689041541015
aal-miR-281-3p,AALF018247-RA.1,-14.5,770,809,0.997823214033016
aal-miR-281-3p,AALF022521-RA.1,-13.05,2094,2142,0.999823752361028
aal-miR-281-3p,AALF022521-RA.1,-15.4,28768,28800,0.99905064581473
aal-miR-281-3p,AALF022521-RA.1,-14.91,38826,38877,0.999471365505007
aal-miR-281-3p,AALF015350-RA.1,-14.87,684,718,0.992661801954766
aal-miR-184,AALF024740-RA.1,-19.6,256,269,0.993080068299251
aal-miR-184,AALF007937-RA.1,-17.2,9150,9175,0.998726338833168
aal-miR-184,AALF005612-RA.1,-18.41,496,546,0.999435980707144
aal-miR-184,AALF002233-RA.1,-17,13140,13175,0.999440531983895
aal-miR-184,AALF014174-RA.1,-13.39,106,146,0.999612145896276
aal-miR-184,AALF016284-RA.1,-15.1,8,47,0.999671114412582
aal-miR-184,AALF014587-RA.1,-16.95,132,185,0.999125527907125
aal-miR-184,AALF008785-RA.1,-16.6,10942,10974,0.998272776005288
aal-miR-184,AALF013836-RA.1,-19,10286,10310,0.997051386733249
aal-miR-184,AALF002432-RA.1,-19.2,6,35,0.99757678624788
aal-miR-184,AALF021435-RA.1,-20.05,495,559,0.999638139034823
aal-miR-184,AALF028155-RA.1,-21.3,227,269,0.99988858778822
aal-miR-184,AALF008564-RA.1,-18.6,298,320,0.995366311482749
aal-miR-184,AALF003010-RA.1,-16.9,69,91,0.991451396452137
aal-miR-184,AALF024920-RA.1,-16.8,32,50,0.99398986900297
aal-miR-184,AALF028043-RA.1,-21.41,408,448,0.999704715478025
aal-miR-184,AALF025297-RA.1,-19.43,17714,17758,0.99984528509182
aal-miR-184,AALF020954-RA.1,-18.05,1609,1652,0.998537789521872
aal-miR-184,AALF002048-RA.1,-20.04,632,661,0.998537789521872
aal-miR-184,AALF015459-RA.1,-15.11,532,578,0.999510547221702
aal-miR-184,AALF011539-RA.1,-17.1,222,238,0.992726998983238
aal-miR-184,AALF018161-RA.1,-16.86,62,137,0.999743762857114
aal-miR-184,AALF026228-RA.1,-21.38,225,275,0.995291571542765
aal-miR-184,AALF024176-RA.1,-16.9,131,155,0.99131303549548
aal-miR-184,AALF019692-RA.1,-18.51,4122,4163,0.999435980707144
aal-miR-184,AALF000983-RA.1,-16.81,16688,16708,0.996179137276951
aal-miR-184,AALF009748-RA.1,-16.1,116,141,0.995434379297057
aal-miR-184,AALF016238-RA.1,-22.22,1798,1831,0.993582452204229
aal-miR-184,AALF022521-RA.1,-17.8,20275,20296,0.998272776005288
aal-miR-184,AALF022521-RA.1,-16.2,28866,28897,0.99131303549548
aal-miR-184,AALF021458-RA.1,-17.5,22832,22855,0.99131303549548
aal-miR-184,AALF021458-RA.1,-15.5,35744,35758,0.991740593708631
aal-miR-184,AALF022841-RA.1,-18.8,178,200,0.998411703812594
aal-miR-184,AALF022841-RA.1,-21.5,12597,12623,0.996331008386615
aal-miR-184,AALF007205-RA.1,-15.99,5902,5963,0.99990332289577
aal-miR-184,AALF018362-RA.1,-15.1,82,95,0.993104502103247
aal-miR-989,AALF011532-RA.1,-15.9,4024,4043,0.99131303549548
aal-miR-989,AALF005153-RA.1,-13.6,1,14,0.992284568157894
aal-miR-989,AALF005153-RA.1,-17.5,2732,2756,0.996850649177124
aal-miR-989,AALF022474-RA.1,-18.3,634,651,0.995434379297057
aal-miR-989,AALF000758-RA.1,-13.5,706,721,0.992764361624534
aal-miR-989,AALF010314-RA.1,-18.9,64,87,0.993036218225341
aal-miR-989,AALF025948-RA.1,-15.75,168,211,0.999907050022029
aal-miR-989,AALF025948-RA.1,-13.35,13262,13311,0.999757567763402
aal-miR-989,AALF025159-RA.1,-14.9,1416,1444,0.996324951846993
aal-miR-989,AALF026317-RA.1,-15.91,5578,5610,0.998272776005288
aal-miR-989,AALF006624-RA.1,-14.5,264,285,0.996844531423082
aal-miR-989,AALF017781-RA.1,-15.6,723,746,0.999706243011833
aal-miR-989,AALF022833-RA.1,-15.53,48,80,0.99131303549548
aal-miR-989,AALF012319-RA.1,-16.83,6527,6570,0.998427062078888
aal-miR-989,AALF004462-RA.1,-17.9,5424,5442,0.997066599903564
aal-miR-989,AALF012698-RA.1,-14.93,294,327,0.993972680874768
aal-miR-989,AALF007477-RA.1,-15.71,79,117,0.999827220162893
aal-miR-989,AALF007477-RA.1,-15.07,153,213,0.99904219123036
aal-miR-989,AALF022363-RA.1,-14.5,165,193,0.999827220162893
aal-miR-989,AALF009737-RA.1,-13.2,3620,3650,0.99536459175571
aal-miR-989,AALF010259-RA.1,-13.81,882,911,0.99131303549548
aal-miR-989,AALF007727-RA.1,-11.42,884,900,0.999594869598436
aal-miR-989,AALF015294-RA.1,-14.57,449,493,0.999596555630492
aal-miR-989,AALF021891-RA.1,-18.2,2210,2239,0.997803815889155
aal-miR-989,AALF028433-RA.1,-14.39,517,558,0.999371818945346
aal-miR-989,AALF002018-RA.1,-13.4,493,514,0.999692703949175
aal-miR-989,AALF001022-RA.1,-17.6,82,100,0.998272776005288
aal-miR-989,AALF014326-RA.1,-15.1,32,57,0.995434379297057
aal-miR-989,AALF006466-RA.1,-19.23,1540,1574,0.997066599903564
aal-miR-989,AALF009267-RA.1,-14.22,221,256,0.999542114427819
aal-miR-989,AALF026525-RA.1,-14.69,2270,2289,0.999594869598436
aal-miR-989,AALF026525-RA.1,-14.69,3229,3248,0.999596965145925
aal-miR-989,AALF003978-RA.1,-13.8,6346,6367,0.995434379297057
aal-miR-989,AALF003978-RA.1,-12.2,13315,13332,0.993582452204229
aal-miR-989,AALF003978-RA.1,-15.3,14838,14878,0.999906673634376
aal-miR-989,AALF011049-RA.1,-12.11,8376,8425,0.999877019470538
aal-miR-989,AALF009524-RA.1,-14.48,442,492,0.998730951170402
aal-miR-989,AALF020338-RA.1,-13.62,719,774,0.993953042102736
aal-miR-989,AALF016546-RA.1,-13.2,516,534,0.998272776005288
aal-miR-989,AALF013963-RA.1,-17.28,75,128,0.996940500898543
aal-miR-989,AALF023790-RA.1,-15.2,2168,2188,0.996696040098879
aal-miR-989,AALF013058-RA.1,-16.7,599,620,0.998545264512298
aal-miR-989,AALF027309-RA.1,-10.95,1346,1389,0.999763359294712
aal-miR-989,AALF012953-RA.1,-16.35,161,192,0.999176113768441
aal-miR-989,AALF024828-RA.1,-13.9,3021,3041,0.999565612722659
aal-miR-989,AALF011728-RA.1,-17.1,426,448,0.99131303549548
aal-miR-989,AALF002759-RA.1,-12.1,368,389,0.997051386733249
aal-miR-989,AALF011939-RA.1,-13.9,289,311,0.99131303549548
aal-miR-989,AALF009850-RA.1,-14.7,571,594,0.99905064581473
aal-miR-989,AALF019571-RA.1,-12.2,11,24,0.99987412216137
aal-miR-989,AALF008407-RA.1,-13,931,955,0.999565612722659
aal-miR-989,AALF017759-RA.1,-14.05,119,165,0.999920397756286
aal-miR-989,AALF007520-RA.1,-14.4,15472,15492,0.998726338833168
aal-miR-989,AALF007520-RA.1,-12.7,17748,17774,0.99889139292312
aal-miR-989,AALF025256-RA.1,-14,563,580,0.995438896191932
aal-miR-989,AALF011160-RA.1,-17.7,1502,1519,0.997051386733249
aal-miR-989,AALF007044-RA.1,-14.69,247,280,0.99988858778822
aal-miR-989,AALF004127-RA.1,-14.12,441,471,0.99536459175571
aal-miR-989,AALF011047-RA.1,-14.7,145,164,0.998272776005288
aal-miR-989,AALF014746-RA.1,-14.11,31,62,0.999952139371347
