"string_id","original_id","uniprot_id","protein_name"
"7159.Q16II5","AAEL013654","Q16II5","Q16II5"
"7159.Q16IN4","AAEL013602","Q16IN4","EGFLAM"
"7159.Q16IN4","AAEL013602","Q16IN4","EGFLAM"
"7159.Q16IN4","AAEL013602","Q16IN4","EGFLAM"
"7159.Q16IW8","AAEL013529","Q16IW8","SYN3"
"7159.Q16IY0","AAEL013510","Q16IY0","SAMD4B"
"7159.Q16J72","GPROR76","Q16J72","GPROR76"
"7159.Q16J72","GPROR76","Q16J72","GPROR76"
"7159.Q16KA6","AAEL013066","Q16KA6","CHEK1"
"7159.Q16KA6","AAEL013066","Q16KA6","CHEK1"
"7159.Q16KQ8","AAEL012905","Q16KQ8","Q16KQ8"
"7159.Q16KQ8","AAEL012905","Q16KQ8","Q16KQ8"
"7159.Q16KQ9","AAEL012910","Q16KQ9","dp"
"7159.Q16KQ9","AAEL012910","Q16KQ9","dp"
"7159.Q16KR0","AAEL012908","Q16KR0","fbn-1"
"7159.Q16KR0","AAEL012908","Q16KR0","fbn-1"
"7159.Q16KR1","AAEL012909","Q16KR1","Q16KR1"
"7159.Q16KR1","AAEL012909","Q16KR1","Q16KR1"
"7159.Q16L96","AAEL012723","Q16L96","MAP2K1"
"7159.Q16L96","AAEL012723","Q16L96","MAP2K1"
"7159.Q16L96","AAEL012723","Q16L96","MAP2K1"
"7159.Q16L96","AAEL012723","Q16L96","MAP2K1"
"7159.Q16L96","AAEL012723","Q16L96","MAP2K1"
"7159.Q16L96","AAEL012723","Q16L96","MAP2K1"
"7159.Q16LB3","AAEL012707","Q16LB3","USP10"
"7159.Q16LS6","AAEL012541","Q16LS6","SYN3"
"7159.Q16M53","AAEL012420","Q16M53","PUM2"
"7159.Q16M53","AAEL012420","Q16M53","PUM2"
"7159.Q16M53","AAEL012420","Q16M53","PUM2"
"7159.Q16M54","AAEL012416","Q16M54","Q16M54"
"7159.Q16M54","AAEL012416","Q16M54","Q16M54"
"7159.Q16MJ6","AAEL012288","Q16MJ6","Q16MJ6"
"7159.Q16ML9","AAEL012256","Q16ML9","GPR107"
"7159.Q16MM0","AAEL012257","Q16MM0","GPR107"
"7159.Q16MM1","AAEL012259","Q16MM1","SUPT5H"
"7159.Q16MM1","AAEL012259","Q16MM1","SUPT5H"
"7159.Q16MM1","AAEL012259","Q16MM1","SUPT5H"
"7159.Q16MM1","AAEL012259","Q16MM1","SUPT5H"
"7159.Q16MM1","AAEL012259","Q16MM1","SUPT5H"
"7159.Q16N85","AAEL012057","Q16N85","EPC1"
"7159.Q16N85","AAEL012057","Q16N85","EPC1"
"7159.Q16N85","AAEL012057","Q16N85","EPC1"
"7159.Q16NR7","AAEL011890","Q16NR7","Q16NR7"
"7159.Q16NR7","AAEL011890","Q16NR7","Q16NR7"
"7159.Q16NR7","AAEL011890","Q16NR7","Q16NR7"
"7159.Q16NR7","AAEL011890","Q16NR7","Q16NR7"
"7159.Q16NS4","AAEL011870","Q16NS4","LSM14A"
"7159.Q16NS4","AAEL011870","Q16NS4","LSM14A"
"7159.Q16NS4","AAEL011870","Q16NS4","LSM14A"
"7159.Q16P38","AAEL011773","Q16P38","CALR"
"7159.Q16PA7","AAEL011709","Q16PA7","DGKE"
"7159.Q16PG7","AAEL011648","Q16PG7","CCND3"
"7159.Q16PT5","AAEL011536","Q16PT5","PGM3"
"7159.Q16PW9","AAEL011495","Q16PW9","ZMIZ1"
"7159.Q16PX0","AAEL011485","Q16PX0","ZMIZ1"
"7159.Q16R23","AAEL011105","Q16R23","add-1"
"7159.Q16R23","AAEL011105","Q16R23","add-1"
"7159.Q16RC6","AAEL011006","Q16RC6","GUK1"
"7159.Q16S36","AAEL010716","Q16S36","Sec61alpha"
"7159.Q16S36","AAEL010716","Q16S36","Sec61alpha"
"7159.Q16S36","AAEL010716","Q16S36","Sec61alpha"
"7159.Q16S36","AAEL010716","Q16S36","Sec61alpha"
"7159.Q16S36","AAEL010716","Q16S36","Sec61alpha"
"7159.Q16S36","AAEL010716","Q16S36","Sec61alpha"
"7159.Q16S36","AAEL010716","Q16S36","Sec61alpha"
"7159.Q16S36","AAEL010716","Q16S36","Sec61alpha"
"7159.Q16S36","AAEL010716","Q16S36","Sec61alpha"
"7159.Q16SB0","AAEL010643","Q16SB0","PAK3"
"7159.Q16SB0","AAEL010643","Q16SB0","PAK3"
"7159.Q16SB0","AAEL010643","Q16SB0","PAK3"
"7159.Q16SB0","AAEL010643","Q16SB0","PAK3"
"7159.Q16SB0","AAEL010643","Q16SB0","PAK3"
"7159.Q16SB0","AAEL010643","Q16SB0","PAK3"
"7159.Q16SI7","AAEL010584","Q16SI7","LMAN2"
"7159.Q16SI7","AAEL010584","Q16SI7","LMAN2"
"7159.Q16SL7","AAEL010555","Q16SL7","SREBF2"
"7159.Q16SL7","AAEL010555","Q16SL7","SREBF2"
"7159.Q16T51","AAEL010373","Q16T51","CTDNEP1"
"7159.Q16T51","AAEL010373","Q16T51","CTDNEP1"
"7159.Q16TM2","AAEL010198","Q16TM2","IL16"
"7159.Q16TT9","AAEL010126","Q16TT9","Q16TT9"
"7159.Q16U10","AAEL010061","Q16U10","FHDC1"
"7159.Q16U10","AAEL010061","Q16U10","FHDC1"
"7159.Q16U10","AAEL010061","Q16U10","FHDC1"
"7159.Q16U87","AAEL009988","Q16U87","IL16"
"7159.Q16UC4","AAEL009947","Q16UC4","HOXB7"
"7159.Q16UD8","AAEL009938","Q16UD8","GLYATL3"
"7159.Q16UG5","AAEL009915","Q16UG5","CROCC"
"7159.Q16UG5","AAEL009915","Q16UG5","CROCC"
"7159.Q16UG5","AAEL009915","Q16UG5","CROCC"
"7159.Q16UK9","AAEL009869","Q16UK9","Q16UK9"
"7159.Q16UP5","AAEL009838","Q16UP5","AGL"
"7159.Q16VA1","AAEL009630","Q16VA1","PDE9A"
"7159.Q16VA1","AAEL009630","Q16VA1","PDE9A"
"7159.Q16VS2","AAEL009451","Q16VS2","ACTB"
"7159.Q16VS2","AAEL009451","Q16VS2","ACTB"
"7159.Q16VS2","AAEL009451","Q16VS2","ACTB"
"7159.Q16VS2","AAEL009451","Q16VS2","ACTB"
"7159.Q16VS2","AAEL009451","Q16VS2","ACTB"
"7159.Q16VS2","AAEL009451","Q16VS2","ACTB"
"7159.Q16VS2","AAEL009451","Q16VS2","ACTB"
"7159.Q16VZ3","AAEL009400","Q16VZ3","CNOT8"
"7159.Q16VZ3","AAEL009400","Q16VZ3","CNOT8"
"7159.Q16VZ3","AAEL009400","Q16VZ3","CNOT8"
"7159.Q16VZ3","AAEL009400","Q16VZ3","CNOT8"
"7159.Q16VZ3","AAEL009400","Q16VZ3","CNOT8"
"7159.Q16W03","AAEL009377","Q16W03","RAP1A"
"7159.Q16W03","AAEL009377","Q16W03","RAP1A"
"7159.Q16W03","AAEL009377","Q16W03","RAP1A"
"7159.Q16WA7","AAEL009304","Q16WA7","STX1A"
"7159.Q16WV5","AAEL009085","Q16WV5","ARHGAP1"
"7159.Q16WV5","AAEL009085","Q16WV5","ARHGAP1"
"7159.Q16WV5","AAEL009085","Q16WV5","ARHGAP1"
"7159.Q16WV5","AAEL009085","Q16WV5","ARHGAP1"
"7159.Q16WV5","AAEL009085","Q16WV5","ARHGAP1"
"7159.Q16WV5","AAEL009085","Q16WV5","ARHGAP1"
"7159.Q16WV5","AAEL009085","Q16WV5","ARHGAP1"
"7159.Q16WV5","AAEL009085","Q16WV5","ARHGAP1"
"7159.Q16XQ1","AAEL008816","Q16XQ1","SLC18A1"
"7159.Q16XQ1","AAEL008816","Q16XQ1","SLC18A1"
"7159.Q16Y82","AAEL008622","Q16Y82","Q16Y82"
"7159.Q16Y82","AAEL008622","Q16Y82","Q16Y82"
"7159.Q16Y82","AAEL008622","Q16Y82","Q16Y82"
"7159.Q16Y82","AAEL008622","Q16Y82","Q16Y82"
"7159.Q16YG3","AAEL008554","Q16YG3","PTPN11"
"7159.Q16YG3","AAEL008554","Q16YG3","PTPN11"
"7159.Q16YG3","AAEL008554","Q16YG3","PTPN11"
"7159.Q16YG5","AAEL008552","Q16YG5","PTPN11"
"7159.Q16YG5","AAEL008552","Q16YG5","PTPN11"
"7159.Q16YG5","AAEL008552","Q16YG5","PTPN11"
"7159.Q16YG8","AAEL008528","Q16YG8","PTPN11"
"7159.Q16YG8","AAEL008528","Q16YG8","PTPN11"
"7159.Q16YG8","AAEL008528","Q16YG8","PTPN11"
"7159.Q16YG8","AAEL008528","Q16YG8","PTPN11"
"7159.Q16YK1","AAEL008507","Q16YK1","SRPK2"
"7159.Q16YK1","AAEL008507","Q16YK1","SRPK2"
"7159.Q16YK5","AAEL008517","Q16YK5","TUFM"
"7159.Q16YK5","AAEL008517","Q16YK5","TUFM"
"7159.Q16YK5","AAEL008517","Q16YK5","TUFM"
"7159.Q16YK5","AAEL008517","Q16YK5","TUFM"
"7159.Q16YK5","AAEL008517","Q16YK5","TUFM"
"7159.Q16YK5","AAEL008517","Q16YK5","TUFM"
"7159.Q16YV1","AAEL008414","Q16YV1","Q16YV1"
"7159.Q16YV1","AAEL008414","Q16YV1","Q16YV1"
"7159.Q16YZ8","AAEL008362","Q16YZ8","SULF1"
"7159.Q16YZ9","AAEL008372","Q16YZ9","SULF1"
"7159.Q16Z01","AAEL008371","Q16Z01","NF1"
"7159.Q16Z01","AAEL008371","Q16Z01","NF1"
"7159.Q16Z01","AAEL008371","Q16Z01","NF1"
"7159.Q16Z01","AAEL008371","Q16Z01","NF1"
"7159.Q16Z01","AAEL008371","Q16Z01","NF1"
"7159.Q16Z71","GPRDIH1","Q16Z71","GPRDIH1"
"7159.Q170K8","AAEL007876","Q170K8","PTK7"
"7159.Q170K8","AAEL007876","Q170K8","PTK7"
"7159.Q170K8","AAEL007876","Q170K8","PTK7"
"7159.Q170K8","AAEL007876","Q170K8","PTK7"
"7159.Q170K8","AAEL007876","Q170K8","PTK7"
"7159.Q170K8","AAEL007876","Q170K8","PTK7"
"7159.Q170K8","AAEL007876","Q170K8","PTK7"
"7159.Q170K8","AAEL007876","Q170K8","PTK7"
"7159.Q170K8","AAEL007876","Q170K8","PTK7"
"7159.Q170K8","AAEL007876","Q170K8","PTK7"
"7159.Q170K8","AAEL007876","Q170K8","PTK7"
"7159.Q170K8","AAEL007876","Q170K8","PTK7"
"7159.Q170K8","AAEL007876","Q170K8","PTK7"
"7159.Q170K8","AAEL007876","Q170K8","PTK7"
"7159.Q170K8","AAEL007876","Q170K8","PTK7"
"7159.Q170K8","AAEL007876","Q170K8","PTK7"
"7159.Q170K8","AAEL007876","Q170K8","PTK7"
"7159.Q170K8","AAEL007876","Q170K8","PTK7"
"7159.Q170K8","AAEL007876","Q170K8","PTK7"
"7159.Q170K8","AAEL007876","Q170K8","PTK7"
"7159.Q170K8","AAEL007876","Q170K8","PTK7"
"7159.Q170K9","AAEL007890","Q170K9","Q170K9"
"7159.Q170K9","AAEL007890","Q170K9","Q170K9"
"7159.Q170K9","AAEL007890","Q170K9","Q170K9"
"7159.Q170K9","AAEL007890","Q170K9","Q170K9"
"7159.Q170K9","AAEL007890","Q170K9","Q170K9"
"7159.Q170K9","AAEL007890","Q170K9","Q170K9"
"7159.Q170K9","AAEL007890","Q170K9","Q170K9"
"7159.Q170K9","AAEL007890","Q170K9","Q170K9"
"7159.Q170K9","AAEL007890","Q170K9","Q170K9"
"7159.Q170K9","AAEL007890","Q170K9","Q170K9"
"7159.Q170K9","AAEL007890","Q170K9","Q170K9"
"7159.Q170K9","AAEL007890","Q170K9","Q170K9"
"7159.Q170K9","AAEL007890","Q170K9","Q170K9"
"7159.Q170K9","AAEL007890","Q170K9","Q170K9"
"7159.Q170K9","AAEL007890","Q170K9","Q170K9"
"7159.Q170K9","AAEL007890","Q170K9","Q170K9"
"7159.Q170K9","AAEL007890","Q170K9","Q170K9"
"7159.Q170K9","AAEL007890","Q170K9","Q170K9"
"7159.Q170K9","AAEL007890","Q170K9","Q170K9"
"7159.Q170K9","AAEL007890","Q170K9","Q170K9"
"7159.Q170K9","AAEL007890","Q170K9","Q170K9"
"7159.Q172G9","AAEL007388","Q172G9","Q172G9"
"7159.Q172J7","AAEL007359","Q172J7","GUCY2D"
"7159.Q172K9","AAEL007353","Q172K9","CUL5"
"7159.Q174F7","AAEL006912","Q174F7","ACAT2"
"7159.Q174F7","AAEL006912","Q174F7","ACAT2"
"7159.Q174K3","AAEL006876","Q174K3","IGF2BP3"
"7159.Q174R8","AAEL006813","Q174R8","Q174R8"
"7159.Q174R9","AAEL006803","Q174R9","Q174R9"
"7159.Q174W8","GPRFZ2","Q174W8","GPRFZ2"
"7159.Q175B9","AAEL006710","Q175B9","TIAL1"
"7159.Q175B9","AAEL006710","Q175B9","TIAL1"
"7159.Q175B9","AAEL006710","Q175B9","TIAL1"
"7159.Q175B9","AAEL006710","Q175B9","TIAL1"
"7159.Q177A9","AAEL006189","Q177A9","ACBD5"
"7159.Q177A9","AAEL006189","Q177A9","ACBD5"
"7159.Q177A9","AAEL006189","Q177A9","ACBD5"
"7159.Q177H3","AAEL006149","Q177H3","Q177H3"
"7159.Q177H4","AAEL006152","Q177H4","Q177H4"
"7159.Q177S2","AAEL006038","Q177S2","BRWD3"
"7159.Q178U8","AAEL005766","Q178U8","ALDOC"
"7159.Q178U8","AAEL005766","Q178U8","ALDOC"
"7159.Q178U8","AAEL005766","Q178U8","ALDOC"
"7159.Q178U8","AAEL005766","Q178U8","ALDOC"
"7159.Q178X8","AAEL005741","Q178X8","FOXL2"
"7159.Q178X8","AAEL005741","Q178X8","FOXL2"
"7159.Q179A9","AAEL005679","Q179A9","CHEK1"
"7159.Q179E9","AAEL005655","Q179E9","SNX2"
"7159.Q179N7","AAEL005581","Q179N7","Q179N7"
"7159.Q179X5","AAEL005463","Q179X5","CALB1"
"7159.Q17AG5","AAEL005302","Q17AG5","Q17AG5"
"7159.Q17B43","AAEL005099","Q17B43","Q17B43"
"7159.Q17B44","AAEL005089","Q17B44","Q17B44"
"7159.Q17BK4","AAEL004934","Q17BK4","SCAPER"
"7159.Q17BN5","AAEL004900","Q17BN5","GGPS1"
"7159.Q17C29","AAEL004715","Q17C29","BTG1"
"7159.Q17C29","AAEL004715","Q17C29","BTG1"
"7159.Q17C29","AAEL004715","Q17C29","BTG1"
"7159.Q17C39","AAEL004717","Q17C39","CDK5R1"
"7159.Q17C93","AAEL004651","Q17C93","Q17C93"
"7159.Q17C93","AAEL004651","Q17C93","Q17C93"
"7159.Q17CG1","AAEL004549","Q17CG1","SYN3"
"7159.Q17CG1","AAEL004549","Q17CG1","SYN3"
"7159.Q17CM5","AAEL004525","Q17CM5","nphp-2"
"7159.Q17CM5","AAEL004525","Q17CM5","nphp-2"
"7159.Q17CP3","AAEL004464","Q17CP3","Q17CP3"
"7159.Q17CP3","AAEL004464","Q17CP3","Q17CP3"
"7159.Q17CP4","AAEL004478","Q17CP4","Q17CP4"
"7159.Q17CP5","AAEL004463","Q17CP5","Q17CP5"
"7159.Q17DL2","AAEL004133","Q17DL2","igcm-1"
"7159.Q17E15","AAEL003979","Q17E15","CELF3"
"7159.Q17E15","AAEL003979","Q17E15","CELF3"
"7159.Q17E15","AAEL003979","Q17E15","CELF3"
"7159.Q17E44","AAEL003953","Q17E44","Q17E44"
"7159.Q17EP1","AAEL003733","Q17EP1","USP10"
"7159.Q17F07","AAEL003609","Q17F07","LRBA"
"7159.Q17F07","AAEL003609","Q17F07","LRBA"
"7159.Q17F08","AAEL003592","Q17F08","LRBA"
"7159.Q17FE8","AAEL003407","Q17FE8","Q17FE8"
"7159.Q17FE8","AAEL003407","Q17FE8","Q17FE8"
"7159.Q17FE8","AAEL003407","Q17FE8","Q17FE8"
"7159.Q17FE8","AAEL003407","Q17FE8","Q17FE8"
"7159.Q17FE9","AAEL003414","Q17FE9","Q17FE9"
"7159.Q17FE9","AAEL003414","Q17FE9","Q17FE9"
"7159.Q17FE9","AAEL003414","Q17FE9","Q17FE9"
"7159.Q17FU6","AAEL003292","Q17FU6","SRGAP1"
"7159.Q17FU7","AAEL003304","Q17FU7","Q17FU7"
"7159.Q17FU9","AAEL003290","Q17FU9","Q17FU9"
"7159.Q17FU9","AAEL003290","Q17FU9","Q17FU9"
"7159.Q17FX3","AAEL003267","Q17FX3","Q17FX3"
"7159.Q17G52","AAEL003191","Q17G52","SASH1"
"7159.Q17G54","AAEL003199","Q17G54","SASH1"
"7159.Q17G69","AAEL003169","Q17G69","igcm-1"
"7159.Q17G69","AAEL003169","Q17G69","igcm-1"
"7159.Q17G70","AAEL003167","Q17G70","igcm-1"
"7159.Q17GI1","AAEL003013","Q17GI1","Mkk4"
"7159.Q17GJ0","AAEL003001","Q17GJ0","WDR5"
"7159.Q17GJ0","AAEL003001","Q17GJ0","WDR5"
"7159.Q17GJ0","AAEL003001","Q17GJ0","WDR5"
"7159.Q17GJ0","AAEL003001","Q17GJ0","WDR5"
"7159.Q17GJ0","AAEL003001","Q17GJ0","WDR5"
"7159.Q17GP4","AAEL002936","Q17GP4","VAPA"
"7159.Q17GS0","AAEL002913","Q17GS0","ABCD3"
"7159.Q17GX9","AAEL002851","Q17GX9","betaTub56D"
"7159.Q17GX9","AAEL002851","Q17GX9","betaTub56D"
"7159.Q17H51","AAEL002813","Q17H51","ATP5J"
"7159.Q17H51","AAEL002813","Q17H51","ATP5J"
"7159.Q17H51","AAEL002813","Q17H51","ATP5J"
"7159.Q17H75","AAEL002761","Q17H75","Tm1"
"7159.Q17H75","AAEL002761","Q17H75","Tm1"
"7159.Q17H75","AAEL002761","Q17H75","Tm1"
"7159.Q17H75","AAEL002761","Q17H75","Tm1"
"7159.Q17HA9","AAEL002754","Q17HA9","KIRREL"
"7159.Q17HA9","AAEL002754","Q17HA9","KIRREL"
"7159.Q17HS6","AAEL002594","Q17HS6","PAK3"
"7159.Q17HS6","AAEL002594","Q17HS6","PAK3"
"7159.Q17HS6","AAEL002594","Q17HS6","PAK3"
"7159.Q17HS6","AAEL002594","Q17HS6","PAK3"
"7159.Q17HS6","AAEL002594","Q17HS6","PAK3"
"7159.Q17HS6","AAEL002594","Q17HS6","PAK3"
"7159.Q17HS6","AAEL002594","Q17HS6","PAK3"
"7159.Q17HS6","AAEL002594","Q17HS6","PAK3"
"7159.Q17IK5","AAEL002321","Q17IK5","ey"
"7159.Q17IK5","AAEL002321","Q17IK5","ey"
"7159.Q17IK5","AAEL002321","Q17IK5","ey"
"7159.Q17IL0","AAEL002287","Q17IL0","PDSS1"
"7159.Q17IM8","AAEL002308","Q17IM8","ZFP36L2"
"7159.Q17J05","AAEL002188","Q17J05","Q17J05"
"7159.Q17J05","AAEL002188","Q17J05","Q17J05"
"7159.Q17J05","AAEL002188","Q17J05","Q17J05"
"7159.Q17J05","AAEL002188","Q17J05","Q17J05"
"7159.Q17J05","AAEL002188","Q17J05","Q17J05"
"7159.Q17J05","AAEL002188","Q17J05","Q17J05"
"7159.Q17J05","AAEL002188","Q17J05","Q17J05"
"7159.Q17J05","AAEL002188","Q17J05","Q17J05"
"7159.Q17J05","AAEL002188","Q17J05","Q17J05"
"7159.Q17J05","AAEL002188","Q17J05","Q17J05"
"7159.Q17J06","AAEL002220","Q17J06","Q17J06"
"7159.Q17J06","AAEL002220","Q17J06","Q17J06"
"7159.Q17J06","AAEL002220","Q17J06","Q17J06"
"7159.Q17J06","AAEL002220","Q17J06","Q17J06"
"7159.Q17J06","AAEL002220","Q17J06","Q17J06"
"7159.Q17J06","AAEL002220","Q17J06","Q17J06"
"7159.Q17J06","AAEL002220","Q17J06","Q17J06"
"7159.Q17J06","AAEL002220","Q17J06","Q17J06"
"7159.Q17J06","AAEL002220","Q17J06","Q17J06"
"7159.Q17J06","AAEL002220","Q17J06","Q17J06"
"7159.Q17J24","AAEL002164","Q17J24","Q17J24"
"7159.Q17J24","AAEL002164","Q17J24","Q17J24"
"7159.Q17J25","AAEL002162","Q17J25","FAM193A"
"7159.Q17J25","AAEL002162","Q17J25","FAM193A"
"7159.Q17J26","AAEL002168","Q17J26","FAM193A"
"7159.Q17J26","AAEL002168","Q17J26","FAM193A"
"7159.Q17J27","AAEL002169","Q17J27","Q17J27"
"7159.Q17J27","AAEL002169","Q17J27","Q17J27"
"7159.Q17JY3","AAEL001861","Q17JY3","NUP155"
"7159.Q17K92","AAEL001755","Q17K92","RHBDL3"
"7159.Q17K93","AAEL001749","Q17K93","RHBDL3"
"7159.Q17K95","AAEL001760","Q17K95","Q17K95"
"7159.Q17K95","AAEL001760","Q17K95","Q17K95"
"7159.Q17KG8","AAEL001702","Q17KG8","Q17KG8"
"7159.Q17KG8","AAEL001702","Q17KG8","Q17KG8"
"7159.Q17KG8","AAEL001702","Q17KG8","Q17KG8"
"7159.Q17KJ5","AAEL001643","Q17KJ5","Q17KJ5"
"7159.Q17KJ5","AAEL001643","Q17KJ5","Q17KJ5"
"7159.Q17KU1","AAEL001567","Q17KU1","MEF2C"
"7159.Q17L13","AAEL001482","Q17L13","SCAPER"
"7159.Q17L66","AAEL001468","Q17L66","Eif4enif1"
"7159.Q17L66","AAEL001468","Q17L66","Eif4enif1"
"7159.Q17L66","AAEL001468","Q17L66","Eif4enif1"
"7159.Q17L66","AAEL001468","Q17L66","Eif4enif1"
"7159.Q17L67","AAEL001454","Q17L67","Eif4enif1"
"7159.Q17L67","AAEL001454","Q17L67","Eif4enif1"
"7159.Q17L67","AAEL001454","Q17L67","Eif4enif1"
"7159.Q17L67","AAEL001454","Q17L67","Eif4enif1"
"7159.Q17LI9","AAEL001340","Q17LI9","CCDC39"
"7159.Q17LP8","AAEL001273","Q17LP8","SEC24B"
"7159.Q17LP8","AAEL001273","Q17LP8","SEC24B"
"7159.Q17LP8","AAEL001273","Q17LP8","SEC24B"
"7159.Q17M42","AAEL001104","Q17M42","DBNL"
"7159.Q17M42","AAEL001104","Q17M42","DBNL"
"7159.Q17M42","AAEL001104","Q17M42","DBNL"
"7159.Q17MI1","AAEL001005","Q17MI1","CALR"
"7159.Q17MM5","AAEL000951","Q17MM5","EEF1B2"
"7159.Q17MM5","AAEL000951","Q17MM5","EEF1B2"
"7159.Q17MT6","ARK","Q17MT6","ARK"
"7159.Q17MT6","ARK","Q17MT6","ARK"
"7159.Q17MX1","AAEL000868","Q17MX1","Q17MX1"
"7159.Q17MX1","AAEL000868","Q17MX1","Q17MX1"
"7159.Q17MX6","AAEL000908","Q17MX6","DFNB31"
"7159.Q17MX6","AAEL000908","Q17MX6","DFNB31"
"7159.Q17MX7","AAEL000891","Q17MX7","Q17MX7"
"7159.Q17MX7","AAEL000891","Q17MX7","Q17MX7"
"7159.Q17NG8","AAEL000703","Q17NG8","PYGB"
"7159.Q17NG8","AAEL000703","Q17NG8","PYGB"
"7159.Q17NG8","AAEL000703","Q17NG8","PYGB"
"7159.Q17NT7","DNR1","Q17NT7","DNR1"
"7159.Q17P09","AAEL000489","Q17P09","Pak3"
"7159.Q17P09","AAEL000489","Q17P09","Pak3"
"7159.Q17P09","AAEL000489","Q17P09","Pak3"
"7159.Q17P09","AAEL000489","Q17P09","Pak3"
"7159.Q17P09","AAEL000489","Q17P09","Pak3"
"7159.Q17P09","AAEL000489","Q17P09","Pak3"
"7159.Q17P09","AAEL000489","Q17P09","Pak3"
"7159.Q17PG3","AAEL000324","Q17PG3","RYK"
"7159.Q17PI9","AAEL000364","Q17PI9","GCSH"
"7159.Q17PI9","AAEL000364","Q17PI9","GCSH"
"7159.Q17PT9","AAEL000242","Q17PT9","KCNA2"
"7159.Q17PU2","AAEL000247","Q17PU2","DYX1C1"
"7159.Q1HQT7","AAEL012237","Q1HQT7","MAX"
"7159.Q1HR69","Q1HR69_AEDAE","Q1HR69","HSPA5"
"7159.Q1HR69","Q1HR69_AEDAE","Q1HR69","HSPA5"
