"mRNA","transcript_product_descrip","uniprot_id","microRNA","energy","targetStart","targetEnd","score"
"AALF020703-RA","Replication protein A subunit [Source:UniProtKB/TrEMBL;Acc:A0A182H338]","A0A023EVB3,A0A182H338","aae-miR-932-5p",-16.11,127,174,0.999125527907125
"AALF003693-RA","protein phosphatase-5 [Source:Projected from Aedes aegypti (AAEL005080) VB Community Annotation]","A0A182G5Y8","aae-miR-932-5p",-15.62,18203,18240,0.999125527907125
"AALF027668-RA","Toll-like receptor [Source:Projected from Aedes aegypti (AAEL007619) VB Community Annotation]","A0A182HE56","aae-miR-932-5p",-17.2,1264,1303,0.99906157928775
"AALF013836-RA","acyl-CoA oxidase [Source:Projected from Aedes aegypti (AAEL000735) VB Community Annotation]","A0A182GQA0","aae-miR-932-5p",-18.46,8843,8884,0.99905064581473
"AALF000852-RA","cxyorf1 [Source:Projected from Aedes aegypti (AAEL011545) VB Community Annotation]","A0A023ERM1,A0A182G1N3","aae-miR-932-5p",-14.4,885,904,0.998927349721031
"AALF011831-RA","adam (a disintegrin and metalloprotease) [Source:Projected from Aedes aegypti (AAEL005992) VB Community Annotation]","A0A182GL72","aae-miR-932-5p",-16,328,350,0.998726338833168
"AALF028167-RA","Glutamine synthetase [Source:UniProtKB/TrEMBL;Acc:A0A182HEV7]","A0A182HEV7","aae-miR-932-5p",-16.5,399,464,0.998537789521872
"AALF026570-RA","tryptophanyl-tRNA synthetase [Source:Projected from Aedes aegypti lvpagwg (AAEL013521) VB Community Annotation]","A0A182HCH8","aae-miR-932-5p",-16.3,33,47,0.99849920495523
"AALF027115-RA","poly a polymerase [Source:Projected from Aedes aegypti (AAEL005356) VB Community Annotation]","A0A182HDC1","aae-miR-932-5p",-16.3,482,511,0.99823238783544
"AALF017793-RA","circadian protein clock/arnt/bmal/pas [Source:Projected from Aedes aegypti (AAEL002049) VB Community Annotation]","A0A023EV26,A0A182GXV2","aae-miR-932-5p",-15.81,21354,21391,0.998210798773812
"AALF010555-RA","helicase [Source:Projected from Aedes aegypti (AAEL009067) VB Community Annotation]","A0A182GIM3","aae-miR-932-5p",-14.41,1023,1072,0.998055334767354
"AALF017397-RA","WD-repeat protein [Source:Projected from Aedes aegypti (AAEL006552) VB Community Annotation]","A0A182GX40","aae-miR-932-5p",-14.64,1460,1479,0.997371115457125
"AALF021443-RA","monocarboxylate transporter [Source:Projected from Aedes aegypti (AAEL003524) VB Community Annotation]","A0A182H4B9","aae-miR-932-5p",-14.8,127,157,0.997224257671773
"AALF008920-RA","puromycin-sensitive aminopeptidase [Source:Projected from Aedes aegypti (AAEL012918) VB Community Annotation]","A0A182GFA2","aae-miR-932-5p",-14.5,82,101,0.997224257671773
"AALF015582-RA","retinaldehyde binding protein [Source:Projected from Aedes aegypti (AAEL005701) VB Community Annotation]","A0A182GTN5","aae-miR-932-5p",-15.3,4723,4747,0.997051386733249
"AALF016099-RA","Spastin [Source:UniProtKB/TrEMBL;Acc:A0A182GUQ1]","A0A182GUQ1","aae-miR-932-5p",-15,1849,1868,0.996977409128254
"AALF027634-RA","dual specificity mitogen-activated protein kinase kinase hemipterous MAPKK [Source:Projected from Aedes aegypti (AAEL003359) VB Community Annotation]","A0A182HE32","aae-miR-932-5p",-14,6,51,0.996969782080491
"AALF022521-RA","Coronin [Source:UniProtKB/TrEMBL;Acc:A0A182H655]","A0A182H655","aae-miR-932-5p",-16.6,7072,7109,0.996625347598194
"AALF013047-RA","neuralized [Source:Projected from Aedes aegypti (AAEL006062) VB Community Annotation]","A0A182GNN7","aae-miR-932-5p",-14.9,337,356,0.996423745592297
"AALF012626-RA","Putative fatty acid desaturase [Source:UniProtKB/TrEMBL;Acc:A0A023EQQ3]","A0A023EQQ3","aae-miR-932-5p",-15.7,25280,25297,0.996012590920181
"AALF017527-RA","CRAL/TRIO domain-containing protein [Source:Projected from Aedes aegypti (AAEL010027) VB Community Annotation]","A0A023ENR5,A0A023ERQ7,A0A182GXC4","aae-miR-932-5p",-17.2,117,148,0.995493771872316
"AALF008785-RA","srpk [Source:Projected from Aedes aegypti (AAEL008507) VB Community Annotation]","A0A023ETU3,A0A182GF10","aae-miR-932-5p",-20.9,15542,15564,0.995434379297057
"AALF007750-RA","peptidyl-prolyl cis-trans isomerase (cyclophilin) [Source:Projected from Aedes aegypti (AAEL006054) VB Community Annotation]","A0A182GCX7","aae-miR-932-5p",-15.8,513,532,0.995434379297057
"AALF004443-RA","mitogen activated protein kinase kinase kinase 4, mapkkk4, mekk4 [Source:Projected from Aedes aegypti (AAEL010466) VB Community Annotation]","A0A182G773","aae-miR-932-5p",-16.22,343,376,0.994410373149096
"AALF007266-RA","n-acetyltransferase mak3 [Source:Projected from Aedes aegypti (AAEL012413) VB Community Annotation]","A0A182GC15","aae-miR-932-5p",-14.36,753,794,0.994410373149096
"AALF013028-RA","Histone deacetylase [Source:UniProtKB/TrEMBL;Acc:A0A182GNN5]","A0A023EUU4,A0A182GNN5","aae-miR-932-5p",-16.49,999,1036,0.994381461909074
"AALF001367-RA","Putative regulator of the ubiquitin pathway [Source:UniProtKB/TrEMBL;Acc:A0A023ETD9]","A0A023ETD9","aae-miR-932-5p",-14.86,71,113,0.994381461909074
"AALF011653-RA","glycerol kinase [Source:Projected from Aedes aegypti lvpagwg (AAEL004853) VB Community Annotation]","A0A023ESS0,A0A182GKU8","aae-miR-932-5p",-14.8,1128,1141,0.993983821131526
"AALF008942-RA","Putative vacuolar assembly/sorting protein did2 [Source:UniProtKB/TrEMBL;Acc:A0A023EJE6]","A0A023EJE6","aae-miR-932-5p",-18.6,274,293,0.993601979950072
"AALF015570-RA","Gamma-tubulin complex component [Source:UniProtKB/TrEMBL;Acc:A0A182GTM9]","A0A182GTM9","aae-miR-932-5p",-14.31,122,151,0.993582452204229
"AALF004462-RA","ssm4 protein [Source:Projected from Aedes aegypti (AAEL009353) VB Community Annotation]","A0A182G786","aae-miR-932-5p",-14.6,3938,3965,0.99186140405382
"AALF005953-RA","WD-repeat protein [Source:Projected from Aedes aegypti (AAEL006075) VB Community Annotation]","A0A182G9T6","aae-miR-932-5p",-16.1,404,433,0.99131303549548
"AALF016309-RA","ubiquitin specific protease [Source:Projected from Aedes aegypti (AAEL012219) VB Community Annotation]","A0A023EVM9,A0A182GV58","aae-miR-932-5p",-16,154,188,0.99131303549548
"AALF022742-RA","ubiquitin specific protease [Source:Projected from Aedes aegypti lvpagwg (AAEL012219) VB Community Annotation]","A0A182H6G9","aae-miR-932-5p",-16,154,188,0.99131303549548
"AALF022918-RA","DNA topoisomerase type I [Source:Projected from Aedes aegypti (AAEL002551) VB Community Annotation]","A0A182H6T8","aae-miR-932-5p",-15.1,681,699,0.99131303549548
"AALF008212-RA","Coatomer subunit alpha [Source:UniProtKB/TrEMBL;Acc:A0A182GDV0]","A0A023ERS9,A0A182GDV0","aae-miR-932-5p",-14.5,8,27,0.99131303549548
