"string_id","original_id","uniprot_id","protein_name"
"7160.A0A182G134","RP20_CCG000408","A0A182G134","A0A182G134"
"7160.A0A182G134","RP20_CCG000408","A0A182G134","A0A182G134"
"7160.A0A182G134","RP20_CCG000408","A0A182G134","A0A182G134"
"7160.A0A182G134","RP20_CCG000408","A0A182G134","A0A182G134"
"7160.A0A182G134","RP20_CCG000408","A0A182G134","A0A182G134"
"7160.A0A182G134","RP20_CCG000408","A0A182G134","A0A182G134"
"7160.A0A182G134","RP20_CCG000408","A0A182G134","A0A182G134"
"7160.A0A182G149","RP20_CCG000432","A0A182G149","A0A182G149"
"7160.A0A182G1E4","RP20_CCG000613","A0A182G1E4","A0A182G1E4"
"7160.A0A182G1E4","RP20_CCG000613","A0A182G1E4","A0A182G1E4"
"7160.A0A182G1E4","RP20_CCG000613","A0A182G1E4","A0A182G1E4"
"7160.A0A182G1E4","RP20_CCG000613","A0A182G1E4","A0A182G1E4"
"7160.A0A182G1E7","RP20_CCG000617","A0A182G1E7","A0A182G1E7"
"7160.A0A182G1E7","RP20_CCG000617","A0A182G1E7","A0A182G1E7"
"7160.A0A182G1I1","RP20_CCG000723","A0A182G1I1","A0A182G1I1"
"7160.A0A182G1I1","RP20_CCG000723","A0A182G1I1","A0A182G1I1"
"7160.A0A182G1N5","RP20_CCG000855","A0A182G1N5","A0A182G1N5"
"7160.A0A182G1U3","RP20_CCG000983","A0A182G1U3","A0A182G1U3"
"7160.A0A182G1U3","RP20_CCG000983","A0A182G1U3","A0A182G1U3"
"7160.A0A182G204","RP20_CCG001108","A0A182G204","A0A182G204"
"7160.A0A182G204","RP20_CCG001108","A0A182G204","A0A182G204"
"7160.A0A182G204","RP20_CCG001108","A0A182G204","A0A182G204"
"7160.A0A182G2A3","RP20_CCG001269","A0A182G2A3","A0A182G2A3"
"7160.A0A182G2J8","RP20_CCG001475","A0A182G2J8","A0A182G2J8"
"7160.A0A182G2J8","RP20_CCG001475","A0A182G2J8","A0A182G2J8"
"7160.A0A182G2L9","RP20_CCG001505","A0A182G2L9","A0A182G2L9"
"7160.A0A182G2L9","RP20_CCG001505","A0A182G2L9","A0A182G2L9"
"7160.A0A182G2L9","RP20_CCG001505","A0A182G2L9","A0A182G2L9"
"7160.A0A182G2M7","RP20_CCG001521","A0A182G2M7","A0A182G2M7"
"7160.A0A182G2N5","RP20_CCG001549","A0A182G2N5","A0A182G2N5"
"7160.A0A182G2N5","RP20_CCG001549","A0A182G2N5","A0A182G2N5"
"7160.A0A182G2N5","RP20_CCG001549","A0A182G2N5","A0A182G2N5"
"7160.A0A182G2N5","RP20_CCG001549","A0A182G2N5","A0A182G2N5"
"7160.A0A182G2N5","RP20_CCG001549","A0A182G2N5","A0A182G2N5"
"7160.A0A182G2N5","RP20_CCG001549","A0A182G2N5","A0A182G2N5"
"7160.A0A182G2N8","RP20_CCG001556","A0A182G2N8","A0A182G2N8"
"7160.A0A182G2N8","RP20_CCG001556","A0A182G2N8","A0A182G2N8"
"7160.A0A182G2N8","RP20_CCG001556","A0A182G2N8","A0A182G2N8"
"7160.A0A182G2Q0","RP20_CCG001575","A0A182G2Q0","A0A182G2Q0"
"7160.A0A182G2Q0","RP20_CCG001575","A0A182G2Q0","A0A182G2Q0"
"7160.A0A182G2Q0","RP20_CCG001575","A0A182G2Q0","A0A182G2Q0"
"7160.A0A182G2Q0","RP20_CCG001575","A0A182G2Q0","A0A182G2Q0"
"7160.A0A182G2Q1","RP20_CCG001576","A0A182G2Q1","A0A182G2Q1"
"7160.A0A182G2Q1","RP20_CCG001576","A0A182G2Q1","A0A182G2Q1"
"7160.A0A182G2Q1","RP20_CCG001576","A0A182G2Q1","A0A182G2Q1"
"7160.A0A182G2Q1","RP20_CCG001576","A0A182G2Q1","A0A182G2Q1"
"7160.A0A182G2Q1","RP20_CCG001576","A0A182G2Q1","A0A182G2Q1"
"7160.A0A182G2Q1","RP20_CCG001576","A0A182G2Q1","A0A182G2Q1"
"7160.A0A182G2Q1","RP20_CCG001576","A0A182G2Q1","A0A182G2Q1"
"7160.A0A182G2Q1","RP20_CCG001576","A0A182G2Q1","A0A182G2Q1"
"7160.A0A182G2Q1","RP20_CCG001576","A0A182G2Q1","A0A182G2Q1"
"7160.A0A182G2Y4","RP20_CCG001707","A0A182G2Y4","A0A182G2Y4"
"7160.A0A182G2Y4","RP20_CCG001707","A0A182G2Y4","ABCD2"
"7160.A0A182G352","RP20_CCG001881","A0A182G352","A0A182G352"
"7160.A0A182G352","RP20_CCG001881","A0A182G352","A0A182G352"
"7160.A0A182G352","RP20_CCG001881","A0A182G352","A0A182G352"
"7160.A0A182G3B9","RP20_CCG002028","A0A182G3B9","A0A182G3B9"
"7160.A0A182G3B9","RP20_CCG002028","A0A182G3B9","A0A182G3B9"
"7160.A0A182G3B9","RP20_CCG002028","A0A182G3B9","A0A182G3B9"
"7160.A0A182G3B9","RP20_CCG002028","A0A182G3B9","A0A182G3B9"
"7160.A0A182G3B9","RP20_CCG002028","A0A182G3B9","A0A182G3B9"
"7160.A0A182G3B9","RP20_CCG002028","A0A182G3B9","A0A182G3B9"
"7160.A0A182G3B9","RP20_CCG002028","A0A182G3B9","A0A182G3B9"
"7160.A0A182G3B9","RP20_CCG002028","A0A182G3B9","A0A182G3B9"
"7160.A0A182G3H6","RP20_CCG002131","A0A182G3H6","A0A182G3H6"
"7160.A0A182G3H6","RP20_CCG002131","A0A182G3H6","A0A182G3H6"
"7160.A0A182G3H6","RP20_CCG002131","A0A182G3H6","A0A182G3H6"
"7160.A0A182G3H6","RP20_CCG002131","A0A182G3H6","A0A182G3H6"
"7160.A0A182G3H6","RP20_CCG002131","A0A182G3H6","A0A182G3H6"
"7160.A0A182G3H6","RP20_CCG002131","A0A182G3H6","A0A182G3H6"
"7160.A0A182G3H6","RP20_CCG002131","A0A182G3H6","A0A182G3H6"
"7160.A0A182G3H6","RP20_CCG002131","A0A182G3H6","A0A182G3H6"
"7160.A0A182G3H7","RP20_CCG002133","A0A182G3H7","A0A182G3H7"
"7160.A0A182G3J1","RP20_CCG002156","A0A182G3J1","A0A182G3J1"
"7160.A0A182G3J1","RP20_CCG002156","A0A182G3J1","A0A182G3J1"
"7160.A0A182G3J1","RP20_CCG002156","A0A182G3J1","A0A182G3J1"
"7160.A0A182G3N4","RP20_CCG002230","A0A182G3N4","A0A182G3N4"
"7160.A0A182G3N7","RP20_CCG002233","A0A182G3N7","A0A182G3N7"
"7160.A0A182G3U2","RP20_CCG002318","A0A182G3U2","A0A182G3U2"
"7160.A0A182G4H0","RP20_CCG002728","A0A182G4H0","A0A182G4H0"
"7160.A0A182G4H0","RP20_CCG002728","A0A182G4H0","A0A182G4H0"
"7160.A0A182G4J4","RP20_CCG002759","A0A182G4J4","A0A182G4J4"
"7160.A0A182G4J4","RP20_CCG002759","A0A182G4J4","A0A182G4J4"
"7160.A0A182G4J4","RP20_CCG002759","A0A182G4J4","A0A182G4J4"
"7160.A0A182G4J4","RP20_CCG002759","A0A182G4J4","A0A182G4J4"
"7160.A0A182G4J4","RP20_CCG002759","A0A182G4J4","A0A182G4J4"
"7160.A0A182G4J4","RP20_CCG002759","A0A182G4J4","A0A182G4J4"
"7160.A0A182G4J4","RP20_CCG002759","A0A182G4J4","A0A182G4J4"
"7160.A0A182G4J4","RP20_CCG002759","A0A182G4J4","ACSS2"
"7160.A0A182G4R2","RP20_CCG002897","A0A182G4R2","A0A182G4R2"
"7160.A0A182G4R2","RP20_CCG002897","A0A182G4R2","A0A182G4R2"
"7160.A0A182G4S7","RP20_CCG002936","A0A182G4S7","A0A182G4S7"
"7160.A0A182G4S7","RP20_CCG002936","A0A182G4S7","A0A182G4S7"
"7160.A0A182G4S8","RP20_CCG002937","A0A182G4S8","A0A182G4S8"
"7160.A0A182G4S8","RP20_CCG002937","A0A182G4S8","A0A182G4S8"
"7160.A0A182G4S8","RP20_CCG002937","A0A182G4S8","A0A182G4S8"
"7160.A0A182G4S8","RP20_CCG002937","A0A182G4S8","A0A182G4S8"
"7160.A0A182G4U8","RP20_CCG002974","A0A182G4U8","USP20"
"7160.A0A182G4X0","RP20_CCG003006","A0A182G4X0","A0A182G4X0"
"7160.A0A182G4X0","RP20_CCG003006","A0A182G4X0","FIS1"
"7160.A0A182G4X0","RP20_CCG003006","A0A182G4X0","FIS1"
"7160.A0A182G573","RP20_CCG003196","A0A182G573","A0A182G573"
"7160.A0A182G573","RP20_CCG003196","A0A182G573","A0A182G573"
"7160.A0A182G573","RP20_CCG003196","A0A182G573","A0A182G573"
"7160.A0A182G573","RP20_CCG003196","A0A182G573","A0A182G573"
"7160.A0A182G573","RP20_CCG003196","A0A182G573","A0A182G573"
"7160.A0A182G593","RP20_CCG003235","A0A182G593","A0A182G593"
"7160.A0A182G593","RP20_CCG003235","A0A182G593","A0A182G593"
"7160.A0A182G593","RP20_CCG003235","A0A182G593","A0A182G593"
"7160.A0A182G593","RP20_CCG003235","A0A182G593","A0A182G593"
"7160.A0A182G593","RP20_CCG003235","A0A182G593","A0A182G593"
"7160.A0A182G593","RP20_CCG003235","A0A182G593","A0A182G593"
"7160.A0A182G593","RP20_CCG003235","A0A182G593","A0A182G593"
"7160.A0A182G593","RP20_CCG003235","A0A182G593","A0A182G593"
"7160.A0A182G598","RP20_CCG003245","A0A182G598","A0A182G598"
"7160.A0A182G598","RP20_CCG003245","A0A182G598","A0A182G598"
"7160.A0A182G5B9","RP20_CCG003299","A0A182G5B9","A0A182G5B9"
"7160.A0A182G5B9","RP20_CCG003299","A0A182G5B9","A0A182G5B9"
"7160.A0A182G5B9","RP20_CCG003299","A0A182G5B9","A0A182G5B9"
"7160.A0A182G5M6","RP20_CCG003480","A0A182G5M6","A0A182G5M6"
"7160.A0A182G5M6","RP20_CCG003480","A0A182G5M6","A0A182G5M6"
"7160.A0A182G5M6","RP20_CCG003480","A0A182G5M6","A0A182G5M6"
"7160.A0A182G5M6","RP20_CCG003480","A0A182G5M6","A0A182G5M6"
"7160.A0A182G5M6","RP20_CCG003480","A0A182G5M6","A0A182G5M6"
"7160.A0A182G5M6","RP20_CCG003480","A0A182G5M6","A0A182G5M6"
"7160.A0A182G5M6","RP20_CCG003480","A0A182G5M6","A0A182G5M6"
"7160.A0A182G5M6","RP20_CCG003480","A0A182G5M6","A0A182G5M6"
"7160.A0A182G5M6","RP20_CCG003480","A0A182G5M6","A0A182G5M6"
"7160.A0A182G5M6","RP20_CCG003480","A0A182G5M6","A0A182G5M6"
"7160.A0A182G5Y8","RP20_CCG003693","A0A182G5Y8","A0A182G5Y8"
"7160.A0A182G5Y8","RP20_CCG003693","A0A182G5Y8","PPP5C"
"7160.A0A182G698","RP20_CCG003867","A0A182G698","A0A182G698"
"7160.A0A182G6A9","RP20_CCG003891","A0A182G6A9","A0A182G6A9"
"7160.A0A182G6F8","RP20_CCG003981","A0A182G6F8","A0A182G6F8"
"7160.A0A182G6F8","RP20_CCG003981","A0A182G6F8","A0A182G6F8"
"7160.A0A182G6N6","RP20_CCG004132","A0A182G6N6","A0A182G6N6"
"7160.A0A182G6N6","RP20_CCG004132","A0A182G6N6","A0A182G6N6"
"7160.A0A182G6P1","RP20_CCG004137","A0A182G6P1","A0A182G6P1"
"7160.A0A182G6P1","RP20_CCG004137","A0A182G6P1","A0A182G6P1"
"7160.A0A182G6V7","RP20_CCG004244","A0A182G6V7","A0A182G6V7"
"7160.A0A182G6V7","RP20_CCG004244","A0A182G6V7","A0A182G6V7"
"7160.A0A182G6V7","RP20_CCG004244","A0A182G6V7","A0A182G6V7"
"7160.A0A182G6V7","RP20_CCG004244","A0A182G6V7","A0A182G6V7"
"7160.A0A182G6W1","RP20_CCG004255","A0A182G6W1","A0A182G6W1"
"7160.A0A182G786","RP20_CCG004462","A0A182G786","A0A182G786"
"7160.A0A182G788","RP20_CCG004464","A0A182G788","A0A182G788"
"7160.A0A182G788","RP20_CCG004464","A0A182G788","A0A182G788"
"7160.A0A182G7D1","RP20_CCG004560","A0A182G7D1","A0A182G7D1"
"7160.A0A182G7F0","RP20_CCG004593","A0A182G7F0","A0A182G7F0"
"7160.A0A182G7F0","RP20_CCG004593","A0A182G7F0","A0A182G7F0"
"7160.A0A182G7F0","RP20_CCG004593","A0A182G7F0","A0A182G7F0"
"7160.A0A182G7F0","RP20_CCG004593","A0A182G7F0","A0A182G7F0"
"7160.A0A182G7F0","RP20_CCG004593","A0A182G7F0","A0A182G7F0"
"7160.A0A182G7F0","RP20_CCG004593","A0A182G7F0","A0A182G7F0"
"7160.A0A182G7F0","RP20_CCG004593","A0A182G7F0","RAD50"
"7160.A0A182G7F5","RP20_CCG004603","A0A182G7F5","A0A182G7F5"
"7160.A0A182G7F5","RP20_CCG004603","A0A182G7F5","A0A182G7F5"
"7160.A0A182G7F5","RP20_CCG004603","A0A182G7F5","A0A182G7F5"
"7160.A0A182G7L0","RP20_CCG004693","A0A182G7L0","A0A182G7L0"
"7160.A0A182G7R3","RP20_CCG004768","A0A182G7R3","A0A182G7R3"
"7160.A0A182G7R5","RP20_CCG004770","A0A182G7R5","A0A182G7R5"
"7160.A0A182G8P0","RP20_CCG005275","A0A182G8P0","A0A182G8P0"
"7160.A0A182G9G7","RP20_CCG005741","A0A182G9G7","A0A182G9G7"
"7160.A0A182G9G7","RP20_CCG005741","A0A182G9G7","A0A182G9G7"
"7160.A0A182G9G7","RP20_CCG005741","A0A182G9G7","A0A182G9G7"
"7160.A0A182G9G7","RP20_CCG005741","A0A182G9G7","A0A182G9G7"
"7160.A0A182G9V6","RP20_CCG001317","A0A182G9V6","A0A182G9V6"
"7160.A0A182G9V6","RP20_CCG001317","A0A182G9V6","A0A182G9V6"
"7160.A0A182G9V6","RP20_CCG001317","A0A182G9V6","A0A182G9V6"
"7160.A0A182GA53","RP20_CCG006156","A0A182GA53","A0A182GA53"
"7160.A0A182GA53","RP20_CCG006156","A0A182GA53","A0A182GA53"
"7160.A0A182GA53","RP20_CCG006156","A0A182GA53","A0A182GA53"
"7160.A0A182GA53","RP20_CCG006156","A0A182GA53","A0A182GA53"
"7160.A0A182GA81","RP20_CCG006215","A0A182GA81","A0A182GA81"
"7160.A0A182GAB6","RP20_CCG006265","A0A182GAB6","A0A182GAB6"
"7160.A0A182GAB6","RP20_CCG006265","A0A182GAB6","A0A182GAB6"
"7160.A0A182GAB6","RP20_CCG006265","A0A182GAB6","A0A182GAB6"
"7160.A0A182GAB6","RP20_CCG006265","A0A182GAB6","A0A182GAB6"
"7160.A0A182GAB6","RP20_CCG006265","A0A182GAB6","A0A182GAB6"
"7160.A0A182GAB6","RP20_CCG006265","A0A182GAB6","A0A182GAB6"
"7160.A0A182GAB6","RP20_CCG006265","A0A182GAB6","A0A182GAB6"
"7160.A0A182GAK2","RP20_CCG006404","A0A182GAK2","A0A182GAK2"
"7160.A0A182GAX4","RP20_CCG006622","A0A182GAX4","A0A182GAX4"
"7160.A0A182GB21","RP20_CCG006713","A0A182GB21","A0A182GB21"
"7160.A0A182GB50","RP20_CCG006763","A0A182GB50","A0A182GB50"
"7160.A0A182GBE2","RP20_CCG006899","A0A182GBE2","A0A182GBE2"
"7160.A0A182GBE2","RP20_CCG006899","A0A182GBE2","A0A182GBE2"
"7160.A0A182GBE2","RP20_CCG006899","A0A182GBE2","A0A182GBE2"
"7160.A0A182GBH6","RP20_CCG006965","A0A182GBH6","A0A182GBH6"
"7160.A0A182GBH6","RP20_CCG006965","A0A182GBH6","A0A182GBH6"
"7160.A0A182GBK3","RP20_CCG007000","A0A182GBK3","A0A182GBK3"
"7160.A0A182GBK3","RP20_CCG007000","A0A182GBK3","A0A182GBK3"
"7160.A0A182GBK3","RP20_CCG007000","A0A182GBK3","EAF1"
"7160.A0A182GBS7","RP20_CCG007119","A0A182GBS7","A0A182GBS7"
"7160.A0A182GBV7","RP20_CCG007174","A0A182GBV7","A0A182GBV7"
"7160.A0A182GBV7","RP20_CCG007174","A0A182GBV7","A0A182GBV7"
"7160.A0A182GBV7","RP20_CCG007174","A0A182GBV7","A0A182GBV7"
"7160.A0A182GBY5","RP20_CCG007211","A0A182GBY5","A0A182GBY5"
"7160.A0A182GBY5","RP20_CCG007211","A0A182GBY5","A0A182GBY5"
"7160.A0A182GBY5","RP20_CCG007211","A0A182GBY5","A0A182GBY5"
"7160.A0A182GBY5","RP20_CCG007211","A0A182GBY5","A0A182GBY5"
"7160.A0A182GBY5","RP20_CCG007211","A0A182GBY5","A0A182GBY5"
"7160.A0A182GBY5","RP20_CCG007211","A0A182GBY5","A0A182GBY5"
"7160.A0A182GBZ5","RP20_CCG007238","A0A182GBZ5","A0A182GBZ5"
"7160.A0A182GBZ5","RP20_CCG007238","A0A182GBZ5","A0A182GBZ5"
"7160.A0A182GBZ5","RP20_CCG007238","A0A182GBZ5","A0A182GBZ5"
"7160.A0A182GBZ5","RP20_CCG007238","A0A182GBZ5","A0A182GBZ5"
"7160.A0A182GBZ5","RP20_CCG007238","A0A182GBZ5","A0A182GBZ5"
"7160.A0A182GBZ5","RP20_CCG007238","A0A182GBZ5","A0A182GBZ5"
"7160.A0A182GBZ5","RP20_CCG007238","A0A182GBZ5","A0A182GBZ5"
"7160.A0A182GBZ5","RP20_CCG007238","A0A182GBZ5","A0A182GBZ5"
"7160.A0A182GC41","RP20_CCG007310","A0A182GC41","A0A182GC41"
"7160.A0A182GC41","RP20_CCG007310","A0A182GC41","A0A182GC41"
"7160.A0A182GC41","RP20_CCG007310","A0A182GC41","A0A182GC41"
"7160.A0A182GC42","RP20_CCG007311","A0A182GC42","A0A182GC42"
"7160.A0A182GCC0","RP20_CCG007423","A0A182GCC0","A0A182GCC0"
"7160.A0A182GCC4","RP20_CCG007427","A0A182GCC4","A0A182GCC4"
"7160.A0A182GCE9","RP20_CCG007463","A0A182GCE9","A0A182GCE9"
"7160.A0A182GCE9","RP20_CCG007463","A0A182GCE9","A0A182GCE9"
"7160.A0A182GCG5","RP20_CCG007490","A0A182GCG5","A0A182GCG5"
"7160.A0A182GCX7","RP20_CCG007750","A0A182GCX7","A0A182GCX7"
"7160.A0A182GCX7","RP20_CCG007750","A0A182GCX7","A0A182GCX7"
"7160.A0A182GCX7","RP20_CCG007750","A0A182GCX7","A0A182GCX7"
"7160.A0A182GCX7","RP20_CCG007750","A0A182GCX7","A0A182GCX7"
"7160.A0A182GCX7","RP20_CCG007750","A0A182GCX7","A0A182GCX7"
"7160.A0A182GCX7","RP20_CCG007750","A0A182GCX7","A0A182GCX7"
"7160.A0A182GCX7","RP20_CCG007750","A0A182GCX7","A0A182GCX7"
"7160.A0A182GCX7","RP20_CCG007750","A0A182GCX7","A0A182GCX7"
"7160.A0A182GD47","RP20_CCG007836","A0A182GD47","A0A182GD47"
"7160.A0A182GD72","RP20_CCG007886","A0A182GD72","NFKBIA"
"7160.A0A182GD72","RP20_CCG007886","A0A182GD72","NFKBIA"
"7160.A0A182GDI3","RP20_CCG008046","A0A182GDI3","A0A182GDI3"
"7160.A0A182GDI3","RP20_CCG008046","A0A182GDI3","A0A182GDI3"
