microRNA	mRNA	energy	targetStart	targetEnd	score
aae-miR-305-5p	AALF007304-RA.1	-12	111	135	0.999722070745185
aae-miR-305-5p	AALF009211-RA.1	-14.53	3	51	0.998427062078888
aae-miR-305-5p	AALF009267-RA.1	-13.52	163	189	0.99905064581473
aae-miR-305-5p	AALF005248-RA.1	-11.8	788	804	0.999542114427819
aae-miR-305-5p	AALF009485-RA.1	-20.38	218	268	0.999770113696361
aae-miR-305-5p	AALF000008-RA.1	-15.2	860	887	0.999883187292255
aae-miR-305-5p	AALF008947-RA.1	-14.9	1452	1481	0.995731989920146
aae-miR-305-5p	AALF008947-RA.1	-13.6	5953	6013	0.999872643604338
aae-miR-305-5p	AALF008947-RA.1	-19.14	6548	6593	0.998312122159565
aae-miR-305-5p	AALF012320-RA.1	-16.8	25	50	0.994381461909074
aae-miR-305-5p	AALF010842-RA.1	-18.13	1356	1393	0.998150150896689
aae-miR-305-5p	AALF003978-RA.1	-17.55	10053	10108	0.995434379297057
aae-miR-305-5p	AALF003978-RA.1	-16.8	13687	13711	0.996850649177124
aae-miR-305-5p	AALF011049-RA.1	-16	7399	7437	0.998106622764228
aae-miR-305-5p	AALF009696-RA.1	-15.8	173	207	0.997051386733249
aae-miR-305-5p	AALF009696-RA.1	-12.52	224	296	0.999906945594748
aae-miR-305-5p	AALF009524-RA.1	-20.3	837	856	0.993644567985208
aae-miR-305-5p	AALF028432-RA.1	-13.2	194	219	0.993582452204229
aae-miR-305-5p	AALF003235-RA.1	-18.82	441	473	0.995434379297057
aae-miR-305-5p	AALF012689-RA.1	-18.3	70	102	0.999099343130719
aae-miR-305-5p	AALF023790-RA.1	-21.41	3208	3259	0.998948598874915
aae-miR-305-5p	AALF013111-RA.1	-12.5	1269	1297	0.999641658297435
aae-miR-305-5p	AALF013220-RA.1	-16.73	148	179	0.999889164239226
aae-miR-305-5p	AALF012171-RA.1	-13.1	311	342	0.999662466239951
aae-miR-305-5p	AALF028181-RA.1	-14	772	841	0.999743762857114
aae-miR-305-5p	AALF028181-RA.1	-16.2	1037	1069	0.997066599903564
aae-miR-305-5p	AALF000856-RA.1	-14.1	807	848	0.999438897650203
aae-miR-305-5p	AALF006511-RA.1	-16.2	10	36	0.994637106571349
aae-miR-305-5p	AALF024828-RA.1	-16.4	507	540	0.999827220162893
aae-miR-305-5p	AALF024828-RA.1	-15.31	1830	1868	0.99536459175571
aae-miR-305-5p	AALF014529-RA.1	-14.5	44	64	0.999827220162893
aae-miR-305-5p	AALF005891-RA.1	-12	95	122	0.99536459175571
aae-miR-305-5p	AALF006996-RA.1	-15.4	551	578	0.999757645150888
aae-miR-305-5p	AALF008414-RA.1	-14.12	945	979	0.998272776005288
aae-miR-305-5p	AALF005095-RA.1	-16.7	3	28	0.99131303549548
aae-miR-305-5p	AALF019571-RA.1	-16.05	414	456	0.999834890116255
aae-miR-305-5p	AALF020090-RA.1	-13.92	546	573	0.999850070385964
aae-miR-305-5p	AALF004881-RA.1	-19.7	344	368	0.991289157746816
aae-miR-305-5p	AALF004881-RA.1	-18.3	2203	2224	0.998230352493474
aae-miR-305-5p	AALF008516-RA.1	-17.2	217	243	0.991818212589911
aae-miR-305-5p	AALF020710-RA.1	-15	1234	1259	0.992654062856991
aae-miR-305-5p	AALF009952-RA.1	-16.36	384	423	0.999796891919011
aae-miR-305-5p	AALF009952-RA.1	-19.85	2629	2674	0.999542114427819
aae-miR-305-5p	AALF007520-RA.1	-11.3	2901	2930	0.999763272122481
aae-miR-305-5p	AALF007520-RA.1	-13.04	8544	8584	0.999542114427819
aae-miR-305-5p	AALF007520-RA.1	-12.9	17435	17462	0.99889139292312
aae-miR-305-5p	AALF004603-RA.1	-13.1	350	374	0.990908016650968
aae-miR-305-5p	AALF004603-RA.1	-13.77	1120	1154	0.998949440314549
aae-miR-305-5p	AALF012061-RA.1	-18.7	8	35	0.997699594861475
aae-miR-305-5p	AALF012061-RA.1	-15.15	778	825	0.999850070385964
aae-miR-305-5p	AALF005028-RA.1	-14.27	477	519	0.999701733240375
aae-miR-305-5p	AALF018452-RA.1	-14.7	337	369	0.996423745592297
aae-miR-305-5p	AALF000066-RA.1	-12.24	15	92	0.999391505521484
aae-miR-305-5p	AALF015971-RA.1	-13.29	117	164	0.999689041541015
aae-miR-305-5p	AALF011618-RA.1	-18.5	1016	1045	0.994576926310518
aae-miR-305-5p	AALF011160-RA.1	-12.9	1424	1450	0.999863094122807
aae-miR-305-5p	AALF016231-RA.1	-18.1	905	927	0.99131303549548
aae-miR-305-5p	AALF016231-RA.1	-18.1	4177	4199	0.99131303549548
aae-miR-305-5p	AALF003867-RA.1	-14	512	539	0.997346897501179
aae-miR-305-5p	AALF004127-RA.1	-12.5	1059	1097	0.999125527907125
aae-miR-305-5p	AALF008473-RA.1	-13.8	40	59	0.994908137877253
aae-miR-305-5p	AALF008473-RA.1	-14.8	2026	2048	0.999662466239951
aae-miR-305-5p	AALF022768-RA.1	-12.8	119	138	0.99131303549548
aae-miR-305-5p	AALF020336-RA.1	-16.8	25	50	0.994381461909074
aae-miR-305-5p	AALF012476-RA.1	-15.9	149	171	0.991384083868259
aae-miR-305-5p	AALF008304-RA.1	-14.46	61	97	0.999850070385964
aae-miR-305-5p	AALF012416-RA.1	-14.8	144	171	0.998272776005288
aae-miR-305-5p	AALF014059-RA.1	-14.4	516	535	0.995434379297057
aae-miR-305-5p	AALF025051-RA.1	-21.76	136	194	0.991800369624569
aae-miR-305-5p	AALF013063-RA.1	-18.5	43	67	0.996862836014352
aae-miR-305-5p	AALF016653-RA.1	-16.65	4	57	0.999461768186198
aae-miR-305-5p	AALF002233-RA.1	-15.5	3	31	0.994650630731969
aae-miR-305-5p	AALF002233-RA.1	-14.6	1194	1215	0.999170822433293
aae-miR-305-5p	AALF002233-RA.1	-14.55	2735	2778	0.999641658297435
aae-miR-305-5p	AALF007410-RA.1	-15.76	168	221	0.99905064581473
aae-miR-305-5p	AALF014277-RA.1	-15.15	929	975	0.998585568441332
aae-miR-305-5p	AALF019454-RA.1	-17.8	1547	1572	0.993489130836408
aae-miR-305-5p	AALF009951-RA.1	-13.1	4780	4806	0.999945112512645
aae-miR-305-5p	AALF017867-RA.1	-17.7	438	471	0.995434379297057
aae-miR-305-5p	AALF011469-RA.1	-14.46	61	97	0.999850070385964
aae-miR-305-5p	AALF007403-RA.1	-12.71	340	390	0.999854513814404
aae-miR-305-5p	AALF020649-RA.1	-19.36	16	70	0.998272776005288
aae-miR-305-5p	AALF013274-RA.1	-14.46	93	140	0.999863850268337
aae-miR-305-5p	AALF008617-RA.1	-13.46	23	70	0.99740747933053
aae-miR-305-5p	AALF026420-RA.1	-18.7	741	767	0.997066599903564
aae-miR-305-5p	AALF002219-RA.1	-13.9	3087	3104	0.999827220162893
aae-miR-305-5p	AALF002219-RA.1	-14.42	7936	7960	0.999850070385964
aae-miR-305-5p	AALF014643-RA.1	-18	373	406	0.995852624557941
aae-miR-305-5p	AALF028274-RA.1	-18.5	237	272	0.999066379107425
aae-miR-305-5p	AALF005400-RA.1	-20.9	28	49	0.99392500523719
aae-miR-305-5p	AALF005400-RA.1	-13.62	692	717	0.998187729470203
aae-miR-305-5p	AALF023879-RA.1	-16.7	317	339	0.998272776005288
aae-miR-305-5p	AALF015068-RA.1	-14.11	113	149	0.99984247518458
aae-miR-305-5p	AALF019196-RA.1	-16.35	7	57	0.999471365505007
aae-miR-305-5p	AALF022820-RA.1	-18.09	48	97	0.997970148335002
aae-miR-305-5p	AALF022820-RA.1	-13.9	189	214	0.99131303549548
aae-miR-305-5p	AALF006607-RA.1	-17.14	81	102	0.998921835911512
aae-miR-305-5p	AALF004562-RA.1	-16.16	593	643	0.998537789521872
aae-miR-305-5p	AALF014174-RA.1	-16.65	4	57	0.999461768186198
aae-miR-305-5p	AALF020662-RA.1	-15.76	165	215	0.999176113768441
aae-miR-305-5p	AALF020662-RA.1	-15.29	379	423	0.999970944766146
aae-miR-305-5p	AALF022816-RA.1	-15.02	384	407	0.998187729470203
aae-miR-305-5p	AALF014956-RA.1	-17.05	183	216	0.999318012653624
aae-miR-305-5p	AALF028309-RA.1	-12.2	222	243	0.996423745592297
aae-miR-305-5p	AALF022918-RA.1	-16.02	1742	1765	0.992775431675153
aae-miR-305-5p	AALF016081-RA.1	-14	232	263	0.999450724906914
aae-miR-305-5p	AALF013164-RA.1	-15.11	392	461	0.998840157009357
aae-miR-305-5p	AALF012626-RA.1	-22.3	837	876	0.99392500523719
aae-miR-305-5p	AALF007683-RA.1	-15.44	4766	4830	0.999176113768441
aae-miR-305-5p	AALF007683-RA.1	-12.46	10542	10589	0.999743762857114
aae-miR-305-5p	AALF007683-RA.1	-13.14	16397	16416	0.999440531983895
aae-miR-305-5p	AALF022347-RA.1	-17.53	492	533	0.998513269242763
aae-miR-305-5p	AALF025039-RA.1	-17.52	299	367	0.999607845331773
aae-miR-305-5p	AALF004132-RA.1	-11.8	370	392	0.999827220162893
aae-miR-305-5p	AALF017450-RA.1	-18.75	332	381	0.999542114427819
aae-miR-305-5p	AALF006673-RA.1	-17.24	147	197	0.999975159788985
aae-miR-305-5p	AALF021337-RA.1	-15.8	64	97	0.998187729470203
aae-miR-305-5p	AALF015962-RA.1	-12.29	7	47	0.99987375489368
aae-miR-305-5p	AALF017499-RA.1	-21.3	4757	4803	0.9952629730322
aae-miR-305-5p	AALF017552-RA.1	-15.9	370	393	0.997634869126958
aae-miR-305-5p	AALF017552-RA.1	-14.7	1361	1383	0.995434379297057
aae-miR-305-5p	AALF027728-RA.1	-14.36	2	37	0.999923396995794
aae-miR-305-5p	AALF020334-RA.1	-17.73	59	101	0.997538847259343
aae-miR-305-5p	AALF020334-RA.1	-21.76	5572	5630	0.991800369624569
aae-miR-305-5p	AALF022030-RA.1	-14	337	367	0.998187729470203
aae-miR-305-5p	AALF009685-RA.1	-11.99	548	577	0.999822225209281
aae-miR-305-5p	AALF009685-RA.1	-23.1	706	751	0.999150243938995
aae-miR-305-5p	AALF026052-RA.1	-13.92	1947	1978	0.996630779320098
aae-miR-305-5p	AALF022815-RA.1	-15.11	46	87	0.998885632899069
aae-miR-305-5p	AALF005712-RA.1	-17.34	458	483	0.99131303549548
aae-miR-305-5p	AALF009787-RA.1	-18.7	959	985	0.997066599903564
aae-miR-305-5p	AALF000070-RA.1	-19.32	1276	1312	0.999909971448928
aae-miR-305-5p	AALF000852-RA.1	-15.6	412	444	0.991396926885564
aae-miR-305-5p	AALF027523-RA.1	-15.79	1046	1069	0.999758823678892
aae-miR-305-5p	AALF025038-RA.1	-13.2	94	118	0.995434379297057
aae-miR-305-5p	AALF005916-RA.1	-15.79	175	216	0.999176113768441
aae-miR-305-5p	AALF008044-RA.1	-18.47	130	195	0.999602655047595
aae-miR-305-5p	AALF008942-RA.1	-16.41	1184	1215	0.99987375489368
aae-miR-305-5p	AALF008942-RA.1	-13.3	2188	2205	0.999827220162893
aae-miR-305-5p	AALF001108-RA.1	-15.4	1192	1219	0.999689041541015
aae-miR-305-5p	AALF001108-RA.1	-15.85	4562	4606	0.999972348052362
aae-miR-305-5p	AALF004187-RA.1	-15.97	577	644	0.999903823114105
aae-miR-305-5p	AALF003702-RA.1	-14.6	103	122	0.995434379297057
aae-miR-305-5p	AALF028381-RA.1	-21.7	729	753	0.996630779320098
aae-miR-305-5p	AALF013476-RA.1	-14	178	201	0.992478676541682
aae-miR-305-5p	AALF023930-RA.1	-16.66	551	589	0.999827220162893
aae-miR-305-5p	AALF021445-RA.1	-14.7	66	90	0.99131303549548
aae-miR-305-5p	AALF001650-RA.1	-13.53	4169	4208	0.998697802873895
aae-miR-305-5p	AALF001650-RA.1	-16.2	9617	9652	0.99889139292312
aae-miR-305-5p	AALF001650-RA.1	-14.01	10124	10203	0.99918560343655
aae-miR-305-5p	AALF021438-RA.1	-15.2	80	100	0.99256531891393
aae-miR-305-5p	AALF014961-RA.1	-17.29	8810	8860	0.999952765891315
aae-miR-305-5p	AALF015221-RA.1	-14.63	580	662	0.999542114427819
aae-miR-305-5p	AALF027265-RA.1	-19.25	1037	1079	0.999706243011833
aae-miR-305-5p	AALF014845-RA.1	-15.7	412	435	0.995834106726343
aae-miR-305-5p	AALF014165-RA.1	-13.2	142	166	0.99131303549548
aae-miR-305-5p	AALF011248-RA.1	-15.7	554	579	0.996261967157538
aae-miR-305-5p	AALF007463-RA.1	-16.8	453	480	0.996423745592297
aae-miR-305-5p	AALF001107-RA.1	-16.89	40	76	0.999542114427819
aae-miR-305-5p	AALF003701-RA.1	-17.9	59	103	0.999902076260872
aae-miR-305-5p	AALF024816-RA.1	-15.22	1834	1858	0.999175063959195
aae-miR-305-5p	AALF024816-RA.1	-15.8	6621	6649	0.995731989920146
aae-miR-305-5p	AALF022771-RA.1	-19.1	7111	7138	0.996423745592297
aae-miR-305-5p	AALF022771-RA.1	-11.2	7953	7977	0.998672992027523
aae-miR-305-5p	AALF022771-RA.1	-15.09	8834	8870	0.999241106858142
aae-miR-305-5p	AALF022771-RA.1	-15.8	11894	11935	0.996423745592297
aae-miR-305-5p	AALF022771-RA.1	-16.06	18517	18555	0.998055334767354
aae-miR-305-5p	AALF022771-RA.1	-21.69	19606	19651	0.998312122159565
aae-miR-305-5p	AALF015629-RA.1	-12.66	48	96	0.99978969476996
aae-miR-305-5p	AALF011997-RA.1	-14	659	682	0.999569784681536
aae-miR-305-5p	AALF011997-RA.1	-15	2179	2212	0.999641658297435
aae-miR-305-5p	AALF011997-RA.1	-15.93	4709	4755	0.999964791960911
aae-miR-305-5p	AALF004341-RA.1	-14.6	438	487	0.999822225209281
aae-miR-305-5p	AALF016385-RA.1	-25.7	118	139	0.992276976105057
aae-miR-305-5p	AALF003859-RA.1	-13.6	428	470	0.994381461909074
aae-miR-305-5p	AALF007142-RA.1	-14.94	42	87	0.999689041541015
aae-miR-305-5p	AALF020388-RA.1	-15.19	162	197	0.997051386733249
aae-miR-305-5p	AALF004443-RA.1	-16.8	337	371	0.997066599903564
aae-miR-305-5p	AALF018866-RA.1	-11.72	63	86	0.999863308198943
aae-miR-305-5p	AALF008785-RA.1	-17.55	10723	10778	0.995434379297057
aae-miR-305-5p	AALF008785-RA.1	-17.81	11693	11728	0.995434379297057
aae-miR-305-5p	AALF008785-RA.1	-13.3	14544	14562	0.99131303549548
aae-miR-305-5p	AALF008785-RA.1	-14.36	25417	25455	0.999959543567185
aae-miR-305-5p	AALF028408-RA.1	-12.84	45	80	0.99984247518458
aae-miR-305-5p	AALF018905-RA.1	-16.15	419	467	0.999435980707144
aae-miR-305-5p	AALF023664-RA.1	-12.64	789	817	0.999304552577432
aae-miR-305-5p	AALF016391-RA.1	-16.89	256	303	0.998370314227587
aae-miR-305-5p	AALF025402-RA.1	-13.48	7	56	0.999745088446769
aae-miR-305-5p	AALF020387-RA.1	-15.8	661	688	0.998272776005288
aae-miR-305-5p	AALF020387-RA.1	-16	1092	1110	0.997896672926414
aae-miR-305-5p	AALF007708-RA.1	-16.1	41	64	0.99757678624788
aae-miR-305-5p	AALF014843-RA.1	-16.43	194	265	0.99918560343655
aae-miR-305-5p	AALF014163-RA.1	-11.9	61	84	0.995308233572286
aae-miR-305-5p	AALF014163-RA.1	-14.3	708	733	0.999450724906914
aae-miR-305-5p	AALF014163-RA.1	-15.24	1828	1880	0.999125527907125
aae-miR-305-5p	AALF001172-RA.1	-16.7	584	613	0.993036218225341
aae-miR-305-5p	AALF009833-RA.1	-14.33	30	64	0.999902076260872
aae-miR-305-5p	AALF018904-RA.1	-13.68	5400	5454	0.999739910130014
aae-miR-305-5p	AALF013836-RA.1	-15.4	788	817	0.999907050022029
aae-miR-305-5p	AALF013836-RA.1	-17.39	1259	1322	0.999197933101225
aae-miR-305-5p	AALF013836-RA.1	-14.4	1503	1525	0.9979588502577
aae-miR-305-5p	AALF013836-RA.1	-17.1	17724	17749	0.996630779320098
aae-miR-305-5p	AALF013836-RA.1	-13.6	19128	19177	0.999745088446769
aae-miR-305-5p	AALF013836-RA.1	-15	20354	20373	0.996388737477731
aae-miR-305-5p	AALF013836-RA.1	-12.31	21751	21798	0.999632335213344
aae-miR-305-5p	AALF003537-RA.1	-14.84	283	323	0.999850070385964
aae-miR-305-5p	AALF024930-RA.1	-13.41	76	109	0.999827220162893
aae-miR-305-5p	AALF002534-RA.1	-14.81	549	597	0.998954033776522
aae-miR-305-5p	AALF024923-RA.1	-12.9	36	57	0.998436208697247
aae-miR-305-5p	AALF025348-RA.1	-19.3	152	174	0.996630779320098
aae-miR-305-5p	AALF018537-RA.1	-13.2	1	22	0.994671171507135
aae-miR-305-5p	AALF006549-RA.1	-12.46	112	164	0.999964894565853
aae-miR-305-5p	AALF025672-RA.1	-13.47	143	175	0.997371115457125
aae-miR-305-5p	AALF008354-RA.1	-17.65	28	72	0.999851309721674
aae-miR-305-5p	AALF014842-RA.1	-17.21	91	142	0.999481777602163
aae-miR-305-5p	AALF028582-RA.1	-18.95	415	467	0.997766083195855
aae-miR-305-5p	AALF018184-RA.1	-16.5	94	118	0.994410373149096
aae-miR-305-5p	AALF028469-RA.1	-16.99	1673	1723	0.999902076260872
aae-miR-305-5p	AALF020428-RA.1	-14.86	6396	6449	0.999854513814404
aae-miR-305-5p	AALF020428-RA.1	-12.7	9834	9858	0.995434379297057
aae-miR-305-5p	AALF018286-RA.1	-16.71	29	75	0.999125527907125
aae-miR-305-5p	AALF010351-RA.1	-14	104	129	0.99131303549548
aae-miR-305-5p	AALF004754-RA.1	-15.4	1297	1321	0.995058392914
aae-miR-305-5p	AALF004754-RA.1	-15.21	2749	2794	0.999542114427819
aae-miR-305-5p	AALF004754-RA.1	-16.96	7328	7369	0.99536459175571
aae-miR-305-5p	AALF004754-RA.1	-15.1	10518	10542	0.994410373149096
aae-miR-305-5p	AALF008040-RA.1	-12.75	639	700	0.99987375489368
aae-miR-305-5p	AALF008033-RA.1	-13	360	381	0.999450724906914
aae-miR-305-5p	AALF008033-RA.1	-15	1007	1030	0.99131303549548
aae-miR-305-5p	AALF008033-RA.1	-14.02	1215	1238	0.997066599903564
aae-miR-305-5p	AALF004859-RA.1	-16.1	132	148	0.993080381211593
aae-miR-305-5p	AALF011885-RA.1	-14.5	550	571	0.998847001620281
aae-miR-305-5p	AALF011885-RA.1	-14.5	751	784	0.99131303549548
aae-miR-305-5p	AALF027050-RA.1	-14.9	15	31	0.997824983199109
aae-miR-305-5p	AALF016956-RA.1	-12.8	381	402	0.992726998983238
aae-miR-305-5p	AALF001315-RA.1	-13.1	496	519	0.999641658297435
aae-miR-305-5p	AALF001315-RA.1	-13.27	535	557	0.999852430161675
aae-miR-305-5p	AALF002860-RA.1	-15.1	1971	2010	0.997803815889155
aae-miR-305-5p	AALF013405-RA.1	-15.89	591	639	0.999602655047595
aae-miR-305-5p	AALF014161-RA.1	-12.72	299	354	0.99935530575911
aae-miR-305-5p	AALF012680-RA.1	-14.11	420	477	0.99757877298918
aae-miR-305-5p	AALF006812-RA.1	-12.85	83	130	0.999396484135696
aae-miR-305-5p	AALF002282-RA.1	-17.4	51	83	0.999020428326607
aae-miR-305-5p	AALF021754-RA.1	-15	172	199	0.99917839415721
aae-miR-305-5p	AALF010026-RA.1	-16.7	141	172	0.997361573875677
aae-miR-305-5p	AALF003215-RA.1	-12.73	261	320	0.99987313791528
aae-miR-305-5p	AALF011564-RA.1	-12.8	2054	2083	0.994381461909074
aae-miR-305-5p	AALF016744-RA.1	-12.63	26	64	0.998545264512298
aae-miR-305-5p	AALF028052-RA.1	-14.2	1197	1234	0.998272776005288
aae-miR-305-5p	AALF028052-RA.1	-13.3	2031	2051	0.995770403234972
aae-miR-305-5p	AALF028052-RA.1	-13.58	2580	2647	0.999510547221702
aae-miR-305-5p	AALF001159-RA.1	-19.55	673	717	0.99987375489368
aae-miR-305-5p	AALF021116-RA.1	-15.92	359	393	0.999641658297435
aae-miR-305-5p	AALF002317-RA.1	-15.8	6	29	0.99392500523719
aae-miR-305-5p	AALF002317-RA.1	-11.91	11510	11544	0.999722070745185
aae-miR-305-5p	AALF025244-RA.1	-14.8	596	629	0.999945112512645
aae-miR-305-5p	AALF025244-RA.1	-16.13	707	774	0.999745088446769
aae-miR-305-5p	AALF005009-RA.1	-16.38	101	153	0.999945112512645
aae-miR-305-5p	AALF023763-RA.1	-14.16	131	166	0.99990332289577
aae-miR-305-5p	AALF012144-RA.1	-16.43	270	342	0.99990332289577
aae-miR-305-5p	AALF025237-RA.1	-17.4	77	112	0.999602655047595
aae-miR-305-5p	AALF002419-RA.1	-12.36	196	260	0.999919983736171
aae-miR-305-5p	AALF023812-RA.1	-13.3	0	16	0.999947105322361
aae-miR-305-5p	AALF017317-RA.1	-15.4	64	88	0.997224257671773
aae-miR-305-5p	AALF021651-RA.1	-13.2	34	58	0.999940780161679
aae-miR-305-5p	AALF021651-RA.1	-14.4	11152	11180	0.999444360288996
aae-miR-305-5p	AALF001416-RA.1	-15.2	64	88	0.998272776005288
aae-miR-305-5p	AALF019911-RA.1	-17.6	245	274	0.992726998983238
aae-miR-305-5p	AALF006980-RA.1	-12.55	415	472	0.992888714412761
aae-miR-305-5p	AALF002063-RA.1	-15.4	1637	1661	0.998731276674399
aae-miR-305-5p	AALF027144-RA.1	-11.8	4387	4410	0.999850070385964
aae-miR-305-5p	AALF027144-RA.1	-18.08	4777	4839	0.999850070385964
aae-miR-305-5p	AALF014727-RA.1	-16.15	1155	1210	0.998326847841258
aae-miR-305-5p	AALF014727-RA.1	-17	10198	10249	0.999542114427819
aae-miR-305-5p	AALF014727-RA.1	-17.9	12302	12339	0.995115944896672
aae-miR-305-5p	AALF007916-RA.1	-16.7	32	54	0.994365970370375
aae-miR-305-5p	AALF022185-RA.1	-19.2	358	406	0.997051386733249
aae-miR-305-5p	AALF024445-RA.1	-11.91	397	435	0.99795259295187
aae-miR-305-5p	AALF016307-RA.1	-19.19	1666	1713	0.999711490338813
aae-miR-305-5p	AALF003534-RA.1	-15.06	959	1002	0.999125527907125
aae-miR-305-5p	AALF000617-RA.1	-17.79	633	678	0.999952372154025
aae-miR-305-5p	AALF000617-RA.1	-15.8	2830	2860	0.996331008386615
aae-miR-305-5p	AALF019544-RA.1	-14.22	534	591	0.998545264512298
aae-miR-305-5p	AALF022442-RA.1	-15.8	72	105	0.998663595315802
aae-miR-305-5p	AALF025134-RA.1	-14.6	2	21	0.999607484751786
aae-miR-305-5p	AALF008767-RA.1	-12.3	37	46	0.999458710394281
aae-miR-305-5p	AALF024811-RA.1	-12.11	59	110	0.998427062078888
aae-miR-305-5p	AALF024811-RA.1	-12.2	189	205	0.999952372154025
aae-miR-305-5p	AALF022326-RA.1	-17.05	370	412	0.998537789521872
aae-miR-305-5p	AALF008087-RA.1	-21.55	0	53	0.993934178015161
aae-miR-305-5p	AALF027668-RA.1	-12.9	676	707	0.999895510800679
aae-miR-305-5p	AALF001475-RA.1	-15.34	2187	2232	0.999949854565817
aae-miR-305-5p	AALF027041-RA.1	-15.7	2882	2909	0.997361573875677
aae-miR-305-5p	AALF021488-RA.1	-13.6	196	219	0.999127444842714
aae-miR-305-5p	AALF027143-RA.1	-14.56	28	66	0.999827220162893
aae-miR-305-5p	AALF027037-RA.1	-15.6	38	55	0.995739593779149
aae-miR-305-5p	AALF010813-RA.1	-16.2	10	36	0.994637106571349
aae-miR-305-5p	AALF003385-RA.1	-20.03	56	91	0.99740747933053
aae-miR-305-5p	AALF010133-RA.1	-13	1246	1272	0.99935530575911
aae-miR-305-5p	AALF010242-RA.1	-17.75	50	108	0.991556693786075
aae-miR-305-5p	AALF010242-RA.1	-13.7	602	623	0.999020428326607
aae-miR-305-5p	AALF010242-RA.1	-14.72	1913	1949	0.995434379297057
aae-miR-305-5p	AALF017164-RA.1	-13.2	322	354	0.997051386733249
aae-miR-305-5p	AALF028050-RA.1	-15.85	1388	1431	0.999968893862124
