microRNA	mRNA	energy	targetStart	targetEnd	score
aae-miR-305-5p	AALF015962-RA.1	-12.29	7	47	0.9998737548936802
aae-miR-305-5p	AALF017499-RA.1	-21.3	4757	4803	0.9952629730321999
aae-miR-305-5p	AALF017552-RA.1	-15.9	370	393	0.9976348691269581
aae-miR-305-5p	AALF017552-RA.1	-14.7	1361	1383	0.9954343792970568
aae-miR-305-5p	AALF027728-RA.1	-14.36	2	37	0.9999233969957942
aae-miR-305-5p	AALF020334-RA.1	-17.73	59	101	0.9975388472593427
aae-miR-305-5p	AALF020334-RA.1	-21.76	5572	5630	0.991800369624569
aae-miR-305-5p	AALF022030-RA.1	-14.0	337	367	0.9981877294702025
aae-miR-305-5p	AALF009685-RA.1	-11.99	548	577	0.9998222252092811
aae-miR-305-5p	AALF009685-RA.1	-23.1	706	751	0.9991502439389949
aae-miR-305-5p	AALF026052-RA.1	-13.92	1947	1978	0.9966307793200977
aae-miR-305-5p	AALF022815-RA.1	-15.11	46	87	0.9988856328990686
aae-miR-305-5p	AALF005712-RA.1	-17.34	458	483	0.9913130354954798
aae-miR-305-5p	AALF009787-RA.1	-18.7	959	985	0.9970665999035643
aae-miR-305-5p	AALF000070-RA.1	-19.32	1276	1312	0.9999099714489279
aae-miR-305-5p	AALF000852-RA.1	-15.6	412	444	0.9913969268855641
aae-miR-305-5p	AALF027523-RA.1	-15.79	1046	1069	0.999758823678892
aae-miR-305-5p	AALF025038-RA.1	-13.2	94	118	0.9954343792970568
aae-miR-305-5p	AALF005916-RA.1	-15.79	175	216	0.9991761137684413
aae-miR-305-5p	AALF008044-RA.1	-18.47	130	195	0.9996026550475953
aae-miR-305-5p	AALF008942-RA.1	-16.41	1184	1215	0.9998737548936802
aae-miR-305-5p	AALF008942-RA.1	-13.3	2188	2205	0.999827220162893
aae-miR-305-5p	AALF001108-RA.1	-15.4	1192	1219	0.9996890415410149
aae-miR-305-5p	AALF001108-RA.1	-15.85	4562	4606	0.9999723480523622
aae-miR-305-5p	AALF004187-RA.1	-15.97	577	644	0.999903823114105
aae-miR-305-5p	AALF003702-RA.1	-14.6	103	122	0.9954343792970568
aae-miR-305-5p	AALF028381-RA.1	-21.7	729	753	0.9966307793200977
aae-miR-305-5p	AALF013476-RA.1	-14.0	178	201	0.9924786765416824
aae-miR-305-5p	AALF023930-RA.1	-16.66	551	589	0.999827220162893
aae-miR-305-5p	AALF021445-RA.1	-14.7	66	90	0.9913130354954798
aae-miR-305-5p	AALF001650-RA.1	-13.53	4169	4208	0.998697802873895
aae-miR-305-5p	AALF001650-RA.1	-16.2	9617	9652	0.9988913929231196
aae-miR-305-5p	AALF001650-RA.1	-14.01	10124	10203	0.9991856034365505
aae-miR-305-5p	AALF021438-RA.1	-15.2	80	100	0.99256531891393
aae-miR-305-5p	AALF014961-RA.1	-17.29	8810	8860	0.9999527658913145
aae-miR-305-5p	AALF015221-RA.1	-14.63	580	662	0.999542114427819
aae-miR-305-5p	AALF027265-RA.1	-19.25	1037	1079	0.9997062430118331
aae-miR-305-5p	AALF014845-RA.1	-15.7	412	435	0.9958341067263433
aae-miR-305-5p	AALF014165-RA.1	-13.2	142	166	0.9913130354954798
aae-miR-305-5p	AALF011248-RA.1	-15.7	554	579	0.996261967157538
aae-miR-305-5p	AALF007463-RA.1	-16.8	453	480	0.9964237455922971
aae-miR-305-5p	AALF001107-RA.1	-16.89	40	76	0.999542114427819
aae-miR-305-5p	AALF003701-RA.1	-17.9	59	103	0.9999020762608716
aae-miR-305-5p	AALF024816-RA.1	-15.22	1834	1858	0.9991750639591946
aae-miR-305-5p	AALF024816-RA.1	-15.8	6621	6649	0.995731989920146
aae-miR-305-5p	AALF022771-RA.1	-19.1	7111	7138	0.9964237455922971
aae-miR-305-5p	AALF022771-RA.1	-11.2	7953	7977	0.9986729920275231
aae-miR-305-5p	AALF022771-RA.1	-15.09	8834	8870	0.9992411068581416
aae-miR-305-5p	AALF022771-RA.1	-15.8	11894	11935	0.9964237455922971
aae-miR-305-5p	AALF022771-RA.1	-16.06	18517	18555	0.998055334767354
aae-miR-305-5p	AALF022771-RA.1	-21.69	19606	19651	0.9983121221595648
aae-miR-305-5p	AALF015629-RA.1	-12.66	48	96	0.9997896947699603
aae-miR-305-5p	AALF011997-RA.1	-14.0	659	682	0.9995697846815366
aae-miR-305-5p	AALF011997-RA.1	-15.0	2179	2212	0.9996416582974353
aae-miR-305-5p	AALF011997-RA.1	-15.93	4709	4755	0.9999647919609111
aae-miR-305-5p	AALF004341-RA.1	-14.6	438	487	0.9998222252092811
aae-miR-305-5p	AALF016385-RA.1	-25.7	118	139	0.992276976105057
aae-miR-305-5p	AALF003859-RA.1	-13.6	428	470	0.9943814619090738
aae-miR-305-5p	AALF007142-RA.1	-14.94	42	87	0.9996890415410149
aae-miR-305-5p	AALF020388-RA.1	-15.19	162	197	0.9970513867332492
aae-miR-305-5p	AALF004443-RA.1	-16.8	337	371	0.9970665999035643
aae-miR-305-5p	AALF018866-RA.1	-11.72	63	86	0.9998633081989425
aae-miR-305-5p	AALF008785-RA.1	-17.55	10723	10778	0.9954343792970568
aae-miR-305-5p	AALF008785-RA.1	-17.81	11693	11728	0.9954343792970568
aae-miR-305-5p	AALF008785-RA.1	-13.3	14544	14562	0.9913130354954798
aae-miR-305-5p	AALF008785-RA.1	-14.36	25417	25455	0.9999595435671846
aae-miR-305-5p	AALF028408-RA.1	-12.84	45	80	0.9998424751845799
aae-miR-305-5p	AALF018905-RA.1	-16.15	419	467	0.9994359807071442
aae-miR-305-5p	AALF023664-RA.1	-12.64	789	817	0.9993045525774323
aae-miR-305-5p	AALF016391-RA.1	-16.89	256	303	0.9983703142275874
aae-miR-305-5p	AALF025402-RA.1	-13.48	7	56	0.9997450884467695
aae-miR-305-5p	AALF020387-RA.1	-15.8	661	688	0.9982727760052879
aae-miR-305-5p	AALF020387-RA.1	-16.0	1092	1110	0.9978966729264137
aae-miR-305-5p	AALF007708-RA.1	-16.1	41	64	0.9975767862478798
aae-miR-305-5p	AALF014843-RA.1	-16.43	194	265	0.9991856034365505
aae-miR-305-5p	AALF014163-RA.1	-11.9	61	84	0.9953082335722858
aae-miR-305-5p	AALF014163-RA.1	-14.3	708	733	0.9994507249069136
aae-miR-305-5p	AALF014163-RA.1	-15.24	1828	1880	0.9991255279071245
aae-miR-305-5p	AALF001172-RA.1	-16.7	584	613	0.9930362182253406
aae-miR-305-5p	AALF009833-RA.1	-14.33	30	64	0.9999020762608716
aae-miR-305-5p	AALF018904-RA.1	-13.68	5400	5454	0.9997399101300142
aae-miR-305-5p	AALF013836-RA.1	-15.4	788	817	0.9999070500220294
aae-miR-305-5p	AALF013836-RA.1	-17.39	1259	1322	0.9991979331012254
aae-miR-305-5p	AALF013836-RA.1	-14.4	1503	1525	0.9979588502577003
aae-miR-305-5p	AALF013836-RA.1	-17.1	17724	17749	0.9966307793200977
aae-miR-305-5p	AALF013836-RA.1	-13.6	19128	19177	0.9997450884467695
aae-miR-305-5p	AALF013836-RA.1	-15.0	20354	20373	0.996388737477731
aae-miR-305-5p	AALF013836-RA.1	-12.31	21751	21798	0.9996323352133437
aae-miR-305-5p	AALF003537-RA.1	-14.84	283	323	0.9998500703859644
aae-miR-305-5p	AALF024930-RA.1	-13.41	76	109	0.999827220162893
aae-miR-305-5p	AALF002534-RA.1	-14.81	549	597	0.9989540337765224
aae-miR-305-5p	AALF024923-RA.1	-12.9	36	57	0.9984362086972471
aae-miR-305-5p	AALF025348-RA.1	-19.3	152	174	0.9966307793200977
aae-miR-305-5p	AALF018537-RA.1	-13.2	1	22	0.9946711715071349
aae-miR-305-5p	AALF006549-RA.1	-12.46	112	164	0.9999648945658532
aae-miR-305-5p	AALF025672-RA.1	-13.47	143	175	0.9973711154571252
aae-miR-305-5p	AALF008354-RA.1	-17.65	28	72	0.9998513097216745
aae-miR-305-5p	AALF014842-RA.1	-17.21	91	142	0.9994817776021635
aae-miR-305-5p	AALF028582-RA.1	-18.95	415	467	0.9977660831958547
aae-miR-305-5p	AALF018184-RA.1	-16.5	94	118	0.9944103731490956
aae-miR-305-5p	AALF028469-RA.1	-16.99	1673	1723	0.9999020762608716
aae-miR-305-5p	AALF020428-RA.1	-14.86	6396	6449	0.9998545138144042
aae-miR-305-5p	AALF020428-RA.1	-12.7	9834	9858	0.9954343792970568
aae-miR-305-5p	AALF018286-RA.1	-16.71	29	75	0.9991255279071245
aae-miR-305-5p	AALF010351-RA.1	-14.0	104	129	0.9913130354954798
aae-miR-305-5p	AALF004754-RA.1	-15.4	1297	1321	0.9950583929139997
aae-miR-305-5p	AALF004754-RA.1	-15.21	2749	2794	0.999542114427819
aae-miR-305-5p	AALF004754-RA.1	-16.96	7328	7369	0.9953645917557098
aae-miR-305-5p	AALF004754-RA.1	-15.1	10518	10542	0.9944103731490956
aae-miR-305-5p	AALF008040-RA.1	-12.75	639	700	0.9998737548936802
aae-miR-305-5p	AALF008033-RA.1	-13.0	360	381	0.9994507249069136
aae-miR-305-5p	AALF008033-RA.1	-15.0	1007	1030	0.9913130354954798
aae-miR-305-5p	AALF008033-RA.1	-14.02	1215	1238	0.9970665999035643
aae-miR-305-5p	AALF004859-RA.1	-16.1	132	148	0.9930803812115931
aae-miR-305-5p	AALF011885-RA.1	-14.5	550	571	0.9988470016202807
aae-miR-305-5p	AALF011885-RA.1	-14.5	751	784	0.9913130354954798
aae-miR-305-5p	AALF027050-RA.1	-14.9	15	31	0.9978249831991095
aae-miR-305-5p	AALF016956-RA.1	-12.8	381	402	0.9927269989832379
aae-miR-305-5p	AALF001315-RA.1	-13.1	496	519	0.9996416582974353
aae-miR-305-5p	AALF001315-RA.1	-13.27	535	557	0.9998524301616756
aae-miR-305-5p	AALF002860-RA.1	-15.1	1971	2010	0.9978038158891546
aae-miR-305-5p	AALF013405-RA.1	-15.89	591	639	0.9996026550475953
aae-miR-305-5p	AALF014161-RA.1	-12.72	299	354	0.9993553057591104
aae-miR-305-5p	AALF012680-RA.1	-14.11	420	477	0.9975787729891801
aae-miR-305-5p	AALF006812-RA.1	-12.85	83	130	0.9993964841356962
aae-miR-305-5p	AALF002282-RA.1	-17.4	51	83	0.9990204283266069
aae-miR-305-5p	AALF021754-RA.1	-15.0	172	199	0.9991783941572104
aae-miR-305-5p	AALF010026-RA.1	-16.7	141	172	0.9973615738756767
aae-miR-305-5p	AALF003215-RA.1	-12.73	261	320	0.9998731379152801
aae-miR-305-5p	AALF011564-RA.1	-12.8	2054	2083	0.9943814619090738
aae-miR-305-5p	AALF016744-RA.1	-12.63	26	64	0.9985452645122984
aae-miR-305-5p	AALF028052-RA.1	-14.2	1197	1234	0.9982727760052879
aae-miR-305-5p	AALF028052-RA.1	-13.3	2031	2051	0.9957704032349722
aae-miR-305-5p	AALF028052-RA.1	-13.58	2580	2647	0.9995105472217024
aae-miR-305-5p	AALF001159-RA.1	-19.55	673	717	0.9998737548936802
aae-miR-305-5p	AALF021116-RA.1	-15.92	359	393	0.9996416582974353
aae-miR-305-5p	AALF002317-RA.1	-15.8	6	29	0.9939250052371903
aae-miR-305-5p	AALF002317-RA.1	-11.91	11510	11544	0.9997220707451848
aae-miR-305-5p	AALF025244-RA.1	-14.8	596	629	0.999945112512645
aae-miR-305-5p	AALF025244-RA.1	-16.13	707	774	0.9997450884467695
aae-miR-305-5p	AALF005009-RA.1	-16.38	101	153	0.999945112512645
aae-miR-305-5p	AALF023763-RA.1	-14.16	131	166	0.9999033228957702
aae-miR-305-5p	AALF012144-RA.1	-16.43	270	342	0.9999033228957702
aae-miR-305-5p	AALF025237-RA.1	-17.4	77	112	0.9996026550475953
aae-miR-305-5p	AALF002419-RA.1	-12.36	196	260	0.9999199837361713
aae-miR-305-5p	AALF023812-RA.1	-13.3	0	16	0.9999471053223605
aae-miR-305-5p	AALF017317-RA.1	-15.4	64	88	0.9972242576717733
aae-miR-305-5p	AALF021651-RA.1	-13.2	34	58	0.9999407801616789
aae-miR-305-5p	AALF021651-RA.1	-14.4	11152	11180	0.9994443602889963
aae-miR-305-5p	AALF001416-RA.1	-15.2	64	88	0.9982727760052879
aae-miR-305-5p	AALF019911-RA.1	-17.6	245	274	0.9927269989832379
aae-miR-305-5p	AALF006980-RA.1	-12.55	415	472	0.9928887144127614
aae-miR-305-5p	AALF002063-RA.1	-15.4	1637	1661	0.9987312766743994
aae-miR-305-5p	AALF027144-RA.1	-11.8	4387	4410	0.9998500703859644
aae-miR-305-5p	AALF027144-RA.1	-18.08	4777	4839	0.9998500703859644
aae-miR-305-5p	AALF014727-RA.1	-16.15	1155	1210	0.9983268478412579
aae-miR-305-5p	AALF014727-RA.1	-17.0	10198	10249	0.999542114427819
aae-miR-305-5p	AALF014727-RA.1	-17.9	12302	12339	0.9951159448966722
aae-miR-305-5p	AALF007916-RA.1	-16.7	32	54	0.994365970370375
aae-miR-305-5p	AALF022185-RA.1	-19.2	358	406	0.9970513867332492
aae-miR-305-5p	AALF024445-RA.1	-11.91	397	435	0.9979525929518701
aae-miR-305-5p	AALF016307-RA.1	-19.19	1666	1713	0.9997114903388128
aae-miR-305-5p	AALF003534-RA.1	-15.06	959	1002	0.9991255279071245
aae-miR-305-5p	AALF000617-RA.1	-17.79	633	678	0.9999523721540252
aae-miR-305-5p	AALF000617-RA.1	-15.8	2830	2860	0.9963310083866146
aae-miR-305-5p	AALF019544-RA.1	-14.22	534	591	0.9985452645122984
aae-miR-305-5p	AALF022442-RA.1	-15.8	72	105	0.9986635953158016
aae-miR-305-5p	AALF025134-RA.1	-14.6	2	21	0.9996074847517861
aae-miR-305-5p	AALF008767-RA.1	-12.3	37	46	0.9994587103942807
aae-miR-305-5p	AALF024811-RA.1	-12.11	59	110	0.998427062078888
aae-miR-305-5p	AALF024811-RA.1	-12.2	189	205	0.9999523721540252
aae-miR-305-5p	AALF022326-RA.1	-17.05	370	412	0.9985377895218716
aae-miR-305-5p	AALF008087-RA.1	-21.55	0	53	0.9939341780151609
aae-miR-305-5p	AALF027668-RA.1	-12.9	676	707	0.9998955108006792
aae-miR-305-5p	AALF001475-RA.1	-15.34	2187	2232	0.9999498545658165
aae-miR-305-5p	AALF027041-RA.1	-15.7	2882	2909	0.9973615738756767
aae-miR-305-5p	AALF021488-RA.1	-13.6	196	219	0.9991274448427137
aae-miR-305-5p	AALF027143-RA.1	-14.56	28	66	0.999827220162893
