"species","mirna","term_ID","term_description","observed_gene_count","background_gene_count","strength","signal","false_discovery_rate","matching_proteins_id_network","matching_proteins_labels_network","dataset","category_of_interest","enrichment_method","protein_db","taxon_id","assembly_name","stringdb_id"
"Aedes aegypti","aae-mir-34-5p","GO:0150034","Distal axon",13,139,0.62,0.53,0.0038,"7159.Q16IW8,7159.Q16LS6,7159.Q16N83,7159.Q16PP6,7159.Q170V1,7159.Q179N7,7159.Q179X5,7159.Q17C39,7159.Q17CG1,7159.Q17E44,7159.Q17L66,7159.Q17L67,7159.Q17MX1","AAEL013529,AAEL012541,AAEL012065,AAEL011565,AAEL007791,AAEL005581,AAEL005463,AAEL004717,AAEL004549,AAEL003953,AAEL001468,AAEL001454,AAEL000868","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0043005","Neuron projection",31,571,0.39,0.5,0.0019,"7159.J9EAN8,7159.Q16IW8,7159.Q16LS6,7159.Q16N83,7159.Q16NP6,7159.Q16PP6,7159.Q16RM1,7159.Q16RU6,7159.Q16TV9,7159.Q16UU9,7159.Q16WF1,7159.Q16WM1,7159.Q16Z01,7159.Q170K8,7159.Q170V1,7159.Q174K3,7159.Q179N7,7159.Q179X5,7159.Q17B43,7159.Q17B44,7159.Q17C39,7159.Q17CG1,7159.Q17E44,7159.Q17J05,7159.Q17J06,7159.Q17L66,7159.Q17L67,7159.Q17MX1,7159.Q17MX6,7159.Q17MX7,7159.Q17PU2","J9EAN8_AEDAE,AAEL013529,AAEL012541,AAEL012065,AAEL011910,AAEL011565,AAEL010908,AAEL010835,AAEL010106,AAEL009786,AAEL009240,AAEL009175,AAEL008371,AAEL007876,AAEL007791,AAEL006876,AAEL005581,AAEL005463,AAEL005099,AAEL005089,AAEL004717,AAEL004549,AAEL003953,AAEL002188,AAEL002220,AAEL001468,AAEL001454,AAEL000868,AAEL000908,AAEL000891,AAEL000247","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","GO:0007611","Learning or memory",8,171,1.13,0.93,0.00032,"7159.Q0IE98,7159.Q0IE99,7159.Q0IFC5,7159.Q16LU2,7159.Q16M53,7159.Q16M54,7159.Q16Y82,7159.Q17IA0","AAEL012979,AAEL012977,AAEL005895,AAEL012517,AAEL012420,AAEL012416,AAEL008622,AAEL002411","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","GO:0007616","Long-term memory",5,61,1.37,0.87,0.0014,"7159.Q0IFC5,7159.Q16M53,7159.Q16M54,7159.Q16Y82,7159.Q17IA0","AAEL005895,AAEL012420,AAEL012416,AAEL008622,AAEL002411","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","MAP-1250342","PI3K events in ERBB4 signaling",3,5,2.24,0.87,0.003,"7159.Q0IE98,7159.Q0IE99,7159.Q16LU2","AAEL012979,AAEL012977,AAEL012517","Reactome","other","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","MAP-1963642","PI3K events in ERBB2 signaling",3,5,2.24,0.87,0.003,"7159.Q0IE98,7159.Q0IE99,7159.Q16LU2","AAEL012979,AAEL012977,AAEL012517","Reactome","other","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","MAP-1250196","SHC1 events in ERBB2 signaling",3,8,2.03,0.86,0.003,"7159.Q0IE98,7159.Q0IE99,7159.Q16LU2","AAEL012979,AAEL012977,AAEL012517","Reactome","other","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","MAP-1250347","SHC1 events in ERBB4 signaling",3,10,1.93,0.85,0.003,"7159.Q0IE98,7159.Q0IE99,7159.Q16LU2","AAEL012979,AAEL012977,AAEL012517","Reactome","other","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","MAP-1963640","GRB2 events in ERBB2 signaling",3,9,1.98,0.85,0.003,"7159.Q0IE98,7159.Q0IE99,7159.Q16LU2","AAEL012979,AAEL012977,AAEL012517","Reactome","other","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","MAP-6785631","ERBB2 Regulates Cell Motility",3,9,1.98,0.85,0.003,"7159.Q0IE98,7159.Q0IE99,7159.Q16LU2","AAEL012979,AAEL012977,AAEL012517","Reactome","other","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","GO:0007420","Brain development",7,156,1.11,0.84,0.00077,"7159.Q0IE98,7159.Q0IE99,7159.Q0IFC5,7159.Q16I15,7159.Q16LU2,7159.Q16Y82,7159.Q17EB3","AAEL012979,AAEL012977,AAEL005895,AAEL013830,AAEL012517,AAEL008622,AAEL003861","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","GO:0043005","Neuron projection",13,571,0.81,0.82,7.66e-05,"7159.Q0IFC5,7159.Q16FV7,7159.Q16JU1,7159.Q16KP5,7159.Q16M53,7159.Q16M54,7159.Q16NS4,7159.Q16TX6,7159.Q16XQ1,7159.Q16Y82,7159.Q17GI1,7159.Q17K95,7159.Q17M42","AAEL005895,AAEL014620,AAEL013216,GPRALS3,AAEL012420,AAEL012416,AAEL011870,AAEL010093,AAEL008816,AAEL008622,AAEL003013,AAEL001760,AAEL001104","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","MAP-1358803","Downregulation of ERBB2:ERBB3 signaling",3,12,1.86,0.82,0.0035,"7159.Q0IE98,7159.Q0IE99,7159.Q16LU2","AAEL012979,AAEL012977,AAEL012517","Reactome","other","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","GO:0071598","Neuronal ribonucleoprotein granule",3,13,1.82,0.75,0.0057,"7159.Q16M53,7159.Q16M54,7159.Q16NS4","AAEL012420,AAEL012416,AAEL011870","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","GO:0048699","Generation of neurons",15,887,0.69,0.66,0.00032,"7159.Q0IE98,7159.Q0IE99,7159.Q0IFC5,7159.Q16I15,7159.Q16LU2,7159.Q16M53,7159.Q16M54,7159.Q16UC4,7159.Q16Y82,7159.Q17EB3,7159.Q17GI1,7159.Q17HG6,7159.Q17IA0,7159.Q17K20,7159.Q17M42","AAEL012979,AAEL012977,AAEL005895,AAEL013830,AAEL012517,AAEL012420,AAEL012416,AAEL009947,AAEL008622,AAEL003861,AAEL003013,AAEL002690,AAEL002411,AAEL001832,AAEL001104","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","GO:0030182","Neuron differentiation",14,824,0.69,0.64,0.00045,"7159.Q0IE98,7159.Q0IE99,7159.Q0IFC5,7159.Q16I15,7159.Q16LU2,7159.Q16M53,7159.Q16M54,7159.Q16Y82,7159.Q17EB3,7159.Q17GI1,7159.Q17HG6,7159.Q17IA0,7159.Q17K20,7159.Q17M42","AAEL012979,AAEL012977,AAEL005895,AAEL013830,AAEL012517,AAEL012420,AAEL012416,AAEL008622,AAEL003861,AAEL003013,AAEL002690,AAEL002411,AAEL001832,AAEL001104","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","GO:0007422","Peripheral nervous system development",4,53,1.33,0.64,0.009,"7159.Q0IE98,7159.Q0IE99,7159.Q0IFC5,7159.Q16LU2","AAEL012979,AAEL012977,AAEL005895,AAEL012517","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","GO:0007417","Central nervous system development",8,314,0.86,0.6,0.0043,"7159.Q0IE98,7159.Q0IE99,7159.Q0IFC5,7159.Q16I15,7159.Q16LU2,7159.Q16UC4,7159.Q16Y82,7159.Q17EB3","AAEL012979,AAEL012977,AAEL005895,AAEL013830,AAEL012517,AAEL009947,AAEL008622,AAEL003861","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
