microRNA,mRNA,energy,targetStart,targetEnd,score
aal-miR-124,AALF020666-RA.1,-14.72,204,225,142
aal-miR-124,AALF009383-RA.1,-16.92,831,853,141
aal-miR-124,AALF020979-RA.1,-17.97,348,370,145
aal-miR-124,AALF026525-RA.1,-17.54,552,573,148
aal-miR-124,AALF011049-RA.1,-29.76,755,778,153
aal-miR-124,AALF007937-RA.1,-17.66,4560,4580,145
aal-miR-124,AALF007937-RA.1,-24.18,153,174,140
aal-miR-124,AALF020338-RA.1,-18.53,346,367,145
aal-miR-124,AALF003129-RA.1,-17.52,1,14,153
aal-miR-124,AALF016546-RA.1,-11.72,1527,1548,140
aal-miR-124,AALF027309-RA.1,-17.07,904,925,141
aal-miR-124,AALF025482-RA.1,-14.08,51,74,144
aal-miR-124,AALF024828-RA.1,-16.61,971,992,140
aal-miR-124,AALF015905-RA.1,-14.09,23,44,140
aal-miR-124,AALF016069-RA.1,-19.52,517,538,152
aal-miR-124,AALF008262-RA.1,-17.84,137,158,146
aal-miR-124,AALF005612-RA.1,-15.5,775,796,153
aal-miR-124,AALF008406-RA.1,-15.62,202,222,141
aal-miR-124,AALF002233-RA.1,-20.47,2190,2208,144
aal-miR-124,AALF009951-RA.1,-16.39,6109,6133,142
aal-miR-124,AALF002335-RA.1,-16.77,769,788,141
aal-miR-124,AALF002219-RA.1,-16.58,11842,11861,148
aal-miR-124,AALF023199-RA.1,-16.64,1467,1490,150
aal-miR-124,AALF012626-RA.1,-23.27,7,28,140
aal-miR-124,AALF007683-RA.1,-20.44,4159,4183,153
aal-miR-124,AALF008616-RA.1,-15.71,288,308,146
aal-miR-124,AALF013157-RA.1,-22.15,6020,6041,145
aal-miR-124,AALF013157-RA.1,-21.18,6318,6339,143
aal-miR-124,AALF013157-RA.1,-12.75,2339,2361,142
aal-miR-124,AALF011827-RA.1,-24.08,504,525,145
aal-miR-124,AALF020654-RA.1,-16.67,93,112,143
aal-miR-124,AALF023346-RA.1,-21.81,277,298,143
aal-miR-124,AALF017749-RA.1,-18.04,238,259,145
aal-miR-124,AALF017749-RA.1,-12.6,22,43,141
aal-miR-124,AALF017749-RA.1,-11.72,1,16,140
aal-miR-124,AALF006348-RA.1,-16.13,151,171,141
aal-miR-124,AALF007886-RA.1,-14.24,236,257,141
aal-miR-124,AALF028381-RA.1,-20.38,719,741,158
aal-miR-124,AALF007988-RA.1,-19.07,5321,5341,157
aal-miR-124,AALF007988-RA.1,-19.07,5833,5853,157
aal-miR-124,AALF014961-RA.1,-22.67,2249,2273,153
aal-miR-124,AALF014961-RA.1,-16.8,8352,8375,141
aal-miR-124,AALF006140-RA.1,-18,73,96,148
aal-miR-124,AALF024675-RA.1,-16.99,664,686,145
aal-miR-124,AALF026364-RA.1,-23.12,110,135,150
aal-miR-124,AALF014587-RA.1,-13.99,257,279,143
aal-miR-124,AALF027053-RA.1,-15.81,456,477,140
aal-miR-124,AALF013415-RA.1,-20.45,455,475,142
aal-miR-124,AALF000533-RA.1,-17.28,365,386,140
aal-miR-124,AALF024558-RA.1,-17.58,306,327,153
aal-miR-124,AALF008785-RA.1,-20.48,23670,23691,155
aal-miR-124,AALF008785-RA.1,-13.4,27078,27099,140
aal-miR-124,AALF023664-RA.1,-16.78,424,444,140
aal-miR-124,AALF016282-RA.1,-14.24,236,257,141
aal-miR-124,AALF001317-RA.1,-13.79,2838,2859,141
aal-miR-124,AALF010708-RA.1,-16.81,22,47,144
aal-miR-124,AALF013836-RA.1,-18.25,5885,5906,152
aal-miR-124,AALF013836-RA.1,-27.22,19968,19989,151
aal-miR-124,AALF013836-RA.1,-24.75,12169,12194,147
aal-miR-124,AALF014592-RA.1,-20.37,100,122,151
aal-miR-124,AALF021333-RA.1,-20.1,2155,2174,157
aal-miR-124,AALF025919-RA.1,-17.34,141,162,145
aal-miR-124,AALF006880-RA.1,-13.4,5976,5997,140
aal-miR-124,AALF003910-RA.1,-24.06,5,29,143
aal-miR-124,AALF007298-RA.1,-16.49,266,287,142
aal-miR-124,AALF023127-RA.1,-24.9,750,770,154
aal-miR-124,AALF016527-RA.1,-13.26,1,14,140
aal-miR-124,AALF004754-RA.1,-15.1,2893,2914,152
aal-miR-124,AALF004754-RA.1,-14.7,2355,2376,146
aal-miR-124,AALF008040-RA.1,-17.67,952,974,141
aal-miR-124,AALF000101-RA.1,-19.03,4178,4199,153
aal-miR-124,AALF000101-RA.1,-17.13,3110,3129,144
aal-miR-124,AALF020392-RA.1,-16.91,57,79,147
aal-miR-124,AALF011607-RA.1,-16.73,2506,2527,146
aal-miR-124,AALF016417-RA.1,-20.67,70,91,144
aal-miR-124,AALF011564-RA.1,-15,320,341,151
aal-miR-124,AALF011564-RA.1,-14.7,2238,2259,142
aal-miR-124,AALF011564-RA.1,-13.38,3789,3810,141
aal-miR-124,AALF023548-RA.1,-23.11,258,279,142
aal-miR-124,AALF012144-RA.1,-16.39,586,607,148
aal-miR-124,AALF008028-RA.1,-20.67,70,91,144
aal-miR-124,AALF007976-RA.1,-23.9,492,513,166
aal-miR-124,AALF024561-RA.1,-17.82,730,751,144
aal-miR-124,AALF014727-RA.1,-16.6,6046,6067,140
aal-miR-124,AALF022185-RA.1,-18.69,895,915,148
aal-miR-124,AALF011919-RA.1,-16.87,6066,6089,150
aal-miR-124,AALF009668-RA.1,-19.58,561,583,159
aal-miR-124,AALF022069-RA.1,-19.72,124,145,154
aal-miR-124,AALF002274-RA.1,-17.97,349,371,145
aal-miR-124,AALF013146-RA.1,-17.47,141,163,140
aal-miR-124,AALF025916-RA.1,-17.34,143,164,145
aal-miR-124,AALF027668-RA.1,-14.74,648,669,142
aal-miR-124,AALF024187-RA.1,-18.22,431,454,143
aal-miR-124,AALF023649-RA.1,-13.65,5003,5024,150
aal-miR-124,AALF022075-RA.1,-25.32,531,553,143
aal-miR-124,AALF003385-RA.1,-16.13,187,208,146
aal-miR-124,AALF017953-RA.1,-17.12,2033,2053,152
aal-miR-124,AALF017164-RA.1,-18.04,37,58,141
aal-miR-124,AALF028050-RA.1,-16.33,475,496,140
aal-miR-124,AALF028050-RA.1,-16.33,959,980,140
aal-miR-124,AALF020491-RA.1,-25.71,260,288,150
aal-miR-124,AALF008019-RA.1,-22.45,141,165,141
aal-miR-124,AALF023968-RA.1,-18.86,596,618,148
aal-miR-124,AALF023968-RA.1,-18.57,1258,1281,141
aal-miR-124,AALF004324-RA.1,-17.95,86,107,147
aal-miR-124,AALF003159-RA.1,-12.62,2049,2070,140
aal-miR-124,AALF027029-RA.1,-30.06,136,161,143
aal-miR-124,AALF011128-RA.1,-21.46,201,222,156
aal-miR-124,AALF010977-RA.1,-17.51,598,619,141
aal-miR-124,AALF018493-RA.1,-16.45,994,1015,140
aal-miR-124,AALF025297-RA.1,-13.73,4721,4742,148
aal-miR-124,AALF025297-RA.1,-16.98,5320,5339,143
aal-miR-124,AALF025297-RA.1,-13.62,803,824,142
aal-miR-124,AALF012708-RA.1,-18.69,802,822,148
aal-miR-124,AALF012708-RA.1,-18.67,2010,2030,143
aal-miR-124,AALF020159-RA.1,-20.28,263,284,143
aal-miR-124,AALF020159-RA.1,-20.15,2408,2431,143
aal-miR-124,AALF009711-RA.1,-20.99,510,533,153
aal-miR-124,AALF009711-RA.1,-19.42,891,914,150
aal-miR-124,AALF015582-RA.1,-20.24,17930,17951,158
aal-miR-124,AALF009087-RA.1,-14.74,659,680,142
aal-miR-124,AALF025022-RA.1,-20.83,124,148,151
aal-miR-124,AALF005903-RA.1,-14.07,803,824,147
aal-miR-124,AALF026876-RA.1,-24.06,5,29,143
aal-miR-124,AALF015609-RA.1,-18.09,3063,3082,140
aal-miR-124,AALF022282-RA.1,-20.41,498,519,149
aal-miR-124,AALF018103-RA.1,-21.82,121,146,146
aal-miR-124,AALF015886-RA.1,-17.2,228,248,141
aal-miR-124,AALF006537-RA.1,-20.37,100,122,151
aal-miR-124,AALF017413-RA.1,-19.01,878,899,140
aal-miR-124,AALF016677-RA.1,-13.38,93,111,142
aal-miR-124,AALF003693-RA.1,-21.22,24170,24192,149
aal-miR-124,AALF003693-RA.1,-19.84,14995,15018,146
aal-miR-124,AALF003693-RA.1,-15.63,6931,6951,144
aal-miR-124,AALF003693-RA.1,-21.49,9978,9999,143
aal-miR-124,AALF023425-RA.1,-23.83,3381,3404,158
aal-miR-124,AALF016050-RA.1,-16.7,2151,2172,151
aal-miR-124,AALF016050-RA.1,-18.24,3056,3076,148
aal-miR-124,AALF007754-RA.1,-19.39,179,201,145
aal-miR-124,AALF007113-RA.1,-19.13,224,245,147
aal-miR-124,AALF022273-RA.1,-14.25,101,122,141
aal-miR-124,AALF002404-RA.1,-17.11,54,75,144
aal-miR-124,AALF016471-RA.1,-23.36,3188,3209,144
aal-miR-124,AALF027132-RA.1,-20.12,4008,4028,155
aal-miR-124,AALF022170-RA.1,-18.9,651,670,148
aal-miR-124,AALF027188-RA.1,-22.91,3829,3854,149
aal-miR-124,AALF027188-RA.1,-25.55,683,707,143
aal-miR-124,AALF016041-RA.1,-13.68,9,27,145
aal-miR-124,AALF028127-RA.1,-18.08,10326,10350,142
aal-miR-124,AALF023105-RA.1,-21.33,1970,1995,145
aal-miR-124,AALF027226-RA.1,-21.98,229,249,157
aal-miR-124,AALF025748-RA.1,-16.96,665,686,141
aal-miR-124,AALF023696-RA.1,-13.26,152,170,142
aal-miR-124,AALF014657-RA.1,-19.79,23,46,141
aal-miR-124,AALF020574-RA.1,-28.33,14762,14781,152
aal-miR-124,AALF022728-RA.1,-20.12,398,418,155
aal-miR-124,AALF015564-RA.1,-18.34,325,344,140
aal-miR-124,AALF026387-RA.1,-20.9,111,136,149
aal-miR-124,AALF000983-RA.1,-11.72,9002,9023,140
aal-miR-124,AALF017989-RA.1,-18.89,587,606,147
aal-miR-124,AALF022407-RA.1,-22.28,1074,1097,146
aal-miR-124,AALF023843-RA.1,-24.24,183,204,151
aal-miR-124,AALF026429-RA.1,-15.12,3066,3087,146
aal-miR-124,AALF011066-RA.1,-25.71,260,288,150
aal-miR-124,AALF001556-RA.1,-12.38,2677,2698,140
aal-miR-124,AALF016401-RA.1,-20.15,9115,9136,147
aal-miR-124,AALF016401-RA.1,-20.15,9213,9234,147
aal-miR-124,AALF016401-RA.1,-20.15,9575,9596,147
aal-miR-124,AALF016401-RA.1,-10.94,10127,10147,142
aal-miR-124,AALF016401-RA.1,-22.18,5434,5456,141
aal-miR-124,AALF010168-RA.1,-14.64,501,522,145
aal-miR-124,AALF025855-RA.1,-20.1,161,183,160
aal-miR-124,AALF009748-RA.1,-18.98,167,188,154
aal-miR-124,AALF001707-RA.1,-21.44,2340,2362,149
aal-miR-124,AALF001707-RA.1,-21.99,3310,3331,143
aal-miR-124,AALF007527-RA.1,-35.18,12120,12141,186
aal-miR-124,AALF007527-RA.1,-22.09,12015,12040,148
aal-miR-124,AALF007527-RA.1,-16.87,12937,12957,144
aal-miR-124,AALF015602-RA.1,-21.82,129,154,146
aal-miR-124,AALF013226-RA.1,-27.9,47,69,151
aal-miR-124,AALF013226-RA.1,-13.82,211,232,140
aal-miR-124,AALF013219-RA.1,-19.86,262,282,154
aal-miR-124,AALF009011-RA.1,-18.14,441,463,158
aal-miR-124,AALF016195-RA.1,-20.41,408,428,149
aal-miR-124,AALF022521-RA.1,-19.69,34242,34263,154
aal-miR-124,AALF022521-RA.1,-14.81,29768,29789,141
aal-miR-124,AALF008955-RA.1,-12.42,329,350,140
aal-miR-124,AALF021458-RA.1,-15.51,31714,31736,149
aal-miR-124,AALF011849-RA.1,-15.83,122,145,142
aal-miR-124,AALF015977-RA.1,-21.69,1481,1502,147
aal-miR-124,AALF015977-RA.1,-21.69,1579,1600,147
aal-miR-124,AALF006899-RA.1,-24.91,1521,1543,154
aal-miR-124,AALF016448-RA.1,-20.75,71,92,152
aal-miR-4728-5p,AALF011532-RA.1,-24.11,6688,6708,151
aal-miR-4728-5p,AALF013178-RA.1,-22.96,480,499,148
aal-miR-4728-5p,AALF024628-RA.1,-20.11,539,559,140
aal-miR-4728-5p,AALF010314-RA.1,-25.89,3,23,154
aal-miR-4728-5p,AALF025948-RA.1,-18.97,2748,2768,142
aal-miR-4728-5p,AALF025490-RA.1,-27.58,478,499,142
aal-miR-4728-5p,AALF025159-RA.1,-26.19,1847,1866,141
aal-miR-4728-5p,AALF026595-RA.1,-28.78,654,674,147
aal-miR-4728-5p,AALF026317-RA.1,-23,5623,5643,140
aal-miR-4728-5p,AALF026317-RA.1,-26.95,5699,5719,140
aal-miR-4728-5p,AALF015811-RA.1,-24.41,259,279,142
aal-miR-4728-5p,AALF003245-RA.1,-28.18,4,23,145
aal-miR-4728-5p,AALF027115-RA.1,-30.16,10004,10023,146
aal-miR-4728-5p,AALF017612-RA.1,-26.53,333,353,146
aal-miR-4728-5p,AALF000437-RA.1,-24.63,148,167,146
aal-miR-4728-5p,AALF004459-RA.1,-28.01,1553,1576,155
aal-miR-4728-5p,AALF004716-RA.1,-34.05,321,342,144
aal-miR-4728-5p,AALF004462-RA.1,-24.98,423,442,141
aal-miR-4728-5p,AALF024306-RA.1,-20.51,811,831,142
aal-miR-4728-5p,AALF009737-RA.1,-26.13,7770,7790,146
aal-miR-4728-5p,AALF009737-RA.1,-26.16,1184,1204,144
aal-miR-4728-5p,AALF028645-RA.1,-21.93,2092,2111,141
aal-miR-4728-5p,AALF013278-RA.1,-28.24,167,189,141
aal-miR-4728-5p,AALF017917-RA.1,-22.97,932,952,141
aal-miR-4728-5p,AALF011519-RA.1,-25.53,180,199,141
aal-miR-4728-5p,AALF021891-RA.1,-21.45,1443,1466,145
aal-miR-4728-5p,AALF021891-RA.1,-23.45,1517,1537,140
aal-miR-4728-5p,AALF012595-RA.1,-26.44,541,560,142
aal-miR-4728-5p,AALF026001-RA.1,-24.78,69,88,150
aal-miR-4728-5p,AALF010480-RA.1,-27.09,91,110,151
aal-miR-4728-5p,AALF012281-RA.1,-17.21,746,766,142
aal-miR-4728-5p,AALF026423-RA.1,-23.41,914,934,149
aal-miR-4728-5p,AALF014597-RA.1,-24.78,69,88,150
aal-miR-4728-5p,AALF011049-RA.1,-29.23,3923,3946,145
aal-miR-4728-5p,AALF027168-RA.1,-30.28,53,74,150
aal-miR-4728-5p,AALF014114-RA.1,-24.07,616,636,140
aal-miR-4728-5p,AALF014223-RA.1,-24.04,620,641,142
aal-miR-4728-5p,AALF023790-RA.1,-24.19,5054,5072,147
aal-miR-4728-5p,AALF023790-RA.1,-23.63,4976,4993,146
aal-miR-4728-5p,AALF021925-RA.1,-18.61,951,972,141
aal-miR-4728-5p,AALF003706-RA.1,-32.21,870,891,154
aal-miR-4728-5p,AALF011270-RA.1,-30.88,1230,1250,148
aal-miR-4728-5p,AALF014222-RA.1,-15.95,1,10,142
aal-miR-4728-5p,AALF007520-RA.1,-27.8,7702,7722,147
aal-miR-4728-5p,AALF007520-RA.1,-24.62,7013,7032,141
aal-miR-4728-5p,AALF004603-RA.1,-26.31,1251,1271,153
aal-miR-4728-5p,AALF020703-RA.1,-30.43,448,470,157
aal-miR-4728-5p,AALF020977-RA.1,-21.27,1205,1225,143
aal-miR-4728-5p,AALF016231-RA.1,-29.08,1546,1565,141
aal-miR-4728-5p,AALF016231-RA.1,-29.08,4818,4837,141
aal-miR-4728-5p,AALF017656-RA.1,-22.55,835,855,143
aal-miR-4728-5p,AALF006879-RA.1,-19.27,45,65,145
aal-miR-4728-5p,AALF012416-RA.1,-26.96,102,127,148
aal-miR-4728-5p,AALF008406-RA.1,-25.88,527,546,151
aal-miR-4728-5p,AALF011691-RA.1,-18.98,1270,1290,148
aal-miR-4728-5p,AALF019454-RA.1,-19.03,1729,1749,155
aal-miR-4728-5p,AALF020920-RA.1,-25.21,117,138,140
aal-miR-4728-5p,AALF000220-RA.1,-24.39,151,171,140
aal-miR-4728-5p,AALF023199-RA.1,-18.52,703,723,149
aal-miR-4728-5p,AALF022918-RA.1,-16.72,44,64,142
aal-miR-4728-5p,AALF012626-RA.1,-22.26,15184,15206,146
aal-miR-4728-5p,AALF012626-RA.1,-25.75,15115,15135,144
aal-miR-4728-5p,AALF007683-RA.1,-25.36,7306,7326,156
aal-miR-4728-5p,AALF007683-RA.1,-20.87,4416,4435,147
aal-miR-4728-5p,AALF007683-RA.1,-26.4,4477,4497,143
aal-miR-4728-5p,AALF012161-RA.1,-30.73,2051,2075,152
aal-miR-4728-5p,AALF012161-RA.1,-20.15,58,78,146
aal-miR-4728-5p,AALF004132-RA.1,-22.85,2180,2201,141
aal-miR-4728-5p,AALF019604-RA.1,-19.27,45,65,145
aal-miR-4728-5p,AALF020334-RA.1,-22.45,3491,3511,141
aal-miR-4728-5p,AALF022019-RA.1,-26.72,12,31,143
aal-miR-4728-5p,AALF006570-RA.1,-19.67,24,44,140
aal-miR-4728-5p,AALF017904-RA.1,-23,428,446,141
aal-miR-4728-5p,AALF007886-RA.1,-20.84,133,153,154
aal-miR-4728-5p,AALF013476-RA.1,-22.12,350,371,157
aal-miR-4728-5p,AALF022874-RA.1,-30.96,172,193,158
aal-miR-4728-5p,AALF018973-RA.1,-24.78,69,88,150
aal-miR-4728-5p,AALF001269-RA.1,-22.65,1,19,153
aal-miR-4728-5p,AALF022771-RA.1,-16.79,6657,6677,142
aal-miR-4728-5p,AALF012359-RA.1,-21.29,1,13,140
aal-miR-4728-5p,AALF018968-RA.1,-20.39,368,390,149
aal-miR-4728-5p,AALF018968-RA.1,-24.14,421,441,146
aal-miR-4728-5p,AALF020539-RA.1,-22.61,32,52,146
aal-miR-4728-5p,AALF008785-RA.1,-26.7,17972,17993,150
aal-miR-4728-5p,AALF019499-RA.1,-25.48,428,449,155
aal-miR-4728-5p,AALF013590-RA.1,-23.46,482,502,146
aal-miR-4728-5p,AALF016282-RA.1,-20.84,133,153,154
aal-miR-4728-5p,AALF022981-RA.1,-21.44,89,110,141
aal-miR-4728-5p,AALF012249-RA.1,-18.63,253,273,140
aal-miR-4728-5p,AALF023350-RA.1,-18.63,289,309,140
aal-miR-4728-5p,AALF018178-RA.1,-24.78,69,88,150
aal-miR-4728-5p,AALF013836-RA.1,-30.57,14541,14563,149
aal-miR-4728-5p,AALF013836-RA.1,-17.36,14200,14220,148
aal-miR-4728-5p,AALF013836-RA.1,-25.61,4662,4682,143
aal-miR-4728-5p,AALF013836-RA.1,-24.26,14451,14472,142
aal-miR-4728-5p,AALF013836-RA.1,-23,13736,13754,141
aal-miR-4728-5p,AALF028516-RA.1,-19.31,1641,1660,141
aal-miR-4728-5p,AALF009037-RA.1,-17.64,100,120,143
aal-miR-4728-5p,AALF006556-RA.1,-29.2,3734,3754,148
aal-miR-4728-5p,AALF006880-RA.1,-29.24,2644,2666,159
aal-miR-4728-5p,AALF006880-RA.1,-28.29,3449,3469,150
aal-miR-4728-5p,AALF008456-RA.1,-22.07,176,196,147
aal-miR-4728-5p,AALF028469-RA.1,-27.64,6891,6909,148
aal-miR-4728-5p,AALF028469-RA.1,-23,6813,6833,140
aal-miR-4728-5p,AALF027582-RA.1,-21.18,62,80,150
aal-miR-4728-5p,AALF000101-RA.1,-23.58,206,225,142
aal-miR-4728-5p,AALF009300-RA.1,-29.17,1445,1466,150
aal-miR-4728-5p,AALF011607-RA.1,-32.3,1667,1687,152
aal-miR-4728-5p,AALF027723-RA.1,-20.09,90,110,142
aal-miR-4728-5p,AALF018285-RA.1,-24.9,1090,1110,155
aal-miR-4728-5p,AALF011564-RA.1,-22.71,5734,5754,147
aal-miR-4728-5p,AALF011564-RA.1,-25.65,237,258,146
aal-miR-4728-5p,AALF021176-RA.1,-24.74,882,902,150
aal-miR-4728-5p,AALF013827-RA.1,-21.83,61,82,142
aal-miR-4728-5p,AALF024875-RA.1,-15.93,85,105,140
aal-miR-4728-5p,AALF002317-RA.1,-24.95,5476,5496,147
aal-miR-4728-5p,AALF007976-RA.1,-30.2,132,152,167
aal-miR-4728-5p,AALF006980-RA.1,-23.38,72,92,145
aal-miR-4728-5p,AALF024561-RA.1,-21.32,657,677,140
aal-miR-4728-5p,AALF026144-RA.1,-24.78,69,88,150
aal-miR-4728-5p,AALF008133-RA.1,-30.78,118,138,148
aal-miR-4728-5p,AALF011816-RA.1,-20.84,8,28,148
aal-miR-4728-5p,AALF008706-RA.1,-27.2,8,28,142
aal-miR-4728-5p,AALF003159-RA.1,-22.56,4360,4380,147
aal-miR-4728-5p,AALF003159-RA.1,-18.11,7818,7838,142
aal-miR-4728-5p,AALF018391-RA.1,-25.86,129,149,146
aal-miR-4728-5p,AALF013824-RA.1,-18.59,93,113,151
aal-miR-4728-5p,AALF003697-RA.1,-26.65,296,317,142
aal-miR-4728-5p,AALF008983-RA.1,-23.6,126,146,154
aal-miR-4728-5p,AALF004957-RA.1,-18.93,171,191,145
aal-miR-4728-5p,AALF013464-RA.1,-30.16,494,514,159
aal-miR-4728-5p,AALF019284-RA.1,-25.69,41,62,152
aal-miR-4728-5p,AALF012454-RA.1,-20.91,208,228,145
aal-miR-4728-5p,AALF010187-RA.1,-26.62,650,672,145
aal-miR-4728-5p,AALF010187-RA.1,-22.18,537,557,143
aal-miR-4728-5p,AALF015473-RA.1,-22.15,1002,1022,140
aal-miR-4728-5p,AALF015582-RA.1,-24.75,15320,15341,140
aal-miR-4728-5p,AALF016162-RA.1,-16.16,101,120,140
aal-miR-4728-5p,AALF021323-RA.1,-27.77,802,822,145
aal-miR-4728-5p,AALF021323-RA.1,-27.93,2671,2694,142
aal-miR-4728-5p,AALF012242-RA.1,-30.03,1725,1745,148
aal-miR-4728-5p,AALF012242-RA.1,-22.54,209,230,142
aal-miR-4728-5p,AALF018418-RA.1,-20.73,1473,1493,140
aal-miR-4728-5p,AALF005596-RA.1,-18.6,156,176,140
aal-miR-4728-5p,AALF002897-RA.1,-23.46,480,500,146
aal-miR-4728-5p,AALF014779-RA.1,-32.11,218,237,162
aal-miR-4728-5p,AALF014779-RA.1,-30.31,206,227,161
aal-miR-4728-5p,AALF023543-RA.1,-15.95,103,123,140
aal-miR-4728-5p,AALF005275-RA.1,-22.31,665,688,142
aal-miR-4728-5p,AALF016161-RA.1,-20.4,977,997,140
aal-miR-4728-5p,AALF015609-RA.1,-21.19,3115,3140,141
aal-miR-4728-5p,AALF001576-RA.1,-28.52,131,152,156
aal-miR-4728-5p,AALF022282-RA.1,-31.86,922,941,157
aal-miR-4728-5p,AALF022282-RA.1,-23.09,974,994,147
aal-miR-4728-5p,AALF022282-RA.1,-22.91,1224,1244,145
aal-miR-4728-5p,AALF012705-RA.1,-25.66,18,38,141
aal-miR-4728-5p,AALF017793-RA.1,-27.41,10716,10736,152
aal-miR-4728-5p,AALF002937-RA.1,-28.12,293,313,143
aal-miR-4728-5p,AALF026969-RA.1,-24.6,2882,2903,145
aal-miR-4728-5p,AALF023425-RA.1,-21.17,2017,2037,152
aal-miR-4728-5p,AALF023425-RA.1,-23.8,14017,14037,147
aal-miR-4728-5p,AALF023425-RA.1,-22.45,19072,19092,141
aal-miR-4728-5p,AALF016050-RA.1,-20.39,6312,6332,140
aal-miR-4728-5p,AALF008130-RA.1,-28.1,282,304,150
aal-miR-4728-5p,AALF008130-RA.1,-25.06,163,183,141
aal-miR-4728-5p,AALF026764-RA.1,-22.33,5352,5372,143
aal-miR-4728-5p,AALF028562-RA.1,-24.78,69,88,150
aal-miR-4728-5p,AALF004741-RA.1,-18.11,1,10,141
aal-miR-4728-5p,AALF015567-RA.1,-22.68,68,88,144
aal-miR-4728-5p,AALF026228-RA.1,-29.35,5167,5192,147
aal-miR-4728-5p,AALF005377-RA.1,-29.59,38098,38118,154
aal-miR-4728-5p,AALF005377-RA.1,-16.45,2034,2054,143
aal-miR-4728-5p,AALF005377-RA.1,-19.93,5913,5932,143
aal-miR-4728-5p,AALF005377-RA.1,-20.97,10016,10038,143
aal-miR-4728-5p,AALF005377-RA.1,-19.31,5846,5866,142
aal-miR-4728-5p,AALF016471-RA.1,-27.61,1999,2018,151
aal-miR-4728-5p,AALF027132-RA.1,-21.91,4820,4840,147
aal-miR-4728-5p,AALF022170-RA.1,-31.09,46,66,142
aal-miR-4728-5p,AALF008498-RA.1,-26.75,1009,1031,143
aal-miR-4728-5p,AALF001034-RA.1,-19.1,6057,6077,146
aal-miR-4728-5p,AALF001034-RA.1,-24.53,6336,6356,144
aal-miR-4728-5p,AALF021582-RA.1,-21.32,289,309,154
aal-miR-4728-5p,AALF021582-RA.1,-24.53,584,604,144
aal-miR-4728-5p,AALF016301-RA.1,-26.78,427,448,149
aal-miR-4728-5p,AALF018789-RA.1,-25.14,1028,1048,143
aal-miR-4728-5p,AALF001505-RA.1,-25.02,1968,1987,151
aal-miR-4728-5p,AALF024488-RA.1,-21.58,1273,1294,141
aal-miR-4728-5p,AALF023105-RA.1,-23.32,13568,13588,149
aal-miR-4728-5p,AALF019204-RA.1,-22.79,103,123,156
aal-miR-4728-5p,AALF021835-RA.1,-25.68,445,465,147
aal-miR-4728-5p,AALF025494-RA.1,-24.46,488,507,140
aal-miR-4728-5p,AALF023738-RA.1,-21.95,420,441,147
aal-miR-4728-5p,AALF020574-RA.1,-28.09,6354,6374,153
aal-miR-4728-5p,AALF020574-RA.1,-28.09,6490,6510,153
aal-miR-4728-5p,AALF020574-RA.1,-28.09,6626,6646,153
aal-miR-4728-5p,AALF020574-RA.1,-28.09,6762,6782,153
aal-miR-4728-5p,AALF020574-RA.1,-28.09,6898,6918,153
aal-miR-4728-5p,AALF020574-RA.1,-28.09,7034,7054,153
aal-miR-4728-5p,AALF020574-RA.1,-28.09,7170,7190,153
aal-miR-4728-5p,AALF020574-RA.1,-28.09,7306,7326,153
aal-miR-4728-5p,AALF020574-RA.1,-28.09,7442,7462,153
