"uniprot_id","microRNA"
"UPI000B796951","aae-miR-34-5p"
"UPI000B77EE84","aae-miR-34-5p"
"UPI000B7911C7","aae-miR-34-5p"
"Q16YZ8","aae-miR-34-5p"
"A0A1S4FJ89","aae-miR-34-5p"
"Q16YZ9","aae-miR-34-5p"
"A0A1S4EY60","aae-miR-34-5p"
"Q17LV1","aae-miR-34-5p"
"Q16NC7","aae-miR-34-5p"
"UPI000B77C05A","aae-miR-34-5p"
"UPI000B777041","aae-miR-34-5p"
"Q17G69","aae-miR-34-5p"
"Q177A9","aae-miR-34-5p"
"A0A0P6J0T1","aae-miR-5119-5p"
"Q16L21","aae-miR-5119-5p"
"A0A411JKF0","aae-miR-5119-5p"
"A0A1S4FXM4","aae-miR-5119-5p"
"UPI000B791A7D","aae-miR-34-5p"
"Q16U87","aae-miR-34-5p"
"Q16TM2","aae-miR-34-5p"
"A0A0P6K0W0","aae-miR-34-5p"
"A0A1S4FP53","aae-miR-34-5p"
"UPI000B795AA0","aae-miR-34-5p"
"UPI000B793052","aae-miR-5119-5p"
"Q17B63","aae-miR-5119-5p"
"UPI000B7795B0","aae-miR-5119-5p"
"UPI000B790DAF","aae-miR-34-5p"
"Q16VP5","aae-miR-34-5p"
"A0A1S4FMH0","aae-miR-34-5p"
"Q16VP6","aae-miR-34-5p"
"A0A1S4FVX0","aae-miR-34-5p"
"Q16MG8","aae-miR-34-5p"
"UPI000B77AD92","aae-miR-34-5p"
"UPI000B774CBB","aae-miR-5119-5p"
"Q17IA0","aae-miR-5119-5p"
"A0A0P6ISZ2","aae-miR-34-5p"
"A0A1S4G3J9","aae-miR-34-5p"
"Q16F46","aae-miR-34-5p"
"UPI000B791893","aae-miR-34-5p"
"UPI000B7727EB","aae-miR-34-5p"
"UPI000B7784B0","aae-miR-34-5p"
"UPI000B793015","aae-miR-34-5p"
"UPI000B7788D4","aae-miR-34-5p"
"A0A0P6J4C6","aae-miR-34-5p"
"UPI000B77E961","aae-miR-34-5p"
"UPI000B79274D","aae-miR-34-5p"
"UPI000B78E047","aae-miR-34-5p"
"A0A1S4F358","aae-miR-34-5p"
"Q1HQV2","aae-miR-34-5p"
"Q17GP4","aae-miR-34-5p"
"A0A1S4F4W1","aae-miR-34-5p"
"Q173B0","aae-miR-34-5p"
"Q16H88","aae-miR-5119-5p"
"A0A1S4G177","aae-miR-5119-5p"
"A0A1S4G0Z6","aae-miR-5119-5p"
"Q16GV0","aae-miR-5119-5p"
"Q16YV1","aae-miR-34-5p"
"A0A1S4FJE7","aae-miR-34-5p"
"UPI000B783A2F","aae-miR-34-5p"
"Q8MWG7","aae-miR-34-5p"
"Q17NE5","aae-miR-34-5p"
"Q8MWG8","aae-miR-34-5p"
"UPI000B77D3B0","aae-miR-34-5p"
"Q16LK2","aae-miR-34-5p"
"Q16LK0","aae-miR-34-5p"
"Q16JN7","aae-miR-34-5p"
"UPI000B78BC10","aae-miR-34-5p"
"UPI000B7739E0","aae-miR-34-5p"
"Q17A00","aae-miR-34-5p"
"A0T2W5","aae-miR-34-5p"
"Q178X8","aae-miR-34-5p"
"A0A0P6J0U9","aae-miR-34-5p"
"UPI000B78430C","aae-miR-34-5p"
"UPI000B77A19A","aae-miR-34-5p"
"UPI0009368C64","aae-miR-34-5p"
"Q16N99","aae-miR-34-5p"
"Q16EE7","aae-miR-34-5p"
"Q16KY3","aae-miR-34-5p"
"A0A1S4FU22","aae-miR-34-5p"
"Q16SB0","aae-miR-34-5p"
"Q17P09","aae-miR-34-5p"
"A0A0P6JSR0","aae-miR-34-5p"
"UPI000B799317","aae-miR-34-5p"
"Q17HS6","aae-miR-34-5p"
"UPI000B795859","aae-miR-34-5p"
"A0A1S4F261","aae-miR-34-5p"
"Q16KR1","aae-miR-34-5p"
"Q16KQ9","aae-miR-34-5p"
"Q16KQ8","aae-miR-34-5p"
"Q16KR0","aae-miR-34-5p"
"A0A0P6J5D2","aae-miR-34-5p"
"A0A1S4FXK5","aae-miR-34-5p"
"Q0IFA2","aae-miR-34-5p"
"Q17EB3","aae-miR-5119-5p"
"UPI000B78C851","aae-miR-5119-5p"
"Q16I15","aae-miR-5119-5p"
"UPI000B77C03A","aae-miR-5119-5p"
"UPI000B79267E","aae-miR-5119-5p"
"UPI000B7924FB","aae-miR-34-5p"
"Q17N19","aae-miR-34-5p"
"UPI000B790278","aae-miR-34-5p"
"S4SCR9","aae-miR-5119-5p"
"Q17GI1","aae-miR-5119-5p"
"UPI000B7763D0","aae-miR-34-5p"
"A0A0N8ES75","aae-miR-34-5p"
"Q16VA2","aae-miR-34-5p"
"Q16WV5","aae-miR-5119-5p"
"UPI000B79364C","aae-miR-34-5p"
"UPI000B77ED67","aae-miR-34-5p"
"Q170K9","aae-miR-34-5p"
"Q170K8","aae-miR-34-5p"
"A0A0P6IUU0","aae-miR-34-5p"
"UPI000B777B19","aae-miR-34-5p"
"A0A0N8ERY6","aae-miR-34-5p"
"A0A1S4F1C1","aae-miR-34-5p"
"Q17IM8","aae-miR-34-5p"
"Q16PP6","aae-miR-34-5p"
"UPI000B789129","aae-miR-34-5p"
"UPI000B779EA2","aae-miR-34-5p"
"Q0C7B1","aae-miR-34-5p"
"A0A0P6JS10","aae-miR-34-5p"
"Q171Z5","aae-miR-34-5p"
"UPI000B78FA0B","aae-miR-34-5p"
"Q17J33","aae-miR-34-5p"
"A0A0P6IUZ8","aae-miR-34-5p"
"Q0IEP7","aae-miR-34-5p"
"A0A1S4FJ60","aae-miR-34-5p"
"Q16896","aae-miR-34-5p"
"UPI000B7744B5","aae-miR-34-5p"
"UPI000B76C530","aae-miR-34-5p"
"UPI000B793139","aae-miR-34-5p"
"UPI000B78FDA8","aae-miR-34-5p"
"UPI000B797E50","aae-miR-34-5p"
"J9HYQ9","aae-miR-34-5p"
"Q16LU2","aae-miR-5119-5p"
"Q0IE99","aae-miR-5119-5p"
"Q0IE98","aae-miR-5119-5p"
"Q1HRI9","aae-miR-34-5p"
"Q17PG3","aae-miR-34-5p"
"A0A0P6IW15","aae-miR-34-5p"
"A0A1S4F452","aae-miR-34-5p"
"Q17FX3","aae-miR-34-5p"
"B7TBH7","aae-miR-34-5p"
"A0A1S4G6M0","aae-miR-34-5p"
"Q17NP6","aae-miR-34-5p"
"A0A1S4EWB0","aae-miR-34-5p"
"UPI000B783C84","aae-miR-34-5p"
"UPI000B794C57","aae-miR-34-5p"
"Q16IY4","aae-miR-34-5p"
"J9HG16","aae-miR-34-5p"
"Q16II4","aae-miR-34-5p"
"A0A0P6IVL3","aae-miR-34-5p"
"Q16II5","aae-miR-34-5p"
"Q17F71","aae-miR-34-5p"
"A0A1S4F4V4","aae-miR-34-5p"
"UPI000B78527E","aae-miR-34-5p"
"A0A0P6IZM4","aae-miR-5119-5p"
"Q17CP3","aae-miR-5119-5p"
"Q16VF3","aae-miR-5119-5p"
"A0A1S4F7N3","aae-miR-5119-5p"
"UPI000B77BE50","aae-miR-34-5p"
"UPI000B76DE3B","aae-miR-34-5p"
"Q17KU1","aae-miR-34-5p"
"UPI000B77236A","aae-miR-34-5p"
"UPI000B76FC0A","aae-miR-34-5p"
"A0A0P6K0X9","aae-miR-34-5p"
"UPI000B77A612","aae-miR-34-5p"
"Q16I88","aae-miR-34-5p"
"A0A1S4G0B0","aae-miR-34-5p"
"Q16HK0","aae-miR-34-5p"
"Q17AJ3","aae-miR-34-5p"
"A0A1S4EXX0","aae-miR-5119-5p"
"Q17M42","aae-miR-5119-5p"
"UPI000B7888D2","aae-miR-5119-5p"
"A0A0P6ITZ1","aae-miR-34-5p"
"Q17JY3","aae-miR-34-5p"
"UPI000B775389","aae-miR-34-5p"
"UPI000B77A8B7","aae-miR-34-5p"
"UPI000B773009","aae-miR-34-5p"
"Q17F08","aae-miR-34-5p"
"UPI000B797700","aae-miR-34-5p"
"UPI000B774ABA","aae-miR-34-5p"
"A0A0P6IZR0","aae-miR-34-5p"
"Q17F07","aae-miR-34-5p"
"Q16FK4","aae-miR-34-5p"
"UPI000B78883A","aae-miR-34-5p"
"UPI000B78028A","aae-miR-34-5p"
"UPI000B77C472","aae-miR-34-5p"
"UPI000B77B13D","aae-miR-34-5p"
"UPI000B78BD16","aae-miR-34-5p"
"UPI000B7818AC","aae-miR-34-5p"
"UPI000B7954E4","aae-miR-34-5p"
"Q4ZGM4","aae-miR-34-5p"
"Q170B1","aae-miR-34-5p"
"A0A0P6J3W5","aae-miR-34-5p"
"UPI000B77CC5B","aae-miR-34-5p"
"UPI000B77A93A","aae-miR-34-5p"
"Q17FY6","aae-miR-34-5p"
"Q16L96","aae-miR-34-5p"
"A0A1S4FA68","aae-miR-34-5p"
"Q17AC7","aae-miR-34-5p"
"A0A1S4FNX0","aae-miR-34-5p"
"Q1HQG4","aae-miR-34-5p"
"UPI000B7970BF","aae-miR-34-5p"
"UPI000B791701","aae-miR-34-5p"
"A0A0P6IVB5","aae-miR-34-5p"
"A0A1S4FZD5","aae-miR-34-5p"
"Q16MM1","aae-miR-34-5p"
"UPI000B7970C7","aae-miR-34-5p"
"Q16ML9","aae-miR-34-5p"
"Q16MX5","aae-miR-34-5p"
"A0A1S4G7U1","aae-miR-34-5p"
"Q16MM0","aae-miR-34-5p"
"UPI000B79A81A","aae-miR-34-5p"
"UPI000B7701E6","aae-miR-34-5p"
"A0A1S4FGD6","aae-miR-34-5p"
"A0A0P6J5N2","aae-miR-34-5p"
"Q172G9","aae-miR-34-5p"
"UPI000B78F7BE","aae-miR-34-5p"
"UPI000B781210","aae-miR-34-5p"
"Q16UK9","aae-miR-34-5p"
"A0A1S4FNS8","aae-miR-34-5p"
"UPI000B76B986","aae-miR-34-5p"
"UPI000B77748A","aae-miR-34-5p"
"A0A1S4FFU4","aae-miR-5119-5p"
"Q173C1","aae-miR-5119-5p"
"UPI000B78C845","aae-miR-5119-5p"
"UPI000B794163","aae-miR-34-5p"
"UPI000B788D5A","aae-miR-34-5p"
"Q17MG5","aae-miR-34-5p"
"A0A1S4EXK9","aae-miR-34-5p"
"UPI000B7879BA","aae-miR-5119-5p"
"UPI000B76C64D","aae-miR-5119-5p"
"A0A0P6JSH8","aae-miR-5119-5p"
"Q17EP7","aae-miR-5119-5p"
"UPI000B7928B3","aae-miR-5119-5p"
"Q17DL2","aae-miR-34-5p"
"Q17G70","aae-miR-34-5p"
"A0A1S4FK39","aae-miR-34-5p"
"Q16Y37","aae-miR-34-5p"
"UPI000B786899","aae-miR-5119-5p"
"UPI000B777E70","aae-miR-5119-5p"
"UPI000B76D21F","aae-miR-5119-5p"
"Q0IFC5","aae-miR-5119-5p"
"UPI000B792507","aae-miR-5119-5p"
"Q171J8","aae-miR-34-5p"
"Q8MQU8","aae-miR-34-5p"
"Q16GL8","aae-miR-34-5p"
"UPI000B793FDF","aae-miR-34-5p"
"Q17LP8","aae-miR-34-5p"
"J9HSW9","aae-miR-34-5p"
"A0A1S4G6S5","aae-miR-34-5p"
"A0A1S4G685","aae-miR-34-5p"
"J9HZ23","aae-miR-34-5p"
"A0A1S4G0T1","aae-miR-34-5p"
"A0A1S4FBU7","aae-miR-34-5p"
"Q178N5","aae-miR-34-5p"
"Q16ZN0","aae-miR-34-5p"
"Q16H46","aae-miR-34-5p"
"Q17NM9","aae-miR-34-5p"
"Q17G59","aae-miR-34-5p"
"A0A1S4F445","aae-miR-34-5p"
"Q1HR99","aae-miR-34-5p"
"A0A0P6K128","aae-miR-34-5p"
"Q171N7","aae-miR-34-5p"
"A0A1S4FH62","aae-miR-34-5p"
"UPI000B797DF5","aae-miR-34-5p"
"UPI000B793AE0","aae-miR-34-5p"
"UPI000B798F07","aae-miR-34-5p"
"UPI00093766E5","aae-miR-34-5p"
"UPI0009363C80","aae-miR-34-5p"
"Q179X5","aae-miR-34-5p"
"Q176Y4","aae-miR-34-5p"
"Q16NB0","aae-miR-34-5p"
"Q6QNY2","aae-miR-34-5p"
"Q6ELZ6","aae-miR-34-5p"
"UPI000B781B3A","aae-miR-34-5p"
"Q16UG5","aae-miR-34-5p"
"A0A1S4FNQ4","aae-miR-34-5p"
"UPI000B7994EE","aae-miR-34-5p"
"Q16RP7","aae-miR-34-5p"
"A0A1S4FRX2","aae-miR-34-5p"
"UPI000B77D200","aae-miR-34-5p"
"Q16P43","aae-miR-34-5p"
"Q16F21","aae-miR-34-5p"
"Q16RY8","aae-miR-34-5p"
"Q16QU1","aae-miR-34-5p"
"Q16EP6","aae-miR-34-5p"
"A0A1S4G3G5","aae-miR-34-5p"
"Q16XQ1","aae-miR-5119-5p"
"UPI000B79085B","aae-miR-34-5p"
"Q16SI7","aae-miR-34-5p"
"A0A1S4FJ63","aae-miR-34-5p"
"UPI000B77E124","aae-miR-34-5p"
"Q16Z71","aae-miR-34-5p"
"UPI000B7753E2","aae-miR-34-5p"
"Q17BN5","aae-miR-34-5p"
"UPI000B76E993","aae-miR-34-5p"
"UPI000B777613","aae-miR-34-5p"
"UPI000B78BA47","aae-miR-34-5p"
"UPI000B780FE6","aae-miR-34-5p"
"UPI000B789B83","aae-miR-34-5p"
"UPI000B77E0A9","aae-miR-34-5p"
"Q16TR7","aae-miR-34-5p"
"UPI000B76CDCD","aae-miR-34-5p"
"UPI000B7895B9","aae-miR-34-5p"
"Q17K93","aae-miR-34-5p"
"Q17K92","aae-miR-34-5p"
"Q16JQ4","aae-miR-34-5p"
"Q16JQ5","aae-miR-34-5p"
"Q16JQ6","aae-miR-34-5p"
"UPI000B77C3D5","aae-miR-34-5p"
"Q16J72","aae-miR-34-5p"
"A0A1S4FYY2","aae-miR-34-5p"
"A0A1S4EVT9","aae-miR-34-5p"
"Q17PA7","aae-miR-34-5p"
"A0A1S4F4K6","aae-miR-34-5p"
"Q17FR0","aae-miR-34-5p"
"A0A1S4FPI0","aae-miR-34-5p"
"Q16U30","aae-miR-34-5p"
"UPI000B7774DB","aae-miR-34-5p"
"Q16WM1","aae-miR-34-5p"
"Q178U8","aae-miR-34-5p"
"Q16YK1","aae-miR-34-5p"
"Q16UP5","aae-miR-34-5p"
"UPI000B79946E","aae-miR-34-5p"
"Q16VZ2","aae-miR-34-5p"
"Q16VZ1","aae-miR-34-5p"
"A0A1S4FM75","aae-miR-34-5p"
"Q16VZ3","aae-miR-34-5p"
"Q17JF6","aae-miR-34-5p"
"Q16PG7","aae-miR-34-5p"
"UPI000B782D69","aae-miR-34-5p"
"UPI000B7708D7","aae-miR-34-5p"
"UPI000B770572","aae-miR-34-5p"
"UPI000B78B4DC","aae-miR-34-5p"
"A0A0P6ITT4","aae-miR-34-5p"
"Q17B43","aae-miR-34-5p"
"UPI000B770E97","aae-miR-34-5p"
"UPI000B777401","aae-miR-34-5p"
"Q17B44","aae-miR-34-5p"
"UPI000B781B60","aae-miR-34-5p"
"UPI000B773DF2","aae-miR-34-5p"
"Q16IW8","aae-miR-34-5p"
"Q16LS6","aae-miR-34-5p"
"Q17CG1","aae-miR-34-5p"
"UPI000B772C7F","aae-miR-34-5p"
"A0A1S4G4U4","aae-miR-34-5p"
"Q16KW9","aae-miR-34-5p"
"Q1DGF8","aae-miR-34-5p"
"A0A1S4FXB1","aae-miR-34-5p"
"UPI000B78F1AA","aae-miR-34-5p"
"Q17FC6","aae-miR-34-5p"
"A0A1S4FSU8","aae-miR-34-5p"
"UPI000B784E0C","aae-miR-34-5p"
"Q16QH9","aae-miR-34-5p"
"UPI000B77C51E","aae-miR-34-5p"
"Q17HP2","aae-miR-34-5p"
"Q16EM3","aae-miR-34-5p"
"Q0IEV0","aae-miR-34-5p"
"Q1HRN7","aae-miR-34-5p"
"A0A1S4G102","aae-miR-5119-5p"
"Q16HN5","aae-miR-5119-5p"
"UPI000B77BA20","aae-miR-34-5p"
"A0A1S4FMJ3","aae-miR-34-5p"
"A0A0P6IWH8","aae-miR-34-5p"
"Q16VM1","aae-miR-34-5p"
"UPI000B78E0C3","aae-miR-34-5p"
"A0A1S4G7M9","aae-miR-34-5p"
"Q174R8","aae-miR-34-5p"
"Q174R9","aae-miR-34-5p"
"UPI000B775C7F","aae-miR-34-5p"
"Q17GH6","aae-miR-5119-5p"
"A0A0P6JSR3","aae-miR-5119-5p"
"A0A1S4F3D7","aae-miR-5119-5p"
"Q16YG8","aae-miR-34-5p"
"Q16YG7","aae-miR-34-5p"
"A0A1S4FJR2","aae-miR-34-5p"
"A0A1S4FJQ9","aae-miR-34-5p"
"UPI000B794D06","aae-miR-34-5p"
"Q16YG3","aae-miR-34-5p"
"Q16YG5","aae-miR-34-5p"
"Q17KI5","aae-miR-34-5p"
"Q16UK1","aae-miR-5119-5p"
"A0A1S4FNL8","aae-miR-5119-5p"
"A0A1S4FB77","aae-miR-34-5p"
"Q179F0","aae-miR-34-5p"
"Q179E9","aae-miR-34-5p"
"Q17GS2","aae-miR-5119-5p"
"Q16PW9","aae-miR-5119-5p"
"Q16PX0","aae-miR-5119-5p"
"UPI000B7770B3","aae-miR-34-5p"
"J9HTV7","aae-miR-34-5p"
"Q16S95","aae-miR-34-5p"
"Q16S94","aae-miR-34-5p"
"UPI000B772A39","aae-miR-34-5p"
"Q17K38","aae-miR-34-5p"
"A0A1S4EZV1","aae-miR-34-5p"
"UPI000B77BD9E","aae-miR-34-5p"
"Q16VR4","aae-miR-5119-5p"
"UPI0010A5A533","aae-miR-34-5p"
"A0A1S4F315","aae-miR-34-5p"
"UPI000B79615C","aae-miR-34-5p"
"UPI000B78933C","aae-miR-34-5p"
"Q17GV3","aae-miR-34-5p"
"UPI000B775F28","aae-miR-34-5p"
"UPI000B773BC4","aae-miR-34-5p"
"UPI0009363861","aae-miR-34-5p"
"Q17K68","aae-miR-34-5p"
"Q17K67","aae-miR-34-5p"
"Q17PI9","aae-miR-34-5p"
"Q0IE94","aae-miR-34-5p"
"Q174K3","aae-miR-34-5p"
"A0A0P6IX28","aae-miR-34-5p"
"UPI000B799F2E","aae-miR-34-5p"
"UPI000B76E69E","aae-miR-34-5p"
"UPI000B784F68","aae-miR-34-5p"
"UPI000B773478","aae-miR-34-5p"
"A0A1S4F488","aae-miR-5119-5p"
"Q173U8","aae-miR-34-5p"
"Q16WU6","aae-miR-34-5p"
"Q16WU5","aae-miR-34-5p"
"A0A1S4FX71","aae-miR-34-5p"
"A0A1S4FJZ7","aae-miR-5119-5p"
"Q16Y82","aae-miR-5119-5p"
"Q16YQ3","aae-miR-5119-5p"
"UPI000B781BAB","aae-miR-34-5p"
"Q179N7","aae-miR-34-5p"
"A0A1S4FAZ9","aae-miR-34-5p"
"A0A1S4F2T8","aae-miR-34-5p"
"Q17H51","aae-miR-34-5p"
"A0A1S4G219","aae-miR-34-5p"
"Q16GK5","aae-miR-34-5p"
"UPI000B77D988","aae-miR-34-5p"
"UPI000B77AFCE","aae-miR-34-5p"
"UPI000B76FC03","aae-miR-34-5p"
"Q170K4","aae-miR-34-5p"
"UPI000B787639","aae-miR-34-5p"
"UPI000B77D38C","aae-miR-34-5p"
"UPI000B790D53","aae-miR-34-5p"
"UPI000B7903AF","aae-miR-34-5p"
