"uniprot_id","microRNA"
"UPI000B76F2B3","aae-miR-2945-3p"
"Q17CU7","aae-miR-2945-3p"
"Q16SQ6","aae-miR-2945-3p"
"UPI000B795B2D","aae-miR-2945-3p"
"UPI000B76E312","aae-miR-2945-3p"
"UPI000B79A250","aae-miR-2945-3p"
"UPI000B79AEE0","aae-miR-2945-3p"
"UPI000B78DCE1","aae-miR-2945-3p"
"Q17G33","aae-miR-2945-3p"
"A0A0P6J490","aae-miR-2945-3p"
"UPI000B78F33A","aae-miR-2945-3p"
"UPI000B784E3C","aae-miR-2945-3p"
"A0A1S4F9E4","aae-miR-2945-3p"
"Q17B94","aae-miR-2945-3p"
"UPI000B79A480","aae-miR-276-5p"
"UPI000B774E5C","aae-miR-276-5p"
"Q17CX9","aae-miR-2945-3p"
"A0A1S4EVP1","aae-miR-2945-3p"
"Q0IGE3","aae-miR-2945-3p"
"UPI000B793090","aae-miR-2945-3p"
"UPI000B78D40D","aae-miR-2945-3p"
"Q16HZ8","aae-miR-2945-3p"
"Q16HZ7","aae-miR-2945-3p"
"Q17B03","aae-miR-276-5p"
"Q17B02","aae-miR-276-5p"
"A0A1S4FPB9","aae-miR-276-5p"
"A0A0P6J4K9","aae-miR-276-5p"
"Q16JZ7","aae-miR-276-5p"
"Q16U83","aae-miR-276-5p"
"Q1HRQ5","aae-miR-2945-3p"
"Q16T89","aae-miR-2945-3p"
"UPI000B779E7B","aae-miR-2945-3p"
"Q17CH0","aae-miR-2945-3p"
"Q1DGJ8","aae-miR-2945-3p"
"A0A1S4F818","aae-miR-2945-3p"
"A0A1S4G2F7","aae-miR-2945-3p"
"Q16G66","aae-miR-2945-3p"
"A0A1S4F4L9","aae-miR-2945-3p"
"Q17FH2","aae-miR-2945-3p"
"A0A1S4F1G7","aae-miR-2945-3p"
"Q17ID1","aae-miR-2945-3p"
"A0A1S4FE21","aae-miR-2945-3p"
"Q175U4","aae-miR-2945-3p"
"A0A1S4F6K5","aae-miR-2945-3p"
"Q17E51","aae-miR-2945-3p"
"Q17C29","aae-miR-2945-3p"
"A0A1S4FJQ3","aae-miR-276-5p"
"Q16YN7","aae-miR-276-5p"
"UPI000B78B18C","aae-miR-2945-3p"
"UPI000B76DC6B","aae-miR-2945-3p"
"Q17GD1","aae-miR-2945-3p"
"Q17GC9","aae-miR-2945-3p"
"Q17GD0","aae-miR-2945-3p"
"Q16EP2","aae-miR-2945-3p"
"A0A1S4G6K3","aae-miR-2945-3p"
"Q16TV2","aae-miR-2945-3p"
"J9HZD6","aae-miR-2945-3p"
"UPI000B76C397","aae-miR-2945-3p"
"Q17GF1","aae-miR-2945-3p"
"UPI000B797CF8","aae-miR-2945-3p"
"UPI000B776F6B","aae-miR-2945-3p"
"Q17KS1","aae-miR-2945-3p"
"A0A0P6JSR3","aae-miR-2945-3p"
"A0A1S4F3D7","aae-miR-2945-3p"
"Q17GH6","aae-miR-2945-3p"
"Q16PY9","aae-miR-276-5p"
"UPI000B78BD41","aae-miR-276-5p"
"Q17E14","aae-miR-2945-3p"
"A0A1S4F4I9","aae-miR-2945-3p"
"Q17FE8","aae-miR-2945-3p"
"Q17FE9","aae-miR-2945-3p"
"A0A0P6J1F7","aae-miR-2945-3p"
"J9HZV2","aae-miR-2945-3p"
"A0A1S4G5D5","aae-miR-2945-3p"
"Q175T7","aae-miR-2945-3p"
"UPI000B7872EA","aae-miR-2945-3p"
"Q0IGB5","aae-miR-2945-3p"
"A0A1S4F3J7","aae-miR-2945-3p"
"UPI000B7861AE","aae-miR-2945-3p"
"UPI000B76C789","aae-miR-2945-3p"
"Q177Z0","aae-miR-2945-3p"
"A0A0P6IZW2","aae-miR-2945-3p"
"Q174F6","aae-miR-2945-3p"
"UPI000B7802C4","aae-miR-2945-3p"
"UPI000B78F566","aae-miR-2945-3p"
"UPI000B780E8B","aae-miR-2945-3p"
"UPI000B793ECD","aae-miR-2945-3p"
"UPI000B7959F9","aae-miR-2945-3p"
"UPI000B798980","aae-miR-2945-3p"
"UPI000B797644","aae-miR-2945-3p"
"UPI000B78566F","aae-miR-2945-3p"
"UPI000B799467","aae-miR-2945-3p"
"UPI000B77BB9C","aae-miR-2945-3p"
"UPI000B788D5C","aae-miR-2945-3p"
"UPI000B76EF48","aae-miR-2945-3p"
"UPI000B78F93E","aae-miR-2945-3p"
"UPI000B78322C","aae-miR-2945-3p"
"Q16YB0","aae-miR-2945-3p"
"A0A1S4FK13","aae-miR-2945-3p"
"Q16QS4","aae-miR-276-5p"
"UPI000B77B82A","aae-miR-2945-3p"
"UPI000B791BC7","aae-miR-2945-3p"
"A0A1S4FWG2","aae-miR-2945-3p"
"Q16M76","aae-miR-2945-3p"
"UPI000B772DCA","aae-miR-276-5p"
"UPI000B78BE05","aae-miR-2945-3p"
"UPI000B7879BA","aae-miR-2945-3p"
"Q17EP7","aae-miR-2945-3p"
"A0A0P6JSH8","aae-miR-2945-3p"
"UPI000B7928B3","aae-miR-2945-3p"
"UPI000B76C64D","aae-miR-2945-3p"
"Q17AE0","aae-miR-2945-3p"
"Q16YV5","aae-miR-2945-3p"
"UPI000B789B52","aae-miR-2945-3p"
"A0A1S4G7L6","aae-miR-2945-3p"
"Q17FK7","aae-miR-2945-3p"
"Q175Q0","aae-miR-2945-3p"
"Q17FK6","aae-miR-2945-3p"
"A0A0P6IXI5","aae-miR-2945-3p"
"Q563C5","aae-miR-2945-3p"
"Q16NV1","aae-miR-2945-3p"
"UPI000B78F1E2","aae-miR-276-5p"
"UPI000B77BC41","aae-miR-2945-3p"
"UPI000B7718C9","aae-miR-2945-3p"
"UPI000B796C96","aae-miR-2945-3p"
"UPI000B778208","aae-miR-2945-3p"
"Q16TJ1","aae-miR-2945-3p"
"Q5VJ78","aae-miR-2945-3p"
"Q16TJ0","aae-miR-2945-3p"
"Q5IED5","aae-miR-2945-3p"
"Q9NFF4","aae-miR-2945-3p"
"Q16JQ3","aae-miR-2945-3p"
"Q173I2","aae-miR-2945-3p"
"A0A1S4FFK7","aae-miR-2945-3p"
"Q1HRE2","aae-miR-2945-3p"
"A0A0P6IVP9","aae-miR-276-5p"
"Q17ET2","aae-miR-276-5p"
"A0A1S4FKD6","aae-miR-2945-3p"
"Q16XV3","aae-miR-2945-3p"
"Q1HR82","aae-miR-276-5p"
"Q16JE7","aae-miR-276-5p"
"A0A1S4FVY7","aae-miR-2945-3p"
"Q16M89","aae-miR-2945-3p"
"Q17F60","aae-miR-2945-3p"
"UPI000B772985","aae-miR-2945-3p"
"UPI000B7898B8","aae-miR-2945-3p"
"UPI000B770CE4","aae-miR-2945-3p"
"UPI000B776F51","aae-miR-2945-3p"
"UPI000B77B515","aae-miR-276-5p"
"UPI000B77D2E1","aae-miR-276-5p"
"UPI000B78BA47","aae-miR-276-5p"
"UPI000B777613","aae-miR-276-5p"
"UPI000B790321","aae-miR-276-5p"
"UPI0000DAB543","aae-miR-276-5p"
"J9HTV7","aae-miR-276-5p"
"A0A1S4EWB0","aae-miR-2945-3p"
"Q17NP6","aae-miR-2945-3p"
"UPI000B78B4E6","aae-miR-2945-3p"
"A0A1S4FA08","aae-miR-2945-3p"
"Q17AN8","aae-miR-2945-3p"
"Q17AN7","aae-miR-2945-3p"
"A0A1S4FUF5","aae-miR-2945-3p"
"Q16NT2","aae-miR-2945-3p"
"UPI000B79476F","aae-miR-276-5p"
"UPI000B78D404","aae-miR-276-5p"
"UPI000B777111","aae-miR-276-5p"
"UPI000B78E028","aae-miR-276-5p"
"UPI000B7997E2","aae-miR-276-5p"
"Q17CY1","aae-miR-276-5p"
"UPI000B76E7C5","aae-miR-276-5p"
"A0A1S4F7L9","aae-miR-276-5p"
"A0A1S4EX31","aae-miR-2945-3p"
"Q17NW2","aae-miR-2945-3p"
"Q17MV9","aae-miR-2945-3p"
"Q17MX4","aae-miR-2945-3p"
"UPI000B77E28C","aae-miR-276-5p"
"Q0IG40","aae-miR-276-5p"
"A0A1S4F4Y1","aae-miR-276-5p"
"UPI000B7806C3","aae-miR-2945-3p"
"UPI000B77D040","aae-miR-2945-3p"
"Q16VE7","aae-miR-2945-3p"
"Q9NH86","aae-miR-2945-3p"
"UPI000B780811","aae-miR-2945-3p"
"UPI000B794C62","aae-miR-2945-3p"
"UPI000B79591D","aae-miR-2945-3p"
"UPI000B78C9B7","aae-miR-2945-3p"
"Q174K4","aae-miR-276-5p"
"A0A0P6ITP7","aae-miR-2945-3p"
"UPI0009357C06","aae-miR-2945-3p"
"UPI00093773FB","aae-miR-2945-3p"
"A0A1S4FDI3","aae-miR-2945-3p"
"UPI00093618E9","aae-miR-2945-3p"
"Q176D4","aae-miR-2945-3p"
"UPI000B76D731","aae-miR-2945-3p"
"UPI000B78A868","aae-miR-2945-3p"
"UPI000B76BBAF","aae-miR-2945-3p"
"A0A1S4FLQ3","aae-miR-2945-3p"
"Q16WF9","aae-miR-2945-3p"
"UPI000B797971","aae-miR-2945-3p"
"UPI000B77492F","aae-miR-2945-3p"
"Q17FQ2","aae-miR-2945-3p"
"A0A1S4G7C8","aae-miR-2945-3p"
"UPI000B783905","aae-miR-2945-3p"
"UPI000B79A2A3","aae-miR-2945-3p"
"UPI000B783423","aae-miR-2945-3p"
"Q16WI3","aae-miR-276-5p"
"Q16JH7","aae-miR-2945-3p"
"UPI000B77A4FF","aae-miR-2945-3p"
"Q17KK3","aae-miR-2945-3p"
"UPI000B772C6B","aae-miR-2945-3p"
"Q17MK0","aae-miR-2945-3p"
"UPI000B785FA7","aae-miR-2945-3p"
"UPI000B78B0BA","aae-miR-2945-3p"
"UPI000B7903AF","aae-miR-2945-3p"
"UPI000B790D53","aae-miR-2945-3p"
"UPI000B77D38C","aae-miR-2945-3p"
"UPI000B7774BD","aae-miR-2945-3p"
"A0A1S4G7S3","aae-miR-2945-3p"
"Q178M8","aae-miR-2945-3p"
"UPI000B784CF3","aae-miR-2945-3p"
"Q16PF2","aae-miR-2945-3p"
"A0A1S4EWW8","aae-miR-2945-3p"
"Q17N59","aae-miR-2945-3p"
"Q0IFQ3","aae-miR-2945-3p"
"UPI000B78BF0E","aae-miR-2945-3p"
"A0A0N8ES87","aae-miR-2945-3p"
"Q17DB8","aae-miR-2945-3p"
"UPI000B78FE74","aae-miR-276-5p"
"Q16WN0","aae-miR-276-5p"
"A0A1S4FT60","aae-miR-2945-3p"
"Q16QJ6","aae-miR-2945-3p"
"Q16XQ1","aae-miR-2945-3p"
"A0A1S4FV45","aae-miR-2945-3p"
"Q16N45","aae-miR-2945-3p"
"UPI000B7847FA","aae-miR-2945-3p"
"UPI000B79947E","aae-miR-2945-3p"
"Q16PZ1","aae-miR-2945-3p"
"A0A0P6J4F9","aae-miR-2945-3p"
"A0A1S4F6C7","aae-miR-276-5p"
"Q17E87","aae-miR-276-5p"
"UPI000B77DC29","aae-miR-276-5p"
"A0A1S4EX30","aae-miR-276-5p"
"Q17MT2","aae-miR-276-5p"
"UPI0000DA9C0D","aae-miR-2945-3p"
"Q17NX3","aae-miR-276-5p"
"Q17NX4","aae-miR-276-5p"
"UPI000B77C745","aae-miR-2945-3p"
"UPI000B792245","aae-miR-2945-3p"
"A0A0P6JS73","aae-miR-276-5p"
"Q17GN3","aae-miR-276-5p"
"UPI000B76FF7D","aae-miR-2945-3p"
"Q7Z0L7","aae-miR-2945-3p"
"Q9NCQ0","aae-miR-2945-3p"
"Q17L17","aae-miR-2945-3p"
"UPI000B78820B","aae-miR-2945-3p"
"UPI000B776C74","aae-miR-2945-3p"
"UPI000B796D38","aae-miR-2945-3p"
"UPI000B76FB52","aae-miR-2945-3p"
"UPI000B785A31","aae-miR-2945-3p"
"UPI000B76BD26","aae-miR-2945-3p"
"UPI000B789723","aae-miR-2945-3p"
"A0A1S4FC43","aae-miR-276-5p"
"Q178B3","aae-miR-276-5p"
"Q17FF2","aae-miR-2945-3p"
"Q16KZ4","aae-miR-276-5p"
"Q16KJ5","aae-miR-276-5p"
"Q16RM7","aae-miR-2945-3p"
"A0A1S4EWD4","aae-miR-2945-3p"
"Q17NS1","aae-miR-2945-3p"
"UPI000B77BEFB","aae-miR-2945-3p"
"A0A0P6IXM9","aae-miR-2945-3p"
"Q16TH3","aae-miR-2945-3p"
"Q16TH4","aae-miR-2945-3p"
"UPI000B78EB19","aae-miR-2945-3p"
"A0A1S4FR20","aae-miR-2945-3p"
"Q16S85","aae-miR-2945-3p"
"UPI000B771956","aae-miR-2945-3p"
"UPI000B773490","aae-miR-2945-3p"
"Q17EX1","aae-miR-2945-3p"
"Q1DGR7","aae-miR-2945-3p"
"Q16LF8","aae-miR-2945-3p"
"UPI000B7737BA","aae-miR-2945-3p"
"Q16WA7","aae-miR-2945-3p"
"Q16W25","aae-miR-2945-3p"
"A0A1S4FM28","aae-miR-2945-3p"
"UPI000B76BF2B","aae-miR-2945-3p"
"Q16RM3","aae-miR-2945-3p"
"Q16F45","aae-miR-2945-3p"
"A0A1S4EW06","aae-miR-2945-3p"
"Q17PB0","aae-miR-2945-3p"
"Q171F2","aae-miR-276-5p"
"J9HTN1","aae-miR-2945-3p"
"Q0IEE3","aae-miR-2945-3p"
"UPI000B797AF2","aae-miR-2945-3p"
"Q16ML6","aae-miR-2945-3p"
"UPI000B793C12","aae-miR-276-5p"
"Q175E6","aae-miR-276-5p"
"A0A1S4FE81","aae-miR-276-5p"
"Q16VT5","aae-miR-276-5p"
"UPI000B76C582","aae-miR-276-5p"
"UPI000B78CD64","aae-miR-276-5p"
"UPI000B76E6D6","aae-miR-276-5p"
"A0A0P6JRU7","aae-miR-276-5p"
"Q17BL6","aae-miR-276-5p"
"Q16MZ3","aae-miR-276-5p"
"Q16MZ2","aae-miR-276-5p"
"A0A1S4FVR0","aae-miR-276-5p"
