#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
AAEL007876	GPROR76	7159.Q170K8	7159.Q16J72	0	0	0	0	0	0.300	0.213	0.045	0.427
AAEL007876	AAEL012905	7159.Q170K8	7159.Q16KQ8	0	0	0	0	0	0.300	0.213	0.045	0.427
AAEL007876	AAEL012910	7159.Q170K8	7159.Q16KQ9	0	0	0	0	0	0.300	0.213	0.045	0.427
AAEL007876	AAEL012908	7159.Q170K8	7159.Q16KR0	0	0	0	0	0	0.300	0.213	0.045	0.427
AAEL007876	AAEL012909	7159.Q170K8	7159.Q16KR1	0	0	0	0	0	0.300	0.213	0.045	0.427
AAEL007876	AAEL012723	7159.Q170K8	7159.Q16L96	0	0	0	0	0	0.272	0.154	0.128	0.416
AAEL007876	AAEL010643	7159.Q170K8	7159.Q16SB0	0	0	0	0	0	0.088	0.369	0.069	0.417
AAEL007876	AAEL008554	7159.Q170K8	7159.Q16YG3	0	0	0	0	0.042	0.281	0.243	0.095	0.464
AAEL007876	AAEL008552	7159.Q170K8	7159.Q16YG5	0	0	0	0	0.042	0.281	0.243	0.095	0.464
AAEL007876	AAEL008528	7159.Q170K8	7159.Q16YG8	0	0	0	0	0.042	0.281	0.243	0.095	0.464
AAEL007876	AAEL008414	7159.Q170K8	7159.Q16YV1	0	0	0	0	0	0.300	0.213	0.045	0.427
AAEL007876	AAEL007890	7159.Q170K8	7159.Q170K9	0	0.286	0	0	0	0.441	0.263	0.176	0.725
AAEL007890	AAEL014620	7159.Q170K9	7159.Q16FV7	0	0	0	0	0	0.300	0.213	0.045	0.427
AAEL007890	AAEL013997	7159.Q170K9	7159.Q16HK0	0	0	0	0	0	0.533	0.084	0.047	0.556
AAEL007890	GPROR76	7159.Q170K9	7159.Q16J72	0	0	0	0	0	0.300	0.213	0.045	0.427
AAEL007890	AAEL012905	7159.Q170K9	7159.Q16KQ8	0	0	0	0	0	0.300	0.213	0.045	0.427
AAEL007890	AAEL012910	7159.Q170K9	7159.Q16KQ9	0	0	0	0	0	0.300	0.213	0.045	0.427
AAEL007890	AAEL012908	7159.Q170K9	7159.Q16KR0	0	0	0	0	0	0.300	0.213	0.045	0.427
AAEL007890	AAEL012909	7159.Q170K9	7159.Q16KR1	0	0	0	0	0	0.300	0.213	0.045	0.427
AAEL007890	AAEL012723	7159.Q170K9	7159.Q16L96	0	0	0	0	0	0.272	0.154	0.128	0.416
AAEL007890	AAEL010643	7159.Q170K9	7159.Q16SB0	0	0	0	0	0	0.088	0.369	0.069	0.417
AAEL007890	AAEL008554	7159.Q170K9	7159.Q16YG3	0	0	0	0	0.042	0.281	0.243	0.095	0.464
AAEL007890	AAEL008552	7159.Q170K9	7159.Q16YG5	0	0	0	0	0.042	0.281	0.243	0.095	0.464
AAEL007890	AAEL008528	7159.Q170K9	7159.Q16YG8	0	0	0	0	0.042	0.281	0.243	0.095	0.464
AAEL007890	AAEL008414	7159.Q170K9	7159.Q16YV1	0	0	0	0	0	0.300	0.213	0.045	0.427
AAEL008362	AAEL008372	7159.Q16YZ8	7159.Q16YZ9	0	0.881	0.531	0	0	0	0	0	0.941
AAEL008371	AAEL009377	7159.Q16Z01	7159.Q16W03	0	0	0	0	0	0.444	0.237	0.165	0.614
AAEL008507	AAEL012723	7159.Q16YK1	7159.Q16L96	0	0	0	0.568	0.107	0.123	0	0.321	0.421
AAEL008517	J9E9F1_AEDAE	7159.Q16YK5	7159.J9E9F1	0.099	0	0	0	0.533	0	0	0.220	0.643
AAEL008517	AAEL010716	7159.Q16YK5	7159.Q16S36	0.111	0	0	0	0.497	0	0	0.263	0.641
AAEL008517	AAEL010821	7159.Q16YK5	7159.Q1HR99	0.111	0	0	0	0.721	0.553	0	0.251	0.905
AAEL008528	AAEL008554	7159.Q16YG8	7159.Q16YG3	0	0.900	0.281	0	0	0	0	0	0.925
AAEL008528	AAEL008552	7159.Q16YG8	7159.Q16YG5	0	0.900	0.284	0	0	0	0	0	0.925
AAEL008816	AAEL009304	7159.Q16XQ1	7159.Q16WA7	0	0	0	0	0	0	0.376	0.131	0.434
AAEL009085	AAEL014901	7159.Q16WV5	7159.Q16F46	0	0	0	0.563	0	0	0.343	0.249	0.485
AAEL009085	AAEL011105	7159.Q16WV5	7159.Q16R23	0	0	0	0	0.046	0	0.569	0	0.571
AAEL009085	AAEL010643	7159.Q16WV5	7159.Q16SB0	0	0	0	0	0	0.073	0.381	0.079	0.425
AAEL009085	AAEL010061	7159.Q16WV5	7159.Q16U10	0	0	0	0	0	0	0.395	0.062	0.408
AAEL009085	AAEL009451	7159.Q16WV5	7159.Q16VS2	0	0	0	0	0	0.219	0.292	0	0.423
AAEL009377	AAEL012723	7159.Q16W03	7159.Q16L96	0	0	0	0	0	0.306	0.650	0.180	0.783
AAEL009400	AAEL012420	7159.Q16VZ3	7159.Q16M53	0	0	0	0	0	0.648	0	0.470	0.805
AAEL009400	AAEL012416	7159.Q16VZ3	7159.Q16M54	0	0	0	0	0	0.648	0	0.470	0.805
AAEL009400	AAEL009915	7159.Q16VZ3	7159.Q16UG5	0	0	0	0	0	0.439	0	0.093	0.469
AAEL009451	J9HYQ9_AEDAE	7159.Q16VS2	7159.J9HYQ9	0	0	0	0	0.151	0.164	0	0.637	0.719
AAEL009451	AAEL012057	7159.Q16VS2	7159.Q16N85	0	0	0	0	0	0.378	0.129	0.106	0.473
AAEL009451	AAEL011105	7159.Q16VS2	7159.Q16R23	0	0	0	0	0	0	0.216	0.561	0.641
AAEL009451	AAEL010061	7159.Q16VS2	7159.Q16U10	0	0	0	0	0	0.271	0.141	0.131	0.408
AAEL009630	AAEL011006	7159.Q16VA1	7159.Q16RC6	0	0	0	0	0	0	0.900	0.046	0.900
AAEL009869	AAEL013602	7159.Q16UK9	7159.Q16IN4	0	0	0	0	0	0.344	0.149	0.086	0.445
AAEL009915	J9E9F1_AEDAE	7159.Q16UG5	7159.J9E9F1	0	0	0	0	0.045	0.343	0.243	0.155	0.544
AAEL009915	AAEL012259	7159.Q16UG5	7159.Q16MM1	0	0	0	0	0.109	0.506	0.358	0.197	0.742
AAEL009938	AAEL011648	7159.Q16UD8	7159.Q16PG7	0	0	0	0	0.106	0.120	0.258	0.135	0.427
AAEL009988	AAEL013602	7159.Q16U87	7159.Q16IN4	0	0	0.467	0	0	0	0	0	0.467
AAEL010198	AAEL013602	7159.Q16TM2	7159.Q16IN4	0	0	0.452	0	0	0	0	0	0.452
AAEL010373	J9E9F1_AEDAE	7159.Q16T51	7159.J9E9F1	0	0	0	0	0.116	0.164	0.292	0.104	0.468
AAEL010373	AAEL012259	7159.Q16T51	7159.Q16MM1	0	0	0	0	0	0.086	0.395	0.251	0.549
AAEL010555	AAEL012237	7159.Q16SL7	7159.Q1HQT7	0	0	0	0	0	0.230	0.146	0.220	0.442
AAEL010584	Q1HR69_AEDAE	7159.Q16SI7	7159.Q1HR69	0	0	0	0	0.074	0.042	0	0.384	0.405
AAEL010643	AAEL013997	7159.Q16SB0	7159.Q16HK0	0	0	0	0	0	0.173	0.281	0.135	0.440
AAEL010716	J9E9F1_AEDAE	7159.Q16S36	7159.J9E9F1	0.111	0	0	0	0.699	0	0	0.263	0.785
AAEL010716	J9HFE1_AEDAE	7159.Q16S36	7159.J9HFE1	0.111	0	0	0	0.497	0	0	0.263	0.641
AAEL010716	Q1HR69_AEDAE	7159.Q16S36	7159.Q1HR69	0.068	0	0	0	0.342	0.267	0	0.517	0.753
AAEL010716	AAEL010821	7159.Q16S36	7159.Q1HR99	0.122	0	0	0	0.731	0.646	0	0.097	0.914
AAEL010821	J9E9F1_AEDAE	7159.Q1HR99	7159.J9E9F1	0.111	0	0	0	0.721	0.439	0	0.263	0.883
AAEL010821	J9HFE1_AEDAE	7159.Q1HR99	7159.J9HFE1	0.111	0	0	0	0.721	0.553	0	0.251	0.905
AAEL010821	J9HYQ9_AEDAE	7159.Q1HR99	7159.J9HYQ9	0	0	0	0	0.721	0.541	0.088	0.348	0.913
AAEL010821	AAEL013997	7159.Q1HR99	7159.Q16HK0	0	0	0	0	0.070	0.308	0	0.217	0.452
AAEL010821	Q1HR69_AEDAE	7159.Q1HR99	7159.Q1HR69	0	0	0	0	0.140	0.315	0	0.235	0.509
AAEL011485	AAEL011495	7159.Q16PX0	7159.Q16PW9	0	0.881	0	0	0	0	0	0	0.881
AAEL011773	Q1HR69_AEDAE	7159.Q16P38	7159.Q1HR69	0	0	0	0	0.729	0.123	0.297	0.547	0.914
AAEL011870	AAEL011890	7159.Q16NS4	7159.Q16NR7	0	0	0	0	0.051	0.276	0	0.215	0.413
AAEL012256	AAEL012257	7159.Q16ML9	7159.Q16MM0	0	0.899	0	0	0	0	0	0	0.899
AAEL012259	J9E9F1_AEDAE	7159.Q16MM1	7159.J9E9F1	0	0	0	0	0.099	0.789	0.543	0.379	0.938
AAEL012416	AAEL012420	7159.Q16M54	7159.Q16M53	0	0.876	0	0	0	0	0	0	0.876
AAEL012420	AAEL013510	7159.Q16M53	7159.Q16IY0	0	0	0	0	0	0.089	0	0.698	0.713
