"mRNA","gene_id","uniprot_id","microRNA","energy","targetStart","targetEnd","score"
"AAEL001281-RF","AAEL001281","UPI000B79963A","aae-miR-305-5p",-19.33,232,254,166
"AAEL001281-RG","AAEL001281","UPI000B770903","aae-miR-305-5p",-19.33,232,254,166
"AAEL001281-RI","AAEL001281","Q17LT4","aae-miR-305-5p",-19.33,232,254,166
"AAEL001281-RK","AAEL001281","D4HM38","aae-miR-305-5p",-19.33,232,254,166
"AAEL001281-RL","AAEL001281","UPI000B786C41","aae-miR-305-5p",-19.33,232,254,166
"AAEL006114-RB","AAEL006114","Q177J4","aae-miR-305-5p",-18.13,326,349,166
"AAEL006114-RB","AAEL006114","Q177J5","aae-miR-305-5p",-18.13,326,349,166
"AAEL014216-RB","AAEL014216","Q16GY9","aae-miR-305-5p",-26.12,67,94,165
"AAEL014216-RB","AAEL014216","Q17BM5","aae-miR-305-5p",-26.12,67,94,165
"AAEL014216-RB","AAEL014216","A0A1S4G1R4","aae-miR-305-5p",-26.12,67,94,165
"AAEL003619-RA","AAEL003619","A0A1S4F5I3","aae-miR-305-5p",-20.61,29,53,165
"AAEL003619-RA","AAEL003619","Q17EZ8","aae-miR-305-5p",-20.61,29,53,165
"AAEL003619-RA","AAEL003619","Q17EZ7","aae-miR-305-5p",-20.61,29,53,165
"AAEL022398-RA","AAEL022398","UPI000B76D13D","aae-miR-305-5p",-18.9,37,61,165
"AAEL024450-RA","AAEL024450","Q174V8","aae-miR-305-5p",-18.9,37,61,165
"AAEL004543-RB","AAEL004543","Q17CJ3","aae-miR-305-5p",-15.39,55,80,165
"AAEL021067-RA","AAEL021067","Q16JH6","aae-miR-305-5p",-25.16,1139,1161,164
"AAEL021067-RA","AAEL021067","Q16FX6","aae-miR-305-5p",-25.16,1139,1161,164
"AAEL008393-RA","AAEL008393","Q16YY0","aae-miR-305-5p",-22.35,655,677,164
"AAEL008393-RA","AAEL008393","A0A1S4FJA5","aae-miR-305-5p",-22.35,655,677,164
"AAEL004131-RA","AAEL004131","A0A1S4F6R7","aae-miR-305-5p",-21.28,1465,1487,164
"AAEL004131-RB","AAEL004131","Q17DK0","aae-miR-305-5p",-21.28,1465,1487,164
"AAEL024241-RA","AAEL024241","UPI000B78C0CB","aae-miR-305-5p",-21.23,585,607,164
"AAEL008384-RB","AAEL008384","Q16YY9","aae-miR-305-5p",-18.46,30,52,164
"AAEL008384-RB","AAEL008384","Q16YY8","aae-miR-305-5p",-18.46,30,52,164
"AAEL009645-RC","AAEL009645","UPI000B783445","aae-miR-305-5p",-18.31,32,56,164
"AAEL009645-RD","AAEL009645","Q0IEL2","aae-miR-305-5p",-18.31,32,56,164
"AAEL029099-RA","AAEL029099","UPI001B846FDA","aae-miR-305-5p",-17.05,60,83,164
"AAEL008662-RB","AAEL008662","UPI000B776ED5","aae-miR-305-5p",-16.39,56,81,164
"AAEL008662-RE","AAEL008662","A0A0P6JS60","aae-miR-305-5p",-16.39,56,81,164
"AAEL008662-RE","AAEL008662","Q16Y61","aae-miR-305-5p",-16.39,56,81,164
"AAEL008662-RE","AAEL008662","A0A1S4FKD9","aae-miR-305-5p",-16.39,56,81,164
"AAEL008662-RF","AAEL008662","UPI000B78CBA4","aae-miR-305-5p",-16.39,56,81,164
"AAEL008662-RG","AAEL008662","UPI000B783EA1","aae-miR-305-5p",-16.39,56,81,164
"AAEL008662-RJ","AAEL008662","UPI000B7709F0","aae-miR-305-5p",-16.39,56,81,164
"AAEL008662-RK","AAEL008662","UPI000B76E4C8","aae-miR-305-5p",-16.39,56,81,164
"AAEL008662-RP","AAEL008662","UPI000B79597E","aae-miR-305-5p",-16.39,56,81,164
"AAEL023543-RA","AAEL023543","Q178H9","aae-miR-305-5p",-16.29,71,96,164
"AAEL000166-RA","AAEL000166","Q17Q15","aae-miR-305-5p",-22.87,851,874,163
"AAEL000166-RB","AAEL000166","UPI000B796398","aae-miR-305-5p",-22.87,851,874,163
"AAEL001501-RA","AAEL001501","UPI0000DA8A91","aae-miR-305-5p",-22.84,52,74,163
"AAEL006900-RA","AAEL006900","Q174G1","aae-miR-305-5p",-20.97,28,51,163
"AAEL011567-RA","AAEL011567","Q16PP2","aae-miR-305-5p",-19.88,777,800,163
"AAEL006667-RL","AAEL006667","Q175G9","aae-miR-305-5p",-18.68,538,559,163
"AAEL021088-RA","AAEL021088","Q16TL4","aae-miR-305-5p",-18.41,547,571,163
"AAEL002411-RC","AAEL002411","Q17IA0","aae-miR-305-5p",-17.61,253,277,163
"AAEL020840-RA","AAEL020840","A0A1S4FNQ2","aae-miR-305-5p",-17.52,1420,1444,163
"AAEL020840-RA","AAEL020840","Q16UE2","aae-miR-305-5p",-17.52,1420,1444,163
"AAEL008210-RA","AAEL008210","Q16ZG3","aae-miR-305-5p",-14.78,199,223,163
"AAEL008210-RA","AAEL008210","A0A1S4FIT4","aae-miR-305-5p",-14.78,199,223,163
"AAEL008210-RB","AAEL008210","A0A0P6IVX3","aae-miR-305-5p",-14.78,199,223,163
"AAEL008210-RC","AAEL008210","UPI000B7873B9","aae-miR-305-5p",-14.78,199,223,163
"AAEL008658-RB","AAEL008658","A0A1S4FK19","aae-miR-305-5p",-26.75,20,45,162
"AAEL008658-RB","AAEL008658","Q16Y63","aae-miR-305-5p",-26.75,20,45,162
"AAEL019905-RA","AAEL019905","UPI000B776E3C","aae-miR-305-5p",-20.03,1488,1515,162
"AAEL019905-RB","AAEL019905","Q17Q12","aae-miR-305-5p",-20.03,1488,1515,162
"AAEL008386-RB","AAEL008386","Q16YY7","aae-miR-305-5p",-19.41,69,91,162
"AAEL008386-RC","AAEL008386","UPI000B7829A7","aae-miR-305-5p",-19.41,69,91,162
"AAEL014208-RB","AAEL014208","Q16GZ9","aae-miR-305-5p",-17.22,390,413,162
"AAEL003606-RA","AAEL003606","Q17F22","aae-miR-305-5p",-17.16,76,98,162
"AAEL019594-RA","AAEL019594","UPI000B76C086","aae-miR-305-5p",-16.33,424,447,162
"AAEL019594-RB","AAEL019594","A0A0P6K109","aae-miR-305-5p",-16.33,424,447,162
"AAEL019594-RC","AAEL019594","Q17M37","aae-miR-305-5p",-16.33,424,447,162
"AAEL021805-RA","AAEL021805","UPI000B7813B8","aae-miR-305-5p",-19.88,84,107,161
"AAEL021805-RG","AAEL021805","Q16LE5","aae-miR-305-5p",-19.88,84,107,161
"AAEL021805-RG","AAEL021805","Q16YJ8","aae-miR-305-5p",-19.88,84,107,161
"AAEL010710-RB","AAEL010710","UPI000B772EDD","aae-miR-305-5p",-18.25,760,780,161
"AAEL010710-RC","AAEL010710","Q16S42","aae-miR-305-5p",-18.25,760,780,161
"AAEL019562-RA","AAEL019562","UPI000B78C8AA","aae-miR-305-5p",-16.33,646,669,161
"AAEL019562-RB","AAEL019562","Q0IFW5","aae-miR-305-5p",-16.33,646,669,161
"AAEL019895-RA","AAEL019895","A0A1S4G349","aae-miR-305-5p",-15.75,650,674,161
"AAEL019895-RB","AAEL019895","Q16FI6","aae-miR-305-5p",-15.75,650,674,161
"AAEL019895-RB","AAEL019895","Q16MB5","aae-miR-305-5p",-15.75,650,674,161
"AAEL019895-RB","AAEL019895","A0A1S4FVW6","aae-miR-305-5p",-15.75,650,674,161
"AAEL019895-RC","AAEL019895","UPI000B7708AA","aae-miR-305-5p",-15.75,650,674,161
"AAEL019895-RD","AAEL019895","UPI000B77A849","aae-miR-305-5p",-15.75,650,674,161
"AAEL013128-RB","AAEL013128","UPI000B7983DB","aae-miR-305-5p",-15.32,2276,2300,161
"AAEL013128-RH","AAEL013128","Q16K45","aae-miR-305-5p",-15.32,2276,2300,161
"AAEL008032-RA","AAEL008032","A0A1S4FI78","aae-miR-305-5p",-20.53,170,193,160
"AAEL008032-RB","AAEL008032","Q16ZX7","aae-miR-305-5p",-20.53,170,193,160
"AAEL008414-RA","AAEL008414","Q16YV1","aae-miR-305-5p",-20.48,185,210,160
"AAEL008414-RA","AAEL008414","A0A1S4FJE7","aae-miR-305-5p",-20.48,185,210,160
"AAEL013390-RA","AAEL013390","Q16JA1","aae-miR-305-5p",-19.15,538,564,160
"AAEL013390-RB","AAEL013390","J9EBF5","aae-miR-305-5p",-19.15,538,564,160
"AAEL007664-RB","AAEL007664","Q171F2","aae-miR-305-5p",-16.81,520,545,160
"AAEL019517-RA","AAEL019517","A0A0P6K0R2","aae-miR-305-5p",-16.02,27,52,160
"AAEL019517-RA","AAEL019517","Q17IL7","aae-miR-305-5p",-16.02,27,52,160
"AAEL008324-RB","AAEL008324","UPI000B770FDB","aae-miR-305-5p",-15.83,131,156,160
"AAEL008324-RC","AAEL008324","UPI000B780762","aae-miR-305-5p",-15.83,131,156,160
"AAEL008324-RD","AAEL008324","UPI000B78A443","aae-miR-305-5p",-15.83,131,156,160
"AAEL008324-RF","AAEL008324","Q16Z36","aae-miR-305-5p",-15.83,131,156,160
"AAEL008324-RF","AAEL008324","A0A1S4FJ49","aae-miR-305-5p",-15.83,131,156,160
"AAEL008324-RG","AAEL008324","UPI000B785466","aae-miR-305-5p",-15.83,131,156,160
"AAEL008374-RB","AAEL008374","UPI000B77DB92","aae-miR-305-5p",-21.73,176,198,159
"AAEL008374-RC","AAEL008374","Q16Z11","aae-miR-305-5p",-21.73,176,198,159
"AAEL008374-RC","AAEL008374","A0A1S4FJ85","aae-miR-305-5p",-21.73,176,198,159
"AAEL008374-RD","AAEL008374","A0A1S4FPR8","aae-miR-305-5p",-21.73,176,198,159
"AAEL009206-RA","AAEL009206","Q16WK7","aae-miR-305-5p",-16.68,19,45,159
"AAEL025049-RC","AAEL025049","UPI000B797DF5","aae-miR-305-5p",-16.02,763,789,159
"AAEL015567-RB","AAEL015567","Q1DGM9","aae-miR-305-5p",-15.82,23,44,159
"AAEL015163-RA","AAEL015163","Q16UU6","aae-miR-305-5p",-15.79,6,27,159
"AAEL015163-RA","AAEL015163","Q16EH6","aae-miR-305-5p",-15.79,6,27,159
"AAEL019499-RA","AAEL019499","A0A1S4EXN1","aae-miR-305-5p",-15.35,1121,1144,159
"AAEL019499-RA","AAEL019499","Q17MC0","aae-miR-305-5p",-15.35,1121,1144,159
"AAEL019499-RB","AAEL019499","A0A1S4EXS9","aae-miR-305-5p",-15.35,1121,1144,159
"AAEL019499-RB","AAEL019499","Q17MC1","aae-miR-305-5p",-15.35,1121,1144,159
"AAEL019833-RA","AAEL019833","UPI000B782CF1","aae-miR-305-5p",-14.62,934,959,159
"AAEL019833-RAA","AAEL019833","UPI000B77F2FD","aae-miR-305-5p",-14.62,934,959,159
"AAEL019833-RAB","AAEL019833","UPI000B773B2B","aae-miR-305-5p",-14.62,1028,1053,159
"AAEL019833-RAC","AAEL019833","UPI000B76C29F","aae-miR-305-5p",-14.62,934,959,159
"AAEL019833-RAD","AAEL019833","UPI000B77707E","aae-miR-305-5p",-14.62,934,959,159
"AAEL019833-RAE","AAEL019833","UPI000B785B52","aae-miR-305-5p",-14.62,934,959,159
"AAEL019833-RAF","AAEL019833","UPI000B77F088","aae-miR-305-5p",-14.62,934,959,159
"AAEL019833-RAG","AAEL019833","UPI000B787A31","aae-miR-305-5p",-14.62,934,959,159
"AAEL019833-RAH","AAEL019833","UPI000B76BEE3","aae-miR-305-5p",-14.62,934,959,159
"AAEL019833-RAI","AAEL019833","Q17AB0","aae-miR-305-5p",-14.62,934,959,159
"AAEL019833-RAI","AAEL019833","Q17AB1","aae-miR-305-5p",-14.62,934,959,159
"AAEL019833-RAJ","AAEL019833","UPI000B778ACA","aae-miR-305-5p",-14.62,934,959,159
"AAEL019833-RAK","AAEL019833","UPI000B7782E1","aae-miR-305-5p",-14.62,934,959,159
"AAEL019833-RAM","AAEL019833","UPI000B799C0C","aae-miR-305-5p",-14.62,934,959,159
"AAEL019833-RAN","AAEL019833","UPI000B770DFE","aae-miR-305-5p",-14.62,934,959,159
"AAEL019833-RAO","AAEL019833","UPI000B797842","aae-miR-305-5p",-14.62,934,959,159
"AAEL019833-RAP","AAEL019833","UPI000B784ED6","aae-miR-305-5p",-14.62,934,959,159
"AAEL019833-RAR","AAEL019833","UPI000B78A034","aae-miR-305-5p",-14.62,934,959,159
"AAEL019833-RAS","AAEL019833","UPI000B79271F","aae-miR-305-5p",-14.62,934,959,159
"AAEL019833-RAT","AAEL019833","UPI000B7841BC","aae-miR-305-5p",-14.62,934,959,159
"AAEL019833-RAU","AAEL019833","UPI000B76F50E","aae-miR-305-5p",-14.62,934,959,159
"AAEL019833-RAV","AAEL019833","UPI000B7828CB","aae-miR-305-5p",-14.62,1028,1053,159
"AAEL019833-RAW","AAEL019833","UPI000B76C28A","aae-miR-305-5p",-14.62,934,959,159
"AAEL019833-RAX","AAEL019833","UPI000B788FC9","aae-miR-305-5p",-14.62,1028,1053,159
"AAEL019833-RB","AAEL019833","UPI000B775FB7","aae-miR-305-5p",-14.62,934,959,159
"AAEL019833-RC","AAEL019833","UPI000B777EA7","aae-miR-305-5p",-14.62,934,959,159
"AAEL019833-RE","AAEL019833","UPI000B792A74","aae-miR-305-5p",-14.62,934,959,159
"AAEL019833-RH","AAEL019833","UPI000B77DD65","aae-miR-305-5p",-14.62,934,959,159
"AAEL019833-RI","AAEL019833","UPI000B781CE2","aae-miR-305-5p",-14.62,934,959,159
"AAEL019833-RJ","AAEL019833","UPI000B780532","aae-miR-305-5p",-14.62,934,959,159
"AAEL019833-RK","AAEL019833","UPI000B77BEA3","aae-miR-305-5p",-14.62,934,959,159
"AAEL019833-RL","AAEL019833","UPI000B795580","aae-miR-305-5p",-14.62,934,959,159
"AAEL019833-RM","AAEL019833","UPI000B78DA76","aae-miR-305-5p",-14.62,934,959,159
"AAEL019833-RN","AAEL019833","UPI000B773DE7","aae-miR-305-5p",-14.62,934,959,159
"AAEL019833-RO","AAEL019833","UPI000B78AA77","aae-miR-305-5p",-14.62,934,959,159
"AAEL019833-RQ","AAEL019833","UPI000B78C26B","aae-miR-305-5p",-14.62,934,959,159
"AAEL019833-RR","AAEL019833","UPI000B7843B1","aae-miR-305-5p",-14.62,934,959,159
"AAEL019833-RS","AAEL019833","UPI000B77A052","aae-miR-305-5p",-14.62,934,959,159
"AAEL019833-RV","AAEL019833","UPI000B776737","aae-miR-305-5p",-14.62,934,959,159
"AAEL019833-RW","AAEL019833","UPI000B77227C","aae-miR-305-5p",-14.62,934,959,159
"AAEL019833-RX","AAEL019833","Q17AA9","aae-miR-305-5p",-14.62,934,959,159
"AAEL019833-RY","AAEL019833","UPI000B77CD27","aae-miR-305-5p",-14.62,934,959,159
"AAEL019833-RZ","AAEL019833","UPI000B789653","aae-miR-305-5p",-14.62,934,959,159
"AAEL025460-RA","AAEL025460","UPI000B76E340","aae-miR-305-5p",-20.73,21,44,158
"AAEL025460-RB","AAEL025460","A0A0P6IW43","aae-miR-305-5p",-20.73,21,44,158
"AAEL025460-RB","AAEL025460","A0A1S4FC61","aae-miR-305-5p",-20.73,21,44,158
"AAEL025460-RB","AAEL025460","Q178E9","aae-miR-305-5p",-20.73,21,44,158
"AAEL006667-RA","AAEL006667","Q175H0","aae-miR-305-5p",-20.53,119,142,158
"AAEL006667-RK","AAEL006667","UPI000B7927A6","aae-miR-305-5p",-20.53,235,258,158
"AAEL019795-RB","AAEL019795","UPI000B77D2E1","aae-miR-305-5p",-20.42,363,386,158
"AAEL019795-RD","AAEL019795","UPI000B77B515","aae-miR-305-5p",-20.42,882,905,158
"AAEL018150-RB","AAEL018150","Q17ML0","aae-miR-305-5p",-19.79,312,334,158
"AAEL018150-RB","AAEL018150","A0A0P6IYV1","aae-miR-305-5p",-19.79,312,334,158
"AAEL018150-RB","AAEL018150","Q17MK9","aae-miR-305-5p",-19.79,312,334,158
"AAEL018150-RC","AAEL018150","UPI000B79AFA2","aae-miR-305-5p",-19.79,312,334,158
"AAEL018226-RB","AAEL018226","Q16NV5","aae-miR-305-5p",-18.47,35,56,158
"AAEL018226-RB","AAEL018226","A0A0N8ERW5","aae-miR-305-5p",-18.47,35,56,158
"AAEL018226-RB","AAEL018226","A0A1S4G7E0","aae-miR-305-5p",-18.47,35,56,158
"AAEL018226-RB","AAEL018226","Q16NV4","aae-miR-305-5p",-18.47,35,56,158
"AAEL021365-RA","AAEL021365","UPI0010A5A533","aae-miR-305-5p",-18.38,6981,7004,158
"AAEL009630-RB","AAEL009630","UPI000B796997","aae-miR-305-5p",-18.3,143,165,158
"AAEL009630-RC","AAEL009630","UPI000B788CE7","aae-miR-305-5p",-18.3,143,165,158
"AAEL009630-RG","AAEL009630","Q16VA1","aae-miR-305-5p",-18.3,143,165,158
"AAEL020156-RA","AAEL020156","UPI000B76F52D","aae-miR-305-5p",-18.3,143,165,158
"AAEL019444-RA","AAEL019444","UPI000B77F4D6","aae-miR-305-5p",-17.69,855,878,158
"AAEL019444-RB","AAEL019444","Q16M53","aae-miR-305-5p",-17.69,855,878,158
"AAEL019444-RC","AAEL019444","UPI000B782065","aae-miR-305-5p",-17.69,855,878,158
"AAEL019444-RD","AAEL019444","Q16M54","aae-miR-305-5p",-17.69,855,878,158
"AAEL019444-RE","AAEL019444","UPI000B789C7F","aae-miR-305-5p",-17.69,855,878,158
"AAEL004668-RA","AAEL004668","Q17C73","aae-miR-305-5p",-16.9,283,304,158
"AAEL004668-RA","AAEL004668","A0A1S4F8E6","aae-miR-305-5p",-16.9,283,304,158
"AAEL013394-RA","AAEL013394","Q16JB1","aae-miR-305-5p",-16.09,171,194,158
"AAEL013394-RA","AAEL013394","Q16JB0","aae-miR-305-5p",-16.09,171,194,158
"AAEL026310-RA","AAEL026310","Q16HR1","aae-miR-305-5p",-15.46,431,455,158
"AAEL026310-RA","AAEL026310","J9HJH6","aae-miR-305-5p",-15.46,431,455,158
"AAEL010766-RB","AAEL010766","UPI000B78C0AF","aae-miR-305-5p",-15.39,466,489,158
"AAEL010766-RC","AAEL010766","A0A0P6IYL3","aae-miR-305-5p",-15.39,466,489,158
"AAEL010766-RD","AAEL010766","Q16RZ8","aae-miR-305-5p",-15.39,466,489,158
"AAEL007146-RB","AAEL007146","UPI000B787534","aae-miR-305-5p",-15.21,427,450,158
"AAEL007146-RI","AAEL007146","UPI000B79A217","aae-miR-305-5p",-15.21,427,450,158
"AAEL019865-RA","AAEL019865","A0A1S4EV02","aae-miR-305-5p",-14.9,436,459,158
"AAEL019865-RB","AAEL019865","UPI000B778269","aae-miR-305-5p",-14.9,436,459,158
"AAEL019865-RC","AAEL019865","Q17Q76","aae-miR-305-5p",-14.9,436,459,158
"AAEL019865-RD","AAEL019865","UPI000B771CD4","aae-miR-305-5p",-14.9,436,459,158
"AAEL019865-RE","AAEL019865","UPI000B76D210","aae-miR-305-5p",-14.9,436,459,158
"AAEL019865-RF","AAEL019865","UPI000B775530","aae-miR-305-5p",-14.9,436,459,158
"AAEL019865-RG","AAEL019865","UPI000B788A6A","aae-miR-305-5p",-14.9,436,459,158
"AAEL019865-RH","AAEL019865","UPI000B774DD7","aae-miR-305-5p",-14.9,436,459,158
"AAEL014965-RB","AAEL014965","UPI000B797C95","aae-miR-305-5p",-14.81,624,645,158
"AAEL021701-RA","AAEL021701","UPI000B76BB3F","aae-miR-305-5p",-14.75,71,95,158
"AAEL025303-RA","AAEL025303","UPI000B799BAD","aae-miR-305-5p",-14.4,74,97,158
"AAEL006570-RA","AAEL006570","A0A1S4FDV5","aae-miR-305-5p",-14.18,57,79,158
"AAEL015457-RA","AAEL015457","Q175T2","aae-miR-305-5p",-14.18,57,79,158
"AAEL015457-RA","AAEL015457","Q16E53","aae-miR-305-5p",-14.18,57,79,158
"AAEL007544-RA","AAEL007544","Q171S5","aae-miR-305-5p",-25.73,252,276,157
"AAEL007544-RC","AAEL007544","UPI000B7907AF","aae-miR-305-5p",-25.73,252,276,157
"AAEL001963-RA","AAEL001963","Q17JL3","aae-miR-305-5p",-24.37,305,329,157
"AAEL011746-RB","AAEL011746","Q16P83","aae-miR-305-5p",-23.43,2358,2380,157
"AAEL011746-RB","AAEL011746","A0A1S4FU40","aae-miR-305-5p",-23.43,2358,2380,157
"AAEL011746-RC","AAEL011746","Q16P82","aae-miR-305-5p",-23.43,2358,2380,157
"AAEL010378-RB","AAEL010378","UPI000B785E8B","aae-miR-305-5p",-21.71,86,109,157
"AAEL010378-RD","AAEL010378","Q17BX7","aae-miR-305-5p",-21.71,86,109,157
"AAEL010378-RD","AAEL010378","Q16T60","aae-miR-305-5p",-21.71,86,109,157
"AAEL022221-RA","AAEL022221","Q16J09","aae-miR-305-5p",-21.46,913,937,157
"AAEL022221-RB","AAEL022221","A0A0P6K0Z0","aae-miR-305-5p",-21.46,913,937,157
"AAEL022221-RB","AAEL022221","Q16MF1","aae-miR-305-5p",-21.46,913,937,157
"AAEL022221-RC","AAEL022221","UPI000B78ECCE","aae-miR-305-5p",-21.46,913,937,157
"AAEL020804-RA","AAEL020804","Q17DD6","aae-miR-305-5p",-21.23,669,694,157
"AAEL020804-RA","AAEL020804","Q16G96","aae-miR-305-5p",-21.23,669,694,157
"AAEL024451-RA","AAEL024451","UPI000B77E2A8","aae-miR-305-5p",-21.23,668,693,157
"AAEL010366-RA","AAEL010366","Q16T58","aae-miR-305-5p",-19.96,60,83,157
"AAEL010366-RA","AAEL010366","A0A1S4FQ18","aae-miR-305-5p",-19.96,60,83,157
"AAEL010366-RA","AAEL010366","Q1HRH8","aae-miR-305-5p",-19.96,60,83,157
"AAEL020696-RA","AAEL020696","Q16RM3","aae-miR-305-5p",-19.69,868,894,157
"AAEL020696-RA","AAEL020696","Q16F45","aae-miR-305-5p",-19.69,868,894,157
"AAEL020696-RB","AAEL020696","UPI000B76BF2B","aae-miR-305-5p",-19.69,868,894,157
"AAEL019567-RA","AAEL019567","UPI000B78F93E","aae-miR-305-5p",-19.67,1099,1119,157
"AAEL019567-RB","AAEL019567","UPI000B780E8B","aae-miR-305-5p",-19.67,1099,1119,157
"AAEL019567-RC","AAEL019567","A0A0P6IZW2","aae-miR-305-5p",-19.67,1091,1111,157
"AAEL019567-RD","AAEL019567","UPI000B76EF48","aae-miR-305-5p",-19.67,1099,1119,157
"AAEL019567-RE","AAEL019567","UPI000B788D5C","aae-miR-305-5p",-19.67,1099,1119,157
"AAEL019567-RF","AAEL019567","UPI000B77BB9C","aae-miR-305-5p",-19.67,1099,1119,157
"AAEL019567-RG","AAEL019567","UPI000B799467","aae-miR-305-5p",-19.67,1099,1119,157
"AAEL019567-RJ","AAEL019567","UPI000B798980","aae-miR-305-5p",-19.67,1099,1119,157
"AAEL019567-RL","AAEL019567","UPI000B78566F","aae-miR-305-5p",-19.67,1099,1119,157
"AAEL019567-RM","AAEL019567","UPI000B78F566","aae-miR-305-5p",-19.67,1099,1119,157
"AAEL019567-RN","AAEL019567","UPI000B797644","aae-miR-305-5p",-19.67,1099,1119,157
"AAEL019567-RO","AAEL019567","Q174F6","aae-miR-305-5p",-19.67,1099,1119,157
"AAEL019567-RR","AAEL019567","UPI000B7959F9","aae-miR-305-5p",-19.67,1099,1119,157
"AAEL019567-RS","AAEL019567","UPI000B793ECD","aae-miR-305-5p",-19.67,1099,1119,157
"AAEL019567-RW","AAEL019567","UPI000B7802C4","aae-miR-305-5p",-19.67,1099,1119,157
