"mRNA","gene_id","uniprot_id","microRNA","energy","targetStart","targetEnd","score"
"AAEL009169-RA","AAEL009169","A0A1S4FLH5","aae-bantam-3p",-17.65,2439,2459,166
"AAEL019731-RA","AAEL019731","A0A0P6JRV9","aae-bantam-3p",-17.93,1463,1488,165
"AAEL019731-RB","AAEL019731","A0A1S4FEE4","aae-bantam-3p",-17.93,1463,1488,165
"AAEL019731-RC","AAEL019731","UPI000B7911A0","aae-bantam-3p",-17.93,1463,1488,165
"AAEL019731-RD","AAEL019731","Q174W9","aae-bantam-3p",-17.93,1463,1488,165
"AAEL019731-RE","AAEL019731","UPI000B770A23","aae-bantam-3p",-17.93,1463,1488,165
"AAEL019731-RF","AAEL019731","UPI000B797B46","aae-bantam-3p",-17.93,1463,1488,165
"AAEL025165-RB","AAEL025165","UPI000B781A36","aae-bantam-3p",-17.15,127,148,165
"AAEL025165-RC","AAEL025165","Q17KG2","aae-bantam-3p",-17.15,127,148,165
"AAEL019647-RA","AAEL019647","Q16JX1","aae-bantam-3p",-16.69,895,916,165
"AAEL012656-RD","AAEL012656","Q16LG3","aae-bantam-3p",-15.68,21,42,165
"AAEL012656-RD","AAEL012656","Q174L8","aae-bantam-3p",-15.68,21,42,165
"AAEL003885-RA","AAEL003885","Q17EA2","aae-bantam-3p",-24.35,63,84,164
"AAEL019721-RB","AAEL019721","UPI000B78C262","aae-bantam-3p",-20.56,120,141,164
"AAEL019721-RF","AAEL019721","UPI000B77D6F2","aae-bantam-3p",-20.56,120,141,164
"AAEL019721-RI","AAEL019721","UPI000B78BEA8","aae-bantam-3p",-20.56,472,493,164
"AAEL019721-RJ","AAEL019721","UPI000B78B067","aae-bantam-3p",-20.56,120,141,164
"AAEL019721-RK","AAEL019721","UPI000B7990AF","aae-bantam-3p",-20.56,120,141,164
"AAEL019721-RL","AAEL019721","UPI000B781EE9","aae-bantam-3p",-20.56,472,493,164
"AAEL019721-RN","AAEL019721","UPI000B787F95","aae-bantam-3p",-20.56,120,141,164
"AAEL019721-RO","AAEL019721","UPI000B78AA80","aae-bantam-3p",-20.56,120,141,164
"AAEL019721-RR","AAEL019721","UPI000B77E2BD","aae-bantam-3p",-20.56,120,141,164
"AAEL019721-RY","AAEL019721","UPI000B77B954","aae-bantam-3p",-20.56,120,141,164
"AAEL009180-RA","AAEL009180","Q16EF0","aae-bantam-3p",-19.94,77,98,164
"AAEL009180-RA","AAEL009180","Q16WL0","aae-bantam-3p",-19.94,77,98,164
"AAEL009180-RA","AAEL009180","A0A1S4FLW5","aae-bantam-3p",-19.94,77,98,164
"AAEL007508-RA","AAEL007508","Q171W2","aae-bantam-3p",-19,5,26,164
"AAEL017270-RB","AAEL017270","J9HZM7","aae-bantam-3p",-17.13,48,70,164
"AAEL017270-RB","AAEL017270","A0A1S4G6B9","aae-bantam-3p",-17.13,48,70,164
"AAEL002487-RB","AAEL002487","A0A0P6K0W1","aae-bantam-3p",-17.09,609,630,164
"AAEL002487-RB","AAEL002487","Q5UG09","aae-bantam-3p",-17.09,609,630,164
"AAEL002487-RB","AAEL002487","Q1HRW3","aae-bantam-3p",-17.09,609,630,164
"AAEL025223-RA","AAEL025223","A0A0P6IXX5","aae-bantam-3p",-16.85,205,227,164
"AAEL025223-RB","AAEL025223","Q16UD0","aae-bantam-3p",-16.85,205,227,164
"AAEL025223-RB","AAEL025223","A0A1S4FNS9","aae-bantam-3p",-16.85,205,227,164
"AAEL013596-RB","AAEL013596","UPI000B77ADBF","aae-bantam-3p",-20.19,594,615,163
"AAEL013596-RH","AAEL013596","UPI000B76E097","aae-bantam-3p",-20.19,594,615,163
"AAEL013596-RK","AAEL013596","Q16IP4","aae-bantam-3p",-20.19,594,615,163
"AAEL011630-RA","AAEL011630","Q16PH8","aae-bantam-3p",-16.15,1125,1146,163
"AAEL011630-RA","AAEL011630","A0A1S4FTS7","aae-bantam-3p",-16.15,1125,1146,163
"AAEL009430-RB","AAEL009430","Q16VU7","aae-bantam-3p",-16.07,102,123,163
"AAEL009430-RB","AAEL009430","A0A1S4FMM6","aae-bantam-3p",-16.07,102,123,163
"AAEL009430-RC","AAEL009430","UPI000B76C7DE","aae-bantam-3p",-16.07,102,123,163
"AAEL009430-RD","AAEL009430","UPI000B796785","aae-bantam-3p",-16.07,102,123,163
"AAEL009430-RE","AAEL009430","UPI000B78F485","aae-bantam-3p",-16.07,102,123,163
"AAEL009430-RF","AAEL009430","UPI000B7986CD","aae-bantam-3p",-16.07,102,123,163
"AAEL009430-RG","AAEL009430","UPI000B78DD96","aae-bantam-3p",-16.07,102,123,163
"AAEL009430-RH","AAEL009430","UPI000B78E18C","aae-bantam-3p",-16.07,102,123,163
"AAEL007450-RA","AAEL007450","Q172C2","aae-bantam-3p",-15.24,643,665,163
"AAEL007450-RA","AAEL007450","A0A1S4FGI2","aae-bantam-3p",-15.24,643,665,163
"AAEL023962-RA","AAEL023962","UPI000B77E7F7","aae-bantam-3p",-19.61,296,316,162
"AAEL013729-RC","AAEL013729","UPI000B794392","aae-bantam-3p",-17.87,285,311,162
"AAEL013729-RE","AAEL013729","Q16IB8","aae-bantam-3p",-17.87,285,311,162
"AAEL026581-RA","AAEL026581","Q17HC2","aae-bantam-3p",-16.08,1008,1029,162
"AAEL026581-RB","AAEL026581","UPI000B78448B","aae-bantam-3p",-16.08,1008,1029,162
"AAEL027904-RA","AAEL027904","J9HTR1","aae-bantam-3p",-16.08,1006,1027,162
"AAEL008760-RA","AAEL008760","Q16XV4","aae-bantam-3p",-14.86,289,310,162
"AAEL001798-RA","AAEL001798","Q17K23","aae-bantam-3p",-16.72,4497,4519,161
"AAEL001798-RB","AAEL001798","Q17K22","aae-bantam-3p",-16.72,4497,4519,161
"AAEL009013-RA","AAEL009013","Q16X34","aae-bantam-3p",-16.14,5,26,161
"AAEL009013-RA","AAEL009013","A0A1S4FLF4","aae-bantam-3p",-16.14,5,26,161
"AAEL011261-RC","AAEL011261","UPI000B79780A","aae-bantam-3p",-21.65,143,164,160
"AAEL001809-RA","AAEL001809","Q17K63","aae-bantam-3p",-20.83,109,130,160
"AAEL001809-RB","AAEL001809","UPI000B784622","aae-bantam-3p",-20.83,109,130,160
"AAEL000949-RB","AAEL000949","UPI000B772AAB","aae-bantam-3p",-18.27,201,222,160
"AAEL000949-RC","AAEL000949","A0A1S4EXB9","aae-bantam-3p",-18.27,201,222,160
"AAEL000949-RC","AAEL000949","Q17MM6","aae-bantam-3p",-18.27,201,222,160
"AAEL013764-RA","AAEL013764","Q16I80","aae-bantam-3p",-17.67,7,29,160
"AAEL013764-RA","AAEL013764","Q16QM7","aae-bantam-3p",-17.67,7,29,160
"AAEL013764-RA","AAEL013764","A0A1S4FSL3","aae-bantam-3p",-17.67,7,29,160
"AAEL008401-RB","AAEL008401","Q16YX0","aae-bantam-3p",-17.66,1442,1463,160
"AAEL012258-RA","AAEL012258","Q16MM3","aae-bantam-3p",-17.36,574,595,160
"AAEL018124-RB","AAEL018124","UPI000B78E0C3","aae-bantam-3p",-17.34,14,35,160
"AAEL018124-RE","AAEL018124","Q174R8","aae-bantam-3p",-17.34,14,35,160
"AAEL018124-RE","AAEL018124","A0A1S4G7M9","aae-bantam-3p",-17.34,14,35,160
"AAEL018124-RE","AAEL018124","Q174R9","aae-bantam-3p",-17.34,14,35,160
"AAEL018124-RF","AAEL018124","UPI000B775C7F","aae-bantam-3p",-17.34,14,35,160
"AAEL019594-RA","AAEL019594","UPI000B76C086","aae-bantam-3p",-16.57,2689,2710,160
"AAEL019594-RB","AAEL019594","A0A0P6K109","aae-bantam-3p",-16.57,2689,2710,160
"AAEL019594-RC","AAEL019594","Q17M37","aae-bantam-3p",-16.57,2689,2710,160
"AAEL010619-RA","AAEL010619","Q16SD6","aae-bantam-3p",-14.1,40,60,160
"AAEL010619-RA","AAEL010619","A0A1S4FQU6","aae-bantam-3p",-14.1,40,60,160
"AAEL019833-RA","AAEL019833","UPI000B782CF1","aae-bantam-3p",-22.03,3348,3371,159
"AAEL019833-RAA","AAEL019833","UPI000B77F2FD","aae-bantam-3p",-22.03,3348,3371,159
"AAEL019833-RAB","AAEL019833","UPI000B773B2B","aae-bantam-3p",-22.03,3442,3465,159
"AAEL019833-RAC","AAEL019833","UPI000B76C29F","aae-bantam-3p",-22.03,3348,3371,159
"AAEL019833-RAD","AAEL019833","UPI000B77707E","aae-bantam-3p",-22.03,3348,3371,159
"AAEL019833-RAE","AAEL019833","UPI000B785B52","aae-bantam-3p",-22.03,3348,3371,159
"AAEL019833-RAF","AAEL019833","UPI000B77F088","aae-bantam-3p",-22.03,3348,3371,159
"AAEL019833-RAG","AAEL019833","UPI000B787A31","aae-bantam-3p",-22.03,3348,3371,159
"AAEL019833-RAH","AAEL019833","UPI000B76BEE3","aae-bantam-3p",-22.03,3348,3371,159
"AAEL019833-RAI","AAEL019833","Q17AB0","aae-bantam-3p",-22.03,3348,3371,159
"AAEL019833-RAI","AAEL019833","Q17AB1","aae-bantam-3p",-22.03,3348,3371,159
"AAEL019833-RAJ","AAEL019833","UPI000B778ACA","aae-bantam-3p",-22.03,3348,3371,159
"AAEL019833-RAK","AAEL019833","UPI000B7782E1","aae-bantam-3p",-22.03,3348,3371,159
"AAEL019833-RAM","AAEL019833","UPI000B799C0C","aae-bantam-3p",-22.03,3348,3371,159
"AAEL019833-RAN","AAEL019833","UPI000B770DFE","aae-bantam-3p",-22.03,3348,3371,159
"AAEL019833-RAO","AAEL019833","UPI000B797842","aae-bantam-3p",-22.03,3348,3371,159
"AAEL019833-RAP","AAEL019833","UPI000B784ED6","aae-bantam-3p",-22.03,3348,3371,159
"AAEL019833-RAR","AAEL019833","UPI000B78A034","aae-bantam-3p",-22.03,3348,3371,159
"AAEL019833-RAS","AAEL019833","UPI000B79271F","aae-bantam-3p",-22.03,3348,3371,159
"AAEL019833-RAT","AAEL019833","UPI000B7841BC","aae-bantam-3p",-22.03,3348,3371,159
"AAEL019833-RAU","AAEL019833","UPI000B76F50E","aae-bantam-3p",-22.03,3348,3371,159
"AAEL019833-RAV","AAEL019833","UPI000B7828CB","aae-bantam-3p",-22.03,3442,3465,159
"AAEL019833-RAW","AAEL019833","UPI000B76C28A","aae-bantam-3p",-22.03,3348,3371,159
"AAEL019833-RAX","AAEL019833","UPI000B788FC9","aae-bantam-3p",-22.03,3442,3465,159
"AAEL019833-RB","AAEL019833","UPI000B775FB7","aae-bantam-3p",-22.03,3348,3371,159
"AAEL019833-RC","AAEL019833","UPI000B777EA7","aae-bantam-3p",-22.03,3348,3371,159
"AAEL019833-RE","AAEL019833","UPI000B792A74","aae-bantam-3p",-22.03,3348,3371,159
"AAEL019833-RG","AAEL019833","A0A0P6IY59","aae-bantam-3p",-22.03,3348,3371,159
"AAEL019833-RH","AAEL019833","UPI000B77DD65","aae-bantam-3p",-22.03,3348,3371,159
"AAEL019833-RI","AAEL019833","UPI000B781CE2","aae-bantam-3p",-22.03,3348,3371,159
"AAEL019833-RJ","AAEL019833","UPI000B780532","aae-bantam-3p",-22.03,3348,3371,159
"AAEL019833-RK","AAEL019833","UPI000B77BEA3","aae-bantam-3p",-22.03,3348,3371,159
"AAEL019833-RL","AAEL019833","UPI000B795580","aae-bantam-3p",-22.03,3348,3371,159
"AAEL019833-RM","AAEL019833","UPI000B78DA76","aae-bantam-3p",-22.03,3348,3371,159
"AAEL019833-RN","AAEL019833","UPI000B773DE7","aae-bantam-3p",-22.03,3348,3371,159
"AAEL019833-RO","AAEL019833","UPI000B78AA77","aae-bantam-3p",-22.03,3348,3371,159
"AAEL019833-RQ","AAEL019833","UPI000B78C26B","aae-bantam-3p",-22.03,3348,3371,159
"AAEL019833-RR","AAEL019833","UPI000B7843B1","aae-bantam-3p",-22.03,3348,3371,159
"AAEL019833-RS","AAEL019833","UPI000B77A052","aae-bantam-3p",-22.03,3348,3371,159
"AAEL019833-RV","AAEL019833","UPI000B776737","aae-bantam-3p",-22.03,3348,3371,159
"AAEL019833-RW","AAEL019833","UPI000B77227C","aae-bantam-3p",-22.03,3348,3371,159
"AAEL019833-RX","AAEL019833","Q17AA9","aae-bantam-3p",-22.03,3348,3371,159
"AAEL019833-RY","AAEL019833","UPI000B77CD27","aae-bantam-3p",-22.03,3348,3371,159
"AAEL019833-RZ","AAEL019833","UPI000B789653","aae-bantam-3p",-22.03,3348,3371,159
"AAEL026945-RA","AAEL026945","UPI000B772717","aae-bantam-3p",-20.63,285,307,159
"AAEL009736-RB","AAEL009736","UPI000B783124","aae-bantam-3p",-18.92,1506,1527,159
"AAEL009736-RD","AAEL009736","Q16V04","aae-bantam-3p",-18.92,1506,1527,159
"AAEL020646-RA","AAEL020646","UPI000B77EBB8","aae-bantam-3p",-17.87,7,30,159
"AAEL020646-RE","AAEL020646","Q16W86","aae-bantam-3p",-17.87,7,30,159
"AAEL020646-RE","AAEL020646","Q1DGD9","aae-bantam-3p",-17.87,7,30,159
"AAEL024104-RA","AAEL024104","UPI000B780586","aae-bantam-3p",-16.86,320,343,159
"AAEL025458-RA","AAEL025458","Q173L5","aae-bantam-3p",-16.86,320,343,159
"AAEL005643-RC","AAEL005643","UPI000B77C6D4","aae-bantam-3p",-16.62,752,773,159
"AAEL005643-RJ","AAEL005643","Q179F5","aae-bantam-3p",-16.62,752,773,159
"AAEL006249-RA","AAEL006249","A0A1S4FD04","aae-bantam-3p",-16.53,589,612,159
"AAEL006249-RB","AAEL006249","Q176V1","aae-bantam-3p",-16.53,589,612,159
"AAEL013733-RB","AAEL013733","UPI000B772E16","aae-bantam-3p",-15.71,1397,1418,159
"AAEL013733-RC","AAEL013733","UPI000B7833E9","aae-bantam-3p",-15.71,1397,1418,159
"AAEL013733-RD","AAEL013733","A0A1S4G016","aae-bantam-3p",-15.71,1397,1418,159
"AAEL023666-RA","AAEL023666","Q17DB7","aae-bantam-3p",-14.9,245,267,159
"AAEL004586-RB","AAEL004586","Q17CE9","aae-bantam-3p",-14.41,1001,1022,159
"AAEL004586-RB","AAEL004586","Q17CF0","aae-bantam-3p",-14.41,1001,1022,159
"AAEL008370-RA","AAEL008370","A0A0P6K0V4","aae-bantam-3p",-23.46,294,314,158
"AAEL008370-RD","AAEL008370","Q16YZ7","aae-bantam-3p",-23.46,294,314,158
"AAEL011288-RA","AAEL011288","Q16QH0","aae-bantam-3p",-22.94,53,73,158
"AAEL011288-RA","AAEL011288","Q1HR56","aae-bantam-3p",-22.94,53,73,158
"AAEL011288-RA","AAEL011288","Q5XNP2","aae-bantam-3p",-22.94,53,73,158
"AAEL010869-RB","AAEL010869","Q16RQ3","aae-bantam-3p",-17.83,78,99,158
"AAEL010869-RC","AAEL010869","A0A1S4G714","aae-bantam-3p",-17.83,78,99,158
"AAEL010869-RC","AAEL010869","Q16U95","aae-bantam-3p",-17.83,78,99,158
"AAEL010869-RC","AAEL010869","Q16RQ4","aae-bantam-3p",-17.83,78,99,158
"AAEL010869-RD","AAEL010869","A0A0N8ES91","aae-bantam-3p",-17.83,78,99,158
"AAEL010869-RD","AAEL010869","Q16U96","aae-bantam-3p",-17.83,78,99,158
"AAEL010869-RE","AAEL010869","UPI000B77B2F0","aae-bantam-3p",-17.83,78,99,158
"AAEL001176-RA","AAEL001176","Q17M10","aae-bantam-3p",-17.73,676,698,158
"AAEL001176-RB","AAEL001176","A0A0P6IZ16","aae-bantam-3p",-17.73,676,698,158
"AAEL025170-RA","AAEL025170","UPI000B79596C","aae-bantam-3p",-17.73,675,697,158
"AAEL019714-RA","AAEL019714","UPI000B783B8C","aae-bantam-3p",-17.69,1143,1164,158
"AAEL019714-RD","AAEL019714","Q16H43","aae-bantam-3p",-17.69,1143,1164,158
"AAEL019714-RD","AAEL019714","A0A0P6IY46","aae-bantam-3p",-17.69,1143,1164,158
"AAEL019714-RD","AAEL019714","Q16H42","aae-bantam-3p",-17.69,1143,1164,158
"AAEL019714-RD","AAEL019714","Q172N9","aae-bantam-3p",-17.69,1143,1164,158
"AAEL019714-RD","AAEL019714","A0A1S4FG48","aae-bantam-3p",-17.69,1143,1164,158
"AAEL019714-RD","AAEL019714","Q1DH27","aae-bantam-3p",-17.69,1143,1164,158
"AAEL026243-RA","AAEL026243","Q16ED0","aae-bantam-3p",-16.49,310,331,158
"AAEL003535-RB","AAEL003535","Q0IG54","aae-bantam-3p",-16.34,964,986,158
"AAEL010170-RA","AAEL010170","Q16TQ1","aae-bantam-3p",-14.87,263,284,158
"AAEL005655-RB","AAEL005655","Q179F0","aae-bantam-3p",-18.41,937,959,157
"AAEL005655-RB","AAEL005655","Q179E9","aae-bantam-3p",-18.41,937,959,157
"AAEL005655-RB","AAEL005655","A0A1S4FB77","aae-bantam-3p",-18.41,937,959,157
"AAEL011081-RA","AAEL011081","Q16R43","aae-bantam-3p",-18.32,71,95,157
"AAEL011081-RB","AAEL011081","Q16EF5","aae-bantam-3p",-18.32,71,95,157
"AAEL011081-RB","AAEL011081","Q16R44","aae-bantam-3p",-18.32,71,95,157
"AAEL009486-RA","AAEL009486","A0A1S4FMF6","aae-bantam-3p",-17.63,2546,2567,157
"AAEL009486-RA","AAEL009486","Q16VP0","aae-bantam-3p",-17.63,2546,2567,157
"AAEL000541-RB","AAEL000541","Q17NX1","aae-bantam-3p",-17.45,179,201,157
"AAEL000541-RB","AAEL000541","Q17NX2","aae-bantam-3p",-17.45,179,201,157
"AAEL000541-RB","AAEL000541","Q1HRG3","aae-bantam-3p",-17.45,179,201,157
"AAEL000541-RC","AAEL000541","UPI000B7890B3","aae-bantam-3p",-17.45,179,201,157
"AAEL010401-RB","AAEL010401","A0A1S4FQ59","aae-bantam-3p",-16.59,33,55,157
"AAEL010401-RB","AAEL010401","Q16T20","aae-bantam-3p",-16.59,33,55,157
"AAEL010401-RC","AAEL010401","UPI000B76BF45","aae-bantam-3p",-16.59,33,55,157
"AAEL006976-RB","AAEL006976","Q174A4","aae-bantam-3p",-16.32,3270,3291,157
"AAEL020092-RA","AAEL020092","Q16ZV0","aae-bantam-3p",-16.01,1516,1537,157
"AAEL020092-RB","AAEL020092","UPI000B788636","aae-bantam-3p",-16.01,1516,1537,157
"AAEL023348-RA","AAEL023348","Q8MWG8","aae-bantam-3p",-15.55,1399,1425,157
"AAEL023348-RA","AAEL023348","Q17NE5","aae-bantam-3p",-15.55,1399,1425,157
"AAEL023348-RA","AAEL023348","Q8MWG7","aae-bantam-3p",-15.55,1399,1425,157
"AAEL012522-RA","AAEL012522","Q16EG6","aae-bantam-3p",-23.51,87,108,156
"AAEL012522-RA","AAEL012522","A0A1S4G4B5","aae-bantam-3p",-23.51,87,108,156
"AAEL012522-RA","AAEL012522","A0A1S4FWV3","aae-bantam-3p",-23.51,87,108,156
"AAEL012522-RA","AAEL012522","Q16LU3","aae-bantam-3p",-23.51,87,108,156
"AAEL019710-RA","AAEL019710","Q176A2","aae-bantam-3p",-18.07,3098,3119,156
"AAEL019710-RA","AAEL019710","Q175Z9","aae-bantam-3p",-18.07,3098,3119,156
"AAEL019710-RB","AAEL019710","UPI000B78215F","aae-bantam-3p",-18.07,3098,3119,156
"AAEL019710-RC","AAEL019710","UPI000B77D5CC","aae-bantam-3p",-18.07,3098,3119,156
"AAEL019974-RA","AAEL019974","UPI000B78B2E9","aae-bantam-3p",-16.38,1971,1993,156
"AAEL019974-RB","AAEL019974","Q16P14","aae-bantam-3p",-16.38,2061,2083,156
"AAEL019974-RC","AAEL019974","UPI000B7821AD","aae-bantam-3p",-16.38,1971,1993,156
"AAEL006140-RA","AAEL006140","A0A1S4FCP1","aae-bantam-3p",-16.15,118,139,156
"AAEL006140-RA","AAEL006140","Q177G3","aae-bantam-3p",-16.15,118,139,156
"AAEL004392-RB","AAEL004392","Q17CX5","aae-bantam-3p",-16.09,914,935,156
"AAEL004875-RA","AAEL004875","A0A1S4F8W1","aae-bantam-3p",-16.07,3081,3103,156
"AAEL004875-RC","AAEL004875","Q17BQ9","aae-bantam-3p",-16.07,3081,3103,156
"AAEL004875-RC","AAEL004875","A0A0P6ISR2","aae-bantam-3p",-16.07,3081,3103,156
"AAEL008956-RA","AAEL008956","Q16X97","aae-bantam-3p",-15.07,2297,2318,156
"AAEL027597-RA","AAEL027597","Q16YV0","aae-bantam-3p",-14.97,682,703,156
"AAEL002472-RB","AAEL002472","UPI000B76F709","aae-bantam-3p",-14.65,498,519,156
"AAEL002472-RC","AAEL002472","UPI000B77C714","aae-bantam-3p",-14.65,1126,1147,156
"AAEL002472-RD","AAEL002472","UPI000B799B99","aae-bantam-3p",-14.65,1126,1147,156
"AAEL008838-RC","AAEL008838","A0A0P6IVG8","aae-bantam-3p",-14.65,1142,1163,156
"AAEL008838-RC","AAEL008838","Q16XL6","aae-bantam-3p",-14.65,1142,1163,156
"AAEL027699-RA","AAEL027699","A0A0P6K0P2","aae-bantam-3p",-14.11,259,280,156
"AAEL027699-RB","AAEL027699","Q17BQ2","aae-bantam-3p",-14.11,259,280,156
"AAEL027699-RB","AAEL027699","A0A1S4F8W6","aae-bantam-3p",-14.11,259,280,156
"AAEL027699-RC","AAEL027699","UPI000B77C022","aae-bantam-3p",-14.11,259,280,156
"AAEL005712-RB","AAEL005712","A0A1S4FBN3","aae-bantam-3p",-22.25,1,29,155
"AAEL005712-RC","AAEL005712","UPI000B77FE48","aae-bantam-3p",-22.25,1,29,155
"AAEL005712-RD","AAEL005712","UPI000B79331C","aae-bantam-3p",-22.25,1,29,155
"AAEL005712-RE","AAEL005712","Q0IFD6","aae-bantam-3p",-22.25,1,29,155
"AAEL008371-RF","AAEL008371","UPI000B7770B3","aae-bantam-3p",-19.29,161,182,155
"AAEL007804-RB","AAEL007804","UPI000B7709F8","aae-bantam-3p",-18.94,140,161,155
"AAEL007804-RC","AAEL007804","Q170U0","aae-bantam-3p",-18.94,140,161,155
"AAEL007804-RC","AAEL007804","A0A0P6J4Q4","aae-bantam-3p",-18.94,140,161,155
"AAEL007804-RC","AAEL007804","A0A1S4FHK2","aae-bantam-3p",-18.94,140,161,155
"AAEL007329-RA","AAEL007329","Q172M7","aae-bantam-3p",-17.72,885,906,155
"AAEL020499-RA","AAEL020499","UPI000B7714EC","aae-bantam-3p",-17.14,662,683,155
"AAEL020499-RB","AAEL020499","UPI000B76BC70","aae-bantam-3p",-17.14,662,683,155
"AAEL020499-RC","AAEL020499","UPI000B79495F","aae-bantam-3p",-17.14,662,683,155
"AAEL006180-RB","AAEL006180","UPI000B76BD46","aae-bantam-3p",-16.68,372,393,155
"AAEL006180-RD","AAEL006180","Q177B7","aae-bantam-3p",-16.68,372,393,155
"AAEL012912-RA","AAEL012912","Q16KQ4","aae-bantam-3p",-16.47,231,252,155
"AAEL013900-RB","AAEL013900","A0A1S4G0Q2","aae-bantam-3p",-16.27,281,301,155
"AAEL008805-RA","AAEL008805","Q16XP1","aae-bantam-3p",-16.05,477,498,155
"AAEL019489-RA","AAEL019489","Q16Y22","aae-bantam-3p",-15.84,2508,2529,155
"AAEL019489-RA","AAEL019489","Q16FF4","aae-bantam-3p",-15.84,2508,2529,155
"AAEL019489-RB","AAEL019489","UPI000B793D99","aae-bantam-3p",-15.84,2508,2529,155
"AAEL019489-RC","AAEL019489","Q16Y20","aae-bantam-3p",-15.84,2508,2529,155
"AAEL019489-RC","AAEL019489","Q16FQ8","aae-bantam-3p",-15.84,2508,2529,155
"AAEL019489-RC","AAEL019489","Q16Y21","aae-bantam-3p",-15.84,2508,2529,155
"AAEL009190-RA","AAEL009190","A0A1S4FLL1","aae-bantam-3p",-15.11,271,293,155
"AAEL009190-RA","AAEL009190","Q17KT8","aae-bantam-3p",-15.11,271,293,155
"AAEL009190-RA","AAEL009190","Q16WK8","aae-bantam-3p",-15.11,271,293,155
"AAEL008556-RA","AAEL008556","Q16YF1","aae-bantam-3p",-14.96,90,109,155
"AAEL008556-RB","AAEL008556","A0A1S4FJX6","aae-bantam-3p",-14.96,269,288,155
"AAEL009991-RA","AAEL009991","Q16U80","aae-bantam-3p",-14.61,156,177,155
"AAEL009991-RC","AAEL009991","UPI000B77D128","aae-bantam-3p",-14.61,156,177,155
"AAEL009991-RG","AAEL009991","UPI000B76D5CF","aae-bantam-3p",-14.61,156,177,155
"AAEL009991-RH","AAEL009991","UPI000B78C3F1","aae-bantam-3p",-14.61,156,177,155
