"mRNA","gene_id","uniprot_id","microRNA","energy","targetStart","targetEnd","score"
"AAEL005985-RC","AAEL005985","UPI000B7861AE","aae-miR-3368-5p",-14.62,1009,1028,157
"AAEL000641-RA","AAEL000641","Q1HR78","aae-miR-3368-5p",-20.98,325,343,156
"AAEL010374-RB","AAEL010374","UPI000B7811AF","aae-miR-3368-5p",-18.69,352,370,156
"AAEL010374-RC","AAEL010374","A0A0N8ES90","aae-miR-3368-5p",-18.69,352,370,156
"AAEL010374-RC","AAEL010374","Q16T43","aae-miR-3368-5p",-18.69,352,370,156
"AAEL010374-RC","AAEL010374","A0A1S4FQ29","aae-miR-3368-5p",-18.69,352,370,156
"AAEL010374-RD","AAEL010374","UPI000B76C1E2","aae-miR-3368-5p",-18.69,352,370,156
"AAEL000566-RA","AAEL000566","A0A1S4EW79","aae-miR-3368-5p",-16.7,204,223,156
"AAEL000566-RA","AAEL000566","Q17NT8","aae-miR-3368-5p",-16.7,204,223,156
"AAEL005458-RA","AAEL005458","Q179Z5","aae-miR-3368-5p",-16.68,457,476,156
"AAEL005458-RD","AAEL005458","UPI000B776371","aae-miR-3368-5p",-16.68,457,476,156
"AAEL012178-RA","AAEL012178","A0A1S4FVV5","aae-miR-3368-5p",-16.34,468,488,156
"AAEL012178-RB","AAEL012178","UPI000B77BDA9","aae-miR-3368-5p",-16.34,468,488,156
"AAEL025558-RA","AAEL025558","UPI000B792CA6","aae-miR-3368-5p",-16.17,284,307,156
"AAEL012372-RA","AAEL012372","Q16M99","aae-miR-3368-5p",-16.12,25,44,156
"AAEL008500-RA","AAEL008500","Q16YL3","aae-miR-3368-5p",-16.49,1516,1535,155
"AAEL002908-RA","AAEL002908","Q17GU7","aae-miR-3368-5p",-16.2,91,111,155
"AAEL002908-RA","AAEL002908","Q1DGW2","aae-miR-3368-5p",-16.2,91,111,155
"AAEL001980-RA","AAEL001980","Q17JI5","aae-miR-3368-5p",-16.11,8,29,155
"AAEL001988-RA","AAEL001988","Q17JI7","aae-miR-3368-5p",-16.11,8,29,155
"AAEL002004-RA","AAEL002004","Q17JI8","aae-miR-3368-5p",-16.11,8,29,155
"AAEL002038-RB","AAEL002038","Q17JI3","aae-miR-3368-5p",-16.11,8,29,155
"AAEL007881-RA","AAEL007881","Q170K5","aae-miR-3368-5p",-14.77,500,519,155
"AAEL007881-RA","AAEL007881","A0A1S4FI31","aae-miR-3368-5p",-14.77,500,519,155
"AAEL010712-RA","AAEL010712","A0A1S4FRK7","aae-miR-3368-5p",-14.65,2252,2271,155
"AAEL010712-RB","AAEL010712","Q16S43","aae-miR-3368-5p",-14.65,2252,2271,155
"AAEL000278-RA","AAEL000278","A0A1S4EVG6","aae-miR-3368-5p",-14.53,337,359,155
"AAEL000278-RA","AAEL000278","Q17PN6","aae-miR-3368-5p",-14.53,337,359,155
"AAEL000278-RB","AAEL000278","UPI000B76E53A","aae-miR-3368-5p",-14.53,337,359,155
"AAEL000278-RD","AAEL000278","UPI000B778B88","aae-miR-3368-5p",-14.53,337,359,155
"AAEL000090-RA","AAEL000090","Q0C739","aae-miR-3368-5p",-19.33,1112,1131,154
"AAEL018047-RB","AAEL018047","UPI000B775DB1","aae-miR-3368-5p",-18.95,72,91,154
"AAEL001815-RA","AAEL001815","Q17K32","aae-miR-3368-5p",-18.26,31,50,154
"AAEL013370-RA","AAEL013370","A0A1S4FZ06","aae-miR-3368-5p",-17.79,340,357,154
"AAEL013370-RA","AAEL013370","Q16JD1","aae-miR-3368-5p",-17.79,340,357,154
"AAEL028170-RA","AAEL028170","A0A1S4FSU2","aae-miR-3368-5p",-17.09,37,56,154
"AAEL028170-RA","AAEL028170","Q16QF6","aae-miR-3368-5p",-17.09,37,56,154
"AAEL001082-RA","AAEL001082","Q17MA2","aae-miR-3368-5p",-16.39,301,320,154
"AAEL019578-RA","AAEL019578","UPI000B784358","aae-miR-3368-5p",-14.36,42,61,154
"AAEL019578-RB","AAEL019578","UPI000B7844BB","aae-miR-3368-5p",-14.36,42,61,154
"AAEL019578-RC","AAEL019578","UPI000B78F263","aae-miR-3368-5p",-14.36,42,61,154
"AAEL019578-RD","AAEL019578","Q17NH4","aae-miR-3368-5p",-14.36,42,61,154
"AAEL019578-RD","AAEL019578","A0A0P6JSG5","aae-miR-3368-5p",-14.36,42,61,154
"AAEL019578-RD","AAEL019578","Q17NH5","aae-miR-3368-5p",-14.36,42,61,154
"AAEL019578-RE","AAEL019578","UPI000B76C9DA","aae-miR-3368-5p",-14.36,42,61,154
"AAEL009650-RC","AAEL009650","Q0IEK8","aae-miR-3368-5p",-14.12,410,429,154
"AAEL009650-RC","AAEL009650","A0A1S4FNB3","aae-miR-3368-5p",-14.12,410,429,154
"AAEL018211-RB","AAEL018211","Q16R12","aae-miR-3368-5p",-14.08,265,284,154
"AAEL018211-RB","AAEL018211","A0A1S4G7C5","aae-miR-3368-5p",-14.08,265,284,154
"AAEL018211-RB","AAEL018211","Q16R11","aae-miR-3368-5p",-14.08,265,284,154
"AAEL013320-RA","AAEL013320","Q16JI4","aae-miR-3368-5p",-19.58,242,258,153
"AAEL003522-RA","AAEL003522","Q0IG24","aae-miR-3368-5p",-19.07,16,36,153
"AAEL003522-RB","AAEL003522","UPI000B76E77C","aae-miR-3368-5p",-19.07,16,36,153
"AAEL019710-RA","AAEL019710","Q176A2","aae-miR-3368-5p",-18.83,1442,1464,153
"AAEL019710-RA","AAEL019710","Q175Z9","aae-miR-3368-5p",-18.83,1442,1464,153
"AAEL019710-RB","AAEL019710","UPI000B78215F","aae-miR-3368-5p",-18.83,1442,1464,153
"AAEL019710-RC","AAEL019710","UPI000B77D5CC","aae-miR-3368-5p",-18.83,1442,1464,153
"AAEL015140-RA","AAEL015140","A0A1S4G482","aae-miR-3368-5p",-18.34,9,28,153
"AAEL015140-RA","AAEL015140","Q1DH46","aae-miR-3368-5p",-18.34,9,28,153
"AAEL023829-RA","AAEL023829","UPI000B77E1C6","aae-miR-3368-5p",-16.21,167,187,153
"AAEL023829-RB","AAEL023829","A0A0P6IU18","aae-miR-3368-5p",-16.21,167,187,153
"AAEL023829-RB","AAEL023829","A0A1S4FGQ9","aae-miR-3368-5p",-16.21,167,187,153
"AAEL023829-RB","AAEL023829","Q171W6","aae-miR-3368-5p",-16.21,167,187,153
"AAEL023829-RC","AAEL023829","UPI000B7967D3","aae-miR-3368-5p",-16.21,639,659,153
"AAEL023829-RD","AAEL023829","UPI000B76BD6A","aae-miR-3368-5p",-16.21,167,187,153
"AAEL023829-RF","AAEL023829","Q16EH5","aae-miR-3368-5p",-16.21,167,187,153
"AAEL023829-RG","AAEL023829","UPI000B781A7F","aae-miR-3368-5p",-16.21,167,187,153
"AAEL023829-RI","AAEL023829","UPI000B7948C3","aae-miR-3368-5p",-16.21,167,187,153
"AAEL003116-RA","AAEL003116","Q17GC6","aae-miR-3368-5p",-15.88,1255,1274,153
"AAEL001275-RA","AAEL001275","Q17LR4","aae-miR-3368-5p",-15,387,406,153
"AAEL021359-RA","AAEL021359","UPI000B796577","aae-miR-3368-5p",-17.66,249,272,152
"AAEL028037-RA","AAEL028037","Q17C38","aae-miR-3368-5p",-17.56,1656,1678,152
"AAEL028037-RB","AAEL028037","UPI000B78B4F8","aae-miR-3368-5p",-17.56,1656,1678,152
"AAEL028037-RC","AAEL028037","UPI000B797D4A","aae-miR-3368-5p",-17.56,1656,1678,152
"AAEL028037-RD","AAEL028037","A0A1S4G7P1","aae-miR-3368-5p",-17.56,1656,1678,152
"AAEL028037-RG","AAEL028037","UPI000B78A929","aae-miR-3368-5p",-17.56,1656,1678,152
"AAEL028037-RI","AAEL028037","Q17C37","aae-miR-3368-5p",-17.56,1656,1678,152
"AAEL028037-RI","AAEL028037","A0A0P6IV45","aae-miR-3368-5p",-17.56,1656,1678,152
"AAEL028037-RJ","AAEL028037","UPI000B76FC67","aae-miR-3368-5p",-17.56,1656,1678,152
"AAEL028037-RL","AAEL028037","UPI000B788672","aae-miR-3368-5p",-17.56,1656,1678,152
"AAEL013959-RC","AAEL013959","UPI000B783397","aae-miR-3368-5p",-17.18,496,518,152
"AAEL013959-RD","AAEL013959","A0A1S4G6P6","aae-miR-3368-5p",-17.18,496,518,152
"AAEL013959-RE","AAEL013959","Q16HP3","aae-miR-3368-5p",-17.18,496,518,152
"AAEL008382-RB","AAEL008382","Q16YZ3","aae-miR-3368-5p",-16.99,268,286,152
"AAEL003216-RA","AAEL003216","Q17G11","aae-miR-3368-5p",-15.8,158,181,152
"AAEL005544-RB","AAEL005544","A0A1S4FAV6","aae-miR-3368-5p",-15.52,864,882,152
"AAEL005544-RB","AAEL005544","Q179P3","aae-miR-3368-5p",-15.52,864,882,152
"AAEL005544-RC","AAEL005544","UPI000B76C40A","aae-miR-3368-5p",-15.52,864,882,152
"AAEL005544-RD","AAEL005544","UPI000B78728D","aae-miR-3368-5p",-15.52,864,882,152
"AAEL026237-RA","AAEL026237","UPI000B77A5C1","aae-miR-3368-5p",-15.01,36,57,152
"AAEL020299-RA","AAEL020299","Q16ER1","aae-miR-3368-5p",-14.76,122,141,152
"AAEL020299-RA","AAEL020299","Q16RH0","aae-miR-3368-5p",-14.76,122,141,152
"AAEL027504-RA","AAEL027504","Q6Q9G5","aae-miR-3368-5p",-14.19,448,467,152
"AAEL000645-RB","AAEL000645","Q17NK5","aae-miR-3368-5p",-14.08,22,41,152
"AAEL007268-RB","AAEL007268","A0A1S4FG42","aae-miR-3368-5p",-20.3,2939,2959,151
"AAEL007268-RB","AAEL007268","Q172V0","aae-miR-3368-5p",-20.3,2939,2959,151
"AAEL007268-RC","AAEL007268","UPI000B77E788","aae-miR-3368-5p",-20.3,2939,2959,151
"AAEL018294-RB","AAEL018294","Q17GB6","aae-miR-3368-5p",-16.25,1129,1147,151
"AAEL018294-RB","AAEL018294","A0A1S4G7C2","aae-miR-3368-5p",-16.25,1129,1147,151
"AAEL018294-RB","AAEL018294","Q17GB7","aae-miR-3368-5p",-16.25,1129,1147,151
"AAEL018294-RB","AAEL018294","J9HF83","aae-miR-3368-5p",-16.25,1129,1147,151
"AAEL010451-RA","AAEL010451","Q16SX7","aae-miR-3368-5p",-16.11,330,349,151
"AAEL010451-RA","AAEL010451","A0A1S4FQS2","aae-miR-3368-5p",-16.11,330,349,151
"AAEL008036-RA","AAEL008036","A0A1S4FIA8","aae-miR-3368-5p",-15.67,111,130,151
"AAEL008036-RA","AAEL008036","Q16ZV8","aae-miR-3368-5p",-15.67,111,130,151
"AAEL008036-RB","AAEL008036","UPI000B788E2B","aae-miR-3368-5p",-15.67,111,130,151
"AAEL008036-RC","AAEL008036","UPI000B77B621","aae-miR-3368-5p",-15.67,111,130,151
"AAEL008036-RD","AAEL008036","UPI000B778D8D","aae-miR-3368-5p",-15.67,111,130,151
"AAEL022167-RA","AAEL022167","UPI000B7794A7","aae-miR-3368-5p",-15.12,234,254,151
"AAEL005651-RA","AAEL005651","Q179F9","aae-miR-3368-5p",-14.59,750,769,151
"AAEL005651-RB","AAEL005651","UPI000B76D82D","aae-miR-3368-5p",-14.59,750,769,151
"AAEL005651-RC","AAEL005651","UPI000B79A3BF","aae-miR-3368-5p",-14.59,712,731,151
"AAEL005651-RD","AAEL005651","UPI000B78F11E","aae-miR-3368-5p",-14.59,750,769,151
"AAEL006116-RB","AAEL006116","A0A0P6J635","aae-miR-3368-5p",-14.55,411,430,151
"AAEL006116-RB","AAEL006116","Q177J2","aae-miR-3368-5p",-14.55,411,430,151
"AAEL021432-RA","AAEL021432","Q9TX11","aae-miR-3368-5p",-14.22,273,292,151
"AAEL021432-RE","AAEL021432","Q16MZ8","aae-miR-3368-5p",-14.22,273,292,151
"AAEL021432-RE","AAEL021432","A0A1S4FV91","aae-miR-3368-5p",-14.22,273,292,151
"AAEL021432-RE","AAEL021432","J9I062","aae-miR-3368-5p",-14.22,273,292,151
"AAEL020117-RA","AAEL020117","UPI000B77E0A2","aae-miR-3368-5p",-19.98,16,35,150
"AAEL014958-RA","AAEL014958","A0A1S4G3N9","aae-miR-3368-5p",-19.11,95,114,150
"AAEL014958-RA","AAEL014958","Q16EZ4","aae-miR-3368-5p",-19.11,95,114,150
"AAEL021353-RA","AAEL021353","UPI000B7894C3","aae-miR-3368-5p",-17,952,971,150
"AAEL021353-RC","AAEL021353","Q16UV1","aae-miR-3368-5p",-17,952,971,150
"AAEL021353-RC","AAEL021353","Q16FU4","aae-miR-3368-5p",-17,952,971,150
"AAEL021353-RD","AAEL021353","A0A1S4FNI7","aae-miR-3368-5p",-17,952,971,150
"AAEL018319-RA","AAEL018319","A0A1S4G826","aae-miR-3368-5p",-16.1,43,62,150
"AAEL018319-RA","AAEL018319","Q17D85","aae-miR-3368-5p",-16.1,43,62,150
"AAEL018319-RA","AAEL018319","Q17D86","aae-miR-3368-5p",-16.1,43,62,150
"AAEL013971-RA","AAEL013971","Q16HN2","aae-miR-3368-5p",-15.45,258,277,150
"AAEL002890-RA","AAEL002890","Q17GT6","aae-miR-3368-5p",-15.32,235,254,150
"AAEL020261-RA","AAEL020261","A0A1S4G793","aae-miR-3368-5p",-14.64,199,217,150
"AAEL020261-RA","AAEL020261","A0A0P6IUH8","aae-miR-3368-5p",-14.64,199,217,150
"AAEL020261-RA","AAEL020261","A0A0P6IUQ3","aae-miR-3368-5p",-14.64,199,217,150
"AAEL020261-RA","AAEL020261","Q16MA7","aae-miR-3368-5p",-14.64,199,217,150
"AAEL020261-RA","AAEL020261","Q16VS7","aae-miR-3368-5p",-14.64,199,217,150
"AAEL029092-RA","AAEL029092","UPI001B8467DC","aae-miR-3368-5p",-14.1,44,64,150
"AAEL008842-RB","AAEL008842","UPI000B775E83","aae-miR-3368-5p",-24.53,181,200,149
"AAEL008842-RC","AAEL008842","UPI000B7753D4","aae-miR-3368-5p",-24.53,181,200,149
"AAEL008842-RD","AAEL008842","Q16XJ6","aae-miR-3368-5p",-24.53,181,200,149
"AAEL008842-RE","AAEL008842","UPI000B787C88","aae-miR-3368-5p",-24.53,181,200,149
"AAEL008842-RG","AAEL008842","UPI000B785A4B","aae-miR-3368-5p",-24.53,181,200,149
"AAEL008842-RI","AAEL008842","UPI000B76C91A","aae-miR-3368-5p",-24.53,181,200,149
"AAEL004738-RA","AAEL004738","Q17BZ1","aae-miR-3368-5p",-21,2,21,149
"AAEL003063-RB","AAEL003063","A0A1S4F3R5","aae-miR-3368-5p",-18.81,136,155,149
"AAEL003063-RE","AAEL003063","UPI000B78BE68","aae-miR-3368-5p",-18.81,842,861,149
"AAEL003063-RG","AAEL003063","Q0IG92","aae-miR-3368-5p",-18.81,842,861,149
"AAEL013384-RA","AAEL013384","Q16JC1","aae-miR-3368-5p",-18.66,669,689,149
"AAEL013384-RA","AAEL013384","A0A1S4FZ78","aae-miR-3368-5p",-18.66,669,689,149
"AAEL013384-RB","AAEL013384","UPI000B77F0F2","aae-miR-3368-5p",-18.66,669,689,149
"AAEL013995-RA","AAEL013995","Q16HK2","aae-miR-3368-5p",-18.43,1272,1291,149
"AAEL019484-RA","AAEL019484","UPI000B777B62","aae-miR-3368-5p",-17.58,319,338,149
"AAEL019484-RB","AAEL019484","Q16G86","aae-miR-3368-5p",-17.58,319,338,149
"AAEL019484-RB","AAEL019484","Q16G87","aae-miR-3368-5p",-17.58,319,338,149
"AAEL010021-RA","AAEL010021","Q16U52","aae-miR-3368-5p",-16.54,1056,1075,149
"AAEL010021-RB","AAEL010021","Q16F97","aae-miR-3368-5p",-16.54,1056,1075,149
"AAEL002386-RA","AAEL002386","Q17ID2","aae-miR-3368-5p",-15.65,49,69,149
"AAEL002386-RA","AAEL002386","A0A1S4F1M1","aae-miR-3368-5p",-15.65,49,69,149
"AAEL012071-RA","AAEL012071","Q16N58","aae-miR-3368-5p",-14.92,1621,1641,149
"AAEL012413-RA","AAEL012413","Q16M55","aae-miR-3368-5p",-14.75,603,624,149
"AAEL012413-RA","AAEL012413","A0A1S4FWI6","aae-miR-3368-5p",-14.75,603,624,149
"AAEL027790-RA","AAEL027790","UPI000B778156","aae-miR-3368-5p",-14.64,264,283,149
"AAEL027790-RG","AAEL027790","Q179R7","aae-miR-3368-5p",-14.64,264,283,149
"AAEL007823-RA","AAEL007823","Q170R5","aae-miR-3368-5p",-14.45,200,222,149
"AAEL004741-RA","AAEL004741","Q17BX1","aae-miR-3368-5p",-14.34,260,278,149
"AAEL021132-RA","AAEL021132","UPI000B78268A","aae-miR-3368-5p",-14.34,261,279,149
"AAEL022681-RA","AAEL022681","UPI000B78D955","aae-miR-3368-5p",-14.07,468,489,149
"AAEL020609-RA","AAEL020609","Q32WT4","aae-miR-3368-5p",-18.58,28,48,148
"AAEL026458-RA","AAEL026458","Q17FV4","aae-miR-3368-5p",-18.58,28,48,148
"AAEL026458-RA","AAEL026458","Q16HU5","aae-miR-3368-5p",-18.58,28,48,148
"AAEL019608-RA","AAEL019608","A0A1S4G6C1","aae-miR-3368-5p",-17.43,535,553,148
"AAEL019608-RA","AAEL019608","A0A1S4FJS5","aae-miR-3368-5p",-17.43,535,553,148
"AAEL019608-RA","AAEL019608","J9HYD8","aae-miR-3368-5p",-17.43,535,553,148
"AAEL019608-RA","AAEL019608","A0A411JKB1","aae-miR-3368-5p",-17.43,535,553,148
"AAEL019608-RA","AAEL019608","Q16YF4","aae-miR-3368-5p",-17.43,535,553,148
"AAEL002772-RA","AAEL002772","Q17H69","aae-miR-3368-5p",-15.76,70,94,148
"AAEL002772-RA","AAEL002772","A0A1S4F309","aae-miR-3368-5p",-15.76,70,94,148
"AAEL004875-RA","AAEL004875","A0A1S4F8W1","aae-miR-3368-5p",-14.91,2228,2247,148
"AAEL004875-RC","AAEL004875","Q17BQ9","aae-miR-3368-5p",-14.91,2228,2247,148
"AAEL004875-RC","AAEL004875","A0A0P6ISR2","aae-miR-3368-5p",-14.91,2228,2247,148
"AAEL014910-RA","AAEL014910","Q16F34","aae-miR-3368-5p",-14.17,165,184,148
"AAEL014910-RA","AAEL014910","Q16LN9","aae-miR-3368-5p",-14.17,165,184,148
"AAEL014910-RA","AAEL014910","Q16LP0","aae-miR-3368-5p",-14.17,165,184,148
"AAEL014910-RA","AAEL014910","A0A1S4G380","aae-miR-3368-5p",-14.17,165,184,148
"AAEL014271-RB","AAEL014271","J9HJA9","aae-miR-3368-5p",-21.28,210,230,147
"AAEL014271-RB","AAEL014271","J9EB68","aae-miR-3368-5p",-21.28,210,230,147
"AAEL014271-RI","AAEL014271","UPI000B797F1E","aae-miR-3368-5p",-21.28,210,230,147
"AAEL010971-RA","AAEL010971","A0A1S4FRT1","aae-miR-3368-5p",-20.77,519,540,147
"AAEL010971-RA","AAEL010971","Q16RF7","aae-miR-3368-5p",-20.77,519,540,147
"AAEL020499-RA","AAEL020499","UPI000B7714EC","aae-miR-3368-5p",-17.7,714,734,147
"AAEL020499-RB","AAEL020499","UPI000B76BC70","aae-miR-3368-5p",-17.7,714,734,147
"AAEL020499-RC","AAEL020499","UPI000B79495F","aae-miR-3368-5p",-17.7,714,734,147
"AAEL013052-RA","AAEL013052","Q16KA9","aae-miR-3368-5p",-17.39,97,116,147
"AAEL013052-RA","AAEL013052","Q16L08","aae-miR-3368-5p",-17.39,97,116,147
"AAEL003454-RA","AAEL003454","Q17F92","aae-miR-3368-5p",-17.09,995,1014,147
"AAEL022003-RA","AAEL022003","Q173Y0","aae-miR-3368-5p",-16.27,67,87,147
"AAEL019597-RA","AAEL019597","Q16YP6","aae-miR-3368-5p",-15.87,300,319,147
"AAEL019597-RA","AAEL019597","Q16LG8","aae-miR-3368-5p",-15.87,300,319,147
"AAEL019597-RA","AAEL019597","A0A0P6J4J0","aae-miR-3368-5p",-15.87,300,319,147
"AAEL008350-RA","AAEL008350","Q16Z21","aae-miR-3368-5p",-15.25,22,41,147
"AAEL008901-RA","AAEL008901","A0A1S4FKR4","aae-miR-3368-5p",-14.7,9,27,147
"AAEL008901-RA","AAEL008901","Q16XE8","aae-miR-3368-5p",-14.7,9,27,147
"AAEL004743-RB","AAEL004743","Q17BY0","aae-miR-3368-5p",-14.69,7,26,147
"AAEL004743-RC","AAEL004743","UPI000B78B8A6","aae-miR-3368-5p",-14.69,7,26,147
"AAEL004743-RD","AAEL004743","UPI000B7936B8","aae-miR-3368-5p",-14.69,7,26,147
"AAEL004743-RE","AAEL004743","A0A1S4F8S7","aae-miR-3368-5p",-14.69,7,26,147
"AAEL004743-RF","AAEL004743","UPI000B78406A","aae-miR-3368-5p",-14.69,7,26,147
"AAEL004743-RG","AAEL004743","UPI000B794281","aae-miR-3368-5p",-14.69,7,26,147
"AAEL004743-RM","AAEL004743","UPI000B787557","aae-miR-3368-5p",-14.69,7,26,147
"AAEL004743-RN","AAEL004743","Q17BX9","aae-miR-3368-5p",-14.69,7,26,147
"AAEL003171-RB","AAEL003171","UPI000B785161","aae-miR-3368-5p",-14.24,478,499,147
"AAEL007101-RA","AAEL007101","Q0IF23","aae-miR-3368-5p",-14,1,15,147
"AAEL007101-RA","AAEL007101","Q0IF25","aae-miR-3368-5p",-14,1,15,147
"AAEL007101-RA","AAEL007101","Q1DH39","aae-miR-3368-5p",-14,1,15,147
"AAEL007101-RA","AAEL007101","Q0IF24","aae-miR-3368-5p",-14,1,15,147
"AAEL007101-RA","AAEL007101","Q0IF26","aae-miR-3368-5p",-14,1,15,147
"AAEL007101-RA","AAEL007101","A0A1S4FFN0","aae-miR-3368-5p",-14,1,15,147
"AAEL007101-RA","AAEL007101","Q1DH40","aae-miR-3368-5p",-14,1,15,147
