"mRNA","gene_id","uniprot_id","microRNA","energy","targetStart","targetEnd","score"
"AAEL022176-RA","AAEL022176","UPI0009360F20","aae-miR-3722-5p",-21.74,139,159,164
"AAEL019813-RA","AAEL019813","Q17JL0","aae-miR-3722-5p",-19.91,536,555,162
"AAEL019813-RB","AAEL019813","UPI000B79941F","aae-miR-3722-5p",-19.91,536,555,162
"AAEL019813-RD","AAEL019813","UPI000B76D1A1","aae-miR-3722-5p",-19.91,536,555,162
"AAEL019813-RH","AAEL019813","UPI000B77BFD6","aae-miR-3722-5p",-19.91,536,555,162
"AAEL019813-RJ","AAEL019813","UPI000B7798A5","aae-miR-3722-5p",-19.91,536,555,162
"AAEL019813-RK","AAEL019813","Q17JL1","aae-miR-3722-5p",-19.91,536,555,162
"AAEL019813-RL","AAEL019813","UPI000B788977","aae-miR-3722-5p",-19.91,536,555,162
"AAEL004244-RA","AAEL004244","Q17DF3","aae-miR-3722-5p",-25.62,268,288,161
"AAEL004244-RA","AAEL004244","Q179U6","aae-miR-3722-5p",-25.62,268,288,161
"AAEL004244-RA","AAEL004244","A0A1S4F729","aae-miR-3722-5p",-25.62,268,288,161
"AAEL004244-RA","AAEL004244","Q17DF5","aae-miR-3722-5p",-25.62,268,288,161
"AAEL007814-RB","AAEL007814","UPI000B770C0F","aae-miR-3722-5p",-24.63,42,62,161
"AAEL007814-RC","AAEL007814","UPI000B78F2EA","aae-miR-3722-5p",-24.63,42,62,161
"AAEL007814-RD","AAEL007814","Q170U3","aae-miR-3722-5p",-24.63,42,62,161
"AAEL007814-RE","AAEL007814","UPI000B77161D","aae-miR-3722-5p",-24.63,42,62,161
"AAEL023228-RA","AAEL023228","UPI000B76F78F","aae-miR-3722-5p",-24.5,62,82,161
"AAEL002055-RA","AAEL002055","Q17JE9","aae-miR-3722-5p",-22.06,2425,2444,161
"AAEL023902-RA","AAEL023902","UPI000B76CE13","aae-miR-3722-5p",-22.04,934,953,161
"AAEL023902-RB","AAEL023902","UPI000B78D31E","aae-miR-3722-5p",-22.04,934,953,161
"AAEL023902-RC","AAEL023902","UPI000B773AD5","aae-miR-3722-5p",-22.04,934,953,161
"AAEL023902-RD","AAEL023902","UPI000B793E8E","aae-miR-3722-5p",-22.04,934,953,161
"AAEL023902-RG","AAEL023902","A0A1S4F1R8","aae-miR-3722-5p",-22.04,934,953,161
"AAEL023902-RG","AAEL023902","Q17IC6","aae-miR-3722-5p",-22.04,934,953,161
"AAEL023902-RI","AAEL023902","Q1KML9","aae-miR-3722-5p",-22.04,934,953,161
"AAEL023902-RL","AAEL023902","A0A346FMS2","aae-miR-3722-5p",-22.04,934,953,161
"AAEL023902-RN","AAEL023902","UPI000B796EF1","aae-miR-3722-5p",-22.04,934,953,161
"AAEL023902-RO","AAEL023902","A0A346FMS3","aae-miR-3722-5p",-22.04,934,953,161
"AAEL023902-RP","AAEL023902","A0A346FMS1","aae-miR-3722-5p",-22.04,934,953,161
"AAEL023902-RR","AAEL023902","UPI000B76D21E","aae-miR-3722-5p",-22.04,934,953,161
"AAEL000729-RB","AAEL000729","UPI000936B5A9","aae-miR-3722-5p",-19.45,3587,3607,161
"AAEL000729-RC","AAEL000729","UPI000935BB23","aae-miR-3722-5p",-19.45,3587,3607,161
"AAEL000729-RD","AAEL000729","UPI0009356956","aae-miR-3722-5p",-19.45,3587,3607,161
"AAEL000729-RE","AAEL000729","UPI000B78DFC1","aae-miR-3722-5p",-19.45,3587,3607,161
"AAEL000729-RF","AAEL000729","Q17NC1","aae-miR-3722-5p",-19.45,3587,3607,161
"AAEL000802-RB","AAEL000802","Q17N30","aae-miR-3722-5p",-18.26,43,62,161
"AAEL000802-RB","AAEL000802","A0A1S4EWW3","aae-miR-3722-5p",-18.26,43,62,161
"AAEL000802-RB","AAEL000802","A0A0P6JSK9","aae-miR-3722-5p",-18.26,43,62,161
"AAEL010462-RA","AAEL010462","Q16SX3","aae-miR-3722-5p",-16.75,883,904,161
"AAEL018189-RB","AAEL018189","A0A1S4G767","aae-miR-3722-5p",-25.68,39,60,160
"AAEL018189-RB","AAEL018189","Q16TK3","aae-miR-3722-5p",-25.68,39,60,160
"AAEL018189-RB","AAEL018189","J9HJ03","aae-miR-3722-5p",-25.68,39,60,160
"AAEL027518-RB","AAEL027518","Q0IFM4","aae-miR-3722-5p",-25.28,785,806,160
"AAEL016997-RB","AAEL016997","J9HTZ1","aae-miR-3722-5p",-20.92,210,228,160
"AAEL016997-RB","AAEL016997","J9HT08","aae-miR-3722-5p",-20.92,210,228,160
"AAEL016997-RB","AAEL016997","Q16M90","aae-miR-3722-5p",-20.92,210,228,160
"AAEL016997-RB","AAEL016997","A0A411JK98","aae-miR-3722-5p",-20.92,210,228,160
"AAEL016997-RB","AAEL016997","A0A1S4G5Y3","aae-miR-3722-5p",-20.92,210,228,160
"AAEL019710-RA","AAEL019710","Q176A2","aae-miR-3722-5p",-20.72,2194,2214,160
"AAEL019710-RA","AAEL019710","Q175Z9","aae-miR-3722-5p",-20.72,2194,2214,160
"AAEL019710-RB","AAEL019710","UPI000B78215F","aae-miR-3722-5p",-20.72,2194,2214,160
"AAEL019710-RC","AAEL019710","UPI000B77D5CC","aae-miR-3722-5p",-20.72,2194,2214,160
"AAEL017435-RA","AAEL017435","J9HTU8","aae-miR-3722-5p",-20.7,274,293,160
"AAEL017435-RA","AAEL017435","A0A1S4G607","aae-miR-3722-5p",-20.7,274,293,160
"AAEL010991-RA","AAEL010991","A0A1S4FRU9","aae-miR-3722-5p",-20.62,76,95,160
"AAEL010991-RA","AAEL010991","Q16RD8","aae-miR-3722-5p",-20.62,76,95,160
"AAEL010991-RB","AAEL010991","UPI000B7725F7","aae-miR-3722-5p",-20.62,76,95,160
"AAEL010991-RD","AAEL010991","UPI000B797671","aae-miR-3722-5p",-20.62,76,95,160
"AAEL011649-RB","AAEL011649","Q16PG6","aae-miR-3722-5p",-19.13,4,22,160
"AAEL022261-RA","AAEL022261","Q16R87","aae-miR-3722-5p",-20.93,97,117,159
"AAEL003953-RS","AAEL003953","UPI000B777033","aae-miR-3722-5p",-22.96,601,620,158
"AAEL029115-RA","AAEL029115","UPI001B84756F","aae-miR-3722-5p",-22.52,77,96,158
"AAEL008717-RB","AAEL008717","Q16XZ4","aae-miR-3722-5p",-22.15,2951,2970,158
"AAEL008184-RA","AAEL008184","Q16ZL3","aae-miR-3722-5p",-20.61,464,483,158
"AAEL007979-RB","AAEL007979","Q170B8","aae-miR-3722-5p",-19.72,22,39,158
"AAEL007979-RB","AAEL007979","A0A0N8ERX9","aae-miR-3722-5p",-19.72,22,39,158
"AAEL026381-RA","AAEL026381","UPI000B77C51E","aae-miR-3722-5p",-18.23,1107,1126,158
"AAEL026381-RE","AAEL026381","Q17HP2","aae-miR-3722-5p",-18.23,1107,1126,158
"AAEL018700-RB","AAEL018700","A0A0P6IY86","aae-miR-3722-5p",-17.97,453,472,158
"AAEL018700-RB","AAEL018700","Q17FU6","aae-miR-3722-5p",-17.97,453,472,158
"AAEL018700-RC","AAEL018700","Q17FU7","aae-miR-3722-5p",-17.97,453,472,158
"AAEL018700-RC","AAEL018700","A0A1S4G7P7","aae-miR-3722-5p",-17.97,453,472,158
"AAEL018700-RD","AAEL018700","UPI000B796951","aae-miR-3722-5p",-17.97,453,472,158
"AAEL018700-RF","AAEL018700","UPI000B77EE84","aae-miR-3722-5p",-17.97,453,472,158
"AAEL014605-RA","AAEL014605","Q174T1","aae-miR-3722-5p",-24.61,28,47,157
"AAEL014605-RA","AAEL014605","Q16FV9","aae-miR-3722-5p",-24.61,28,47,157
"AAEL014605-RA","AAEL014605","A0A1S4G2B1","aae-miR-3722-5p",-24.61,28,47,157
"AAEL019883-RA","AAEL019883","Q17FP9","aae-miR-3722-5p",-23.62,1362,1381,157
"AAEL019883-RA","AAEL019883","A0A1S4F4D2","aae-miR-3722-5p",-23.62,1362,1381,157
"AAEL019883-RB","AAEL019883","UPI000B789A73","aae-miR-3722-5p",-23.62,1916,1935,157
"AAEL019883-RD","AAEL019883","UPI000B78F47C","aae-miR-3722-5p",-23.62,1362,1381,157
"AAEL019883-RF","AAEL019883","J9EBP4","aae-miR-3722-5p",-23.62,1362,1381,157
"AAEL007409-RB","AAEL007409","A0A0P6K152","aae-miR-3722-5p",-23.61,710,730,157
"AAEL007409-RB","AAEL007409","A0A1S4FGE5","aae-miR-3722-5p",-23.61,710,730,157
"AAEL007409-RB","AAEL007409","Q172E6","aae-miR-3722-5p",-23.61,710,730,157
"AAEL001433-RB","AAEL001433","Q17L81","aae-miR-3722-5p",-23.38,1093,1113,157
"AAEL001433-RB","AAEL001433","Q17MC8","aae-miR-3722-5p",-23.38,1093,1113,157
"AAEL001433-RC","AAEL001433","UPI000B77E8F5","aae-miR-3722-5p",-23.38,1093,1113,157
"AAEL006993-RC","AAEL006993","Q173T5","aae-miR-3722-5p",-22.97,938,959,157
"AAEL006993-RC","AAEL006993","Q173T6","aae-miR-3722-5p",-22.97,938,959,157
"AAEL006993-RD","AAEL006993","UPI000B787424","aae-miR-3722-5p",-22.97,938,959,157
"AAEL006993-RE","AAEL006993","UPI000B7999BE","aae-miR-3722-5p",-22.97,938,959,157
"AAEL006993-RK","AAEL006993","UPI000B778BB0","aae-miR-3722-5p",-22.97,938,959,157
"AAEL006993-RL","AAEL006993","Q173T4","aae-miR-3722-5p",-22.97,938,959,157
"AAEL006993-RM","AAEL006993","UPI000B7935CF","aae-miR-3722-5p",-22.97,938,959,157
"AAEL006993-RN","AAEL006993","UPI000B790A7A","aae-miR-3722-5p",-22.97,4718,4739,157
"AAEL023712-RA","AAEL023712","UPI000B77A67C","aae-miR-3722-5p",-22.97,938,959,157
"AAEL023712-RB","AAEL023712","UPI000B786799","aae-miR-3722-5p",-22.97,938,959,157
"AAEL023712-RC","AAEL023712","UPI000B7752AA","aae-miR-3722-5p",-22.97,938,959,157
"AAEL023712-RD","AAEL023712","UPI000B796633","aae-miR-3722-5p",-22.97,938,959,157
"AAEL023712-RE","AAEL023712","UPI000B78B14F","aae-miR-3722-5p",-22.97,938,959,157
"AAEL010138-RA","AAEL010138","Q16TT1","aae-miR-3722-5p",-22.53,18,37,157
"AAEL010138-RA","AAEL010138","A0A1S4FPD2","aae-miR-3722-5p",-22.53,18,37,157
"AAEL009072-RA","AAEL009072","A0A1S4FL99","aae-miR-3722-5p",-20.65,708,728,157
"AAEL009072-RA","AAEL009072","Q16WX1","aae-miR-3722-5p",-20.65,708,728,157
"AAEL009072-RB","AAEL009072","UPI000B794DBE","aae-miR-3722-5p",-20.65,708,728,157
"AAEL009232-RB","AAEL009232","A0A1S4FLQ3","aae-miR-3722-5p",-20.49,1234,1254,157
"AAEL009232-RB","AAEL009232","Q16WF9","aae-miR-3722-5p",-20.49,1234,1254,157
"AAEL009232-RC","AAEL009232","UPI000B78A868","aae-miR-3722-5p",-20.49,1234,1254,157
"AAEL009232-RF","AAEL009232","UPI000B76BBAF","aae-miR-3722-5p",-20.49,1234,1254,157
"AAEL009232-RG","AAEL009232","UPI000B76D731","aae-miR-3722-5p",-20.49,1234,1254,157
"AAEL006910-RA","AAEL006910","A0A1S4FF65","aae-miR-3722-5p",-19.98,451,471,157
"AAEL006910-RA","AAEL006910","Q174F4","aae-miR-3722-5p",-19.98,451,471,157
"AAEL008497-RA","AAEL008497","Q16YL7","aae-miR-3722-5p",-19.16,279,299,157
"AAEL025245-RB","AAEL025245","UPI000B790FBB","aae-miR-3722-5p",-18.56,931,950,157
"AAEL025245-RF","AAEL025245","A0A1S4G827","aae-miR-3722-5p",-18.56,931,950,157
"AAEL025245-RF","AAEL025245","A0A0P6IUQ6","aae-miR-3722-5p",-18.56,931,950,157
"AAEL025245-RF","AAEL025245","Q17JF1","aae-miR-3722-5p",-18.56,931,950,157
"AAEL025245-RH","AAEL025245","UPI000B77D1AC","aae-miR-3722-5p",-18.56,931,950,157
"AAEL025245-RN","AAEL025245","UPI000B7745D3","aae-miR-3722-5p",-18.56,931,950,157
"AAEL000599-RA","AAEL000599","Q16S09","aae-miR-3722-5p",-18.17,1577,1597,157
"AAEL000599-RA","AAEL000599","Q17NQ3","aae-miR-3722-5p",-18.17,1577,1597,157
"AAEL000599-RA","AAEL000599","A0A1S4EWA7","aae-miR-3722-5p",-18.17,1577,1597,157
"AAEL000599-RA","AAEL000599","A0A0P6K0M7","aae-miR-3722-5p",-18.17,1577,1597,157
"AAEL008447-RA","AAEL008447","A0A1S4FJS6","aae-miR-3722-5p",-18.04,1,21,157
"AAEL000021-RA","AAEL000021","Q0C766","aae-miR-3722-5p",-17.54,420,439,157
"AAEL000021-RA","AAEL000021","Q0C767","aae-miR-3722-5p",-17.54,420,439,157
"AAEL000021-RA","AAEL000021","A0A1S4EUQ2","aae-miR-3722-5p",-17.54,420,439,157
"AAEL015255-RU","AAEL015255","UPI000B78D7F9","aae-miR-3722-5p",-16.47,58,77,157
"AAEL013959-RC","AAEL013959","UPI000B783397","aae-miR-3722-5p",-18.99,608,627,156
"AAEL013959-RD","AAEL013959","A0A1S4G6P6","aae-miR-3722-5p",-18.99,608,627,156
"AAEL013959-RE","AAEL013959","Q16HP3","aae-miR-3722-5p",-18.99,608,627,156
"AAEL001732-RB","AAEL001732","Q17KC3","aae-miR-3722-5p",-17.68,216,234,156
"AAEL026825-RA","AAEL026825","A0A1S4FQN7","aae-miR-3722-5p",-17.26,1032,1050,156
"AAEL026825-RB","AAEL026825","UPI000B76B967","aae-miR-3722-5p",-17.26,1032,1050,156
"AAEL004732-RB","AAEL004732","UPI000B784D3A","aae-miR-3722-5p",-16.49,218,236,156
"AAEL004732-RC","AAEL004732","Q17C22","aae-miR-3722-5p",-16.49,231,249,156
"AAEL004732-RC","AAEL004732","A0A1S4F8L1","aae-miR-3722-5p",-16.49,231,249,156
"AAEL004732-RD","AAEL004732","UPI000B775486","aae-miR-3722-5p",-16.49,231,249,156
"AAEL013596-RB","AAEL013596","UPI000B77ADBF","aae-miR-3722-5p",-16.22,5953,5971,156
"AAEL013596-RH","AAEL013596","UPI000B76E097","aae-miR-3722-5p",-16.22,5953,5971,156
"AAEL013596-RK","AAEL013596","Q16IP4","aae-miR-3722-5p",-16.22,5953,5971,156
"AAEL019885-RA","AAEL019885","Q172A2","aae-miR-3722-5p",-16.02,3199,3219,156
"AAEL026507-RA","AAEL026507","UPI000B782F51","aae-miR-3722-5p",-16,44,63,156
"AAEL025003-RA","AAEL025003","UPI000B78B93D","aae-miR-3722-5p",-15.01,725,743,156
"AAEL005522-RB","AAEL005522","A0A0P6J688","aae-miR-3722-5p",-25.92,1,22,155
"AAEL005522-RB","AAEL005522","Q179S2","aae-miR-3722-5p",-25.92,1,22,155
"AAEL025017-RA","AAEL025017","UPI0009368C64","aae-miR-3722-5p",-24.98,487,507,155
"AAEL025017-RB","AAEL025017","Q16N99","aae-miR-3722-5p",-24.98,487,507,155
"AAEL025017-RB","AAEL025017","Q16EE7","aae-miR-3722-5p",-24.98,487,507,155
"AAEL009593-RD","AAEL009593","Q16S20","aae-miR-3722-5p",-21.24,30,49,155
"AAEL009593-RD","AAEL009593","Q16FU5","aae-miR-3722-5p",-21.24,30,49,155
"AAEL026440-RA","AAEL026440","Q170J5","aae-miR-3722-5p",-21.02,968,988,155
"AAEL013648-RA","AAEL013648","Q16II8","aae-miR-3722-5p",-18.95,202,220,155
"AAEL000281-RA","AAEL000281","Q17PM6","aae-miR-3722-5p",-17.99,24,43,155
"AAEL027594-RB","AAEL027594","UPI000B78C85A","aae-miR-3722-5p",-17.73,21,38,155
"AAEL013877-RA","AAEL013877","UPI0000DAB8DA","aae-miR-3722-5p",-16.27,106,124,155
"AAEL020037-RA","AAEL020037","UPI000B77498E","aae-miR-3722-5p",-15.37,978,995,155
"AAEL019477-RA","AAEL019477","UPI000B791024","aae-miR-3722-5p",-31.58,1,18,154
"AAEL019477-RB","AAEL019477","Q177V5","aae-miR-3722-5p",-31.58,1,18,154
"AAEL019477-RC","AAEL019477","Q17CN7","aae-miR-3722-5p",-31.58,1,18,154
"AAEL019477-RC","AAEL019477","Q177V6","aae-miR-3722-5p",-31.58,1,18,154
"AAEL019477-RD","AAEL019477","A0A1S4FCH2","aae-miR-3722-5p",-31.58,1,18,154
"AAEL019477-RE","AAEL019477","UPI000B78F472","aae-miR-3722-5p",-31.58,1,18,154
"AAEL019477-RF","AAEL019477","UPI000B76B9D0","aae-miR-3722-5p",-31.58,1,18,154
"AAEL019477-RH","AAEL019477","UPI000B774C72","aae-miR-3722-5p",-31.58,1,18,154
"AAEL019477-RI","AAEL019477","UPI000B770055","aae-miR-3722-5p",-31.58,1,18,154
"AAEL006958-RB","AAEL006958","A0A1S4FFB1","aae-miR-3722-5p",-27.79,119,138,154
"AAEL006958-RB","AAEL006958","Q174B0","aae-miR-3722-5p",-27.79,119,138,154
"AAEL006958-RE","AAEL006958","UPI000B7797FD","aae-miR-3722-5p",-27.79,551,570,154
"AAEL008412-RA","AAEL008412","Q16YW1","aae-miR-3722-5p",-26.31,62,81,154
"AAEL012845-RA","AAEL012845","Q16KX3","aae-miR-3722-5p",-26.31,72,90,154
"AAEL023055-RA","AAEL023055","UPI000B775350","aae-miR-3722-5p",-23.84,89,108,154
"AAEL004307-RC","AAEL004307","A0A1S4F7I9","aae-miR-3722-5p",-23.23,477,498,154
"AAEL004307-RD","AAEL004307","UPI000B775E8E","aae-miR-3722-5p",-23.23,477,498,154
"AAEL004307-RE","AAEL004307","UPI000B780C52","aae-miR-3722-5p",-23.23,477,498,154
"AAEL004307-RG","AAEL004307","UPI000B7916EE","aae-miR-3722-5p",-23.23,477,498,154
"AAEL004307-RH","AAEL004307","UPI000B76E944","aae-miR-3722-5p",-23.23,477,498,154
"AAEL004307-RN","AAEL004307","UPI000B77CCE2","aae-miR-3722-5p",-23.23,477,498,154
"AAEL019882-RI","AAEL019882","UPI000B77A620","aae-miR-3722-5p",-23.13,97,116,154
"AAEL002834-RC","AAEL002834","Q17H06","aae-miR-3722-5p",-22.54,181,200,154
"AAEL002834-RC","AAEL002834","A0A1S4F321","aae-miR-3722-5p",-22.54,181,200,154
"AAEL002834-RD","AAEL002834","UPI000B795F16","aae-miR-3722-5p",-22.54,120,139,154
"AAEL009879-RA","AAEL009879","Q16UI7","aae-miR-3722-5p",-22.53,59,78,154
"AAEL009879-RA","AAEL009879","A0A1S4FP17","aae-miR-3722-5p",-22.53,59,78,154
"AAEL009879-RA","AAEL009879","J9HG68","aae-miR-3722-5p",-22.53,59,78,154
"AAEL020344-RA","AAEL020344","UPI000B77E606","aae-miR-3722-5p",-21.87,654,673,154
"AAEL020344-RB","AAEL020344","A0A0P6IV79","aae-miR-3722-5p",-21.87,654,673,154
"AAEL011870-RA","AAEL011870","Q16NS4","aae-miR-3722-5p",-20.33,728,745,154
"AAEL011870-RC","AAEL011870","UPI000B76F93D","aae-miR-3722-5p",-20.33,728,745,154
"AAEL002642-RA","AAEL002642","A0A1S4F2C3","aae-miR-3722-5p",-19.5,1116,1135,154
"AAEL002642-RA","AAEL002642","Q17HK6","aae-miR-3722-5p",-19.5,1116,1135,154
"AAEL002642-RB","AAEL002642","A0A1S4F2B8","aae-miR-3722-5p",-19.5,1116,1135,154
"AAEL002642-RB","AAEL002642","Q17HK1","aae-miR-3722-5p",-19.5,1116,1135,154
"AAEL021865-RA","AAEL021865","Q16IR5","aae-miR-3722-5p",-18.11,5,24,154
"AAEL021865-RA","AAEL021865","Q16L58","aae-miR-3722-5p",-18.11,5,24,154
"AAEL000053-RA","AAEL000053","Q0C7A8","aae-miR-3722-5p",-18.1,338,357,154
"AAEL018306-RA","AAEL018306","A0A1S4G7M1","aae-miR-3722-5p",-16.78,250,269,154
"AAEL018306-RAA","AAEL018306","UPI000B78E1B8","aae-miR-3722-5p",-16.78,250,269,154
"AAEL018306-RAB","AAEL018306","UPI000B782918","aae-miR-3722-5p",-16.78,250,269,154
"AAEL018306-RAC","AAEL018306","UPI000B774DBE","aae-miR-3722-5p",-16.78,250,269,154
"AAEL018306-RAD","AAEL018306","UPI000B781637","aae-miR-3722-5p",-16.78,250,269,154
"AAEL018306-RAE","AAEL018306","UPI000B795ADC","aae-miR-3722-5p",-16.78,250,269,154
"AAEL018306-RAF","AAEL018306","UPI000B7803A0","aae-miR-3722-5p",-16.78,250,269,154
"AAEL018306-RAG","AAEL018306","UPI000B785693","aae-miR-3722-5p",-16.78,250,269,154
"AAEL018306-RAH","AAEL018306","UPI000B76FA6F","aae-miR-3722-5p",-16.78,250,269,154
"AAEL018306-RAI","AAEL018306","UPI000B78E8EA","aae-miR-3722-5p",-16.78,250,269,154
"AAEL018306-RAJ","AAEL018306","UPI000B782C81","aae-miR-3722-5p",-16.78,250,269,154
"AAEL018306-RAK","AAEL018306","Q0IFZ3","aae-miR-3722-5p",-16.78,250,269,154
"AAEL018306-RAL","AAEL018306","UPI000B779B53","aae-miR-3722-5p",-16.78,250,269,154
"AAEL018306-RAM","AAEL018306","UPI000B782BAF","aae-miR-3722-5p",-16.78,250,269,154
"AAEL018306-RAN","AAEL018306","UPI000B76CC35","aae-miR-3722-5p",-16.78,250,269,154
"AAEL018306-RAO","AAEL018306","UPI000B7978F8","aae-miR-3722-5p",-16.78,250,269,154
"AAEL018306-RAP","AAEL018306","UPI000B79226F","aae-miR-3722-5p",-16.78,250,269,154
"AAEL018306-RAQ","AAEL018306","UPI000B778F34","aae-miR-3722-5p",-16.78,250,269,154
"AAEL018306-RAR","AAEL018306","UPI000B779691","aae-miR-3722-5p",-16.78,250,269,154
"AAEL018306-RAS","AAEL018306","UPI000B77B76D","aae-miR-3722-5p",-16.78,250,269,154
"AAEL018306-RAT","AAEL018306","UPI000B799A56","aae-miR-3722-5p",-16.78,250,269,154
"AAEL018306-RAU","AAEL018306","UPI000B76F955","aae-miR-3722-5p",-16.78,250,269,154
"AAEL018306-RAV","AAEL018306","UPI000B770342","aae-miR-3722-5p",-16.78,250,269,154
"AAEL018306-RAW","AAEL018306","UPI000B7815BB","aae-miR-3722-5p",-16.78,250,269,154
"AAEL018306-RAX","AAEL018306","UPI000B770072","aae-miR-3722-5p",-16.78,250,269,154
"AAEL018306-RB","AAEL018306","UPI000B77AAF2","aae-miR-3722-5p",-16.78,250,269,154
"AAEL018306-RF","AAEL018306","UPI000B7844E7","aae-miR-3722-5p",-16.78,250,269,154
"AAEL018306-RG","AAEL018306","UPI000B773840","aae-miR-3722-5p",-16.78,250,269,154
"AAEL018306-RH","AAEL018306","UPI000B7774F1","aae-miR-3722-5p",-16.78,250,269,154
"AAEL018306-RI","AAEL018306","UPI000B76D0CD","aae-miR-3722-5p",-16.78,250,269,154
"AAEL018306-RJ","AAEL018306","UPI000B778182","aae-miR-3722-5p",-16.78,250,269,154
"AAEL018306-RK","AAEL018306","UPI000B773DAF","aae-miR-3722-5p",-16.78,250,269,154
"AAEL018306-RL","AAEL018306","UPI000B7746B5","aae-miR-3722-5p",-16.78,250,269,154
"AAEL018306-RM","AAEL018306","UPI000B76C719","aae-miR-3722-5p",-16.78,250,269,154
"AAEL018306-RN","AAEL018306","UPI000B776846","aae-miR-3722-5p",-16.78,250,269,154
"AAEL018306-RO","AAEL018306","UPI000B79854D","aae-miR-3722-5p",-16.78,250,269,154
"AAEL018306-RP","AAEL018306","UPI000B78BD64","aae-miR-3722-5p",-16.78,250,269,154
"AAEL018306-RQ","AAEL018306","UPI000B786F88","aae-miR-3722-5p",-16.78,250,269,154
"AAEL018306-RR","AAEL018306","UPI000B77A539","aae-miR-3722-5p",-16.78,250,269,154
"AAEL018306-RS","AAEL018306","UPI000B78FC5C","aae-miR-3722-5p",-16.78,250,269,154
"AAEL018306-RT","AAEL018306","UPI000B7852E0","aae-miR-3722-5p",-16.78,250,269,154
"AAEL018306-RU","AAEL018306","UPI000B78785D","aae-miR-3722-5p",-16.78,250,269,154
"AAEL018306-RV","AAEL018306","UPI000B76E83C","aae-miR-3722-5p",-16.78,250,269,154
"AAEL018306-RW","AAEL018306","UPI000B7914B8","aae-miR-3722-5p",-16.78,250,269,154
"AAEL018306-RX","AAEL018306","UPI000B779BE2","aae-miR-3722-5p",-16.78,250,269,154
"AAEL018306-RY","AAEL018306","UPI000B795ECD","aae-miR-3722-5p",-16.78,250,269,154
"AAEL018306-RZ","AAEL018306","UPI000B78DD98","aae-miR-3722-5p",-16.78,250,269,154
"AAEL009381-RB","AAEL009381","UPI000B77A681","aae-miR-3722-5p",-15.91,920,939,154
"AAEL009381-RF","AAEL009381","A0A1S4FM62","aae-miR-3722-5p",-15.91,920,939,154
