"mRNA","gene_id","uniprot_id","microRNA","energy","targetStart","targetEnd","score"
"AAEL004875-RA","AAEL004875","A0A1S4F8W1","aae-miR-276-3p",-16.34,2962,2981,152
"AAEL004875-RC","AAEL004875","Q17BQ9","aae-miR-276-3p",-16.34,2962,2981,152
"AAEL004875-RC","AAEL004875","A0A0P6ISR2","aae-miR-276-3p",-16.34,2962,2981,152
"AAEL001520-RA","AAEL001520","Q17L07","aae-miR-276-3p",-15.74,1416,1436,152
"AAEL001520-RA","AAEL001520","A0A1S4EYZ8","aae-miR-276-3p",-15.74,1416,1436,152
"AAEL007114-RA","AAEL007114","Q173L3","aae-miR-276-3p",-15.64,208,228,152
"AAEL007114-RA","AAEL007114","J9HSR5","aae-miR-276-3p",-15.64,208,228,152
"AAEL007114-RB","AAEL007114","A0A1S4FFP6","aae-miR-276-3p",-15.64,208,228,152
"AAEL004244-RA","AAEL004244","Q17DF3","aae-miR-276-3p",-15.55,416,437,152
"AAEL004244-RA","AAEL004244","Q179U6","aae-miR-276-3p",-15.55,416,437,152
"AAEL004244-RA","AAEL004244","A0A1S4F729","aae-miR-276-3p",-15.55,416,437,152
"AAEL004244-RA","AAEL004244","Q17DF5","aae-miR-276-3p",-15.55,416,437,152
"AAEL007410-RA","AAEL007410","Q172E4","aae-miR-276-3p",-15.41,1147,1167,152
"AAEL007410-RB","AAEL007410","UPI000B794AA1","aae-miR-276-3p",-15.41,1147,1167,152
"AAEL021792-RA","AAEL021792","UPI000B7708EC","aae-miR-276-3p",-14.38,304,322,152
"AAEL025353-RA","AAEL025353","Q172J7","aae-miR-276-3p",-14.05,358,377,152
"AAEL025353-RA","AAEL025353","Q16KH2","aae-miR-276-3p",-14.05,358,377,152
"AAEL025353-RB","AAEL025353","UPI000B76FFF0","aae-miR-276-3p",-14.05,358,377,152
"AAEL022413-RA","AAEL022413","Q175B9","aae-miR-276-3p",-22.58,742,763,151
"AAEL005281-RB","AAEL005281","UPI000B7995A9","aae-miR-276-3p",-21.57,1,19,151
"AAEL003506-RA","AAEL003506","A0A1S4F4V4","aae-miR-276-3p",-19.91,454,474,151
"AAEL003506-RA","AAEL003506","Q17F71","aae-miR-276-3p",-19.91,454,474,151
"AAEL000604-RC","AAEL000604","Q17NS7","aae-miR-276-3p",-17.65,183,203,151
"AAEL010078-RB","AAEL010078","A0A1S4FP74","aae-miR-276-3p",-17.22,908,930,151
"AAEL010078-RB","AAEL010078","Q16TX8","aae-miR-276-3p",-17.22,908,930,151
"AAEL010078-RB","AAEL010078","A0A0P6IV13","aae-miR-276-3p",-17.22,908,930,151
"AAEL007260-RB","AAEL007260","UPI000B7927E2","aae-miR-276-3p",-16.97,359,379,151
"AAEL007260-RC","AAEL007260","Q172W2","aae-miR-276-3p",-16.97,359,379,151
"AAEL007260-RC","AAEL007260","A0A1S4FG75","aae-miR-276-3p",-16.97,359,379,151
"AAEL024914-RA","AAEL024914","A0A0P6IYS1","aae-miR-276-3p",-16.79,548,568,151
"AAEL024914-RA","AAEL024914","Q16K11","aae-miR-276-3p",-16.79,548,568,151
"AAEL024914-RA","AAEL024914","Q16K12","aae-miR-276-3p",-16.79,548,568,151
"AAEL024914-RA","AAEL024914","Q16MV3","aae-miR-276-3p",-16.79,548,568,151
"AAEL024914-RA","AAEL024914","Q16K13","aae-miR-276-3p",-16.79,548,568,151
"AAEL006012-RB","AAEL006012","UPI000B777612","aae-miR-276-3p",-15.95,2691,2712,151
"AAEL006012-RC","AAEL006012","Q177W1","aae-miR-276-3p",-15.95,2691,2712,151
"AAEL006012-RE","AAEL006012","A0A0P6J4V7","aae-miR-276-3p",-15.95,2691,2712,151
"AAEL006012-RF","AAEL006012","Q17F47","aae-miR-276-3p",-15.95,2691,2712,151
"AAEL012178-RA","AAEL012178","A0A1S4FVV5","aae-miR-276-3p",-15.66,2570,2591,151
"AAEL012178-RB","AAEL012178","UPI000B77BDA9","aae-miR-276-3p",-15.66,2570,2591,151
"AAEL012178-RD","AAEL012178","Q16MV8","aae-miR-276-3p",-15.66,2570,2591,151
"AAEL012178-RE","AAEL012178","UPI000B78F887","aae-miR-276-3p",-15.66,2570,2591,151
"AAEL014363-RA","AAEL014363","A0A1S4G234","aae-miR-276-3p",-14.27,935,954,151
"AAEL014363-RA","AAEL014363","Q16GI9","aae-miR-276-3p",-14.27,935,954,151
"AAEL014363-RB","AAEL014363","UPI000B78FB76","aae-miR-276-3p",-14.27,935,954,151
"AAEL024199-RA","AAEL024199","UPI000B77BF1C","aae-miR-276-3p",-22.76,461,482,150
"AAEL022930-RA","AAEL022930","UPI000B77584D","aae-miR-276-3p",-21.7,584,608,150
"AAEL022930-RB","AAEL022930","Q16G02","aae-miR-276-3p",-21.7,584,608,150
"AAEL022930-RB","AAEL022930","Q16V42","aae-miR-276-3p",-21.7,584,608,150
"AAEL026160-RA","AAEL026160","A0A1S4F276","aae-miR-276-3p",-21.25,426,446,150
"AAEL026160-RB","AAEL026160","Q17HQ5","aae-miR-276-3p",-21.25,426,446,150
"AAEL025245-RA","AAEL025245","A0A1S4G827","aae-miR-276-3p",-20.43,149,172,150
"AAEL025245-RA","AAEL025245","A0A0P6IVH6","aae-miR-276-3p",-20.43,149,172,150
"AAEL025245-RA","AAEL025245","Q17JF0","aae-miR-276-3p",-20.43,149,172,150
"AAEL015016-RB","AAEL015016","Q16EU3","aae-miR-276-3p",-19.61,674,695,150
"AAEL015016-RC","AAEL015016","Q16LL6","aae-miR-276-3p",-19.61,648,669,150
"AAEL019481-RC","AAEL019481","Q16II4","aae-miR-276-3p",-18.21,6655,6676,150
"AAEL019481-RC","AAEL019481","A0A0P6IVL3","aae-miR-276-3p",-18.21,6655,6676,150
"AAEL019481-RE","AAEL019481","Q16II5","aae-miR-276-3p",-18.21,6655,6676,150
"AAEL009515-RB","AAEL009515","UPI000B77BA20","aae-miR-276-3p",-17.03,385,404,150
"AAEL009515-RE","AAEL009515","A0A1S4FMJ3","aae-miR-276-3p",-17.03,385,404,150
"AAEL009515-RE","AAEL009515","A0A0P6IWH8","aae-miR-276-3p",-17.03,385,404,150
"AAEL009515-RE","AAEL009515","Q16VM1","aae-miR-276-3p",-17.03,385,404,150
"AAEL001583-RB","AAEL001583","Q17KT7","aae-miR-276-3p",-16.75,465,485,150
"AAEL001583-RC","AAEL001583","A0A1S4EZ68","aae-miR-276-3p",-16.75,465,485,150
"AAEL001583-RD","AAEL001583","UPI000B777A54","aae-miR-276-3p",-16.75,465,485,150
"AAEL001583-RE","AAEL001583","UPI000B774979","aae-miR-276-3p",-16.75,465,485,150
"AAEL001583-RF","AAEL001583","UPI000B77CB83","aae-miR-276-3p",-16.75,465,485,150
"AAEL027984-RB","AAEL027984","UPI000B77823B","aae-miR-276-3p",-16.38,495,515,150
"AAEL019444-RA","AAEL019444","UPI000B77F4D6","aae-miR-276-3p",-16.09,37,59,150
"AAEL019444-RB","AAEL019444","Q16M53","aae-miR-276-3p",-16.09,37,59,150
"AAEL019444-RC","AAEL019444","UPI000B782065","aae-miR-276-3p",-16.09,37,59,150
"AAEL019444-RD","AAEL019444","Q16M54","aae-miR-276-3p",-16.09,37,59,150
"AAEL019444-RE","AAEL019444","UPI000B789C7F","aae-miR-276-3p",-16.09,37,59,150
"AAEL002690-RB","AAEL002690","Q17HG6","aae-miR-276-3p",-16.08,288,308,150
"AAEL002690-RB","AAEL002690","A0A1S4F2H1","aae-miR-276-3p",-16.08,288,308,150
"AAEL027772-RA","AAEL027772","Q17HX5","aae-miR-276-3p",-15.74,1,13,150
"AAEL027772-RA","AAEL027772","Q179G1","aae-miR-276-3p",-15.74,1,13,150
"AAEL027772-RA","AAEL027772","A0A0N8ERY1","aae-miR-276-3p",-15.74,1,13,150
"AAEL027772-RA","AAEL027772","A0A1S4G7G6","aae-miR-276-3p",-15.74,1,13,150
"AAEL027772-RA","AAEL027772","Q17HX4","aae-miR-276-3p",-15.74,1,13,150
"AAEL003726-RA","AAEL003726","A0A1S4F5J5","aae-miR-276-3p",-15.64,1041,1063,150
"AAEL024195-RA","AAEL024195","UPI000B7887DB","aae-miR-276-3p",-15.49,320,340,150
"AAEL024195-RB","AAEL024195","UPI000B7948CD","aae-miR-276-3p",-15.49,320,340,150
"AAEL024195-RE","AAEL024195","Q16H34","aae-miR-276-3p",-15.49,320,340,150
"AAEL024195-RE","AAEL024195","Q0IFI9","aae-miR-276-3p",-15.49,320,340,150
"AAEL024195-RF","AAEL024195","UPI000B77F61A","aae-miR-276-3p",-15.49,320,340,150
"AAEL024195-RG","AAEL024195","A0A1S4F8S3","aae-miR-276-3p",-15.49,320,340,150
"AAEL000824-RC","AAEL000824","Q17N05","aae-miR-276-3p",-14.78,15,35,150
"AAEL000824-RD","AAEL000824","UPI000B7802CD","aae-miR-276-3p",-14.78,15,35,150
"AAEL000824-RE","AAEL000824","Q17N04","aae-miR-276-3p",-14.78,15,35,150
"AAEL000824-RG","AAEL000824","UPI000B7784A2","aae-miR-276-3p",-14.78,15,35,150
"AAEL007069-RA","AAEL007069","A0A1S4FFK1","aae-miR-276-3p",-14.57,203,223,150
"AAEL007069-RB","AAEL007069","Q16E88","aae-miR-276-3p",-14.57,203,223,150
"AAEL007069-RB","AAEL007069","Q173R4","aae-miR-276-3p",-14.57,203,223,150
"AAEL000275-RB","AAEL000275","UPI000B773D48","aae-miR-276-3p",-23.01,851,870,149
"AAEL000275-RC","AAEL000275","Q17PP4","aae-miR-276-3p",-23.01,851,870,149
"AAEL010479-RB","AAEL010479","UPI000B779FFF","aae-miR-276-3p",-22.83,9,29,149
"AAEL010479-RE","AAEL010479","Q16SU5","aae-miR-276-3p",-22.83,9,29,149
"AAEL013966-RA","AAEL013966","Q16HN4","aae-miR-276-3p",-19.87,345,365,149
"AAEL022530-RA","AAEL022530","UPI000B79847A","aae-miR-276-3p",-19.25,521,541,149
"AAEL014032-RD","AAEL014032","Q16HG6","aae-miR-276-3p",-16.45,2149,2168,149
"AAEL014032-RE","AAEL014032","UPI000B784F1C","aae-miR-276-3p",-16.45,2149,2168,149
"AAEL006081-RB","AAEL006081","Q177M9","aae-miR-276-3p",-16.26,18,37,149
"AAEL021592-RB","AAEL021592","A0A0P6JS90","aae-miR-276-3p",-16.26,18,37,149
"AAEL021592-RB","AAEL021592","A0A1S4FCG9","aae-miR-276-3p",-16.26,18,37,149
"AAEL021592-RD","AAEL021592","UPI000B798D13","aae-miR-276-3p",-16.26,18,37,149
"AAEL014447-RB","AAEL014447","Q16GA5","aae-miR-276-3p",-16.14,91,110,149
"AAEL014447-RB","AAEL014447","Q171A1","aae-miR-276-3p",-16.14,91,110,149
"AAEL026095-RA","AAEL026095","Q17GC4","aae-miR-276-3p",-15.6,200,224,149
"AAEL021251-RA","AAEL021251","UPI000B77EA30","aae-miR-276-3p",-15.24,172,191,149
"AAEL007187-RB","AAEL007187","Q173E4","aae-miR-276-3p",-15.12,541,564,149
"AAEL007187-RC","AAEL007187","UPI000B76EDD0","aae-miR-276-3p",-15.12,541,564,149
"AAEL011287-RB","AAEL011287","A0A0P6ISX9","aae-miR-276-3p",-14.93,776,796,149
"AAEL018306-RA","AAEL018306","A0A1S4G7M1","aae-miR-276-3p",-14.67,606,626,149
"AAEL018306-RAA","AAEL018306","UPI000B78E1B8","aae-miR-276-3p",-14.67,606,626,149
"AAEL018306-RAB","AAEL018306","UPI000B782918","aae-miR-276-3p",-14.67,606,626,149
"AAEL018306-RAC","AAEL018306","UPI000B774DBE","aae-miR-276-3p",-14.67,606,626,149
"AAEL018306-RAD","AAEL018306","UPI000B781637","aae-miR-276-3p",-14.67,606,626,149
"AAEL018306-RAE","AAEL018306","UPI000B795ADC","aae-miR-276-3p",-14.67,606,626,149
"AAEL018306-RAF","AAEL018306","UPI000B7803A0","aae-miR-276-3p",-14.67,606,626,149
"AAEL018306-RAG","AAEL018306","UPI000B785693","aae-miR-276-3p",-14.67,606,626,149
"AAEL018306-RAH","AAEL018306","UPI000B76FA6F","aae-miR-276-3p",-14.67,606,626,149
"AAEL018306-RAI","AAEL018306","UPI000B78E8EA","aae-miR-276-3p",-14.67,606,626,149
"AAEL018306-RAJ","AAEL018306","UPI000B782C81","aae-miR-276-3p",-14.67,606,626,149
"AAEL018306-RAK","AAEL018306","Q0IFZ3","aae-miR-276-3p",-14.67,606,626,149
"AAEL018306-RAL","AAEL018306","UPI000B779B53","aae-miR-276-3p",-14.67,606,626,149
"AAEL018306-RAM","AAEL018306","UPI000B782BAF","aae-miR-276-3p",-14.67,606,626,149
"AAEL018306-RAN","AAEL018306","UPI000B76CC35","aae-miR-276-3p",-14.67,606,626,149
"AAEL018306-RAO","AAEL018306","UPI000B7978F8","aae-miR-276-3p",-14.67,606,626,149
"AAEL018306-RAP","AAEL018306","UPI000B79226F","aae-miR-276-3p",-14.67,606,626,149
"AAEL018306-RAQ","AAEL018306","UPI000B778F34","aae-miR-276-3p",-14.67,606,626,149
"AAEL018306-RAR","AAEL018306","UPI000B779691","aae-miR-276-3p",-14.67,606,626,149
"AAEL018306-RAS","AAEL018306","UPI000B77B76D","aae-miR-276-3p",-14.67,606,626,149
"AAEL018306-RAT","AAEL018306","UPI000B799A56","aae-miR-276-3p",-14.67,606,626,149
"AAEL018306-RAU","AAEL018306","UPI000B76F955","aae-miR-276-3p",-14.67,606,626,149
"AAEL018306-RAV","AAEL018306","UPI000B770342","aae-miR-276-3p",-14.67,606,626,149
"AAEL018306-RAW","AAEL018306","UPI000B7815BB","aae-miR-276-3p",-14.67,606,626,149
"AAEL018306-RAX","AAEL018306","UPI000B770072","aae-miR-276-3p",-14.67,606,626,149
"AAEL018306-RB","AAEL018306","UPI000B77AAF2","aae-miR-276-3p",-14.67,606,626,149
"AAEL018306-RF","AAEL018306","UPI000B7844E7","aae-miR-276-3p",-14.67,606,626,149
"AAEL018306-RG","AAEL018306","UPI000B773840","aae-miR-276-3p",-14.67,606,626,149
"AAEL018306-RH","AAEL018306","UPI000B7774F1","aae-miR-276-3p",-14.67,606,626,149
"AAEL018306-RI","AAEL018306","UPI000B76D0CD","aae-miR-276-3p",-14.67,606,626,149
"AAEL018306-RJ","AAEL018306","UPI000B778182","aae-miR-276-3p",-14.67,606,626,149
"AAEL018306-RK","AAEL018306","UPI000B773DAF","aae-miR-276-3p",-14.67,606,626,149
"AAEL018306-RL","AAEL018306","UPI000B7746B5","aae-miR-276-3p",-14.67,606,626,149
"AAEL018306-RM","AAEL018306","UPI000B76C719","aae-miR-276-3p",-14.67,606,626,149
"AAEL018306-RN","AAEL018306","UPI000B776846","aae-miR-276-3p",-14.67,606,626,149
"AAEL018306-RO","AAEL018306","UPI000B79854D","aae-miR-276-3p",-14.67,606,626,149
"AAEL018306-RP","AAEL018306","UPI000B78BD64","aae-miR-276-3p",-14.67,606,626,149
"AAEL018306-RQ","AAEL018306","UPI000B786F88","aae-miR-276-3p",-14.67,606,626,149
"AAEL018306-RR","AAEL018306","UPI000B77A539","aae-miR-276-3p",-14.67,606,626,149
"AAEL018306-RS","AAEL018306","UPI000B78FC5C","aae-miR-276-3p",-14.67,606,626,149
"AAEL018306-RT","AAEL018306","UPI000B7852E0","aae-miR-276-3p",-14.67,606,626,149
"AAEL018306-RU","AAEL018306","UPI000B78785D","aae-miR-276-3p",-14.67,606,626,149
"AAEL018306-RV","AAEL018306","UPI000B76E83C","aae-miR-276-3p",-14.67,606,626,149
"AAEL018306-RW","AAEL018306","UPI000B7914B8","aae-miR-276-3p",-14.67,606,626,149
"AAEL018306-RX","AAEL018306","UPI000B779BE2","aae-miR-276-3p",-14.67,606,626,149
"AAEL018306-RY","AAEL018306","UPI000B795ECD","aae-miR-276-3p",-14.67,606,626,149
"AAEL018306-RZ","AAEL018306","UPI000B78DD98","aae-miR-276-3p",-14.67,606,626,149
"AAEL000471-RA","AAEL000471","A0A1S4EVY2","aae-miR-276-3p",-20.94,550,569,148
"AAEL000471-RA","AAEL000471","Q17P95","aae-miR-276-3p",-20.94,550,569,148
"AAEL002131-RA","AAEL002131","Q17J70","aae-miR-276-3p",-20.85,164,182,148
"AAEL023518-RA","AAEL023518","Q16YF2","aae-miR-276-3p",-20.54,47,66,148
"AAEL023518-RA","AAEL023518","A0A1S4FJU9","aae-miR-276-3p",-20.54,47,66,148
"AAEL013445-RB","AAEL013445","UPI000B76FA97","aae-miR-276-3p",-20.32,1956,1977,148
"AAEL013445-RC","AAEL013445","Q16J56","aae-miR-276-3p",-20.32,1956,1977,148
"AAEL013445-RD","AAEL013445","Q16ER3","aae-miR-276-3p",-20.32,1956,1977,148
"AAEL013445-RD","AAEL013445","Q17LT8","aae-miR-276-3p",-20.32,1956,1977,148
"AAEL013445-RD","AAEL013445","A0A1S4EYA9","aae-miR-276-3p",-20.32,1956,1977,148
"AAEL013445-RE","AAEL013445","UPI000B798F12","aae-miR-276-3p",-20.32,1956,1977,148
"AAEL013445-RF","AAEL013445","UPI000B776D4D","aae-miR-276-3p",-20.32,1956,1977,148
"AAEL001776-RB","AAEL001776","UPI000B775F28","aae-miR-276-3p",-18.53,310,333,148
"AAEL001776-RC","AAEL001776","UPI000B773BC4","aae-miR-276-3p",-18.53,310,333,148
"AAEL001776-RD","AAEL001776","UPI0009363861","aae-miR-276-3p",-18.53,310,333,148
"AAEL001776-RE","AAEL001776","Q17K68","aae-miR-276-3p",-18.53,310,333,148
"AAEL001776-RF","AAEL001776","Q17K67","aae-miR-276-3p",-18.53,310,333,148
"AAEL004715-RA","AAEL004715","Q17C29","aae-miR-276-3p",-18.33,9311,9328,148
"AAEL006193-RB","AAEL006193","UPI0000DA9BD5","aae-miR-276-3p",-16.17,23,43,148
"AAEL017043-RA","AAEL017043","J9HYG1","aae-miR-276-3p",-15.3,165,184,148
"AAEL017280-RB","AAEL017280","UPI000B77D9E5","aae-miR-276-3p",-14.92,3829,3852,148
"AAEL017280-RC","AAEL017280","UPI000B785221","aae-miR-276-3p",-14.92,3829,3852,148
"AAEL017280-RD","AAEL017280","UPI000B78B1CA","aae-miR-276-3p",-14.92,3829,3852,148
"AAEL017280-RE","AAEL017280","UPI000B779948","aae-miR-276-3p",-14.92,3829,3852,148
"AAEL017280-RF","AAEL017280","J9HFS6","aae-miR-276-3p",-14.92,3829,3852,148
"AAEL017280-RH","AAEL017280","UPI000B76F686","aae-miR-276-3p",-14.92,3829,3852,148
