"mRNA","gene_id","uniprot_id","microRNA","energy","targetStart","targetEnd","score"
"AAEL000036-RA","AAEL000036","A0A1S4EUR9","aae-miR-5119-5p",-17.31,79,96,159
"AAEL001832-RA","AAEL001832","A0A1S4EZX0","aae-miR-5119-5p",-24.52,259,277,158
"AAEL001832-RA","AAEL001832","Q17K20","aae-miR-5119-5p",-24.52,259,277,158
"AAEL001437-RB","AAEL001437","UPI000B771ADF","aae-miR-5119-5p",-22.15,1816,1835,158
"AAEL001437-RC","AAEL001437","UPI000B795A59","aae-miR-5119-5p",-22.15,1816,1835,158
"AAEL001437-RE","AAEL001437","UPI000B78940C","aae-miR-5119-5p",-22.15,1816,1835,158
"AAEL001437-RF","AAEL001437","Q17LA6","aae-miR-5119-5p",-22.15,1816,1835,158
"AAEL006912-RC","AAEL006912","Q174F7","aae-miR-5119-5p",-20.23,172,191,158
"AAEL003875-RB","AAEL003875","UPI000B788DD6","aae-miR-5119-5p",-24.27,1022,1040,157
"AAEL003875-RC","AAEL003875","UPI000B796407","aae-miR-5119-5p",-24.27,1022,1040,157
"AAEL003875-RD","AAEL003875","Q17E80","aae-miR-5119-5p",-24.27,1022,1040,157
"AAEL003875-RD","AAEL003875","A0A1S4F5Z6","aae-miR-5119-5p",-24.27,1022,1040,157
"AAEL003875-RE","AAEL003875","UPI000B780601","aae-miR-5119-5p",-24.27,1022,1040,157
"AAEL009024-RB","AAEL009024","UPI000B7756FE","aae-miR-5119-5p",-15.67,661,678,157
"AAEL009024-RS","AAEL009024","UPI000B76CAE3","aae-miR-5119-5p",-15.67,661,678,157
"AAEL009024-RX","AAEL009024","Q16X05","aae-miR-5119-5p",-15.67,317,334,157
"AAEL009024-RX","AAEL009024","A0A411JKH4","aae-miR-5119-5p",-15.67,317,334,157
"AAEL002913-RB","AAEL002913","A0A1S4F361","aae-miR-5119-5p",-31.51,98,115,156
"AAEL002913-RB","AAEL002913","Q17GS0","aae-miR-5119-5p",-31.51,98,115,156
"AAEL000951-RA","AAEL000951","Q6Q9G8","aae-miR-5119-5p",-22.99,1,13,156
"AAEL000951-RA","AAEL000951","Q17MM4","aae-miR-5119-5p",-22.99,1,13,156
"AAEL000951-RA","AAEL000951","Q17MM5","aae-miR-5119-5p",-22.99,1,13,156
"AAEL019444-RA","AAEL019444","UPI000B77F4D6","aae-miR-5119-5p",-20.08,1392,1409,156
"AAEL019444-RB","AAEL019444","Q16M53","aae-miR-5119-5p",-20.08,1392,1409,156
"AAEL019444-RC","AAEL019444","UPI000B782065","aae-miR-5119-5p",-20.08,1392,1409,156
"AAEL019444-RD","AAEL019444","Q16M54","aae-miR-5119-5p",-20.08,1392,1409,156
"AAEL019444-RE","AAEL019444","UPI000B789C7F","aae-miR-5119-5p",-20.08,1392,1409,156
"AAEL023676-RA","AAEL023676","UPI000B785276","aae-miR-5119-5p",-18.62,5861,5878,156
"AAEL023676-RB","AAEL023676","A0A0P6JS44","aae-miR-5119-5p",-18.62,5861,5878,156
"AAEL023676-RB","AAEL023676","Q16HG9","aae-miR-5119-5p",-18.62,5861,5878,156
"AAEL019610-RA","AAEL019610","Q16QW7","aae-miR-5119-5p",-16.95,289,306,156
"AAEL019610-RA","AAEL019610","Q16QW6","aae-miR-5119-5p",-16.95,289,306,156
"AAEL006432-RB","AAEL006432","A0A0P6IYT0","aae-miR-5119-5p",-16.46,283,300,156
"AAEL006432-RB","AAEL006432","Q176C5","aae-miR-5119-5p",-16.46,283,300,156
"AAEL006432-RC","AAEL006432","UPI000B791C47","aae-miR-5119-5p",-16.46,283,300,156
"AAEL020511-RA","AAEL020511","UPI000B7821EE","aae-miR-5119-5p",-19.72,281,298,155
"AAEL003527-RA","AAEL003527","A0A1S4F4W1","aae-miR-5119-5p",-18.75,905,922,155
"AAEL006776-RA","AAEL006776","A0A1S4FEJ4","aae-miR-5119-5p",-17.84,576,594,155
"AAEL006776-RD","AAEL006776","Q174W5","aae-miR-5119-5p",-17.84,576,594,155
"AAEL006776-RF","AAEL006776","UPI000B77FD21","aae-miR-5119-5p",-17.84,576,594,155
"AAEL006776-RG","AAEL006776","Q174W4","aae-miR-5119-5p",-17.84,576,594,155
"AAEL006776-RH","AAEL006776","UPI000B76CC58","aae-miR-5119-5p",-17.84,576,594,155
"AAEL006776-RJ","AAEL006776","A0A1S4FEJ9","aae-miR-5119-5p",-17.84,576,594,155
"AAEL006776-RK","AAEL006776","UPI000B7942FB","aae-miR-5119-5p",-17.84,576,594,155
"AAEL006776-RL","AAEL006776","UPI000B771D8A","aae-miR-5119-5p",-17.84,576,594,155
"AAEL006776-RM","AAEL006776","UPI000B77B56C","aae-miR-5119-5p",-17.84,576,594,155
"AAEL006776-RN","AAEL006776","UPI000B77B3F5","aae-miR-5119-5p",-17.84,576,594,155
"AAEL006776-RO","AAEL006776","UPI000B77DCD3","aae-miR-5119-5p",-17.84,576,594,155
"AAEL006776-RP","AAEL006776","UPI000B787FDF","aae-miR-5119-5p",-17.84,576,594,155
"AAEL004457-RD","AAEL004457","Q1HRI9","aae-miR-5119-5p",-16.77,88,105,155
"AAEL013128-RB","AAEL013128","UPI000B7983DB","aae-miR-5119-5p",-16.17,679,696,155
"AAEL013128-RH","AAEL013128","Q16K45","aae-miR-5119-5p",-16.17,679,696,155
"AAEL016992-RB","AAEL016992","Q4ZGM4","aae-miR-5119-5p",-15.06,761,778,155
"AAEL012796-RB","AAEL012796","A0A0P6J0T1","aae-miR-5119-5p",-21.76,105,123,154
"AAEL012796-RC","AAEL012796","A0A411JKF0","aae-miR-5119-5p",-21.76,105,123,154
"AAEL012796-RC","AAEL012796","Q16L21","aae-miR-5119-5p",-21.76,105,123,154
"AAEL012796-RC","AAEL012796","A0A1S4FXM4","aae-miR-5119-5p",-21.76,105,123,154
"AAEL003382-RC","AAEL003382","Q17FJ3","aae-miR-5119-5p",-18.88,105,123,154
"AAEL010879-RA","AAEL010879","Q16RP8","aae-miR-5119-5p",-18.65,477,494,154
"AAEL017560-RA","AAEL017560","J9HI13","aae-miR-5119-5p",-18.65,1141,1158,154
"AAEL017560-RA","AAEL017560","A0A1S4G6E5","aae-miR-5119-5p",-18.65,1141,1158,154
"AAEL000405-RB","AAEL000405","UPI000B771F4C","aae-miR-5119-5p",-17.33,2676,2694,154
"AAEL000405-RC","AAEL000405","UPI000B76E064","aae-miR-5119-5p",-17.33,2676,2694,154
"AAEL000405-RD","AAEL000405","UPI000B784387","aae-miR-5119-5p",-17.33,2676,2694,154
"AAEL000405-RF","AAEL000405","UPI000B77DB90","aae-miR-5119-5p",-17.33,2676,2694,154
"AAEL000405-RG","AAEL000405","Q0IGG1","aae-miR-5119-5p",-17.33,2676,2694,154
"AAEL000405-RG","AAEL000405","Q16JK2","aae-miR-5119-5p",-17.33,2676,2694,154
"AAEL000405-RH","AAEL000405","UPI000B7990E3","aae-miR-5119-5p",-17.33,2676,2694,154
"AAEL000405-RI","AAEL000405","UPI000B770CB1","aae-miR-5119-5p",-17.33,2676,2694,154
"AAEL000405-RK","AAEL000405","UPI000B775351","aae-miR-5119-5p",-17.33,2676,2694,154
"AAEL013969-RA","AAEL013969","Q16HN0","aae-miR-5119-5p",-15.12,1680,1697,154
"AAEL013969-RB","AAEL013969","UPI000B76F46D","aae-miR-5119-5p",-15.12,1680,1697,154
"AAEL013969-RC","AAEL013969","UPI000B77BB59","aae-miR-5119-5p",-15.12,1680,1697,154
"AAEL013969-RD","AAEL013969","UPI000B7899B8","aae-miR-5119-5p",-15.12,1680,1697,154
"AAEL005076-RB","AAEL005076","UPI000B793052","aae-miR-5119-5p",-24.97,1856,1876,153
"AAEL005076-RC","AAEL005076","Q17B63","aae-miR-5119-5p",-24.97,1856,1876,153
"AAEL005076-RD","AAEL005076","UPI000B7795B0","aae-miR-5119-5p",-24.97,1856,1876,153
"AAEL022660-RA","AAEL022660","UPI000B774CBB","aae-miR-5119-5p",-21.35,1047,1064,153
"AAEL002411-RC","AAEL002411","Q17IA0","aae-miR-5119-5p",-20.92,43,61,153
"AAEL014258-RB","AAEL014258","Q16GV0","aae-miR-5119-5p",-20.75,75,93,152
"AAEL014258-RB","AAEL014258","A0A1S4G177","aae-miR-5119-5p",-20.75,75,93,152
"AAEL014258-RB","AAEL014258","Q16H88","aae-miR-5119-5p",-20.75,75,93,152
"AAEL014258-RB","AAEL014258","A0A1S4G0Z6","aae-miR-5119-5p",-20.75,75,93,152
"AAEL003267-RB","AAEL003267","A0A1S4F452","aae-miR-5119-5p",-18.35,441,458,152
"AAEL003267-RC","AAEL003267","Q17FX3","aae-miR-5119-5p",-18.35,441,458,152
"AAEL003517-RA","AAEL003517","A0A1S4F4V1","aae-miR-5119-5p",-17.83,115,132,152
"AAEL003517-RA","AAEL003517","Q0IG52","aae-miR-5119-5p",-17.83,115,132,152
"AAEL014896-RB","AAEL014896","A0A1S4FU68","aae-miR-5119-5p",-17.08,13,31,152
"AAEL014896-RB","AAEL014896","Q16F50","aae-miR-5119-5p",-17.08,13,31,152
"AAEL014896-RB","AAEL014896","Q16P71","aae-miR-5119-5p",-17.08,13,31,152
"AAEL000937-RA","AAEL000937","Q17MN7","aae-miR-5119-5p",-17.06,63,80,152
"AAEL005843-RB","AAEL005843","Q178L2","aae-miR-5119-5p",-16.78,1887,1904,152
"AAEL005843-RB","AAEL005843","Q178K9","aae-miR-5119-5p",-16.78,1887,1904,152
"AAEL005843-RB","AAEL005843","Q178L1","aae-miR-5119-5p",-16.78,1887,1904,152
"AAEL005843-RB","AAEL005843","A0A1S4FC16","aae-miR-5119-5p",-16.78,1887,1904,152
"AAEL005843-RJ","AAEL005843","A0A1S4FBV7","aae-miR-5119-5p",-16.78,1768,1785,152
"AAEL005843-RL","AAEL005843","UPI000B78A018","aae-miR-5119-5p",-16.78,1768,1785,152
"AAEL005843-RM","AAEL005843","UPI000B7960D7","aae-miR-5119-5p",-16.78,1768,1785,152
"AAEL007920-RA","AAEL007920","A0A1S4FI33","aae-miR-5119-5p",-16.73,1648,1665,152
"AAEL007920-RB","AAEL007920","A0A0P6IUP9","aae-miR-5119-5p",-16.73,1648,1665,152
"AAEL007920-RB","AAEL007920","Q16GM7","aae-miR-5119-5p",-16.73,1648,1665,152
"AAEL007920-RB","AAEL007920","Q170G3","aae-miR-5119-5p",-16.73,1648,1665,152
"AAEL007920-RC","AAEL007920","UPI000B770535","aae-miR-5119-5p",-16.73,1648,1665,152
"AAEL007920-RG","AAEL007920","Q170G1","aae-miR-5119-5p",-16.73,1648,1665,152
"AAEL007920-RH","AAEL007920","UPI000B774140","aae-miR-5119-5p",-16.73,1648,1665,152
"AAEL012262-RK","AAEL012262","A0A0N8ES29","aae-miR-5119-5p",-16.33,2062,2078,152
"AAEL024141-RA","AAEL024141","Q16G79","aae-miR-5119-5p",-15.76,743,760,152
"AAEL019466-RA","AAEL019466","UPI000B76C8A7","aae-miR-5119-5p",-14.91,186,203,152
"AAEL019466-RC","AAEL019466","A0A1S4FAT3","aae-miR-5119-5p",-14.91,186,203,152
"AAEL019466-RC","AAEL019466","Q179T8","aae-miR-5119-5p",-14.91,186,203,152
"AAEL003861-RA","AAEL003861","Q17EB3","aae-miR-5119-5p",-20.73,504,521,151
"AAEL003861-RB","AAEL003861","UPI000B78C851","aae-miR-5119-5p",-20.73,504,521,151
"AAEL003861-RC","AAEL003861","Q16I15","aae-miR-5119-5p",-20.73,504,521,151
"AAEL003861-RF","AAEL003861","UPI000B77C03A","aae-miR-5119-5p",-20.73,504,521,151
"AAEL003861-RG","AAEL003861","UPI000B79267E","aae-miR-5119-5p",-20.73,504,521,151
"AAEL003013-RA","AAEL003013","S4SCR9","aae-miR-5119-5p",-20.47,146,165,151
"AAEL003013-RA","AAEL003013","Q17GI1","aae-miR-5119-5p",-20.47,146,165,151
"AAEL009085-RA","AAEL009085","Q16WV5","aae-miR-5119-5p",-20,40,57,151
"AAEL018341-RC","AAEL018341","UPI000B785B5C","aae-miR-5119-5p",-19.03,915,933,151
"AAEL018341-RP","AAEL018341","A0A1S4G7G9","aae-miR-5119-5p",-19.03,915,933,151
"AAEL018341-RP","AAEL018341","Q179Z3","aae-miR-5119-5p",-19.03,915,933,151
"AAEL008164-RA","AAEL008164","Q16ZL1","aae-miR-5119-5p",-18.98,446,463,151
"AAEL011287-RB","AAEL011287","A0A0P6ISX9","aae-miR-5119-5p",-18.49,1518,1536,151
"AAEL006800-RA","AAEL006800","Q174T7","aae-miR-5119-5p",-16.53,338,355,151
"AAEL006800-RB","AAEL006800","UPI000B779B1E","aae-miR-5119-5p",-16.53,338,355,151
"AAEL007572-RB","AAEL007572","A0A1S4FH67","aae-miR-5119-5p",-15.99,48,66,151
"AAEL020170-RA","AAEL020170","Q171P1","aae-miR-5119-5p",-15.99,48,66,151
"AAEL020170-RA","AAEL020170","Q171P0","aae-miR-5119-5p",-15.99,48,66,151
"AAEL008717-RB","AAEL008717","Q16XZ4","aae-miR-5119-5p",-15.85,630,649,151
"AAEL002641-RB","AAEL002641","UPI000B793722","aae-miR-5119-5p",-15.07,1367,1384,151
"AAEL014636-RA","AAEL014636","Q16FU0","aae-miR-5119-5p",-14.77,869,886,151
"AAEL014636-RB","AAEL014636","UPI000B78489B","aae-miR-5119-5p",-14.77,869,886,151
"AAEL014636-RF","AAEL014636","UPI000B777E87","aae-miR-5119-5p",-14.77,869,886,151
"AAEL014636-RG","AAEL014636","Q17F37","aae-miR-5119-5p",-14.77,869,886,151
"AAEL019712-RA","AAEL019712","Q0IE99","aae-miR-5119-5p",-21.6,88,108,150
"AAEL019712-RA","AAEL019712","Q16LU2","aae-miR-5119-5p",-21.6,88,108,150
"AAEL019712-RA","AAEL019712","Q0IE98","aae-miR-5119-5p",-21.6,88,108,150
"AAEL012823-RA","AAEL012823","Q16KJ5","aae-miR-5119-5p",-19.09,157,175,150
"AAEL012823-RA","AAEL012823","Q16KZ4","aae-miR-5119-5p",-19.09,157,175,150
"AAEL003485-RA","AAEL003485","Q16V28","aae-miR-5119-5p",-18.9,63,80,150
"AAEL003485-RA","AAEL003485","Q16VU2","aae-miR-5119-5p",-18.9,63,80,150
"AAEL003485-RA","AAEL003485","Q17FB0","aae-miR-5119-5p",-18.9,63,80,150
"AAEL009169-RA","AAEL009169","Q16WM9","aae-miR-5119-5p",-18.37,2676,2693,150
"AAEL009169-RA","AAEL009169","A0A1S4FLH5","aae-miR-5119-5p",-18.37,2676,2693,150
"AAEL008826-RA","AAEL008826","Q16XM5","aae-miR-5119-5p",-17.36,125,142,150
"AAEL012819-RA","AAEL012819","Q1HQI4","aae-miR-5119-5p",-17.08,242,259,150
"AAEL011563-RB","AAEL011563","Q16PP5","aae-miR-5119-5p",-16.42,344,361,150
"AAEL011563-RB","AAEL011563","A0A1S4G7S4","aae-miR-5119-5p",-16.42,344,361,150
"AAEL009171-RA","AAEL009171","Q16WN0","aae-miR-5119-5p",-15.71,543,560,150
"AAEL009171-RB","AAEL009171","UPI000B78FE74","aae-miR-5119-5p",-15.71,543,560,150
"AAEL007700-RB","AAEL007700","A0A1S4FH95","aae-miR-5119-5p",-14.88,13,32,150
"AAEL007700-RB","AAEL007700","Q171A8","aae-miR-5119-5p",-14.88,13,32,150
"AAEL000474-RB","AAEL000474","Q17P94","aae-miR-5119-5p",-14.74,112,128,150
"AAEL019810-RC","AAEL019810","Q16MA1","aae-miR-5119-5p",-14.56,858,875,150
"AAEL026837-RA","AAEL026837","A0A0P6IZM4","aae-miR-5119-5p",-22.41,705,725,149
"AAEL026837-RA","AAEL026837","Q17CP3","aae-miR-5119-5p",-22.41,705,725,149
"AAEL026837-RA","AAEL026837","Q16VF3","aae-miR-5119-5p",-22.41,705,725,149
"AAEL026837-RA","AAEL026837","A0A1S4F7N3","aae-miR-5119-5p",-22.41,705,725,149
"AAEL001104-RA","AAEL001104","Q17M42","aae-miR-5119-5p",-20.33,314,334,149
"AAEL001104-RA","AAEL001104","A0A1S4EXX0","aae-miR-5119-5p",-20.33,314,334,149
"AAEL001104-RB","AAEL001104","UPI000B7888D2","aae-miR-5119-5p",-20.33,314,334,149
"AAEL008842-RB","AAEL008842","UPI000B775E83","aae-miR-5119-5p",-17.41,33,48,149
"AAEL008842-RC","AAEL008842","UPI000B7753D4","aae-miR-5119-5p",-17.41,33,48,149
"AAEL008842-RD","AAEL008842","Q16XJ6","aae-miR-5119-5p",-17.41,33,48,149
"AAEL008842-RE","AAEL008842","UPI000B787C88","aae-miR-5119-5p",-17.41,33,48,149
"AAEL008842-RG","AAEL008842","UPI000B785A4B","aae-miR-5119-5p",-17.41,33,48,149
"AAEL008842-RI","AAEL008842","UPI000B76C91A","aae-miR-5119-5p",-17.41,33,48,149
"AAEL027394-RA","AAEL027394","UPI000B76FD7F","aae-miR-5119-5p",-16.46,408,425,149
"AAEL012926-RB","AAEL012926","A0A1S4FXV3","aae-miR-5119-5p",-15.38,473,490,149
"AAEL012926-RC","AAEL012926","Q17D27","aae-miR-5119-5p",-15.38,473,490,149
"AAEL012926-RE","AAEL012926","Q16KN9","aae-miR-5119-5p",-15.38,473,490,149
"AAEL020261-RA","AAEL020261","A0A1S4G793","aae-miR-5119-5p",-15.26,318,334,149
"AAEL020261-RA","AAEL020261","A0A0P6IUH8","aae-miR-5119-5p",-15.26,318,334,149
"AAEL020261-RA","AAEL020261","A0A0P6IUQ3","aae-miR-5119-5p",-15.26,318,334,149
"AAEL020261-RA","AAEL020261","Q16MA7","aae-miR-5119-5p",-15.26,318,334,149
"AAEL020261-RA","AAEL020261","Q16VS7","aae-miR-5119-5p",-15.26,318,334,149
"AAEL005401-RA","AAEL005401","Q17A30","aae-miR-5119-5p",-14.61,20,38,149
"AAEL005401-RA","AAEL005401","Q17A29","aae-miR-5119-5p",-14.61,20,38,149
"AAEL005401-RA","AAEL005401","A0A1S4FAE9","aae-miR-5119-5p",-14.61,20,38,149
"AAEL005401-RB","AAEL005401","Q17A28","aae-miR-5119-5p",-14.61,20,38,149
"AAEL005401-RB","AAEL005401","A0A1S4FAH0","aae-miR-5119-5p",-14.61,20,38,149
"AAEL028220-RA","AAEL028220","UPI000B794C9E","aae-miR-5119-5p",-14.52,288,304,149
"AAEL001067-RA","AAEL001067","A0A1S4EXT1","aae-miR-5119-5p",-14.06,19,37,149
"AAEL001067-RA","AAEL001067","Q17MB4","aae-miR-5119-5p",-14.06,19,37,149
"AAEL001532-RA","AAEL001532","Q17KZ6","aae-miR-5119-5p",-19.16,598,616,148
"AAEL001532-RH","AAEL001532","UPI00016D9267","aae-miR-5119-5p",-19.16,598,616,148
"AAEL001448-RA","AAEL001448","A0A1S4EYT1","aae-miR-5119-5p",-18.64,669,687,148
"AAEL001448-RD","AAEL001448","Q17L75","aae-miR-5119-5p",-18.64,669,687,148
"AAEL001448-RI","AAEL001448","UPI000B78308B","aae-miR-5119-5p",-18.64,669,687,148
"AAEL017462-RB","AAEL017462","A0A1S4G638","aae-miR-5119-5p",-16.89,2953,2970,148
"AAEL017462-RB","AAEL017462","J9HIM6","aae-miR-5119-5p",-16.89,2953,2970,148
"AAEL017462-RC","AAEL017462","A0A1S4G685","aae-miR-5119-5p",-16.89,3060,3077,148
"AAEL017462-RC","AAEL017462","J9HSW9","aae-miR-5119-5p",-16.89,3060,3077,148
"AAEL017462-RC","AAEL017462","A0A1S4G6S5","aae-miR-5119-5p",-16.89,3060,3077,148
"AAEL017462-RD","AAEL017462","J9HZ23","aae-miR-5119-5p",-16.89,3060,3077,148
"AAEL017462-RE","AAEL017462","UPI000B78F0EF","aae-miR-5119-5p",-16.89,2953,2970,148
"AAEL017462-RI","AAEL017462","UPI000B77F52B","aae-miR-5119-5p",-16.89,2953,2970,148
"AAEL017462-RJ","AAEL017462","UPI000B781CC0","aae-miR-5119-5p",-16.89,2953,2970,148
"AAEL017462-RL","AAEL017462","UPI000B794167","aae-miR-5119-5p",-16.89,2953,2970,148
"AAEL013829-RA","AAEL013829","Q16I16","aae-miR-5119-5p",-16.69,172,189,148
"AAEL013829-RA","AAEL013829","A0A1S4G019","aae-miR-5119-5p",-16.69,172,189,148
"AAEL005423-RA","AAEL005423","Q17A33","aae-miR-5119-5p",-15.97,359,376,148
"AAEL005423-RA","AAEL005423","A0A1S4FAT2","aae-miR-5119-5p",-15.97,359,376,148
"AAEL005423-RB","AAEL005423","UPI000B783CC0","aae-miR-5119-5p",-15.97,359,376,148
"AAEL021750-RA","AAEL021750","UPI000B786349","aae-miR-5119-5p",-15.95,612,629,148
"AAEL021750-RB","AAEL021750","Q16UF5","aae-miR-5119-5p",-15.95,612,629,148
"AAEL021750-RB","AAEL021750","Q16FL4","aae-miR-5119-5p",-15.95,612,629,148
"AAEL000275-RB","AAEL000275","UPI000B773D48","aae-miR-5119-5p",-15.18,645,662,148
"AAEL000275-RC","AAEL000275","Q17PP4","aae-miR-5119-5p",-15.18,645,662,148
"AAEL020488-RA","AAEL020488","Q17E15","aae-miR-5119-5p",-15.13,2051,2068,148
"AAEL020488-RA","AAEL020488","Q16HG5","aae-miR-5119-5p",-15.13,2051,2068,148
"AAEL020488-RB","AAEL020488","UPI000B77AA48","aae-miR-5119-5p",-15.13,2051,2068,148
"AAEL020488-RC","AAEL020488","UPI000B798B44","aae-miR-5119-5p",-15.13,2051,2068,148
"AAEL020488-RD","AAEL020488","UPI000B7706AF","aae-miR-5119-5p",-15.13,2051,2068,148
"AAEL020488-RE","AAEL020488","UPI000937E4E8","aae-miR-5119-5p",-15.13,2051,2068,148
"AAEL020488-RF","AAEL020488","UPI000B774F9D","aae-miR-5119-5p",-15.13,2051,2068,148
"AAEL025100-RA","AAEL025100","UPI000B799580","aae-miR-5119-5p",-14.87,66,82,148
"AAEL009762-RB","AAEL009762","Q16UX0","aae-miR-5119-5p",-14.85,452,469,148
"AAEL020236-RA","AAEL020236","Q16LM2","aae-miR-5119-5p",-14.53,389,408,148
"AAEL020236-RA","AAEL020236","Q16LM4","aae-miR-5119-5p",-14.53,389,408,148
"AAEL020236-RA","AAEL020236","A0A1S4G7C6","aae-miR-5119-5p",-14.53,389,408,148
"AAEL020236-RA","AAEL020236","Q16LM5","aae-miR-5119-5p",-14.53,389,408,148
"AAEL020236-RB","AAEL020236","UPI000B772EB0","aae-miR-5119-5p",-14.53,389,408,148
"AAEL004715-RA","AAEL004715","Q17C29","aae-miR-5119-5p",-14.43,4932,4949,148
"AAEL012057-RB","AAEL012057","A0A0P6K0V3","aae-miR-5119-5p",-14,67,85,148
"AAEL012057-RC","AAEL012057","Q16N85","aae-miR-5119-5p",-14,124,142,148
"AAEL012057-RC","AAEL012057","A0A1S4FVC1","aae-miR-5119-5p",-14,124,142,148
"AAEL012057-RD","AAEL012057","UPI000B784704","aae-miR-5119-5p",-14,124,142,148
"AAEL007197-RA","AAEL007197","A0A1S4FFU4","aae-miR-5119-5p",-24.29,991,1009,147
"AAEL007197-RA","AAEL007197","Q173C1","aae-miR-5119-5p",-24.29,991,1009,147
"AAEL007197-RB","AAEL007197","UPI000B78C845","aae-miR-5119-5p",-24.29,991,1009,147
"AAEL003731-RB","AAEL003731","UPI000B7879BA","aae-miR-5119-5p",-23.35,109,126,147
"AAEL003731-RC","AAEL003731","UPI000B76C64D","aae-miR-5119-5p",-23.35,109,126,147
"AAEL003731-RD","AAEL003731","A0A0P6JSH8","aae-miR-5119-5p",-23.35,109,126,147
"AAEL003731-RD","AAEL003731","Q17EP7","aae-miR-5119-5p",-23.35,109,126,147
"AAEL003731-RG","AAEL003731","UPI000B7928B3","aae-miR-5119-5p",-23.35,109,126,147
"AAEL005895-RB","AAEL005895","UPI000B786899","aae-miR-5119-5p",-22.51,1112,1127,147
"AAEL005895-RD","AAEL005895","UPI000B777E70","aae-miR-5119-5p",-22.51,1112,1127,147
"AAEL005895-RE","AAEL005895","UPI000B76D21F","aae-miR-5119-5p",-22.51,1112,1127,147
"AAEL005895-RF","AAEL005895","Q0IFC5","aae-miR-5119-5p",-22.51,1112,1127,147
"AAEL005895-RG","AAEL005895","UPI000B792507","aae-miR-5119-5p",-22.51,1112,1127,147
"AAEL012621-RC","AAEL012621","UPI000B79327C","aae-miR-5119-5p",-19.42,1678,1693,147
"AAEL012621-RE","AAEL012621","UPI000B7909F5","aae-miR-5119-5p",-19.42,1678,1693,147
"AAEL014519-RB","AAEL014519","UPI000B79AC82","aae-miR-5119-5p",-18.89,106,123,147
"AAEL014519-RD","AAEL014519","A0A1S4FN71","aae-miR-5119-5p",-18.89,106,123,147
"AAEL014519-RE","AAEL014519","Q16UZ9","aae-miR-5119-5p",-18.89,106,123,147
"AAEL014519-RE","AAEL014519","Q16G52","aae-miR-5119-5p",-18.89,106,123,147
"AAEL007823-RA","AAEL007823","Q170R5","aae-miR-5119-5p",-17.92,76,93,147
"AAEL000291-RA","AAEL000291","UPI0000DA85B2","aae-miR-5119-5p",-17.76,569,585,147
"AAEL023787-RA","AAEL023787","Q17LB5","aae-miR-5119-5p",-17.1,434,451,147
"AAEL023787-RA","AAEL023787","A0A1S4EYP6","aae-miR-5119-5p",-17.1,434,451,147
"AAEL007397-RA","AAEL007397","Q172G0","aae-miR-5119-5p",-16.98,466,483,147
