"mRNA","gene_id","uniprot_id","microRNA","energy","targetStart","targetEnd","score"
"AAEL005651-RB","AAEL005651","UPI000B76D82D","aae-miR-1175-3p",-19.17,507,532,161
"AAEL005651-RC","AAEL005651","UPI000B79A3BF","aae-miR-1175-3p",-19.17,469,494,161
"AAEL005651-RD","AAEL005651","UPI000B78F11E","aae-miR-1175-3p",-19.17,507,532,161
"AAEL020646-RA","AAEL020646","UPI000B77EBB8","aae-miR-1175-3p",-17.82,239,262,161
"AAEL020646-RE","AAEL020646","Q16W86","aae-miR-1175-3p",-17.82,239,262,161
"AAEL020646-RE","AAEL020646","Q1DGD9","aae-miR-1175-3p",-17.82,239,262,161
"AAEL014355-RB","AAEL014355","UPI000B77B0D0","aae-miR-1175-3p",-17.23,1832,1855,161
"AAEL014355-RD","AAEL014355","A0A0P6IY54","aae-miR-1175-3p",-17.23,1832,1855,161
"AAEL025736-RA","AAEL025736","UPI000B793718","aae-miR-1175-3p",-16.08,1228,1250,161
"AAEL025736-RC","AAEL025736","Q16P50","aae-miR-1175-3p",-16.08,1228,1250,161
"AAEL013059-RA","AAEL013059","Q179B2","aae-miR-1175-3p",-21.83,75,100,160
"AAEL013059-RA","AAEL013059","Q16KA8","aae-miR-1175-3p",-21.83,75,100,160
"AAEL013059-RA","AAEL013059","A0A1S4FBK3","aae-miR-1175-3p",-21.83,75,100,160
"AAEL013059-RA","AAEL013059","A0A1S4FYE0","aae-miR-1175-3p",-21.83,75,100,160
"AAEL011116-RA","AAEL011116","Q16QZ7","aae-miR-1175-3p",-21.52,2484,2507,160
"AAEL014271-RA","AAEL014271","Q16GU0","aae-miR-1175-3p",-21.32,68,90,160
"AAEL014271-RF","AAEL014271","J9EB63","aae-miR-1175-3p",-21.32,68,90,160
"AAEL014271-RH","AAEL014271","UPI000B775FB4","aae-miR-1175-3p",-21.32,68,90,160
"AAEL028119-RA","AAEL028119","Q17AC6","aae-miR-1175-3p",-21.3,588,613,160
"AAEL028119-RB","AAEL028119","UPI000B79AD8E","aae-miR-1175-3p",-21.3,588,613,160
"AAEL028119-RC","AAEL028119","UPI000B77241D","aae-miR-1175-3p",-21.3,588,613,160
"AAEL028119-RD","AAEL028119","A0A167NWC2","aae-miR-1175-3p",-21.3,588,613,160
"AAEL011657-RA","AAEL011657","Q16PF9","aae-miR-1175-3p",-20.84,951,973,160
"AAEL012262-RAA","AAEL012262","UPI000B797AF2","aae-miR-1175-3p",-18.79,95,120,160
"AAEL012262-RV","AAEL012262","Q16ML6","aae-miR-1175-3p",-18.79,95,120,160
"AAEL019682-RA","AAEL019682","UPI000B77C5ED","aae-miR-1175-3p",-17.29,5664,5689,160
"AAEL019682-RB","AAEL019682","UPI000B779EFD","aae-miR-1175-3p",-17.29,5664,5689,160
"AAEL019682-RD","AAEL019682","UPI000B772326","aae-miR-1175-3p",-17.29,5664,5689,160
"AAEL019682-RF","AAEL019682","Q17KY4","aae-miR-1175-3p",-17.29,5664,5689,160
"AAEL019682-RG","AAEL019682","UPI000B77A760","aae-miR-1175-3p",-17.29,5664,5689,160
"AAEL019682-RI","AAEL019682","UPI000B7809CD","aae-miR-1175-3p",-17.29,5664,5689,160
"AAEL019682-RJ","AAEL019682","Q17KY5","aae-miR-1175-3p",-17.29,5664,5689,160
"AAEL019682-RL","AAEL019682","UPI000B793A2A","aae-miR-1175-3p",-17.29,5664,5689,160
"AAEL019682-RM","AAEL019682","UPI000B776733","aae-miR-1175-3p",-17.29,5664,5689,160
"AAEL013814-RA","AAEL013814","Q16I28","aae-miR-1175-3p",-15.97,263,285,160
"AAEL013814-RA","AAEL013814","Q1HRB3","aae-miR-1175-3p",-15.97,263,285,160
"AAEL013814-RB","AAEL013814","UPI000B77B20D","aae-miR-1175-3p",-15.97,263,285,160
"AAEL014316-RB","AAEL014316","Q16GN7","aae-miR-1175-3p",-15.84,769,791,160
"AAEL014316-RB","AAEL014316","A0A0P6IX53","aae-miR-1175-3p",-15.84,769,791,160
"AAEL014316-RB","AAEL014316","A0A1S4G1C9","aae-miR-1175-3p",-15.84,769,791,160
"AAEL014316-RC","AAEL014316","UPI000B76E3CD","aae-miR-1175-3p",-15.84,769,791,160
"AAEL006650-RP","AAEL006650","UPI000B7824C6","aae-miR-1175-3p",-15.68,606,629,160
"AAEL019958-RA","AAEL019958","UPI000B79245A","aae-miR-1175-3p",-23.91,63,86,159
"AAEL014054-RA","AAEL014054","Q16HE3","aae-miR-1175-3p",-20.71,332,359,159
"AAEL003097-RB","AAEL003097","UPI000B792512","aae-miR-1175-3p",-19.73,68,90,159
"AAEL003097-RD","AAEL003097","UPI000B772648","aae-miR-1175-3p",-19.73,68,90,159
"AAEL003097-RH","AAEL003097","Q1DGI6","aae-miR-1175-3p",-19.73,68,90,159
"AAEL003097-RH","AAEL003097","A0A1S4F3M8","aae-miR-1175-3p",-19.73,68,90,159
"AAEL003097-RI","AAEL003097","UPI000B76F8FA","aae-miR-1175-3p",-19.73,68,90,159
"AAEL003097-RK","AAEL003097","Q17GE5","aae-miR-1175-3p",-19.73,73,95,159
"AAEL003097-RL","AAEL003097","UPI000B787D37","aae-miR-1175-3p",-19.73,73,95,159
"AAEL003097-RP","AAEL003097","UPI000B7723F6","aae-miR-1175-3p",-19.73,68,90,159
"AAEL006736-RA","AAEL006736","Q174X8","aae-miR-1175-3p",-19.69,173,196,159
"AAEL012443-RA","AAEL012443","Q16M29","aae-miR-1175-3p",-17.95,2215,2236,159
"AAEL012443-RA","AAEL012443","A0A1S4FWM4","aae-miR-1175-3p",-17.95,2215,2236,159
"AAEL018011-RB","AAEL018011","A0A1S4G6T8","aae-miR-1175-3p",-17.31,49,74,159
"AAEL021365-RA","AAEL021365","UPI0010A5A533","aae-miR-1175-3p",-14.78,10949,10972,159
"AAEL027949-RA","AAEL027949","UPI000B7919FA","aae-miR-1175-3p",-22.9,720,743,158
"AAEL027949-RC","AAEL027949","Q16ZG2","aae-miR-1175-3p",-22.9,720,743,158
"AAEL027949-RC","AAEL027949","A0A0P6JS95","aae-miR-1175-3p",-22.9,720,743,158
"AAEL023958-RA","AAEL023958","A0A1S4G024","aae-miR-1175-3p",-21.65,7,30,158
"AAEL023958-RA","AAEL023958","Q16EB1","aae-miR-1175-3p",-21.65,7,30,158
"AAEL023958-RA","AAEL023958","Q16EP9","aae-miR-1175-3p",-21.65,7,30,158
"AAEL002641-RB","AAEL002641","UPI000B793722","aae-miR-1175-3p",-19.4,508,530,158
"AAEL003133-RB","AAEL003133","Q17GA7","aae-miR-1175-3p",-19.04,960,983,158
"AAEL003133-RB","AAEL003133","A0A0P6K0T8","aae-miR-1175-3p",-19.04,960,983,158
"AAEL003133-RC","AAEL003133","UPI000B7780A5","aae-miR-1175-3p",-19.04,960,983,158
"AAEL015066-RB","AAEL015066","Q16EQ0","aae-miR-1175-3p",-18.74,1731,1752,158
"AAEL015066-RB","AAEL015066","A0A0P6J6E0","aae-miR-1175-3p",-18.74,1731,1752,158
"AAEL015066-RC","AAEL015066","UPI000B775BA4","aae-miR-1175-3p",-18.74,1731,1752,158
"AAEL013558-RA","AAEL013558","Q16IT8","aae-miR-1175-3p",-18.37,58,81,158
"AAEL017229-RF","AAEL017229","UPI000B77FBB5","aae-miR-1175-3p",-18.23,46,71,158
"AAEL020253-RA","AAEL020253","Q16I09","aae-miR-1175-3p",-16.07,1255,1278,158
"AAEL004297-RA","AAEL004297","Q17D87","aae-miR-1175-3p",-15.84,193,216,158
"AAEL004297-RB","AAEL004297","UPI000B797E9D","aae-miR-1175-3p",-15.84,193,216,158
"AAEL004297-RI","AAEL004297","UPI000B78606A","aae-miR-1175-3p",-15.84,193,216,158
"AAEL002525-RA","AAEL002525","Q17HZ4","aae-miR-1175-3p",-15,544,567,158
"AAEL002525-RA","AAEL002525","A0A1S4F1Y5","aae-miR-1175-3p",-15,544,567,158
"AAEL002525-RA","AAEL002525","Q7YSY4","aae-miR-1175-3p",-15,544,567,158
"AAEL003004-RB","AAEL003004","Q17GH1","aae-miR-1175-3p",-14.22,35,58,158
"AAEL010854-RD","AAEL010854","Q16RT1","aae-miR-1175-3p",-25,180,207,157
"AAEL017224-RE","AAEL017224","A1Z071","aae-miR-1175-3p",-22.46,506,530,157
"AAEL017224-RE","AAEL017224","A1Z069","aae-miR-1175-3p",-22.46,506,530,157
"AAEL017224-RE","AAEL017224","J9HY36","aae-miR-1175-3p",-22.46,506,530,157
"AAEL008602-RB","AAEL008602","Q16FH4","aae-miR-1175-3p",-18.25,32,55,157
"AAEL008602-RB","AAEL008602","Q16YC1","aae-miR-1175-3p",-18.25,32,55,157
"AAEL008602-RB","AAEL008602","A0A0P6IZT1","aae-miR-1175-3p",-18.25,32,55,157
"AAEL011470-RA","AAEL011470","Q16PZ8","aae-miR-1175-3p",-17.83,147,170,157
"AAEL000193-RA","AAEL000193","Q17PZ6","aae-miR-1175-3p",-17.73,2757,2777,157
"AAEL006690-RB","AAEL006690","Q175D3","aae-miR-1175-3p",-17.06,531,552,157
"AAEL006690-RB","AAEL006690","A0A1S4FEA5","aae-miR-1175-3p",-17.06,531,552,157
"AAEL013840-RB","AAEL013840","Q16I04","aae-miR-1175-3p",-16.59,541,561,157
"AAEL008647-RB","AAEL008647","UPI000B780670","aae-miR-1175-3p",-16.42,370,396,157
"AAEL008647-RC","AAEL008647","Q16Y69","aae-miR-1175-3p",-16.42,370,396,157
"AAEL008647-RD","AAEL008647","UPI000B792481","aae-miR-1175-3p",-16.42,441,467,157
"AAEL008647-RE","AAEL008647","A0A1S4FK22","aae-miR-1175-3p",-16.42,370,396,157
"AAEL008647-RF","AAEL008647","UPI000B792104","aae-miR-1175-3p",-16.42,370,396,157
"AAEL008647-RG","AAEL008647","UPI000B77F1F8","aae-miR-1175-3p",-16.42,370,396,157
"AAEL008647-RH","AAEL008647","UPI000B76E208","aae-miR-1175-3p",-16.42,370,396,157
"AAEL008647-RI","AAEL008647","UPI000B7764B0","aae-miR-1175-3p",-16.42,370,396,157
"AAEL008647-RJ","AAEL008647","UPI000B77061A","aae-miR-1175-3p",-16.42,370,396,157
"AAEL004165-RA","AAEL004165","A0A1S4F700","aae-miR-1175-3p",-16.06,79,103,157
"AAEL004165-RE","AAEL004165","Q0IFU6","aae-miR-1175-3p",-16.06,79,103,157
"AAEL006265-RA","AAEL006265","A0A1S4FD00","aae-miR-1175-3p",-15.9,2716,2737,157
"AAEL006265-RA","AAEL006265","Q176R4","aae-miR-1175-3p",-15.9,2716,2737,157
"AAEL006265-RB","AAEL006265","UPI000B772F52","aae-miR-1175-3p",-15.9,2716,2737,157
"AAEL002169-RB","AAEL002169","Q17J27","aae-miR-1175-3p",-15.59,274,297,157
"AAEL002169-RB","AAEL002169","Q17J25","aae-miR-1175-3p",-15.59,274,297,157
"AAEL002169-RB","AAEL002169","Q17J26","aae-miR-1175-3p",-15.59,274,297,157
"AAEL002169-RB","AAEL002169","Q17J24","aae-miR-1175-3p",-15.59,274,297,157
"AAEL019550-RA","AAEL019550","UPI000B77406A","aae-miR-1175-3p",-15.07,407,431,157
"AAEL019550-RC","AAEL019550","UPI000B78F498","aae-miR-1175-3p",-15.07,407,431,157
"AAEL019550-RF","AAEL019550","UPI000B7779A2","aae-miR-1175-3p",-15.07,407,431,157
"AAEL019550-RG","AAEL019550","Q17L44","aae-miR-1175-3p",-15.07,407,431,157
"AAEL019550-RI","AAEL019550","UPI000B794A2F","aae-miR-1175-3p",-15.07,407,431,157
"AAEL019550-RK","AAEL019550","UPI000B78532E","aae-miR-1175-3p",-15.07,407,431,157
"AAEL019550-RL","AAEL019550","UPI000B77E4DC","aae-miR-1175-3p",-15.07,407,431,157
"AAEL000498-RB","AAEL000498","Q17P54","aae-miR-1175-3p",-14.81,1199,1224,157
"AAEL029014-RB","AAEL029014","Q16VH3","aae-miR-1175-3p",-14.42,110,134,157
"AAEL029014-RB","AAEL029014","Q16VH4","aae-miR-1175-3p",-14.42,110,134,157
"AAEL011621-RA","AAEL011621","Q16PK8","aae-miR-1175-3p",-14.23,192,215,157
"AAEL011621-RA","AAEL011621","A0A1S4FTR7","aae-miR-1175-3p",-14.23,192,215,157
"AAEL011023-RB","AAEL011023","Q16RA1","aae-miR-1175-3p",-22.12,324,347,156
"AAEL011023-RC","AAEL011023","UPI000B78ED4B","aae-miR-1175-3p",-22.12,324,347,156
"AAEL012340-RA","AAEL012340","A0A1S4FVZ7","aae-miR-1175-3p",-20.28,1,17,156
"AAEL012340-RA","AAEL012340","Q16MD1","aae-miR-1175-3p",-20.28,1,17,156
"AAEL012340-RA","AAEL012340","Q16F27","aae-miR-1175-3p",-20.28,1,17,156
"AAEL022373-RA","AAEL022373","Q16F39","aae-miR-1175-3p",-20.12,835,858,156
"AAEL022373-RB","AAEL022373","A0A1S4FC74","aae-miR-1175-3p",-20.12,758,781,156
"AAEL018056-RA","AAEL018056","Q16LY0","aae-miR-1175-3p",-19.06,161,183,156
"AAEL018056-RA","AAEL018056","Q16LX9","aae-miR-1175-3p",-19.06,161,183,156
"AAEL018056-RA","AAEL018056","A0A1S4G6U5","aae-miR-1175-3p",-19.06,161,183,156
"AAEL018056-RA","AAEL018056","Q16LX8","aae-miR-1175-3p",-19.06,161,183,156
"AAEL018056-RA","AAEL018056","Q16LY1","aae-miR-1175-3p",-19.06,161,183,156
"AAEL001379-RA","AAEL001379","Q17LG1","aae-miR-1175-3p",-18.97,1812,1835,156
"AAEL023591-RA","AAEL023591","UPI000B781A2B","aae-miR-1175-3p",-18.88,1037,1059,156
"AAEL004006-RB","AAEL004006","Q17DY3","aae-miR-1175-3p",-18.67,136,159,156
"AAEL014311-RB","AAEL014311","Q16GP3","aae-miR-1175-3p",-17.88,107,129,156
"AAEL001808-RB","AAEL001808","UPI000B7888FA","aae-miR-1175-3p",-17.62,740,762,156
"AAEL001808-RD","AAEL001808","Q17K25","aae-miR-1175-3p",-17.62,740,762,156
"AAEL003905-RA","AAEL003905","A0A1S4F5Z7","aae-miR-1175-3p",-16.94,34,61,156
"AAEL003905-RC","AAEL003905","Q17E56","aae-miR-1175-3p",-16.94,34,61,156
"AAEL014375-RA","AAEL014375","Q1HRK8","aae-miR-1175-3p",-15.98,200,223,156
"AAEL005228-RA","AAEL005228","Q17AR0","aae-miR-1175-3p",-14.99,727,754,156
"AAEL019721-RB","AAEL019721","UPI000B78C262","aae-miR-1175-3p",-14.68,909,931,156
"AAEL019721-RF","AAEL019721","UPI000B77D6F2","aae-miR-1175-3p",-14.68,909,931,156
"AAEL019721-RI","AAEL019721","UPI000B78BEA8","aae-miR-1175-3p",-14.68,1261,1283,156
"AAEL019721-RJ","AAEL019721","UPI000B78B067","aae-miR-1175-3p",-14.68,909,931,156
"AAEL019721-RK","AAEL019721","UPI000B7990AF","aae-miR-1175-3p",-14.68,909,931,156
"AAEL019721-RL","AAEL019721","UPI000B781EE9","aae-miR-1175-3p",-14.68,1261,1283,156
"AAEL019721-RN","AAEL019721","UPI000B787F95","aae-miR-1175-3p",-14.68,909,931,156
"AAEL019721-RO","AAEL019721","UPI000B78AA80","aae-miR-1175-3p",-14.68,909,931,156
"AAEL019721-RR","AAEL019721","UPI000B77E2BD","aae-miR-1175-3p",-14.68,909,931,156
"AAEL019721-RY","AAEL019721","UPI000B77B954","aae-miR-1175-3p",-14.68,909,931,156
"AAEL024070-RA","AAEL024070","A0A0P6IV53","aae-miR-1175-3p",-23.58,53,74,155
"AAEL020061-RA","AAEL020061","UPI000B789DC8","aae-miR-1175-3p",-23.24,467,491,155
"AAEL000834-RB","AAEL000834","Q17N34","aae-miR-1175-3p",-21.96,91,117,155
"AAEL000834-RB","AAEL000834","Q17N33","aae-miR-1175-3p",-21.96,91,117,155
"AAEL000834-RB","AAEL000834","Q1HQY3","aae-miR-1175-3p",-21.96,91,117,155
"AAEL000834-RC","AAEL000834","UPI000B78E348","aae-miR-1175-3p",-21.96,91,117,155
"AAEL027384-RA","AAEL027384","A0A0N8ERZ3","aae-miR-1175-3p",-21.61,1652,1673,155
"AAEL027384-RA","AAEL027384","Q16YP2","aae-miR-1175-3p",-21.61,1652,1673,155
"AAEL027384-RA","AAEL027384","A0A1S4FJJ5","aae-miR-1175-3p",-21.61,1652,1673,155
"AAEL001367-RB","AAEL001367","UPI000B76BE04","aae-miR-1175-3p",-20.54,755,778,155
"AAEL001367-RG","AAEL001367","Q17LD5","aae-miR-1175-3p",-20.54,755,778,155
"AAEL001367-RG","AAEL001367","A0A1S4EYP1","aae-miR-1175-3p",-20.54,755,778,155
"AAEL001240-RB","AAEL001240","Q17LV0","aae-miR-1175-3p",-20.33,875,898,155
"AAEL001240-RB","AAEL001240","A0A1S4EYA8","aae-miR-1175-3p",-20.33,875,898,155
"AAEL009936-RA","AAEL009936","Q16UD3","aae-miR-1175-3p",-17.83,22,47,155
"AAEL013870-RA","AAEL013870","A0A1S4G0E9","aae-miR-1175-3p",-17.52,359,381,155
"AAEL013870-RA","AAEL013870","Q16HY1","aae-miR-1175-3p",-17.52,359,381,155
"AAEL006132-RA","AAEL006132","Q177H7","aae-miR-1175-3p",-17.3,144,167,155
"AAEL006132-RA","AAEL006132","A0A1S4FCV7","aae-miR-1175-3p",-17.3,144,167,155
"AAEL023830-RA","AAEL023830","UPI000B770E53","aae-miR-1175-3p",-16.61,26,47,155
"AAEL024370-RA","AAEL024370","UPI000B78BFA5","aae-miR-1175-3p",-16.61,26,47,155
"AAEL025715-RA","AAEL025715","UPI000B776320","aae-miR-1175-3p",-16.61,26,47,155
"AAEL013803-RB","AAEL013803","A0A1S4FIG0","aae-miR-1175-3p",-16.34,236,266,155
"AAEL013803-RB","AAEL013803","Q16I41","aae-miR-1175-3p",-16.34,236,266,155
"AAEL013803-RB","AAEL013803","A0A0P6IXA7","aae-miR-1175-3p",-16.34,236,266,155
"AAEL013803-RB","AAEL013803","Q16ZQ2","aae-miR-1175-3p",-16.34,236,266,155
"AAEL008617-RB","AAEL008617","Q16Y99","aae-miR-1175-3p",-16.31,959,983,155
"AAEL008617-RB","AAEL008617","A0A0P6J5M7","aae-miR-1175-3p",-16.31,959,983,155
"AAEL000649-RA","AAEL000649","Q17NM9","aae-miR-1175-3p",-15.8,269,290,155
"AAEL019418-RB","AAEL019418","Q177A1","aae-miR-1175-3p",-14.93,527,551,155
"AAEL019418-RB","AAEL019418","Q1DGE6","aae-miR-1175-3p",-14.93,527,551,155
"AAEL019418-RB","AAEL019418","Q177A2","aae-miR-1175-3p",-14.93,527,551,155
"AAEL019418-RB","AAEL019418","A0A0P6IZR9","aae-miR-1175-3p",-14.93,527,551,155
"AAEL019418-RB","AAEL019418","Q177A3","aae-miR-1175-3p",-14.93,527,551,155
"AAEL023349-RA","AAEL023349","UPI000B78A9FC","aae-miR-1175-3p",-14.93,527,551,155
"AAEL008500-RA","AAEL008500","Q16YL3","aae-miR-1175-3p",-14.64,2372,2395,155
"AAEL005048-RC","AAEL005048","UPI000B7922A2","aae-miR-1175-3p",-25.39,212,237,154
"AAEL005048-RD","AAEL005048","UPI000B77D99A","aae-miR-1175-3p",-25.39,212,237,154
"AAEL005048-RE","AAEL005048","Q17B82","aae-miR-1175-3p",-25.39,212,237,154
"AAEL007739-RA","AAEL007739","A0A1S4FHI9","aae-miR-1175-3p",-16.3,393,413,154
"AAEL007739-RA","AAEL007739","Q170Z6","aae-miR-1175-3p",-16.3,393,413,154
"AAEL012945-RB","AAEL012945","Q16KL4","aae-miR-1175-3p",-15.48,1,21,154
"AAEL000833-RA","AAEL000833","Q17N09","aae-miR-1175-3p",-15.06,188,211,154
"AAEL000833-RA","AAEL000833","A0A1S4EX07","aae-miR-1175-3p",-15.06,188,211,154
"AAEL017297-RB","AAEL017297","J9HZ76","aae-miR-1175-3p",-14.75,717,740,154
"AAEL014227-RA","AAEL014227","UPI0000D894FF","aae-miR-1175-3p",-14.35,384,406,154
"AAEL014227-RI","AAEL014227","UPI000B78F44F","aae-miR-1175-3p",-14.35,384,406,154
"AAEL007996-RA","AAEL007996","A0A1S4FI57","aae-miR-1175-3p",-28.56,577,602,153
"AAEL007996-RC","AAEL007996","Q0IEU3","aae-miR-1175-3p",-28.56,577,602,153
"AAEL010340-RC","AAEL010340","Q1HQW9","aae-miR-1175-3p",-23.21,1324,1350,153
"AAEL019866-RA","AAEL019866","Q16QQ8","aae-miR-1175-3p",-20.23,402,426,153
"AAEL013963-RB","AAEL013963","UPI000B78D2F6","aae-miR-1175-3p",-20.2,256,279,153
"AAEL013963-RE","AAEL013963","Q16HN3","aae-miR-1175-3p",-20.2,256,279,153
"AAEL013723-RB","AAEL013723","UPI000B794025","aae-miR-1175-3p",-20.02,2135,2158,153
"AAEL013723-RC","AAEL013723","UPI000B78676E","aae-miR-1175-3p",-20.02,2135,2158,153
"AAEL013723-RD","AAEL013723","Q16IC1","aae-miR-1175-3p",-20.02,2135,2158,153
"AAEL013723-RE","AAEL013723","UPI000B789DD5","aae-miR-1175-3p",-20.02,2135,2158,153
"AAEL013723-RF","AAEL013723","UPI000B78794D","aae-miR-1175-3p",-20.02,2135,2158,153
"AAEL013723-RG","AAEL013723","UPI000B76DE34","aae-miR-1175-3p",-20.02,2135,2158,153
"AAEL013723-RH","AAEL013723","UPI000B773F30","aae-miR-1175-3p",-20.02,2135,2158,153
"AAEL013723-RK","AAEL013723","UPI000B785EC9","aae-miR-1175-3p",-20.02,2135,2158,153
"AAEL004709-RA","AAEL004709","Q17C45","aae-miR-1175-3p",-19.29,968,992,153
"AAEL004709-RB","AAEL004709","UPI000B783AE2","aae-miR-1175-3p",-19.29,968,992,153
"AAEL008777-RB","AAEL008777","UPI000B794645","aae-miR-1175-3p",-17.19,522,547,153
