"mRNA","gene_id","uniprot_id","microRNA","energy","targetStart","targetEnd","score"
"AAEL009326-RF","AAEL009326","A0A1S4FMC6","aae-miR-4275-5p",-14.14,1432,1450,141
"AAEL009326-RG","AAEL009326","UPI000B76D961","aae-miR-4275-5p",-14.14,1432,1450,141
"AAEL002412-RA","AAEL002412","A0A1S4F1V0","aae-miR-4275-5p",-17.47,706,725,140
"AAEL002412-RA","AAEL002412","Q17IA7","aae-miR-4275-5p",-17.47,706,725,140
"AAEL000980-RB","AAEL000980","A0A0P6IXG9","aae-miR-4275-5p",-15.29,103,122,140
"AAEL000980-RB","AAEL000980","Q17JM9","aae-miR-4275-5p",-15.29,103,122,140
"AAEL000980-RB","AAEL000980","Q17MJ2","aae-miR-4275-5p",-15.29,103,122,140
"AAEL009750-RA","AAEL009750","Q16UY2","aae-miR-4275-5p",-14.87,25,43,140
"AAEL003203-RC","AAEL003203","Q17G31","aae-miR-4275-5p",-14.45,241,260,140
"AAEL003203-RE","AAEL003203","UPI000B77CB5F","aae-miR-4275-5p",-14.45,241,260,140
"AAEL024090-RA","AAEL024090","A0A0N8ESA0","aae-miR-4275-5p",-14.22,32,50,140
"AAEL027987-RA","AAEL027987","UPI000B791219","aae-miR-4275-5p",-14.22,32,50,140
"AAEL027987-RB","AAEL027987","UPI000B792553","aae-miR-4275-5p",-14.22,32,50,140
