"species","mirna","term_ID","term_description","observed_gene_count","background_gene_count","strength","signal","false_discovery_rate","matching_proteins_id_network","matching_proteins_labels_network","dataset","category_of_interest","enrichment_method","protein_db","taxon_id","assembly_name","stringdb_id"
"Aedes aegypti","aae-mir-34-5p","GO:0031175","Neuron projection development",48,504,0.44,0.92,1.43e-07,"7159.Q16FB0,7159.Q16FX6,7159.Q16HX2,7159.Q16I87,7159.Q16I88,7159.Q16JH6,7159.Q16M52,7159.Q16N85,7159.Q16PL9,7159.Q16PP6,7159.Q16R23,7159.Q16R65,7159.Q16RU6,7159.Q16SB0,7159.Q16WF1,7159.Q16WI5,7159.Q16WM1,7159.Q16WM8,7159.Q16XT3,7159.Q16Y83,7159.Q16YZ8,7159.Q16YZ9,7159.Q170K8,7159.Q173C6,7159.Q174W8,7159.Q178Y8,7159.Q17A91,7159.Q17BY7,7159.Q17C29,7159.Q17C39,7159.Q17CE8,7159.Q17FI9,7159.Q17GQ2,7159.Q17H88,7159.Q17HS6,7159.Q17I67,7159.Q17J08,7159.Q17MT6,7159.Q17MX1,7159.Q17MX6,7159.Q17MX7,7159.Q17N01,7159.Q17N82,7159.Q17NP6,7159.Q17PA2,7159.Q17PG3,7159.Q17PT9,7159.Q1HQW4","AAEL014839,AAEL014602,AAEL013873,AAEL013757,AAEL013758,AAEL013331,AAEL012421,AAEL012057,AAEL011604,AAEL011565,AAEL011105,AAEL011058,AAEL010835,AAEL010643,AAEL009240,AAEL009212,AAEL009175,AAEL009173,AAEL008773,AAEL008634,AAEL008362,AAEL008372,AAEL007876,AAEL007190,GPRFZ2,AAEL005736,AAEL005372,AAEL004737,AAEL004715,AAEL004717,AAEL004592,AAEL003373,AAEL002932,AAEL002769,AAEL002594,AAEL002451,AAEL002143,ARK,AAEL000868,AAEL000908,AAEL000891,AAEL000860,AAEL000788,AAEL000597,AAEL000414,AAEL000324,AAEL000242,AAEL007293","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0007635","Chemosensory behavior",19,86,0.81,1.27,1.89e-07,"7159.Q16EP6,7159.Q16FK4,7159.Q16IW8,7159.Q16JT9,7159.Q16LS6,7159.Q16P38,7159.Q16QU1,7159.Q16WM8,7159.Q16Z01,7159.Q17B43,7159.Q17B44,7159.Q17CG1,7159.Q17D24,7159.Q17F07,7159.Q17F08,7159.Q17L44,7159.Q17MI1,7159.Q17PT9,7159.Q1HQW4","AAEL015071,AAEL014730,AAEL013529,AAEL013222,AAEL012541,AAEL011773,GPRgr11,AAEL009173,AAEL008371,AAEL005099,AAEL005089,AAEL004549,AAEL004351,AAEL003609,AAEL003592,AAEL001504,AAEL001005,AAEL000242,AAEL007293","GO Biological Process","co2","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0007411","Axon guidance",35,298,0.53,1,2.09e-07,"7159.Q16FB0,7159.Q16FX6,7159.Q16I87,7159.Q16I88,7159.Q16JH6,7159.Q16PL9,7159.Q16R23,7159.Q16R65,7159.Q16SB0,7159.Q16WF1,7159.Q16WI5,7159.Q16WM1,7159.Q16WM8,7159.Q16XT3,7159.Q16Y83,7159.Q16YZ8,7159.Q16YZ9,7159.Q170K8,7159.Q173C6,7159.Q174W8,7159.Q17A91,7159.Q17BY7,7159.Q17C39,7159.Q17CE8,7159.Q17FI9,7159.Q17GQ2,7159.Q17H88,7159.Q17HS6,7159.Q17I67,7159.Q17J08,7159.Q17MX6,7159.Q17MX7,7159.Q17N01,7159.Q17N82,7159.Q17PG3","AAEL014839,AAEL014602,AAEL013757,AAEL013758,AAEL013331,AAEL011604,AAEL011105,AAEL011058,AAEL010643,AAEL009240,AAEL009212,AAEL009175,AAEL009173,AAEL008773,AAEL008634,AAEL008362,AAEL008372,AAEL007876,AAEL007190,GPRFZ2,AAEL005372,AAEL004737,AAEL004717,AAEL004592,AAEL003373,AAEL002932,AAEL002769,AAEL002594,AAEL002451,AAEL002143,AAEL000908,AAEL000891,AAEL000860,AAEL000788,AAEL000324","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0048812","Neuron projection morphogenesis",45,466,0.45,0.9,2.94e-07,"7159.Q16FB0,7159.Q16FX6,7159.Q16HX2,7159.Q16I87,7159.Q16I88,7159.Q16JH6,7159.Q16M52,7159.Q16N85,7159.Q16PL9,7159.Q16PP6,7159.Q16R23,7159.Q16R65,7159.Q16RU6,7159.Q16SB0,7159.Q16WF1,7159.Q16WI5,7159.Q16WM1,7159.Q16WM8,7159.Q16XT3,7159.Q16Y83,7159.Q16YZ8,7159.Q16YZ9,7159.Q170K8,7159.Q173C6,7159.Q174W8,7159.Q178Y8,7159.Q17A91,7159.Q17BY7,7159.Q17C39,7159.Q17CE8,7159.Q17FI9,7159.Q17GQ2,7159.Q17H88,7159.Q17HS6,7159.Q17I67,7159.Q17J08,7159.Q17MT6,7159.Q17MX6,7159.Q17MX7,7159.Q17N01,7159.Q17N82,7159.Q17NP6,7159.Q17PA2,7159.Q17PG3,7159.Q17PT9","AAEL014839,AAEL014602,AAEL013873,AAEL013757,AAEL013758,AAEL013331,AAEL012421,AAEL012057,AAEL011604,AAEL011565,AAEL011105,AAEL011058,AAEL010835,AAEL010643,AAEL009240,AAEL009212,AAEL009175,AAEL009173,AAEL008773,AAEL008634,AAEL008362,AAEL008372,AAEL007876,AAEL007190,GPRFZ2,AAEL005736,AAEL005372,AAEL004737,AAEL004717,AAEL004592,AAEL003373,AAEL002932,AAEL002769,AAEL002594,AAEL002451,AAEL002143,ARK,AAEL000908,AAEL000891,AAEL000860,AAEL000788,AAEL000597,AAEL000414,AAEL000324,AAEL000242","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0042048","Olfactory behavior",16,76,0.79,1.06,4.68e-06,"7159.Q16FK4,7159.Q16IW8,7159.Q16JT9,7159.Q16LS6,7159.Q16P38,7159.Q16WM8,7159.Q16Z01,7159.Q17B43,7159.Q17B44,7159.Q17CG1,7159.Q17D24,7159.Q17F07,7159.Q17F08,7159.Q17L44,7159.Q17MI1,7159.Q1HQW4","AAEL014730,AAEL013529,AAEL013222,AAEL012541,AAEL011773,AAEL009173,AAEL008371,AAEL005099,AAEL005089,AAEL004549,AAEL004351,AAEL003609,AAEL003592,AAEL001504,AAEL001005,AAEL007293","GO Biological Process","co2","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0008355","Olfactory learning",12,39,0.95,1.14,6.48e-06,"7159.Q16FK4,7159.Q16IW8,7159.Q16LS6,7159.Q16WM8,7159.Q16Z01,7159.Q17B43,7159.Q17B44,7159.Q17CG1,7159.Q17D24,7159.Q17F07,7159.Q17F08,7159.Q1HQW4","AAEL014730,AAEL013529,AAEL012541,AAEL009173,AAEL008371,AAEL005099,AAEL005089,AAEL004549,AAEL004351,AAEL003609,AAEL003592,AAEL007293","GO Biological Process","co2","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0008045","Motor neuron axon guidance",16,101,0.66,0.8,1e-04,"7159.Q16FB0,7159.Q16FX6,7159.Q16I87,7159.Q16I88,7159.Q16JH6,7159.Q16PL9,7159.Q16WM8,7159.Q16YZ8,7159.Q16YZ9,7159.Q174W8,7159.Q17A91,7159.Q17C39,7159.Q17GQ2,7159.Q17I67,7159.Q17J08,7159.Q17N82","AAEL014839,AAEL014602,AAEL013757,AAEL013758,AAEL013331,AAEL011604,AAEL009173,AAEL008362,AAEL008372,GPRFZ2,AAEL005372,AAEL004717,AAEL002932,AAEL002451,AAEL002143,AAEL000788","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0045664","Regulation of neuron differentiation",14,92,0.65,0.69,0.00048,"7159.Q0C7B1,7159.Q16RM1,7159.Q16W03,7159.Q16WM8,7159.Q16Y83,7159.Q16YG3,7159.Q16YG8,7159.Q17C93,7159.Q17CE8,7159.Q17DL2,7159.Q17G69,7159.Q17H88,7159.Q17IC7,7159.Q17L79","AAEL000093,AAEL010908,AAEL009377,AAEL009173,AAEL008634,AAEL008554,AAEL008528,AAEL004651,AAEL004592,AAEL004133,AAEL003169,AAEL002769,AAEL002390,AAEL001467","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0007417","Central nervous system development",28,314,0.41,0.59,5e-04,"7159.J9EAN8,7159.Q16FK4,7159.Q16I15,7159.Q16QQ5,7159.Q16R38,7159.Q16TR7,7159.Q16WF1,7159.Q16WM8,7159.Q16WX3,7159.Q16Y83,7159.Q16YG3,7159.Q16YG8,7159.Q170K4,7159.Q173C6,7159.Q17C29,7159.Q17CE8,7159.Q17DM5,7159.Q17EB3,7159.Q17F07,7159.Q17F08,7159.Q17F71,7159.Q17H88,7159.Q17K67,7159.Q17K68,7159.Q17MT6,7159.Q17MX1,7159.Q17N82,7159.Q1DGR6","J9EAN8_AEDAE,AAEL014730,AAEL013830,AAEL011215,AAEL011083,AAEL010144,AAEL009240,AAEL009173,AAEL009057,AAEL008634,AAEL008554,AAEL008528,AAEL007888,AAEL007190,AAEL004715,AAEL004592,AAEL004088,AAEL003861,AAEL003609,AAEL003592,AAEL003506,AAEL002769,AAEL001780,AAEL001776,ARK,AAEL000868,AAEL000788,AAEL015522","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0007155","Cell adhesion",22,218,0.47,0.59,0.00073,"7159.J9EAN8,7159.Q16GJ5,7159.Q16GK5,7159.Q16HK0,7159.Q16HX2,7159.Q16M52,7159.Q16SB0,7159.Q16WF1,7159.Q16WM8,7159.Q16XT3,7159.Q170K4,7159.Q170K8,7159.Q17A91,7159.Q17CE8,7159.Q17DL2,7159.Q17DW6,7159.Q17G69,7159.Q17G70,7159.Q17HS6,7159.Q17J08,7159.Q17L79,7159.Q17NP6","J9EAN8_AEDAE,AAEL014357,AAEL014347,AAEL013997,AAEL013873,AAEL012421,AAEL010643,AAEL009240,AAEL009173,AAEL008773,AAEL007888,AAEL007876,AAEL005372,AAEL004592,AAEL004133,AAEL004041,AAEL003169,AAEL003167,AAEL002594,AAEL002143,AAEL001467,AAEL000597","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0008038","Neuron recognition",17,143,0.54,0.6,0.00098,"7159.Q16I87,7159.Q16I88,7159.Q16LX7,7159.Q16PL9,7159.Q16WF1,7159.Q16WI5,7159.Q16WM1,7159.Q16WM8,7159.Q16YZ8,7159.Q16YZ9,7159.Q171J8,7159.Q172L3,7159.Q174T9,7159.Q174W8,7159.Q17I67,7159.Q17N01,7159.Q17N82","AAEL013757,AAEL013758,AAEL012493,AAEL011604,AAEL009240,AAEL009212,AAEL009175,AAEL009173,AAEL008362,AAEL008372,TOLL1A,AAEL007331,AAEL006801,GPRFZ2,AAEL002451,AAEL000860,AAEL000788","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0007528","Neuromuscular junction development",13,90,0.62,0.6,0.0014,"7159.Q16FK4,7159.Q16IW8,7159.Q16LS6,7159.Q16ND4,7159.Q16PP6,7159.Q16WM8,7159.Q174K3,7159.Q17AG5,7159.Q17CG1,7159.Q17E44,7159.Q17F07,7159.Q17F08,7159.Q17GF2","AAEL014730,AAEL013529,AAEL012541,AAEL012002,AAEL011565,AAEL009173,AAEL006876,AAEL005302,AAEL004549,AAEL003953,AAEL003609,AAEL003592,AAEL003109","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0007420","Brain development",17,156,0.5,0.53,0.0023,"7159.Q16FK4,7159.Q16I15,7159.Q16R38,7159.Q16WM8,7159.Q16Y83,7159.Q173C6,7159.Q17C29,7159.Q17CE8,7159.Q17DM5,7159.Q17EB3,7159.Q17F07,7159.Q17F08,7159.Q17F71,7159.Q17H88,7159.Q17K67,7159.Q17K68,7159.Q17MX1","AAEL014730,AAEL013830,AAEL011083,AAEL009173,AAEL008634,AAEL007190,AAEL004715,AAEL004592,AAEL004088,AAEL003861,AAEL003609,AAEL003592,AAEL003506,AAEL002769,AAEL001780,AAEL001776,AAEL000868","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0051960","Regulation of nervous system development",21,223,0.44,0.51,0.0024,"7159.Q16PL9,7159.Q16PP6,7159.Q16Q60,7159.Q16QQ5,7159.Q16RM1,7159.Q16RU6,7159.Q16SB0,7159.Q16XT3,7159.Q16XT5,7159.Q16Z01,7159.Q173C6,7159.Q174T9,7159.Q17CE8,7159.Q17DL2,7159.Q17FI9,7159.Q17G69,7159.Q17GF2,7159.Q17H88,7159.Q17HS6,7159.Q17P09,7159.Q1DGR6","AAEL011604,AAEL011565,AAEL011396,AAEL011215,AAEL010908,AAEL010835,AAEL010643,AAEL008773,AAEL008774,AAEL008371,AAEL007190,AAEL006801,AAEL004592,AAEL004133,AAEL003373,AAEL003169,AAEL003109,AAEL002769,AAEL002594,AAEL000489,AAEL015522","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0050803","Regulation of synapse structure or activity",19,198,0.45,0.48,0.0039,"7159.Q0IEC5,7159.Q16PP6,7159.Q16RU6,7159.Q16SB0,7159.Q16WM8,7159.Q16XT3,7159.Q16Z01,7159.Q17CE8,7159.Q17GF2,7159.Q17HS6,7159.Q17J17,7159.Q17L66,7159.Q17L67,7159.Q17MX6,7159.Q17MX7,7159.Q17P09,7159.Q17PP8,7159.Q17PT9,7159.Q1HQR4","AAEL011417,AAEL011565,AAEL010835,AAEL010643,AAEL009173,AAEL008773,AAEL008371,AAEL004592,AAEL003109,AAEL002594,AAEL002137,AAEL001468,AAEL001454,AAEL000908,AAEL000891,AAEL000489,CUSOD4,AAEL000242,AAEL009317","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0050807","Regulation of synapse organization",17,168,0.47,0.47,0.0048,"7159.Q16PP6,7159.Q16RU6,7159.Q16SB0,7159.Q16WM8,7159.Q16XT3,7159.Q16Z01,7159.Q17CE8,7159.Q17GF2,7159.Q17HS6,7159.Q17J17,7159.Q17L66,7159.Q17L67,7159.Q17MX6,7159.Q17MX7,7159.Q17P09,7159.Q17PP8,7159.Q1HQR4","AAEL011565,AAEL010835,AAEL010643,AAEL009173,AAEL008773,AAEL008371,AAEL004592,AAEL003109,AAEL002594,AAEL002137,AAEL001468,AAEL001454,AAEL000908,AAEL000891,AAEL000489,CUSOD4,AAEL009317","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0048663","Neuron fate commitment",12,93,0.57,0.49,0.0058,"7159.Q16L96,7159.Q16Q60,7159.Q16W03,7159.Q16WI5,7159.Q16WX3,7159.Q16YG3,7159.Q16YG8,7159.Q174W8,7159.Q177R3,7159.Q179S6,7159.Q17H88,7159.Q17NC1","AAEL012723,AAEL011396,AAEL009377,AAEL009212,AAEL009057,AAEL008554,AAEL008528,GPRFZ2,AAEL006057,AAEL005528,AAEL002769,AAEL000729","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:1901700","Response to oxygen-containing compound",25,320,0.36,0.42,0.007,"7159.J9HJ36,7159.Q16EP6,7159.Q16HY7,7159.Q16I75,7159.Q16IP4,7159.Q16IW8,7159.Q16L96,7159.Q16LS6,7159.Q16QU1,7159.Q16SB0,7159.Q16W03,7159.Q16WM8,7159.Q16Y83,7159.Q175F3,7159.Q17C29,7159.Q17CG1,7159.Q17DB6,7159.Q17HS6,7159.Q17IC7,7159.Q17K23,7159.Q17MR3,7159.Q17NG8,7159.Q17PP8,7159.Q17PT9,7159.Q1HQW4","J9HJ36_AEDAE,AAEL015071,AAEL013859,AAEL013770,AAEL013596,AAEL013529,AAEL012723,AAEL012541,GPRgr11,AAEL010643,AAEL009377,AAEL009173,AAEL008634,AAEL006685,AAEL004715,AAEL004549,AAEL004255,AAEL002594,AAEL002390,AAEL001798,AAEL000970,AAEL000703,CUSOD4,AAEL000242,AAEL007293","GO Biological Process","co2","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0050770","Regulation of axonogenesis",9,55,0.68,0.49,0.0075,"7159.Q16SB0,7159.Q173C6,7159.Q174T9,7159.Q174W8,7159.Q17FI9,7159.Q17GF2,7159.Q17H88,7159.Q17HS6,7159.Q17P09","AAEL010643,AAEL007190,AAEL006801,GPRFZ2,AAEL003373,AAEL003109,AAEL002769,AAEL002594,AAEL000489","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0051963","Regulation of synapse assembly",14,129,0.5,0.44,0.0086,"7159.Q16PP6,7159.Q16RU6,7159.Q16SB0,7159.Q16WM8,7159.Q16XT3,7159.Q16Z01,7159.Q17CE8,7159.Q17GF2,7159.Q17HS6,7159.Q17L66,7159.Q17L67,7159.Q17MX6,7159.Q17MX7,7159.Q17P09","AAEL011565,AAEL010835,AAEL010643,AAEL009173,AAEL008773,AAEL008371,AAEL004592,AAEL003109,AAEL002594,AAEL001468,AAEL001454,AAEL000908,AAEL000891,AAEL000489","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0031103","Axon regeneration",4,7,1.22,0.52,0.0095,"7159.Q16RU6,7159.Q16Y83,7159.Q173C6,7159.Q1HQW4","AAEL010835,AAEL008634,AAEL007190,AAEL007293","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0009611","Response to wounding",13,116,0.51,0.43,0.0103,"7159.J9EBD1,7159.Q16G89,7159.Q16KA6,7159.Q16RU6,7159.Q16Y83,7159.Q171J8,7159.Q173C6,7159.Q179A9,7159.Q17C93,7159.Q17DL2,7159.Q17G69,7159.Q17N82,7159.Q1HQW4","J9EBD1_AEDAE,AAEL014485,AAEL013066,AAEL010835,AAEL008634,TOLL1A,AAEL007190,AAEL005679,AAEL004651,AAEL004133,AAEL003169,AAEL000788,AAEL007293","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0010942","Positive regulation of cell death",13,116,0.51,0.43,0.0103,"7159.J9HJ36,7159.Q16HY7,7159.Q16S36,7159.Q16SB0,7159.Q16WX3,7159.Q16Y83,7159.Q176F7,7159.Q179U2,7159.Q17HS6,7159.Q17J33,7159.Q17MT6,7159.Q1DGG0,7159.Q1HR39","J9HJ36_AEDAE,AAEL013859,AAEL010716,AAEL010643,AAEL009057,AAEL008634,AAEL006373,AAEL005512,AAEL002594,AAEL002171,ARK,AAEL015648,AAEL011873","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0035332","Positive regulation of hippo signaling",7,35,0.77,0.46,0.0118,"7159.J9HJ36,7159.Q16HY7,7159.Q175B9,7159.Q17CE8,7159.Q17DL2,7159.Q17G69,7159.Q1HQW4","J9HJ36_AEDAE,AAEL013859,AAEL006710,AAEL004592,AAEL004133,AAEL003169,AAEL007293","GO Biological Process","other","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0008582","Regulation of synaptic assembly at neuromuscular junction",13,119,0.5,0.41,0.0125,"7159.Q16PP6,7159.Q16RU6,7159.Q16SB0,7159.Q16WM8,7159.Q16XT3,7159.Q16Z01,7159.Q17CE8,7159.Q17GF2,7159.Q17HS6,7159.Q17L66,7159.Q17L67,7159.Q17MX6,7159.Q17MX7","AAEL011565,AAEL010835,AAEL010643,AAEL009173,AAEL008773,AAEL008371,AAEL004592,AAEL003109,AAEL002594,AAEL001468,AAEL001454,AAEL000908,AAEL000891","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0045747","Positive regulation of Notch signaling pathway",7,37,0.74,0.43,0.0154,"7159.Q16LB3,7159.Q16N73,7159.Q17DL2,7159.Q17EP1,7159.Q17G69,7159.Q17IQ5,7159.Q17IQ7","AAEL012707,AAEL012068,AAEL004133,AAEL003733,AAEL003169,AAEL002253,AAEL002262","GO Biological Process","other","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0050877","Nervous system process",39,636,0.25,0.35,0.0154,"7159.J9EAN8,7159.Q16EP6,7159.Q16FK4,7159.Q16IW8,7159.Q16LS6,7159.Q16N83,7159.Q16NP6,7159.Q16PP6,7159.Q16QU1,7159.Q16RU6,7159.Q16RY8,7159.Q16UG5,7159.Q16UU9,7159.Q16WM8,7159.Q16Y83,7159.Q16Z01,7159.Q16Z13,7159.Q170V1,7159.Q173T5,7159.Q175F3,7159.Q176E0,7159.Q17B43,7159.Q17B44,7159.Q17C29,7159.Q17CE8,7159.Q17CG1,7159.Q17D24,7159.Q17F07,7159.Q17F08,7159.Q17G54,7159.Q17H88,7159.Q17L44,7159.Q17LM6,7159.Q17MX1,7159.Q17MX6,7159.Q17MX7,7159.Q17PT9,7159.Q17PU2,7159.Q1HQW4","J9EAN8_AEDAE,AAEL015071,AAEL014730,AAEL013529,AAEL012541,AAEL012065,AAEL011910,AAEL011565,GPRgr11,AAEL010835,AAEL010783,AAEL009915,AAEL009786,AAEL009173,AAEL008634,AAEL008371,GPROR13,AAEL007791,AAEL006993,AAEL006685,AAEL006395,AAEL005099,AAEL005089,AAEL004715,AAEL004592,AAEL004549,AAEL004351,AAEL003609,AAEL003592,AAEL003199,AAEL002769,AAEL001504,GPROR49,AAEL000868,AAEL000908,AAEL000891,AAEL000242,AAEL000247,AAEL007293","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0051961","Negative regulation of nervous system development",11,91,0.55,0.41,0.0154,"7159.Q16Q60,7159.Q16QQ5,7159.Q16RM1,7159.Q16XT3,7159.Q16Z01,7159.Q17CE8,7159.Q17DL2,7159.Q17FI9,7159.Q17G69,7159.Q17H88,7159.Q1DGR6","AAEL011396,AAEL011215,AAEL010908,AAEL008773,AAEL008371,AAEL004592,AAEL004133,AAEL003373,AAEL003169,AAEL002769,AAEL015522","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0050808","Synapse organization",17,191,0.41,0.38,0.0158,"7159.Q0IEC5,7159.Q16FK4,7159.Q16IW8,7159.Q16LS6,7159.Q16ND4,7159.Q16PP6,7159.Q16WM8,7159.Q171J8,7159.Q174K3,7159.Q174W8,7159.Q17AG5,7159.Q17CG1,7159.Q17E44,7159.Q17F07,7159.Q17F08,7159.Q17GF2,7159.Q17H88","AAEL011417,AAEL014730,AAEL013529,AAEL012541,AAEL012002,AAEL011565,AAEL009173,TOLL1A,AAEL006876,GPRFZ2,AAEL005302,AAEL004549,AAEL003953,AAEL003609,AAEL003592,AAEL003109,AAEL002769","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0050768","Negative regulation of neurogenesis",8,50,0.67,0.42,0.0165,"7159.Q16Q60,7159.Q16QQ5,7159.Q16RM1,7159.Q17DL2,7159.Q17FI9,7159.Q17G69,7159.Q17H88,7159.Q1DGR6","AAEL011396,AAEL011215,AAEL010908,AAEL004133,AAEL003373,AAEL003169,AAEL002769,AAEL015522","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0008039","Synaptic target recognition",9,64,0.61,0.4,0.0176,"7159.Q16I87,7159.Q16I88,7159.Q16LX7,7159.Q16WM1,7159.Q16YZ8,7159.Q16YZ9,7159.Q171J8,7159.Q172L3,7159.Q174W8","AAEL013757,AAEL013758,AAEL012493,AAEL009175,AAEL008362,AAEL008372,TOLL1A,AAEL007331,GPRFZ2","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:1903146","Regulation of autophagy of mitochondrion",5,18,0.91,0.42,0.0208,"7159.Q16QQ5,7159.Q16SL7,7159.Q17C93,7159.Q17PP8,7159.Q1DGR6","AAEL011215,AAEL010555,AAEL004651,CUSOD4,AAEL015522","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0010975","Regulation of neuron projection development",13,129,0.47,0.36,0.0225,"7159.Q16SB0,7159.Q16WI5,7159.Q16XT5,7159.Q173C6,7159.Q174K3,7159.Q174T9,7159.Q174W8,7159.Q17FI9,7159.Q17GF2,7159.Q17H88,7159.Q17HS6,7159.Q17IC7,7159.Q17P09","AAEL010643,AAEL009212,AAEL008774,AAEL007190,AAEL006876,AAEL006801,GPRFZ2,AAEL003373,AAEL003109,AAEL002769,AAEL002594,AAEL002390,AAEL000489","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0050767","Regulation of neurogenesis",13,131,0.46,0.35,0.0248,"7159.Q16PL9,7159.Q16Q60,7159.Q16QQ5,7159.Q16RM1,7159.Q16XT5,7159.Q173C6,7159.Q174T9,7159.Q17DL2,7159.Q17FI9,7159.Q17G69,7159.Q17GF2,7159.Q17H88,7159.Q1DGR6","AAEL011604,AAEL011396,AAEL011215,AAEL010908,AAEL008774,AAEL007190,AAEL006801,AAEL004133,AAEL003373,AAEL003169,AAEL003109,AAEL002769,AAEL015522","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
