"mRNA","transcript_product_descrip","uniprot_id","microRNA","energy","targetStart","targetEnd","score"
"AALF016160-RA","activating signal cointegrator 1 complex subunit 3, helc1 [Source:Projected from Aedes aegypti lvpagwg (AAEL014063) VB Community Annotation]","A0A182GUV3","aal-miR-622",-15.5,204,224,157
"AALF017609-RA","Histone-lysine N-methyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A182GXI3]","A0A182GXI3","aal-miR-622",-29.32,718,736,156
"AALF007937-RA","ubiquitin specific protease [Source:Projected from Aedes aegypti (AAEL010184) VB Community Annotation]","A0A182GDA5","aal-miR-622",-19.79,8371,8391,156
"AALF018421-RA","germ cell-less protein [Source:Projected from Aedes aegypti (AAEL000856) VB Community Annotation]","A0A182GZ11","aal-miR-622",-18.49,94,114,156
"AALF011128-RA","Mitochondrial GTPase 1 [Source:UniProtKB/TrEMBL;Acc:A0A182GJQ3]","A0A182GJQ3","aal-miR-622",-19.71,448,468,155
"AALF021458-RA","brat protein [Source:Projected from Aedes aegypti lvpagwg (AAEL004918) VB Community Annotation]","A0A182H4D2","aal-miR-622",-19.54,33771,33791,155
"AALF012705-RA","zinc/iron transporter [Source:Projected from Aedes aegypti (AAEL001626) VB Community Annotation]","A0A023ERR6,A0A182GMX7","aal-miR-622",-16.98,170,190,155
"AALF004593-RA","DNA repair protein rad50 [Source:Projected from Aedes aegypti (AAEL014748) VB Community Annotation]","A0A023ER55,A0A182G7F0","aal-miR-622",-25.61,34,54,154
"AALF000432-RA","sugar transporter [Source:Projected from Aedes aegypti (AAEL014206) VB Community Annotation]","A0A182G149","aal-miR-622",-23.93,419,439,154
"AALF020159-RA","importin beta-1 [Source:Projected from Aedes aegypti (AAEL013275) VB Community Annotation]","A0A182H213","aal-miR-622",-18.02,2275,2295,154
"AALF020710-RA","amino acid transporter [Source:Projected from Aedes aegypti (AAEL007197) VB Community Annotation]","A0A023ETB6,A0A023EUT6,A0A023EWJ0,A0A182H342","aal-miR-622",-17.59,970,994,154
"AALF008617-RA","Acyl-coenzyme A oxidase [Source:UniProtKB/TrEMBL;Acc:A0A182GEP3]","A0A023EVR9,A0A182GEP3","aal-miR-622",-14.42,85,105,154
"AALF017164-RA","P21-activated kinase, pak [Source:Projected from Aedes aegypti (AAEL000489) VB Community Annotation]","A0A182GWN6","aal-miR-622",-19.52,585,605,153
"AALF025948-RA","Glucosamine-6-phosphate isomerase [Source:UniProtKB/TrEMBL;Acc:A0A182HBI6]","A0A023EP88,A0A182HBI6","aal-miR-622",-17.76,652,675,153
"AALF028513-RA","juvenile hormone resistance protein [Source:Projected from Aedes aegypti (AAEL001746) VB Community Annotation]","A0A182HFD7","aal-miR-622",-16.96,130,149,153
"AALF001475-RA","Non-lysosomal glucosylceramidase [Source:UniProtKB/TrEMBL;Acc:A0A182G2J8]","A0A182G2J8","aal-miR-622",-16.08,1455,1476,153
"AALF020002-RA","signalosome subunit [Source:Projected from Aedes aegypti (AAEL014282) VB Community Annotation]","A0A023EQG2,A0A182H1S6","aal-miR-622",-20.33,30,50,151
"AALF010480-RA","adiponectin receptor [Source:Projected from Aedes aegypti (AAEL014717) VB Community Annotation]","A0A023ERV3,A0A023ET23,A0A182GIH3","aal-miR-622",-18.72,134,154,151
"AALF008785-RA","srpk [Source:Projected from Aedes aegypti (AAEL008507) VB Community Annotation]","A0A023ETU3,A0A182GF10","aal-miR-622",-15.01,5336,5357,151
"AALF021374-RA","rhoGTPase [Source:Projected from Aedes aegypti (AAEL014636) VB Community Annotation]","A0A182H480","aal-miR-622",-15.01,6401,6422,151
"AALF007686-RA","synaptojanin [Source:Projected from Aedes aegypti (AAEL011417) VB Community Annotation]","A0A182GCS9","aal-miR-622",-25.23,1285,1307,150
"AALF002759-RA","Acetyl-coenzyme A synthetase [Source:UniProtKB/TrEMBL;Acc:A0A182G4J4]","A0A182G4J4","aal-miR-622",-21.78,839,859,150
"AALF007750-RA","peptidyl-prolyl cis-trans isomerase (cyclophilin) [Source:Projected from Aedes aegypti (AAEL006054) VB Community Annotation]","A0A182GCX7","aal-miR-622",-17.08,1633,1653,150
"AALF005473-RA","Kynurenine formamidase [Source:UniProtKB/TrEMBL;Acc:A0A182G908]","A0A182G908","aal-miR-622",-14.18,829,849,150
"AALF026429-RA","Dolichol phosphate-mannose biosynthesis regulatory protein [Source:UniProtKB/TrEMBL;Acc:A0A182HC90]","A0A182HC90","aal-miR-622",-15.55,5427,5448,148
"AALF020334-RA","serine/threonine protein kinase [Source:Projected from Aedes aegypti (AAEL011578) VB Community Annotation]","A0A182H2D3","aal-miR-622",-23.96,6419,6439,147
"AALF008334-RA","Cation-transporting ATPase [Source:UniProtKB/TrEMBL;Acc:A0A182GE35]","A0A182GE35","aal-miR-622",-18.52,1393,1413,147
"AALF008040-RA","muscle-specific tyrosine kinase receptor [Source:Projected from Aedes aegypti (AAEL001370) VB Community Annotation]","A0A182GDH7","aal-miR-622",-18.1,859,879,147
"AALF017552-RA","Transporter [Source:UniProtKB/TrEMBL;Acc:A0A182GXE6]","A0A182GXE6","aal-miR-622",-18.05,1589,1609,147
"AALF019743-RA","myosin vii [Source:Projected from Aedes aegypti (AAEL008610) VB Community Annotation]","A0A182H1B4","aal-miR-622",-14.98,202,222,147
"AALF015087-RA","protein transport protein sec23 [Source:Projected from Aedes aegypti (AAEL007484) VB Community Annotation]","A0A182GSS4","aal-miR-622",-14.57,2116,2136,147
"AALF021651-RA","Serine Protease Inhibitor (serpin)  likely cleavage at I/S. Transcript A. [Source:Projected from Aedes aegypti (AAEL013936) VB Community Annotation]","A0A023EVU3,A0A182H4P9","aal-miR-622",-26.08,3034,3057,146
"AALF011177-RA","Serine Protease Inhibitor (serpin)  likely cleavage at S/S. [Source:Projected from Aedes aegypti (AAEL008364) VB Community Annotation]","A0A182GJU2","aal-miR-622",-20.82,115,137,145
"AALF001602-RA","Poly [ADP-ribose] polymerase [Source:UniProtKB/TrEMBL;Acc:A0A182G2R9]","A0A182G2R9","aal-miR-622",-16.37,47,69,145
"AALF000636-RA","Putative rho-associated coiled-coil [Source:UniProtKB/TrEMBL;Acc:A0A023EN14]","A0A023EN14","aal-miR-622",-14.35,33,54,145
"AALF007284-RA","alpha(1,3)fucosyltransferase [Source:Projected from Aedes aegypti (AAEL000244) VB Community Annotation]","A0A023EPZ7,A0A023ERG1,A0A182GC25","aal-miR-622",-24.9,848,871,144
"AALF015582-RA","retinaldehyde binding protein [Source:Projected from Aedes aegypti (AAEL005701) VB Community Annotation]","A0A182GTN5","aal-miR-622",-21.44,10431,10449,144
"AALF006713-RA","dfg10 protein [Source:Projected from Aedes aegypti (AAEL012055) VB Community Annotation]","A0A023EQI9,A0A182GB21","aal-miR-622",-23.14,168,188,143
"AALF008969-RA","ubiquitin specific protease 2, [Source:Projected from Aedes aegypti (AAEL010854) VB Community Annotation]","A0A182GFE7","aal-miR-622",-19.72,539,559,143
"AALF003693-RA","protein phosphatase-5 [Source:Projected from Aedes aegypti (AAEL005080) VB Community Annotation]","A0A182G5Y8","aal-miR-622",-17.5,3919,3938,143
"AALF011302-RA","l-asparaginase [Source:Projected from Aedes aegypti (AAEL010938) VB Community Annotation]","A0A182GK33","aal-miR-622",-28.31,286,306,142
"AALF027115-RA","poly a polymerase [Source:Projected from Aedes aegypti (AAEL005356) VB Community Annotation]","A0A182HDC1","aal-miR-622",-25.96,2513,2534,142
"AALF003603-RA","ga binding protein beta chain (transcription factor e4tf1-47) [Source:Projected from Aedes aegypti (AAEL013278) VB Community Annotation]","A0A182G5U1","aal-miR-622",-22.95,801,825,142
"AALF012061-RA","Anion exchange protein [Source:UniProtKB/TrEMBL;Acc:A0A182GLN1]","A0A182GLN1","aal-miR-622",-21.55,1212,1233,142
"AALF004087-RA","yellow protein precursor [Source:Projected from Aedes aegypti (AAEL005738) VB Community Annotation]","A0A182G6K9","aal-miR-622",-18.6,122,142,142
"AALF004459-RA","myosin v [Source:Projected from Aedes aegypti (AAEL009357) VB Community Annotation]","A0A182G783","aal-miR-622",-16.63,5083,5103,142
"AALF007691-RA","sodium-dependent phosphate transporter [Source:Projected from Aedes aegypti (AAEL012522) VB Community Annotation]","A0A182GCT3","aal-miR-622",-16.09,770,791,142
"AALF026317-RA","trithorax protein ash2 [Source:Projected from Aedes aegypti (AAEL003771) VB Community Annotation]","A0A182HC27","aal-miR-622",-14.97,2693,2713,142
"AALF026068-RA","amidase [Source:Projected from Aedes aegypti (AAEL005477) VB Community Annotation]","A0A182HBP9","aal-miR-622",-14.67,50,71,142
"AALF005253-RA","Putative rna polymer [Source:UniProtKB/TrEMBL;Acc:A0A023EUH3]","A0A023EUH3","aal-miR-622",-14.45,574,594,142
"AALF016202-RA","Phospholipid-transporting ATPase [Source:UniProtKB/TrEMBL;Acc:A0A182GUY8]","A0A182GUY8","aal-miR-622",-22.58,620,640,141
"AALF020733-RA","pangolin [Source:Projected from Aedes aegypti (AAEL000656) VB Community Annotation]","A0A182H356","aal-miR-622",-20.25,1330,1351,141
"AALF016370-RA","Tubulin alpha chain [Source:UniProtKB/TrEMBL;Acc:A0A023ETJ9]","A0A023ETJ9","aal-miR-622",-19.58,2,22,141
"AALF013111-RA","MICOS complex subunit MIC13 [Source:UniProtKB/TrEMBL;Acc:A0A023EFH1]","A0A023EDK2,A0A023EFH1","aal-miR-622",-19.55,934,956,141
"AALF011885-RA","Mitogen-activated protein kinase [Source:UniProtKB/TrEMBL;Acc:A0A182GLA5]","A0A182GLA5","aal-miR-622",-16.38,1050,1071,141
"AALF007520-RA","srpk [Source:Projected from Aedes aegypti lvpagwg (AAEL008507) VB Community Annotation]","A0A182GCI0","aal-miR-622",-14.58,1605,1625,141
"AALF006265-RA","Methionine aminopeptidase 2 [Source:UniProtKB/TrEMBL;Acc:A0A182GAB6]","A0A023EUF7,A0A182GAB6","aal-miR-622",-25.62,19,39,140
"AALF020387-RA","heterogeneous nuclear ribonucleoprotein k [Source:Projected from Aedes aegypti (AAEL014959) VB Community Annotation]","A0A182H2H1","aal-miR-622",-16.32,116,138,140
