"mRNA","transcript_product_descrip","uniprot_id","microRNA","energy","targetStart","targetEnd","score"
"AALF007937-RA","ubiquitin specific protease [Source:Projected from Aedes aegypti (AAEL010184) VB Community Annotation]","A0A182GDA5","aal-miR-124",-17.66,4560,4580,145
"AALF025916-RA","PIWI [Source:Projected from Aedes aegypti (AAEL007823) VB Community Annotation]","A0A023EVW0,A0A182HBG4","aal-miR-124",-17.34,143,164,145
"AALF025919-RA","PIWI [Source:Projected from Aedes aegypti lvpagwg (AAEL007823) VB Community Annotation]","A0A182HBG7","aal-miR-124",-17.34,141,162,145
"AALF010708-RA","6-phosphogluconolactonase [Source:Projected from Aedes aegypti (AAEL014204) VB Community Annotation]","A0A023ELA2,A0A182GIY4","aal-miR-124",-16.81,22,47,144
"AALF026876-RA","Lactoylglutathione lyase [Source:Projected from Aedes aegypti lvpagwg (AAEL014393) UniProtKB/TrEMBL;Acc:A0A1S4G1K4]","A0A182HCZ0","aal-miR-124",-24.06,5,29,143
"AALF020159-RA","importin beta-1 [Source:Projected from Aedes aegypti (AAEL013275) VB Community Annotation]","A0A182H213","aal-miR-124",-20.28,263,284,143
"AALF024187-RA","serine-type endopeptidase [Source:Projected from Aedes aegypti (AAEL001701) VB Community Annotation]","A0A182H8P1,A0A1W7R8L3","aal-miR-124",-18.22,431,454,143
"AALF020654-RA","IMD pathway signalling  Immune Deficiency (Imd). [Source:Projected from Aedes aegypti (AAEL010083) VB Community Annotation]","A0A182H307","aal-miR-124",-16.67,93,112,143
"AALF005473-RA","Kynurenine formamidase [Source:UniProtKB/TrEMBL;Acc:A0A182G908]","A0A182G908","aal-miR-124",-23.38,1069,1092,142
"AALF023548-RA","Transcription factor BTF3 [Source:UniProtKB/TrEMBL;Acc:A0A182H7Q5]","A0A023EGJ6,A0A182H7Q5,Q5MIS7","aal-miR-124",-23.11,258,279,142
"AALF027668-RA","Toll-like receptor [Source:Projected from Aedes aegypti (AAEL007619) VB Community Annotation]","A0A182HE56","aal-miR-124",-14.74,648,669,142
"AALF020666-RA","ubiquitin [Source:Projected from Aedes aegypti lvpagwg (AAEL000795) VB Community Annotation]","A0A023EGX8,A0A023EJQ0,A0A182H316","aal-miR-124",-14.72,204,225,142
"AALF025948-RA","Glucosamine-6-phosphate isomerase [Source:UniProtKB/TrEMBL;Acc:A0A182HBI6]","A0A023EP88,A0A182HBI6","aal-miR-124",-18.4,13346,13366,141
"AALF017164-RA","P21-activated kinase, pak [Source:Projected from Aedes aegypti (AAEL000489) VB Community Annotation]","A0A182GWN6","aal-miR-124",-18.04,37,58,141
"AALF008040-RA","muscle-specific tyrosine kinase receptor [Source:Projected from Aedes aegypti (AAEL001370) VB Community Annotation]","A0A182GDH7","aal-miR-124",-17.67,952,974,141
"AALF027309-RA","signal transduction protein lnk-realted [Source:Projected from Aedes aegypti (AAEL004125) VB Community Annotation]","A0A182HDN0","aal-miR-124",-17.07,904,925,141
"AALF025748-RA","Nuclear pore complex protein Nup85 [Source:UniProtKB/TrEMBL;Acc:A0A182HB70]","A0A182HB70","aal-miR-124",-16.96,665,686,141
"AALF002335-RA","Putative ef-hand domain family member d2 [Source:UniProtKB/TrEMBL;Acc:A0A023EHS3]","A0A023EHS3,A0A023EIR1","aal-miR-124",-16.77,769,788,141
"AALF006348-RA","amino acids transporter [Source:Projected from Aedes aegypti lvpagwg (AAEL014161) VB Community Annotation]","A0A023ETB0,A0A182GAG3","aal-miR-124",-16.13,151,171,141
"AALF021566-RA","Guanine deaminase [Source:UniProtKB/TrEMBL;Acc:A0A182H4K2]","A0A182H4K2","aal-miR-124",-14.25,104,125,141
"AALF022273-RA","Guanine deaminase [Source:UniProtKB/TrEMBL;Acc:A0A182H5Q2]","A0A182H5Q2","aal-miR-124",-14.25,101,122,141
"AALF007886-RA","protein cactus (TOLL pathway signalling)","A0A023EQW0,A0A182GD72","aal-miR-124",-14.24,236,257,141
"AALF016282-RA","protein cactus (TOLL pathway signalling)","A0A182GD72","aal-miR-124",-14.24,236,257,141
"AALF012626-RA","Putative fatty acid desaturase [Source:UniProtKB/TrEMBL;Acc:A0A023EQQ3]","A0A023EQQ3","aal-miR-124",-23.27,7,28,140
"AALF015564-RA","Putative secreted protein [Source:UniProtKB/TrEMBL;Acc:A0A023ES90]","A0A023ES90","aal-miR-124",-18.34,325,344,140
"AALF023664-RA","laminin beta-2 chain [Source:Projected from Aedes aegypti (AAEL003658) VB Community Annotation]","A0A023EX56,A0A182H7X6","aal-miR-124",-16.78,424,444,140
"AALF024828-RA","glutaminyl-tRNA synthetase [Source:Projected from Aedes aegypti (AAEL011395) VB Community Annotation]","A0A023EV58,A0A182H9P7","aal-miR-124",-16.61,971,992,140
"AALF015905-RA","glutathione transferase [Source:Projected from Aedes aegypti (AAEL011752) VB Community Annotation]","A0A182GF97","aal-miR-124",-14.09,23,44,140
