species,mirna,enrichment_fdr,n_genes,pathway_genes,fold_enrichment,pathway,url,genes,dataset,category_of_interest,enrichment_method,protein_db,taxon_id,assembly_name,ensembl_id
Aedes albopictus,aal-mir-2a-3p,0.00810423,2,28,41.75,GO:0015932 nucleobase-containing compound transmembrane transporter activity,http://amigo.geneontology.org/amigo/term/GO:0015932,CCG010630.1 CCG012319.1,GO Molecular Function,NA,shinygo,ensembl_metazoa,7160,Aedes albopictus genes AaloF1,aalbopictus_eg_gene
Aedes albopictus,aal-mir-2a-3p,0.00810423,2,28,41.75,GO:1901505 carbohydrate derivative transmembrane transporter activity,http://amigo.geneontology.org/amigo/term/GO:1901505,CCG010630.1 CCG012319.1,GO Molecular Function,NA,shinygo,ensembl_metazoa,7160,Aedes albopictus genes AaloF1,aalbopictus_eg_gene
Aedes albopictus,aal-mir-2a-3p,0.00810423,6,702,4.9957265,GO:0005215 transporter activity,http://amigo.geneontology.org/amigo/term/GO:0005215,RP20_CCG000855 CCG006730.1 CCG010630.1 CCG012319.1 RP20_CCG016202 RP20_CCG016956,GO Molecular Function,NA,shinygo,ensembl_metazoa,7160,Aedes albopictus genes AaloF1,aalbopictus_eg_gene
Aedes albopictus,aal-mir-33b-5p,0.00381774,2,36,121.770833,GO:0004523 RNA-DNA hybrid ribonuclease activity,http://amigo.geneontology.org/amigo/term/GO:0004523,CCG013576.1 RP20_CCG014970,GO Molecular Function,NA,shinygo,ensembl_metazoa,7160,Aedes albopictus genes AaloF1,aalbopictus_eg_gene
Aedes albopictus,aal-mir-33b-5p,0.00381774,2,51,85.9558824,GO:0016891 endoribonuclease activity producing 5-prime-phosphomonoesters,http://amigo.geneontology.org/amigo/term/GO:0016891,CCG013576.1 RP20_CCG014970,GO Molecular Function,NA,shinygo,ensembl_metazoa,7160,Aedes albopictus genes AaloF1,aalbopictus_eg_gene
Aedes albopictus,aal-mir-33b-5p,0.00381774,2,60,73.0625,GO:0004521 endoribonuclease activity,http://amigo.geneontology.org/amigo/term/GO:0004521,CCG013576.1 RP20_CCG014970,GO Molecular Function,NA,shinygo,ensembl_metazoa,7160,Aedes albopictus genes AaloF1,aalbopictus_eg_gene
Aedes albopictus,aal-mir-33b-5p,0.00381774,2,60,73.0625,GO:0016893 endonuclease activity active with either ribo- or deoxyribonucleic acids and producing 5-,http://amigo.geneontology.org/amigo/term/GO:0016893,CCG013576.1 RP20_CCG014970,GO Molecular Function,NA,shinygo,ensembl_metazoa,7160,Aedes albopictus genes AaloF1,aalbopictus_eg_gene
Aedes albopictus,aal-mir-33b-5p,0.00427719,2,71,61.7429577,GO:0004540 ribonuclease activity,http://amigo.geneontology.org/amigo/term/GO:0004540,CCG013576.1 RP20_CCG014970,GO Molecular Function,NA,shinygo,ensembl_metazoa,7160,Aedes albopictus genes AaloF1,aalbopictus_eg_gene
Aedes albopictus,aal-mir-33b-5p,0.00650332,2,96,45.6640625,GO:0004519 endonuclease activity,http://amigo.geneontology.org/amigo/term/GO:0004519,CCG013576.1 RP20_CCG014970,GO Molecular Function,NA,shinygo,ensembl_metazoa,7160,Aedes albopictus genes AaloF1,aalbopictus_eg_gene
Aedes albopictus,aal-mir-87,3.40E-12,10,53,46.5984587,GO:0006278 RNA-templated DNA biosynthetic proc.,http://amigo.geneontology.org/amigo/term/GO:0006278,RP20_CCG004135 RP20_CCG007352 RP20_CCG007466 RP20_CCG012900 RP20_CCG014064 CCG023342.1 CCG024568.1 RP20_CCG025211 CCG025689.1 CCG027228.2,GO Biological Process,NA,shinygo,ensembl_metazoa,7160,Aedes albopictus genes AaloF1,aalbopictus_eg_gene
Aedes albopictus,aal-mir-87,1.92E-07,9,137,16.2244269,GO:0090305 nucleic acid phosphodiester bond hydrolysis,http://amigo.geneontology.org/amigo/term/GO:0090305,RP20_CCG000617 CCG001317.1 RP20_CCG004135 CCG005985.1 RP20_CCG007352 RP20_CCG007466 RP20_CCG012900 CCG024568.1 RP20_CCG025211,GO Biological Process,NA,shinygo,ensembl_metazoa,7160,Aedes albopictus genes AaloF1,aalbopictus_eg_gene
Aedes albopictus,aal-mir-87,5.69E-08,13,314,10.2249484,GO:0071897 DNA biosynthetic proc.,http://amigo.geneontology.org/amigo/term/GO:0071897,RP20_CCG004135 CCG004385.1 RP20_CCG007352 RP20_CCG007466 CCG008536.1 RP20_CCG012900 RP20_CCG014064 RP20_CCG018417 CCG023342.1 CCG024568.1 RP20_CCG025211 CCG025689.1 CCG027228.2,GO Biological Process,NA,shinygo,ensembl_metazoa,7160,Aedes albopictus genes AaloF1,aalbopictus_eg_gene
Aedes albopictus,aal-mir-87,5.47E-06,15,742,4.992692,GO:0006259 DNA metabolic proc.,http://amigo.geneontology.org/amigo/term/GO:0006259,CCG002202.2 RP20_CCG004135 CCG004385.1 CCG006899.1 RP20_CCG007352 RP20_CCG007466 CCG008536.1 RP20_CCG012900 RP20_CCG014064 RP20_CCG018417 CCG023342.1 CCG024568.1 RP20_CCG025211 CCG025689.1 CCG027228.2,GO Biological Process,NA,shinygo,ensembl_metazoa,7160,Aedes albopictus genes AaloF1,aalbopictus_eg_gene
Aedes albopictus,aal-mir-87,1.70E-07,20,1001,4.93450212,GO:0034654 nucleobase-containing compound biosynthetic proc.,http://amigo.geneontology.org/amigo/term/GO:0034654,RP20_CCG001034 CCG002759.1 CCG003978.1 RP20_CCG004135 CCG004385.1 RP20_CCG007352 RP20_CCG007466 RP20_CCG008228 CCG008536.1 RP20_CCG012900 RP20_CCG014064 RP20_CCG014223 CCG014727.1 CCG017793.1 RP20_CCG018417 CCG023342.1 CCG024568.1 RP20_CCG025211 CCG025689.1 CCG027228.2,GO Biological Process,NA,shinygo,ensembl_metazoa,7160,Aedes albopictus genes AaloF1,aalbopictus_eg_gene
Aedes albopictus,aal-mir-87,1.92E-07,20,1035,4.77240253,GO:0019438 aromatic compound biosynthetic proc.,http://amigo.geneontology.org/amigo/term/GO:0019438,RP20_CCG001034 CCG002759.1 CCG003978.1 RP20_CCG004135 CCG004385.1 RP20_CCG007352 RP20_CCG007466 RP20_CCG008228 CCG008536.1 RP20_CCG012900 RP20_CCG014064 RP20_CCG014223 CCG014727.1 CCG017793.1 RP20_CCG018417 CCG023342.1 CCG024568.1 RP20_CCG025211 CCG025689.1 CCG027228.2,GO Biological Process,NA,shinygo,ensembl_metazoa,7160,Aedes albopictus genes AaloF1,aalbopictus_eg_gene
Aedes albopictus,aal-mir-87,1.92E-07,20,1048,4.71320288,GO:0018130 heterocycle biosynthetic proc.,http://amigo.geneontology.org/amigo/term/GO:0018130,RP20_CCG001034 CCG002759.1 CCG003978.1 RP20_CCG004135 CCG004385.1 RP20_CCG007352 RP20_CCG007466 RP20_CCG008228 CCG008536.1 RP20_CCG012900 RP20_CCG014064 RP20_CCG014223 CCG014727.1 CCG017793.1 RP20_CCG018417 CCG023342.1 CCG024568.1 RP20_CCG025211 CCG025689.1 CCG027228.2,GO Biological Process,NA,shinygo,ensembl_metazoa,7160,Aedes albopictus genes AaloF1,aalbopictus_eg_gene
Aedes albopictus,aal-mir-87,1.92E-07,20,1057,4.67307154,GO:1901362 organic cyclic compound biosynthetic proc.,http://amigo.geneontology.org/amigo/term/GO:1901362,RP20_CCG001034 CCG002759.1 CCG003978.1 RP20_CCG004135 CCG004385.1 RP20_CCG007352 RP20_CCG007466 RP20_CCG008228 CCG008536.1 RP20_CCG012900 RP20_CCG014064 RP20_CCG014223 CCG014727.1 CCG017793.1 RP20_CCG018417 CCG023342.1 CCG024568.1 RP20_CCG025211 CCG025689.1 CCG027228.2,GO Biological Process,NA,shinygo,ensembl_metazoa,7160,Aedes albopictus genes AaloF1,aalbopictus_eg_gene
Aedes albopictus,aal-mir-87,8.82E-06,20,1391,3.55099685,GO:0044271 cellular nitrogen compound biosynthetic proc.,http://amigo.geneontology.org/amigo/term/GO:0044271,RP20_CCG001034 CCG002759.1 CCG003978.1 RP20_CCG004135 CCG004385.1 RP20_CCG007352 RP20_CCG007466 RP20_CCG008228 CCG008536.1 RP20_CCG012900 RP20_CCG014064 RP20_CCG014223 CCG014727.1 CCG017793.1 RP20_CCG018417 CCG023342.1 CCG024568.1 RP20_CCG025211 CCG025689.1 CCG027228.2,GO Biological Process,NA,shinygo,ensembl_metazoa,7160,Aedes albopictus genes AaloF1,aalbopictus_eg_gene
Aedes albopictus,aal-mir-87,8.48E-05,18,1334,3.33245349,GO:0009059 macromolecule biosynthetic proc.,http://amigo.geneontology.org/amigo/term/GO:0009059,RP20_CCG001034 CCG003978.1 RP20_CCG004135 CCG004385.1 RP20_CCG007352 RP20_CCG007466 CCG008536.1 RP20_CCG012900 RP20_CCG014064 RP20_CCG014223 CCG014727.1 CCG017793.1 RP20_CCG018417 CCG023342.1 CCG024568.1 RP20_CCG025211 CCG025689.1 CCG027228.2,GO Biological Process,NA,shinygo,ensembl_metazoa,7160,Aedes albopictus genes AaloF1,aalbopictus_eg_gene
Aedes albopictus,aal-mir-87,1.69E-06,24,1787,3.31691323,GO:0090304 nucleic acid metabolic proc.,http://amigo.geneontology.org/amigo/term/GO:0090304,RP20_CCG000617 RP20_CCG001034 CCG001317.1 CCG002202.2 CCG003978.1 RP20_CCG004135 CCG004385.1 CCG005985.1 CCG006899.1 RP20_CCG007352 RP20_CCG007466 CCG008536.1 RP20_CCG012900 RP20_CCG014064 RP20_CCG014223 CCG014727.1 CCG016093.1 CCG017793.1 RP20_CCG018417 CCG023342.1 CCG024568.1 RP20_CCG025211 CCG025689.1 CCG027228.2,GO Biological Process,NA,shinygo,ensembl_metazoa,7160,Aedes albopictus genes AaloF1,aalbopictus_eg_gene
Aedes albopictus,aal-mir-87,7.87E-07,26,1968,3.26283923,GO:0006139 nucleobase-containing compound metabolic proc.,http://amigo.geneontology.org/amigo/term/GO:0006139,RP20_CCG000617 RP20_CCG001034 CCG001317.1 CCG002202.2 CCG002759.1 CCG003978.1 RP20_CCG004135 CCG004385.1 CCG005985.1 CCG006899.1 RP20_CCG007352 RP20_CCG007466 RP20_CCG008228 CCG008536.1 RP20_CCG012900 RP20_CCG014064 RP20_CCG014223 CCG014727.1 CCG016093.1 CCG017793.1 RP20_CCG018417 CCG023342.1 CCG024568.1 RP20_CCG025211 CCG025689.1 CCG027228.2,GO Biological Process,NA,shinygo,ensembl_metazoa,7160,Aedes albopictus genes AaloF1,aalbopictus_eg_gene
Aedes albopictus,aal-mir-87,1.11E-06,26,2021,3.17727244,GO:0046483 heterocycle metabolic proc.,http://amigo.geneontology.org/amigo/term/GO:0046483,RP20_CCG000617 RP20_CCG001034 CCG001317.1 CCG002202.2 CCG002759.1 CCG003978.1 RP20_CCG004135 CCG004385.1 CCG005985.1 CCG006899.1 RP20_CCG007352 RP20_CCG007466 RP20_CCG008228 CCG008536.1 RP20_CCG012900 RP20_CCG014064 RP20_CCG014223 CCG014727.1 CCG016093.1 CCG017793.1 RP20_CCG018417 CCG023342.1 CCG024568.1 RP20_CCG025211 CCG025689.1 CCG027228.2,GO Biological Process,NA,shinygo,ensembl_metazoa,7160,Aedes albopictus genes AaloF1,aalbopictus_eg_gene
Aedes albopictus,aal-mir-87,1.11E-06,26,2023,3.17413129,GO:0006725 cellular aromatic compound metabolic proc.,http://amigo.geneontology.org/amigo/term/GO:0006725,RP20_CCG000617 RP20_CCG001034 CCG001317.1 CCG002202.2 CCG002759.1 CCG003978.1 RP20_CCG004135 CCG004385.1 CCG005985.1 CCG006899.1 RP20_CCG007352 RP20_CCG007466 RP20_CCG008228 CCG008536.1 RP20_CCG012900 RP20_CCG014064 RP20_CCG014223 CCG014727.1 CCG016093.1 CCG017793.1 RP20_CCG018417 CCG023342.1 CCG024568.1 RP20_CCG025211 CCG025689.1 CCG027228.2,GO Biological Process,NA,shinygo,ensembl_metazoa,7160,Aedes albopictus genes AaloF1,aalbopictus_eg_gene
Aedes albopictus,aal-mir-87,1.25E-06,26,2044,3.14152036,GO:1901360 organic cyclic compound metabolic proc.,http://amigo.geneontology.org/amigo/term/GO:1901360,RP20_CCG000617 RP20_CCG001034 CCG001317.1 CCG002202.2 CCG002759.1 CCG003978.1 RP20_CCG004135 CCG004385.1 CCG005985.1 CCG006899.1 RP20_CCG007352 RP20_CCG007466 RP20_CCG008228 CCG008536.1 RP20_CCG012900 RP20_CCG014064 RP20_CCG014223 CCG014727.1 CCG016093.1 CCG017793.1 RP20_CCG018417 CCG023342.1 CCG024568.1 RP20_CCG025211 CCG025689.1 CCG027228.2,GO Biological Process,NA,shinygo,ensembl_metazoa,7160,Aedes albopictus genes AaloF1,aalbopictus_eg_gene
Aedes albopictus,aal-mir-87,1.24E-04,20,1675,2.94891738,GO:0044249 cellular biosynthetic proc.,http://amigo.geneontology.org/amigo/term/GO:0044249,RP20_CCG001034 CCG002759.1 CCG003978.1 RP20_CCG004135 CCG004385.1 RP20_CCG007352 RP20_CCG007466 RP20_CCG008228 CCG008536.1 RP20_CCG012900 RP20_CCG014064 RP20_CCG014223 CCG014727.1 CCG017793.1 RP20_CCG018417 CCG023342.1 CCG024568.1 RP20_CCG025211 CCG025689.1 CCG027228.2,GO Biological Process,NA,shinygo,ensembl_metazoa,7160,Aedes albopictus genes AaloF1,aalbopictus_eg_gene
Aedes albopictus,aal-mir-87,1.56E-04,20,1707,2.89363598,GO:1901576 organic substance biosynthetic proc.,http://amigo.geneontology.org/amigo/term/GO:1901576,RP20_CCG001034 CCG002759.1 CCG003978.1 RP20_CCG004135 CCG004385.1 RP20_CCG007352 RP20_CCG007466 RP20_CCG008228 CCG008536.1 RP20_CCG012900 RP20_CCG014064 RP20_CCG014223 CCG014727.1 CCG017793.1 RP20_CCG018417 CCG023342.1 CCG024568.1 RP20_CCG025211 CCG025689.1 CCG027228.2,GO Biological Process,NA,shinygo,ensembl_metazoa,7160,Aedes albopictus genes AaloF1,aalbopictus_eg_gene
Aedes albopictus,aal-mir-87,1.95E-04,20,1739,2.84038909,GO:0009058 biosynthetic proc.,http://amigo.geneontology.org/amigo/term/GO:0009058,RP20_CCG001034 CCG002759.1 CCG003978.1 RP20_CCG004135 CCG004385.1 RP20_CCG007352 RP20_CCG007466 RP20_CCG008228 CCG008536.1 RP20_CCG012900 RP20_CCG014064 RP20_CCG014223 CCG014727.1 CCG017793.1 RP20_CCG018417 CCG023342.1 CCG024568.1 RP20_CCG025211 CCG025689.1 CCG027228.2,GO Biological Process,NA,shinygo,ensembl_metazoa,7160,Aedes albopictus genes AaloF1,aalbopictus_eg_gene
Aedes albopictus,aal-mir-87,1.57E-05,26,2355,2.72665291,GO:0034641 cellular nitrogen compound metabolic proc.,http://amigo.geneontology.org/amigo/term/GO:0034641,RP20_CCG000617 RP20_CCG001034 CCG001317.1 CCG002202.2 CCG002759.1 CCG003978.1 RP20_CCG004135 CCG004385.1 CCG005985.1 CCG006899.1 RP20_CCG007352 RP20_CCG007466 RP20_CCG008228 CCG008536.1 RP20_CCG012900 RP20_CCG014064 RP20_CCG014223 CCG014727.1 CCG016093.1 CCG017793.1 RP20_CCG018417 CCG023342.1 CCG024568.1 RP20_CCG025211 CCG025689.1 CCG027228.2,GO Biological Process,NA,shinygo,ensembl_metazoa,7160,Aedes albopictus genes AaloF1,aalbopictus_eg_gene
Aedes albopictus,aal-mir-87,1.24E-04,32,3743,2.1114343,GO:0044237 cellular metabolic proc.,http://amigo.geneontology.org/amigo/term/GO:0044237,RP20_CCG000617 RP20_CCG001034 CCG001317.1 RP20_CCG001707 CCG002202.2 CCG002759.1 CCG003978.1 RP20_CCG004135 CCG004385.1 RP20_CCG005310.2 CCG005985.1 CCG006899.1 RP20_CCG007352 RP20_CCG007466 RP20_CCG008228 RP20_CCG008318 RP20_CCG008414 CCG008536.1 RP20_CCG009737 RP20_CCG012900 RP20_CCG014064 RP20_CCG014223 CCG014727.1 CCG016093.1 CCG017793.1 RP20_CCG018417 CCG020574.1 CCG023342.1 CCG024568.1 RP20_CCG025211 CCG025689.1 CCG027228.2,GO Biological Process,NA,shinygo,ensembl_metazoa,7160,Aedes albopictus genes AaloF1,aalbopictus_eg_gene
Aedes albopictus,aal-mir-87,3.79E-03,2,7,70.5633803,GO:0004526 ribonuclease P activity,http://amigo.geneontology.org/amigo/term/GO:0004526,CCG001317.1 CCG005985.1,GO Molecular Function,NA,shinygo,ensembl_metazoa,7160,Aedes albopictus genes AaloF1,aalbopictus_eg_gene
Aedes albopictus,aal-mir-87,1.18E-12,10,53,46.5984587,GO:0003964 RNA-directed DNA polymerase activity,http://amigo.geneontology.org/amigo/term/GO:0003964,RP20_CCG004135 RP20_CCG007352 RP20_CCG007466 RP20_CCG012900 RP20_CCG014064 CCG023342.1 CCG024568.1 RP20_CCG025211 CCG025689.1 CCG027228.2,GO Molecular Function,NA,shinygo,ensembl_metazoa,7160,Aedes albopictus genes AaloF1,aalbopictus_eg_gene
Aedes albopictus,aal-mir-87,8.18E-03,2,11,44.9039693,GO:0004549 tRNA-specific ribonuclease activity,http://amigo.geneontology.org/amigo/term/GO:0004549,CCG001317.1 CCG005985.1,GO Molecular Function,NA,shinygo,ensembl_metazoa,7160,Aedes albopictus genes AaloF1,aalbopictus_eg_gene
Aedes albopictus,aal-mir-87,1.09E-07,8,96,20.5809859,GO:0004519 endonuclease activity,http://amigo.geneontology.org/amigo/term/GO:0004519,CCG001317.1 RP20_CCG004135 CCG005985.1 RP20_CCG007352 RP20_CCG007466 RP20_CCG012900 CCG024568.1 RP20_CCG025211,GO Molecular Function,NA,shinygo,ensembl_metazoa,7160,Aedes albopictus genes AaloF1,aalbopictus_eg_gene
Aedes albopictus,aal-mir-87,9.15E-09,10,135,18.2942097,GO:0034061 DNA polymerase activity,http://amigo.geneontology.org/amigo/term/GO:0034061,RP20_CCG004135 RP20_CCG007352 RP20_CCG007466 RP20_CCG012900 RP20_CCG014064 CCG023342.1 CCG024568.1 RP20_CCG025211 CCG025689.1 CCG027228.2,GO Molecular Function,NA,shinygo,ensembl_metazoa,7160,Aedes albopictus genes AaloF1,aalbopictus_eg_gene
Aedes albopictus,aal-mir-87,1.09E-07,9,136,16.3437241,GO:0004518 nuclease activity,http://amigo.geneontology.org/amigo/term/GO:0004518,RP20_CCG000617 CCG001317.1 RP20_CCG004135 CCG005985.1 RP20_CCG007352 RP20_CCG007466 RP20_CCG012900 CCG024568.1 RP20_CCG025211,GO Molecular Function,NA,shinygo,ensembl_metazoa,7160,Aedes albopictus genes AaloF1,aalbopictus_eg_gene
Aedes albopictus,aal-mir-87,1.35E-07,10,199,12.4106448,GO:0016779 nucleotidyltransferase activity,http://amigo.geneontology.org/amigo/term/GO:0016779,RP20_CCG004135 RP20_CCG007352 RP20_CCG007466 RP20_CCG012900 RP20_CCG014064 CCG023342.1 CCG024568.1 RP20_CCG025211 CCG025689.1 CCG027228.2,GO Molecular Function,NA,shinygo,ensembl_metazoa,7160,Aedes albopictus genes AaloF1,aalbopictus_eg_gene
Aedes albopictus,aal-mir-87,1.09E-07,11,240,11.3195423,GO:0140097 catalytic activity acting on DNA,http://amigo.geneontology.org/amigo/term/GO:0140097,RP20_CCG004135 CCG006899.1 RP20_CCG007352 RP20_CCG007466 RP20_CCG012900 RP20_CCG014064 CCG023342.1 CCG024568.1 RP20_CCG025211 CCG025689.1 CCG027228.2,GO Molecular Function,NA,shinygo,ensembl_metazoa,7160,Aedes albopictus genes AaloF1,aalbopictus_eg_gene
Aedes albopictus,aal-mir-87,2.68E-06,13,527,6.09228426,GO:0140640 catalytic activity acting on a nucleic acid,http://amigo.geneontology.org/amigo/term/GO:0140640,CCG001317.1 RP20_CCG004135 CCG005985.1 CCG006899.1 RP20_CCG007352 RP20_CCG007466 RP20_CCG012900 RP20_CCG014064 CCG023342.1 CCG024568.1 RP20_CCG025211 CCG025689.1 CCG027228.2,GO Molecular Function,NA,shinygo,ensembl_metazoa,7160,Aedes albopictus genes AaloF1,aalbopictus_eg_gene
Aedes albopictus,aal-mir-87,2.38E-04,10,471,5.24356329,GO:0016788 hydrolase activity acting on ester bonds,http://amigo.geneontology.org/amigo/term/GO:0016788,RP20_CCG000617 CCG001317.1 CCG001650.3 RP20_CCG004135 CCG005985.1 RP20_CCG007352 RP20_CCG007466 RP20_CCG012900 CCG024568.1 RP20_CCG025211,GO Molecular Function,NA,shinygo,ensembl_metazoa,7160,Aedes albopictus genes AaloF1,aalbopictus_eg_gene
Aedes albopictus,aal-mir-87,1.10E-04,12,631,4.69677016,GO:0016772 transferase activity transferring phosphorus-containing groups,http://amigo.geneontology.org/amigo/term/GO:0016772,RP20_CCG004135 RP20_CCG005310.2 RP20_CCG007352 RP20_CCG007466 RP20_CCG008414 RP20_CCG012900 RP20_CCG014064 CCG023342.1 CCG024568.1 RP20_CCG025211 CCG025689.1 CCG027228.2,GO Molecular Function,NA,shinygo,ensembl_metazoa,7160,Aedes albopictus genes AaloF1,aalbopictus_eg_gene
