"mRNA","transcript_product_descrip","uniprot_id","microRNA","energy","targetStart","targetEnd","score"
"AALF021891-RA","forkhead protein/ forkhead protein domain [Source:Projected from Aedes aegypti (AAEL003163) VB Community Annotation]","A0A182H540","aal-miR-281-5p",-20.66,1999,2020,153
"AALF024445-RA","Purple acid phosphatase [Source:UniProtKB/TrEMBL;Acc:A0A182H931]","A0A023ESX0,A0A182H931","aal-miR-281-5p",-22.99,1,16,152
"AALF023649-RA","sprouty [Source:Projected from Aedes aegypti (AAEL014510) VB Community Annotation]","A0A182H7W6","aal-miR-281-5p",-19.63,4775,4796,152
"AALF011805-RA","Putative alternative splicing factor srp20/9g8 rrm superfamily [Source:UniProtKB/TrEMBL;Acc:A0A023EKJ0]","A0A023EKJ0","aal-miR-281-5p",-18.43,326,348,151
"AALF002317-RA","glucosyl/glucuronosyl transferases [Source:Projected from Aedes aegypti (AAEL003076) VB Community Annotation]","A0A023ETG1,A0A182G3U1,A0A1W7R8D2,A0A1W7R8H3,A0A1W7R8K9","aal-miR-281-5p",-18.09,9722,9745,151
"AALF026695-RA","Phosphoinositide phospholipase C [Source:UniProtKB/TrEMBL;Acc:A0A182HCQ0]","A0A182HCQ0","aal-miR-281-5p",-22.55,36,62,150
"AALF027398-RA","sterol regulatory element binding protein cleavage-activating protein (srebp cleavage-activating protein) (scap) [Source:Projected from Aedes aegypti (AAEL000798) VB Community Annotation]","A0A182HDQ9","aal-miR-281-5p",-15.6,316,337,150
"AALF023182-RA","Putative otu-like cysteine protease [Source:UniProtKB/TrEMBL;Acc:A0A023ENA4]","A0A023ENA4","aal-miR-281-5p",-21.08,41,63,149
"AALF007418-RA","ATP-dependent RNA helicase [Source:Projected from Aedes aegypti (AAEL004117) VB Community Annotation]","A0A182GCB5","aal-miR-281-5p",-14.98,270,291,149
"AALF020977-RA","leucine-rich transmembrane protein [Source:Projected from Aedes aegypti (AAEL002307) VB Community Annotation]","A0A023EQP1,A0A023EUJ3,A0A182H3K1","aal-miR-281-5p",-22.78,2199,2221,148
"AALF008785-RA","srpk [Source:Projected from Aedes aegypti (AAEL008507) VB Community Annotation]","A0A023ETU3,A0A182GF10","aal-miR-281-5p",-19.22,7111,7132,148
"AALF007520-RA","srpk [Source:Projected from Aedes aegypti lvpagwg (AAEL008507) VB Community Annotation]","A0A182GCI0","aal-miR-281-5p",-25.82,9664,9687,147
"AALF004459-RA","myosin v [Source:Projected from Aedes aegypti (AAEL009357) VB Community Annotation]","A0A182G783","aal-miR-281-5p",-16.45,2741,2762,147
"AALF020666-RA","ubiquitin [Source:Projected from Aedes aegypti lvpagwg (AAEL000795) VB Community Annotation]","A0A023EGX8,A0A023EJQ0,A0A182H316","aal-miR-281-5p",-18.77,206,227,146
"AALF007937-RA","ubiquitin specific protease [Source:Projected from Aedes aegypti (AAEL010184) VB Community Annotation]","A0A182GDA5","aal-miR-281-5p",-15.21,9223,9246,146
"AALF000066-RA","peroxisomal n1-acetyl-spermine/spermidine oxidase [Source:Projected from Aedes aegypti lvpagwg (AAEL007523) VB Community Annotation]","A0A182G0L6","aal-miR-281-5p",-21.63,421,444,145
"AALF005903-RA","organic anion transporter [Source:Projected from Aedes aegypti lvpagwg (AAEL001808) VB Community Annotation]","A0A023EWR7,A0A182G9Q2","aal-miR-281-5p",-19.69,465,487,145
"AALF009527-RA","calcium/calmodulin-dependent protein kinase type 1 (camki) [Source:Projected from Aedes aegypti (AAEL011441) VB Community Annotation]","A0A023EQ09,A0A023ERV0,A0A182GGI9,A0A1W7R6X6","aal-miR-281-5p",-16.81,146,165,145
"AALF025948-RA","Glucosamine-6-phosphate isomerase [Source:UniProtKB/TrEMBL;Acc:A0A182HBI6]","A0A023EP88,A0A182HBI6","aal-miR-281-5p",-15.01,1369,1387,145
"AALF010259-RA","phosphatidylinositol 3-kinase catalytic subunit alpha, beta, delta [Source:Projected from Aedes aegypti (AAEL002903) VB Community Annotation]","A0A182GI06","aal-miR-281-5p",-19.92,590,611,144
"AALF002937-RA","Exocyst complex component [Source:UniProtKB/TrEMBL;Acc:A0A182G4S8]","A0A182G4S8","aal-miR-281-5p",-19.9,309,329,144
"AALF012687-RA","Palmitoyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A182GMW0]","A0A182GMW0","aal-miR-281-5p",-14.66,470,490,144
"AALF007304-RA","zinc finger protein [Source:Projected from Aedes aegypti lvpagwg (AAEL012039) VB Community Annotation]","A0A182GC35","aal-miR-281-5p",-14.25,391,416,144
"AALF012626-RA","Putative fatty acid desaturase [Source:UniProtKB/TrEMBL;Acc:A0A023EQQ3]","A0A023EQQ3","aal-miR-281-5p",-18.51,11488,11510,143
"AALF003693-RA","protein phosphatase-5 [Source:Projected from Aedes aegypti (AAEL005080) VB Community Annotation]","A0A182G5Y8","aal-miR-281-5p",-18.07,28852,28871,143
"AALF016408-RA","Putative gamma-interferon inducible lysosomal thiol reductase [Source:UniProtKB/TrEMBL;Acc:A0A023EKF6]","A0A023EKF6","aal-miR-281-5p",-15.4,1,17,143
"AALF021651-RA","Serine Protease Inhibitor (serpin)  likely cleavage at I/S. Transcript A. [Source:Projected from Aedes aegypti (AAEL013936) VB Community Annotation]","A0A023EVU3,A0A182H4P9","aal-miR-281-5p",-23.3,3498,3518,142
"AALF004132-RA","development and differentiation-enhancing factor, ddef [Source:Projected from Aedes aegypti (AAEL003487) VB Community Annotation]","A0A182G6N6","aal-miR-281-5p",-19.65,1927,1947,142
"AALF004127-RA","phosphatase and actin regulator [Source:Projected from Aedes aegypti (AAEL014792) VB Community Annotation]","A0A182G6N4","aal-miR-281-5p",-18.59,1006,1027,142
"AALF020020-RA","mitogen activated protein kinase kinase kinase 5, mapkkk5, mekk5 [Source:Projected from Aedes aegypti (AAEL008306) VB Community Annotation]","A0A182H1U1","aal-miR-281-5p",-14.28,209,230,142
"AALF014553-RA","hemomucin [Source:Projected from Aedes aegypti (AAEL006196) VB Community Annotation]","A0A023EV07,A0A023EVJ8,A0A182GRP8","aal-miR-281-5p",-22.76,278,299,141
"AALF001881-RA","Kinesin-like protein [Source:UniProtKB/TrEMBL;Acc:A0A182G352]","A0A182G352","aal-miR-281-5p",-18.86,997,1018,141
"AALF011160-RA","Putative histone h3 lys4 methyltransferase complex subunit [Source:UniProtKB/TrEMBL;Acc:A0A023EBK1]","A0A023EBK1","aal-miR-281-5p",-17.5,710,731,141
"AALF025015-RA","phosphorylase b kinase [Source:Projected from Aedes aegypti (AAEL007651) VB Community Annotation]","A0A023EYC1,A0A182H9Z8","aal-miR-281-5p",-15.39,13,34,141
"AALF016085-RA","atlastin [Source:Projected from Aedes aegypti (AAEL003109) VB Community Annotation]","A0A182GUP1","aal-miR-281-5p",-17.42,483,506,140
"AALF005741-RA","Protein kinase C [Source:UniProtKB/TrEMBL;Acc:A0A182G9G7]","A0A182G9G7","aal-miR-281-5p",-14.9,1370,1391,140
"AALF002972-RA","ns1 binding protein [Source:Projected from Aedes aegypti (AAEL009706) VB Community Annotation]","A0A182G4U6","aal-miR-281-5p",-14.64,787,807,140
"AALF013000-RA","Tubulin gamma chain [Source:UniProtKB/TrEMBL;Acc:A0A182GNL1]","A0A182GNL1","aal-miR-281-5p",-14.26,348,369,140
