"mRNA","transcript_product_descrip","uniprot_id","microRNA","energy","targetStart","targetEnd","score"
"AALF021758-RA","splicing factor yt521-b [Source:Projected from Aedes aegypti (AAEL002272) VB Community Annotation]","A0A023ETE8,A0A182H4W0","aal-miR-2940-3p",-21.56,2393,2416,152
"AALF007786-RA","alpha-1,2-Mannosidase [Source:UniProtKB/TrEMBL;Acc:A0A182GD08]","A0A023ESJ7,A0A182GD08","aal-miR-2940-3p",-17.12,925,946,151
"AALF022521-RA","Coronin [Source:UniProtKB/TrEMBL;Acc:A0A182H655]","A0A182H655","aal-miR-2940-3p",-15.54,8358,8378,151
"AALF002534-RA","Putative heat shock protein [Source:UniProtKB/TrEMBL;Acc:A0A023EEP5]","A0A023EEP5","aal-miR-2940-3p",-15.91,601,621,150
"AALF013501-RA","Partner of Y14 and mago (Protein wibg homolog) [Source:Projected from Aedes aegypti (AAEL012503) VB Community Annotation]","A0A182GPL7","aal-miR-2940-3p",-20.1,85,107,149
"AALF026052-RA","Calcium-transporting ATPase [Source:UniProtKB/TrEMBL;Acc:A0A182HBP1]","A0A182HBP1","aal-miR-2940-3p",-19.04,2295,2320,149
"AALF010133-RA","Elongation factor 1-alpha [Source:UniProtKB/TrEMBL;Acc:A0A182GHS1]","A0A023ETR3,A0A182GHS1","aal-miR-2940-3p",-14.81,1221,1242,149
"AALF001034-RA","Transcription elongation factor SPT5 [Source:UniProtKB/TrEMBL;Acc:A0A182G1W4]","A0A182G1W4","aal-miR-2940-3p",-17.24,4487,4505,148
"AALF021458-RA","brat protein [Source:Projected from Aedes aegypti lvpagwg (AAEL004918) VB Community Annotation]","A0A182H4D2","aal-miR-2940-3p",-17.09,26959,26980,148
"AALF026317-RA","trithorax protein ash2 [Source:Projected from Aedes aegypti (AAEL003771) VB Community Annotation]","A0A182HC27","aal-miR-2940-3p",-18.96,4149,4168,147
"AALF001261-RA","glutathione transferase [Source:Projected from Aedes aegypti (AAEL004229) VB Community Annotation]","A0A023EKA0","aal-miR-2940-3p",-18.4,14,35,147
"AALF008785-RA","srpk [Source:Projected from Aedes aegypti (AAEL008507) VB Community Annotation]","A0A023ETU3,A0A182GF10","aal-miR-2940-3p",-14,14450,14473,147
"AALF007520-RA","srpk [Source:Projected from Aedes aegypti lvpagwg (AAEL008507) VB Community Annotation]","A0A182GCI0","aal-miR-2940-3p",-18.46,1377,1398,146
"AALF023599-RA","spliceosomal protein sap [Source:Projected from Aedes aegypti (AAEL002709) VB Community Annotation]","A0A182H7T4","aal-miR-2940-3p",-16.82,1069,1091,146
"AALF005999-RA","mucolipin [Source:Projected from Aedes aegypti (AAEL001557) VB Community Annotation]","A0A182G9W3","aal-miR-2940-3p",-16.6,197,218,146
"AALF014062-RA","mucolipin [Source:Projected from Aedes aegypti lvpagwg (AAEL001557) VB Community Annotation]","A0A182GQQ2","aal-miR-2940-3p",-16.6,198,219,146
"AALF003693-RA","protein phosphatase-5 [Source:Projected from Aedes aegypti (AAEL005080) VB Community Annotation]","A0A182G5Y8","aal-miR-2940-3p",-21.13,1168,1188,145
"AALF021651-RA","Serine Protease Inhibitor (serpin)  likely cleavage at I/S. Transcript A. [Source:Projected from Aedes aegypti (AAEL013936) VB Community Annotation]","A0A023EVU3,A0A182H4P9","aal-miR-2940-3p",-18.28,11359,11380,145
"AALF018617-RA","DNA-directed RNA polymerase subunit [Source:UniProtKB/TrEMBL;Acc:A0A182GZD4]","A0A182GZD4","aal-miR-2940-3p",-15.14,699,721,145
"AALF018200-RA","GTP-binding  protein alpha subunit, gna [Source:Projected from Aedes aegypti (AAEL008630) VB Community Annotation]","A0A182GYJ2","aal-miR-2940-3p",-19.7,10,31,144
"AALF007534-RA","Putative ubiquitin conjugating enzyme 4 [Source:UniProtKB/TrEMBL;Acc:A0A023EI28]","A0A023EI28","aal-miR-2940-3p",-16.09,27,48,144
"AALF023649-RA","sprouty [Source:Projected from Aedes aegypti (AAEL014510) VB Community Annotation]","A0A182H7W6","aal-miR-2940-3p",-15.81,2507,2528,144
"AALF023269-RA","Putative amidase [Source:UniProtKB/TrEMBL;Acc:A0A023EUW5]","A0A023EUR9,A0A023EUW5","aal-miR-2940-3p",-20.4,169,190,143
"AALF020390-RA","Putative lipid phosphate phosphatase [Source:UniProtKB/TrEMBL;Acc:A0A023EPH9]","A0A023EPH9","aal-miR-2940-3p",-15.81,32,54,143
"AALF027647-RA","phosphatidate phosphatase [Source:Projected from Aedes aegypti (AAEL007322) VB Community Annotation]","A0A182HE45","aal-miR-2940-3p",-15.81,32,54,143
"AALF001172-RA","chromosome region maintenance protein 5/exportin [Source:Projected from Aedes aegypti (AAEL009392) VB Community Annotation]","A0A182G252","aal-miR-2940-3p",-14.91,409,431,143
"AALF006625-RA","chromosome region maintenance protein 5/exportin [Source:Projected from Aedes aegypti lvpagwg (AAEL009392) VB Community Annotation]","A0A182GAX7","aal-miR-2940-3p",-14.91,408,430,143
"AALF018905-RA","zinc finger protein [Source:Projected from Aedes aegypti (AAEL009509) VB Community Annotation]","A0A182GZU3","aal-miR-2940-3p",-22.33,104,124,142
"AALF027309-RA","signal transduction protein lnk-realted [Source:Projected from Aedes aegypti (AAEL004125) VB Community Annotation]","A0A182HDN0","aal-miR-2940-3p",-21.84,102,124,142
"AALF000855-RA","Phospholipid-transporting ATPase [Source:UniProtKB/TrEMBL;Acc:A0A182G1N5]","A0A023EWS1,A0A182G1N5,A0A1W7R5G6","aal-miR-2940-3p",-21.55,878,899,142
"AALF016202-RA","Phospholipid-transporting ATPase [Source:UniProtKB/TrEMBL;Acc:A0A182GUY8]","A0A182GUY8","aal-miR-2940-3p",-21.55,957,978,142
"AALF020733-RA","pangolin [Source:Projected from Aedes aegypti (AAEL000656) VB Community Annotation]","A0A182H356","aal-miR-2940-3p",-20.41,1426,1451,142
"AALF008576-RA","lipoma preferred partner/lpp [Source:Projected from Aedes aegypti (AAEL007704) VB Community Annotation]","A0A182GEL0","aal-miR-2940-3p",-19.46,24,48,142
"AALF010430-RA","rab gdp/GTP exchange factor [Source:Projected from Aedes aegypti (AAEL001142) VB Community Annotation]","A0A182GIE1","aal-miR-2940-3p",-19.04,391,412,142
"AALF020731-RA","peptidylprolyl isomerase [Source:Projected from Aedes aegypti (AAEL012809) VB Community Annotation]","A0A182H354","aal-miR-2940-3p",-17.93,57,78,142
"AALF000323-RA","Elongation of very long chain fatty acids protein [Source:UniProtKB/TrEMBL;Acc:A0A182G0Y5]","A0A182G0Y5","aal-miR-2940-3p",-16.47,462,485,142
"AALF018522-RA","Polypeptide N-acetylgalactosaminyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A182GZ72]","A0A182GZ72","aal-miR-2940-3p",-15.04,203,225,142
"AALF012687-RA","Palmitoyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A182GMW0]","A0A182GMW0","aal-miR-2940-3p",-14.45,819,842,142
"AALF002974-RA","Ubiquitinyl hydrolase 1 [Source:UniProtKB/TrEMBL;Acc:A0A182G4U8]","A0A182G4U8","aal-miR-2940-3p",-19.88,41,62,141
"AALF002777-RA","phosphatidyltransferase [Source:Projected from Aedes aegypti (AAEL006667) VB Community Annotation]","A0A023EUD9,A0A182G4K5","aal-miR-2940-3p",-16.42,65,85,141
"AALF008947-RA","heterogeneous nuclear ribonucleoprotein [Source:Projected from Aedes aegypti lvpagwg (AAEL010467) VB Community Annotation]","A0A023ET39,A0A182GFC6","aal-miR-2940-3p",-15.88,440,462,141
"AALF005731-RA","zinc finger protein [Source:Projected from Aedes aegypti (AAEL002390) VB Community Annotation]","A0A182G9G0","aal-miR-2940-3p",-15.72,1929,1951,141
"AALF013465-RA","Probable exonuclease mut-7 homolog (EC 3.1.-.-)(Exonuclease 3'-5' domain-containing protein 3 homolog) [Source:Projected from Aedes aegypti (AAEL005527) VB Community Annotation]","A0A182GPI4","aal-miR-2940-3p",-18.51,2,24,140
"AALF005153-RA","Histone-lysine N-methyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A182G8G8]","A0A182G8G8","aal-miR-2940-3p",-18.12,3309,3330,140
"AALF020977-RA","leucine-rich transmembrane protein [Source:Projected from Aedes aegypti (AAEL002307) VB Community Annotation]","A0A023EQP1,A0A023EUJ3,A0A182H3K1","aal-miR-2940-3p",-17.75,1105,1126,140
"AALF004087-RA","yellow protein precursor [Source:Projected from Aedes aegypti (AAEL005738) VB Community Annotation]","A0A182G6K9","aal-miR-2940-3p",-17.55,80,101,140
"AALF007684-RA","autophagy related gene DEBCL [Source:Projected from Aedes aegypti (AAEL001515) VB Community Annotation]","A0A023EKK6,A0A023EMR7,A0A182GCS7,A0A1W7R6M9","aal-miR-2940-3p",-17.08,255,275,140
"AALF027598-RA","cadherin [Source:Projected from Aedes aegypti (AAEL012421) VB Community Annotation]","A0A182HE16","aal-miR-2940-3p",-16.66,82,103,140
"AALF012584-RA","Histone H2B [Source:UniProtKB/TrEMBL;Acc:A0A182GMP2]","A0A182GMP2","aal-miR-2940-3p",-16.05,1,21,140
"AALF018800-RA","importin 11 (imp11) (ran-binding protein 11) [Source:Projected from Aedes aegypti (AAEL004035) VB Community Annotation]","A0A182GZP1","aal-miR-2940-3p",-15.9,261,282,140
"AALF002156-RA","protein tyrosine phosphatase, non-receptor type nt1 [Source:Projected from Aedes aegypti (AAEL001919) VB Community Annotation]","A0A023ET57,A0A182G3J1","aal-miR-2940-3p",-15.53,891,912,140
"AALF019046-RA","prolyl endopeptidase (prolyl oligopeptidase) [Source:Projected from Aedes aegypti (AAEL009142) VB Community Annotation]","A0A182H044","aal-miR-2940-3p",-15.23,114,135,140
"AALF016307-RA","Mothers against decapentaplegic homolog [Source:UniProtKB/TrEMBL;Acc:A0A182GV56]","A0A182GV56","aal-miR-2940-3p",-14.21,1833,1854,140
"AALF021285-RA","V-type proton ATPase subunit [Source:UniProtKB/TrEMBL;Acc:A0A023ERH1]","A0A023ERH1","aal-miR-2940-3p",-14.02,252,274,140
