"mRNA","transcript_product_descrip","uniprot_id","microRNA","energy","targetStart","targetEnd","score"
"AALF014290-RA","Nibrin [Source:UniProtKB/TrEMBL;Acc:A0A182GR75]","A0A182GR75","aal-miR-2940-5p",-16.31,824,847,152
"AALF010430-RA","rab gdp/GTP exchange factor [Source:Projected from Aedes aegypti (AAEL001142) VB Community Annotation]","A0A182GIE1","aal-miR-2940-5p",-14.66,1686,1713,152
"AALF015582-RA","retinaldehyde binding protein [Source:Projected from Aedes aegypti (AAEL005701) VB Community Annotation]","A0A182GTN5","aal-miR-2940-5p",-14.49,19471,19492,152
"AALF003755-RA","ribosomal RNA methyltransferase [Source:Projected from Aedes aegypti (AAEL001037) VB Community Annotation]","A0A023EVV2,A0A182G625","aal-miR-2940-5p",-23.62,37,59,151
"AALF012626-RA","Putative fatty acid desaturase [Source:UniProtKB/TrEMBL;Acc:A0A023EQQ3]","A0A023EQQ3","aal-miR-2940-5p",-19.13,20119,20142,151
"AALF003697-RA","Putative gtp-binding protein [Source:UniProtKB/TrEMBL;Acc:A0A023EIB6]","A0A023EIB6","aal-miR-2940-5p",-18.37,585,608,151
"AALF022521-RA","Coronin [Source:UniProtKB/TrEMBL;Acc:A0A182H655]","A0A182H655","aal-miR-2940-5p",-17.13,3816,3837,151
"AALF013836-RA","acyl-CoA oxidase [Source:Projected from Aedes aegypti (AAEL000735) VB Community Annotation]","A0A182GQA0","aal-miR-2940-5p",-16.1,2743,2765,151
"AALF020334-RA","serine/threonine protein kinase [Source:Projected from Aedes aegypti (AAEL011578) VB Community Annotation]","A0A182H2D3","aal-miR-2940-5p",-15.33,1759,1781,151
"AALF020920-RA","Serine/threonine-protein phosphatase [Source:UniProtKB/TrEMBL;Acc:A0A023EQE1]","A0A023EQE1","aal-miR-2940-5p",-15.21,545,566,151
"AALF007520-RA","srpk [Source:Projected from Aedes aegypti lvpagwg (AAEL008507) VB Community Annotation]","A0A182GCI0","aal-miR-2940-5p",-24.52,16057,16080,150
"AALF008785-RA","srpk [Source:Projected from Aedes aegypti (AAEL008507) VB Community Annotation]","A0A023ETU3,A0A182GF10","aal-miR-2940-5p",-24.52,7235,7258,150
"AALF012962-RA","odd Oz protein [Source:Projected from Aedes aegypti (AAEL000405) VB Community Annotation]","A0A182GNI2","aal-miR-2940-5p",-21.98,2486,2508,150
"AALF011190-RA","4-aminobutyrate aminotransferase [Source:Projected from Aedes aegypti (AAEL012609) VB Community Annotation]","A0A182GJV0","aal-miR-2940-5p",-20.62,3,24,150
"AALF022587-RA","synaptic vesicle protein [Source:Projected from Aedes aegypti (AAEL013884) VB Community Annotation]","A0A182H692","aal-miR-2940-5p",-19.65,864,889,150
"AALF008617-RA","Acyl-coenzyme A oxidase [Source:UniProtKB/TrEMBL;Acc:A0A182GEP3]","A0A023EVR9,A0A182GEP3","aal-miR-2940-5p",-18.22,201,223,150
"AALF027115-RA","poly a polymerase [Source:Projected from Aedes aegypti (AAEL005356) VB Community Annotation]","A0A182HDC1","aal-miR-2940-5p",-17.16,673,694,150
"AALF018309-RA","calcium and integrin-binding protein [Source:Projected from Aedes aegypti (AAEL002221) VB Community Annotation]","A0A023EI62,A0A182GYS5,A0A1W7R6V9","aal-miR-2940-5p",-16.63,80,105,150
"AALF020020-RA","mitogen activated protein kinase kinase kinase 5, mapkkk5, mekk5 [Source:Projected from Aedes aegypti (AAEL008306) VB Community Annotation]","A0A182H1U1","aal-miR-2940-5p",-15.9,78,105,150
"AALF026128-RA","inosine-uridine preferring nucleoside hydrolase [Source:Projected from Aedes aegypti (AAEL002176) VB Community Annotation]","A0A182HBT0","aal-miR-2940-5p",-15.63,117,137,150
"AALF009481-RA","Phospholipid-transporting ATPase [Source:UniProtKB/TrEMBL;Acc:A0A182GGF5]","A0A023EWQ0,A0A182GGF5","aal-miR-2940-5p",-14.76,744,767,150
"AALF021458-RA","brat protein [Source:Projected from Aedes aegypti lvpagwg (AAEL004918) VB Community Annotation]","A0A182H4D2","aal-miR-2940-5p",-14.05,29205,29229,150
"AALF018905-RA","zinc finger protein [Source:Projected from Aedes aegypti (AAEL009509) VB Community Annotation]","A0A182GZU3","aal-miR-2940-5p",-19.48,439,461,149
"AALF017793-RA","circadian protein clock/arnt/bmal/pas [Source:Projected from Aedes aegypti (AAEL002049) VB Community Annotation]","A0A023EV26,A0A182GXV2","aal-miR-2940-5p",-18.51,27191,27214,149
"AALF004430-RA","Putative mitogen-activated protein kinase mapk kinase mkk7/jnkk2 [Source:UniProtKB/TrEMBL;Acc:A0A023ER47]","A0A023ER47","aal-miR-2940-5p",-18.2,1,25,149
"AALF025948-RA","Glucosamine-6-phosphate isomerase [Source:UniProtKB/TrEMBL;Acc:A0A182HBI6]","A0A023EP88,A0A182HBI6","aal-miR-2940-5p",-17.54,10086,10108,149
"AALF020712-RA","amino acid transporter [Source:Projected from Aedes aegypti lvpagwg (AAEL007191) VB Community Annotation]","A0A182H343","aal-miR-2940-5p",-14.6,380,402,149
"AALF020160-RA","Transmembrane 9 superfamily member [Source:UniProtKB/TrEMBL;Acc:A0A023EVR6]","A0A023EVR6","aal-miR-2940-5p",-14.46,975,995,149
"AALF017397-RA","WD-repeat protein [Source:Projected from Aedes aegypti (AAEL006552) VB Community Annotation]","A0A182GX40","aal-miR-2940-5p",-17.6,2962,2985,148
"AALF008767-RA","groucho protein [Source:Projected from Aedes aegypti (AAEL010433) VB Community Annotation]","A0A182GEZ6","aal-miR-2940-5p",-17.2,857,880,148
"AALF024187-RA","serine-type endopeptidase [Source:Projected from Aedes aegypti (AAEL001701) VB Community Annotation]","A0A182H8P1,A0A1W7R8L3","aal-miR-2940-5p",-15.38,580,602,148
"AALF013877-RA","hairy protein [Source:Projected from Aedes aegypti (AAEL005480) VB Community Annotation]","A0A023EQ79,A0A182GQD4","aal-miR-2940-5p",-25.57,680,704,147
"AALF007304-RA","zinc finger protein [Source:Projected from Aedes aegypti lvpagwg (AAEL012039) VB Community Annotation]","A0A182GC35","aal-miR-2940-5p",-24.09,18,39,147
"AALF001575-RA","E3 ubiquitin-protein ligase parkin [Source:UniProtKB/TrEMBL;Acc:A0A182G2Q0]","A0A182G2Q0","aal-miR-2940-5p",-21.59,84,107,147
"AALF020582-RA","Putative secreted protein [Source:UniProtKB/TrEMBL;Acc:A0A023EEU3]","A0A023EEU3","aal-miR-2940-5p",-15.59,9,33,147
"AALF002759-RA","Acetyl-coenzyme A synthetase [Source:UniProtKB/TrEMBL;Acc:A0A182G4J4]","A0A182G4J4","aal-miR-2940-5p",-22.98,194,221,146
"AALF009526-RA","translation initiation factor eif-2b gamma subunit [Source:Projected from Aedes aegypti (AAEL011442) VB Community Annotation]","A0A182GGI8","aal-miR-2940-5p",-18.28,357,379,146
"AALF000385-RA","dullard protein [Source:Projected from Aedes aegypti (AAEL010373) VB Community Annotation]","A0A023EN62,A0A182G116","aal-miR-2940-5p",-18.03,518,539,146
"AALF008947-RA","heterogeneous nuclear ribonucleoprotein [Source:Projected from Aedes aegypti lvpagwg (AAEL010467) VB Community Annotation]","A0A023ET39,A0A182GFC6","aal-miR-2940-5p",-16.52,4988,5011,146
"AALF007997-RA","sugar transporter [Source:Projected from Aedes aegypti (AAEL014207) VB Community Annotation]","A0A182GDE4","aal-miR-2940-5p",-16.33,197,219,146
"AALF022020-RA","chaperonin-60kD, ch60 [Source:Projected from Aedes aegypti (AAEL011584) VB Community Annotation]","A0A023EV59,A0A182H5B2","aal-miR-2940-5p",-16.04,1204,1227,146
"AALF014760-RA","alpha-1,2-Mannosidase [Source:UniProtKB/TrEMBL;Acc:A0A182GS33]","A0A182GS33,A0A1W7R8J6","aal-miR-2940-5p",-15.57,4520,4542,146
"AALF026517-RA","GTP-binding protein sar1 [Source:Projected from Aedes aegypti (AAEL010012) VB Community Annotation]","A0A023EHF4,A0A182HCE3","aal-miR-2940-5p",-15.34,175,200,146
"AALF021441-RA","heat shock protein 70 (hsp70)-interacting protein [Source:Projected from Aedes aegypti (AAEL004148) VB Community Annotation]","A0A023EPX6,A0A182H4B7","aal-miR-2940-5p",-20.76,74,100,145
"AALF000915-RA","mitochondrial peptide chain release factor [Source:Projected from Aedes aegypti (AAEL012811) VB Community Annotation]","A0A023ET49,A0A182G1Q2","aal-miR-2940-5p",-20.47,667,689,145
"AALF019669-RA","Isocitrate dehydrogenase [NADP] [Source:UniProtKB/TrEMBL;Acc:A0A182H172]","A0A023EQ51,A0A182H172,G8GIC9","aal-miR-2940-5p",-18.16,54,76,145
"AALF017588-RA","Transgelin [Source:UniProtKB/TrEMBL;Acc:A0A023EII5]","A0A023EII5,A0A023EIN9,A0A1W7R903","aal-miR-2940-5p",-16.56,156,178,145
"AALF003006-RA","Mitochondrial fission 1 protein [Source:UniProtKB/TrEMBL;Acc:A0A182G4X0]","A0A182G4X0","aal-miR-2940-5p",-15.22,372,394,145
"AALF023773-RA","leucine aminopeptidase [Source:Projected from Aedes aegypti (AAEL001649) VB Community Annotation]","A0A182H835","aal-miR-2940-5p",-20.54,14,37,144
"AALF020159-RA","importin beta-1 [Source:Projected from Aedes aegypti (AAEL013275) VB Community Annotation]","A0A182H213","aal-miR-2940-5p",-18.53,40,64,144
"AALF023544-RA","Na-K-Cl cotransporter [Source:Projected from Aedes aegypti lvpagwg (AAEL022891) UniProtKB/TrEMBL;Acc:Q6XL80]","A0A182H7Q1","aal-miR-2940-5p",-17.77,489,512,144
"AALF011885-RA","Mitogen-activated protein kinase [Source:UniProtKB/TrEMBL;Acc:A0A182GLA5]","A0A182GLA5","aal-miR-2940-5p",-17.5,489,514,144
"AALF007691-RA","sodium-dependent phosphate transporter [Source:Projected from Aedes aegypti (AAEL012522) VB Community Annotation]","A0A182GCT3","aal-miR-2940-5p",-16.6,1002,1022,144
"AALF018205-RA","Mitogen-activated protein kinase [Source:UniProtKB/TrEMBL;Acc:A0A182GYJ7]","A0A182GYJ7,Q86RB6","aal-miR-2940-5p",-15.58,489,514,144
"AALF003282-RA","zinc finger protein [Source:Projected from Aedes aegypti (AAEL014948) VB Community Annotation]","A0A023EFH8,A0A182G5B0","aal-miR-2940-5p",-27.97,93,114,143
"AALF008385-RA","single-stranded DNA-binding protein mssp-1 [Source:Projected from Aedes aegypti (AAEL007091) VB Community Annotation]","A0A023EUB8,A0A182GE72","aal-miR-2940-5p",-19.96,877,902,143
"AALF006898-RA","leucine rich repeat protein [Source:Projected from Aedes aegypti (AAEL003554) VB Community Annotation]","A0A023EPT7,A0A182GBE1,A0A1W7R6P9","aal-miR-2940-5p",-18.65,906,928,143
"AALF006584-RA","smap1 [Source:Projected from Aedes aegypti (AAEL003509) VB Community Annotation]","A0A023ETH6,A0A182GAW2","aal-miR-2940-5p",-18.57,357,379,143
"AALF011552-RA","single stranded DNA binding protein [Source:Projected from Aedes aegypti (AAEL000888) VB Community Annotation]","A0A023ERP6,A0A182GKM7","aal-miR-2940-5p",-17.77,965,987,143
"AALF008942-RA","Putative vacuolar assembly/sorting protein did2 [Source:UniProtKB/TrEMBL;Acc:A0A023EJE6]","A0A023EJE6","aal-miR-2940-5p",-17.76,1141,1165,143
"AALF004127-RA","phosphatase and actin regulator [Source:Projected from Aedes aegypti (AAEL014792) VB Community Annotation]","A0A182G6N4","aal-miR-2940-5p",-17.32,1161,1185,143
"AALF020210-RA","E3 ubiquitin-protein ligase nedd-4 [Source:Projected from Aedes aegypti (AAEL002536) VB Community Annotation]","A0A182H251","aal-miR-2940-5p",-16.6,234,256,143
"AALF013405-RA","alpha-l-iduronidase [Source:Projected from Aedes aegypti (AAEL004402) VB Community Annotation]","A0A182GPE1","aal-miR-2940-5p",-16.34,970,992,143
"AALF013091-RA","cak1 [Source:Projected from Aedes aegypti (AAEL001038) VB Community Annotation]","A0A182GNR8","aal-miR-2940-5p",-16.11,75,97,143
"AALF007937-RA","ubiquitin specific protease [Source:Projected from Aedes aegypti (AAEL010184) VB Community Annotation]","A0A182GDA5","aal-miR-2940-5p",-15.78,10795,10816,143
"AALF016099-RA","Spastin [Source:UniProtKB/TrEMBL;Acc:A0A182GUQ1]","A0A182GUQ1","aal-miR-2940-5p",-14.21,194,217,143
"AALF004530-RA","UDP-glucuronosyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A182G7B7]","A0A182G7B7","aal-miR-2940-5p",-18.1,1355,1377,142
"AALF026429-RA","Dolichol phosphate-mannose biosynthesis regulatory protein [Source:UniProtKB/TrEMBL;Acc:A0A182HC90]","A0A182HC90","aal-miR-2940-5p",-18.02,3024,3049,142
"AALF006943-RA","GPCR Frizzled/Smoothened Family [Source:Projected from Aedes aegypti (AAEL009983) VB Community Annotation]","A0A182GBG7","aal-miR-2940-5p",-17.28,10,32,142
"AALF002459-RA","ATP-dependent clp protease ATP-binding subunit clpx [Source:Projected from Aedes aegypti lvpagwg (AAEL013966) VB Community Annotation]","A0A023EVL1,A0A182G408","aal-miR-2940-5p",-16.77,157,178,142
"AALF012639-RA","membralin [Source:Projected from Aedes aegypti (AAEL004971) VB Community Annotation]","A0A023EUG0,A0A182GMT6","aal-miR-2940-5p",-16.57,229,253,142
"AALF002219-RA","Putative splicing factor [Source:UniProtKB/TrEMBL;Acc:A0A023EIZ6]","A0A023EIZ6","aal-miR-2940-5p",-16.04,1265,1285,142
"AALF027449-RA","AMP dependent coa ligase [Source:Projected from Aedes aegypti (AAEL000119) VB Community Annotation]","A0A182HDU2","aal-miR-2940-5p",-15.81,81,109,142
"AALF013794-RA","Cyclin C [Source:UniProtKB/TrEMBL;Acc:A0A182GQ68]","A0A182GQ68","aal-miR-2940-5p",-15.65,322,342,142
"AALF004459-RA","myosin v [Source:Projected from Aedes aegypti (AAEL009357) VB Community Annotation]","A0A182G783","aal-miR-2940-5p",-14.86,3319,3340,142
"AALF008879-RA","type IV inositol 5-phosphatase [Source:Projected from Aedes aegypti (AAEL001367) VB Community Annotation]","A0A182GF70","aal-miR-2940-5p",-24.42,160,182,141
"AALF005253-RA","Putative rna polymer [Source:UniProtKB/TrEMBL;Acc:A0A023EUH3]","A0A023EUH3","aal-miR-2940-5p",-23.62,257,279,141
"AALF018446-RA","acyl-coa dehydrogenase [Source:Projected from Aedes aegypti (AAEL004739) VB Community Annotation]","A0A023EVD3,A0A182GZ27","aal-miR-2940-5p",-22.21,213,234,141
"AALF003129-RA","Phospholipase B-like [Source:UniProtKB/TrEMBL;Acc:A0A182G537]","A0A023EVL4,A0A023EVM6,A0A182G537","aal-miR-2940-5p",-21.59,78,100,141
"AALF022794-RA","facilitated trehalose transporter Tret1 [Source:Projected from Aedes aegypti (AAEL000567) VB Community Annotation]","A0A023EU84,A0A182H6L1,A0A1W7R5Q7","aal-miR-2940-5p",-20.85,782,803,141
"AALF011156-RA","zinc finger protein [Source:Projected from Aedes aegypti lvpagwg (AAEL006614) VB Community Annotation]","A0A023EKE9,A0A182GJS5","aal-miR-2940-5p",-18.86,101,123,141
"AALF003859-RA","Clustered mitochondria protein homolog [Source:UniProtKB/TrEMBL;Acc:A0A182G693]","A0A182G693","aal-miR-2940-5p",-17.66,878,900,141
"AALF016705-RA","peroxisomal targeting signal 2 receptor [Source:Projected from Aedes aegypti (AAEL003117) VB Community Annotation]","A0A023ENI5,A0A182GVV8","aal-miR-2940-5p",-17.09,96,117,141
"AALF001576-RA","pre-mRNA cleavage factor im, 25kD subunit [Source:Projected from Aedes aegypti (AAEL001371) VB Community Annotation]","A0A023EHR3,A0A182G2Q1","aal-miR-2940-5p",-15.76,356,377,141
"AALF004462-RA","ssm4 protein [Source:Projected from Aedes aegypti (AAEL009353) VB Community Annotation]","A0A182G786","aal-miR-2940-5p",-15.7,58,80,141
"AALF014779-RA","zinc finger protein [Source:Projected from Aedes aegypti (AAEL013028) VB Community Annotation]","A0A023EUS3,A0A023EW10,A0A182GS49","aal-miR-2940-5p",-15.6,550,572,141
"AALF025748-RA","Nuclear pore complex protein Nup85 [Source:UniProtKB/TrEMBL;Acc:A0A182HB70]","A0A182HB70","aal-miR-2940-5p",-22.95,4,27,140
"AALF012680-RA","sin3a-associated protein sap130 [Source:Projected from Aedes aegypti (AAEL007252) VB Community Annotation]","A0A182GMV3","aal-miR-2940-5p",-17.94,851,874,140
"AALF025019-RA","polycomb protein [Source:Projected from Aedes aegypti (AAEL014098) VB Community Annotation]","A0A023ER42,A0A182HA01","aal-miR-2940-5p",-17.34,615,635,140
"AALF020666-RA","ubiquitin [Source:Projected from Aedes aegypti lvpagwg (AAEL000795) VB Community Annotation]","A0A023EGX8,A0A023EJQ0,A0A182H316","aal-miR-2940-5p",-16.96,93,118,140
"AALF017790-RA","cytochrome oxidase biogenesis protein (oxa1 mitochondrial) [Source:Projected from Aedes aegypti (AAEL006734) VB Community Annotation]","A0A023ESV1,A0A182GXU9","aal-miR-2940-5p",-14.53,40,63,140
"AALF013105-RA","protein phosphatase type 2c [Source:Projected from Aedes aegypti (AAEL004709) VB Community Annotation]","A0A182GNS9","aal-miR-2940-5p",-14.45,667,689,140
"AALF003215-RA","ATP-dependent 6-phosphofructokinase [Source:UniProtKB/TrEMBL;Acc:A0A023EV74]","A0A023ER48,A0A023EV74","aal-miR-2940-5p",-14.16,90,112,140
"AALF018349-RA","ABC transporter [Source:Projected from Aedes aegypti (AAEL008629) VB Community Annotation]","A0A182GYV8","aal-miR-2940-5p",-14.02,445,468,140
