"mRNA","transcript_product_descrip","uniprot_id","microRNA","energy","targetStart","targetEnd","score"
"AALF017793-RA","circadian protein clock/arnt/bmal/pas [Source:Projected from Aedes aegypti (AAEL002049) VB Community Annotation]","A0A023EV26,A0A182GXV2","aal-miR-1174-3p",-22.01,4949,4969,149
"AALF016493-RA","exocyst complex component 4","A0A182GVJ4","aal-miR-1174-3p",-19.96,168,193,149
"AALF004869-RA","rab-40 [Source:Projected from Aedes aegypti (AAEL007661) VB Community Annotation]","A0A182G7W9","aal-miR-1174-3p",-24.97,1,21,148
"AALF012626-RA","Putative fatty acid desaturase [Source:UniProtKB/TrEMBL;Acc:A0A023EQQ3]","A0A023EQQ3","aal-miR-1174-3p",-20.52,10870,10888,148
"AALF006745-RA","dihydrolipoamide succinyltransferase component of 2-oxoglutarate dehydrogenase [Source:Projected from Aedes aegypti (AAEL002764) VB Community Annotation]","A0A023ET33,A0A182GB39","aal-miR-1174-3p",-19.86,557,577,147
"AALF013111-RA","MICOS complex subunit MIC13 [Source:UniProtKB/TrEMBL;Acc:A0A023EFH1]","A0A023EDK2,A0A023EFH1","aal-miR-1174-3p",-18.54,2284,2306,147
"AALF013836-RA","acyl-CoA oxidase [Source:Projected from Aedes aegypti (AAEL000735) VB Community Annotation]","A0A182GQA0","aal-miR-1174-3p",-17.97,12972,12993,147
"AALF010259-RA","phosphatidylinositol 3-kinase catalytic subunit alpha, beta, delta [Source:Projected from Aedes aegypti (AAEL002903) VB Community Annotation]","A0A182GI06","aal-miR-1174-3p",-22.13,1751,1771,146
"AALF027539-RA","protein phosphatase 2c [Source:Projected from Aedes aegypti (AAEL011567) VB Community Annotation]","A0A182HDY2,A0A1W7R6Z1","aal-miR-1174-3p",-16.33,254,276,146
"AALF000852-RA","cxyorf1 [Source:Projected from Aedes aegypti (AAEL011545) VB Community Annotation]","A0A023ERM1,A0A182G1N3","aal-miR-1174-3p",-15.11,302,321,146
"AALF015567-RA","Cystathionine beta-synthase [Source:UniProtKB/TrEMBL;Acc:A0A182GTM6]","A0A182GTM6","aal-miR-1174-3p",-25.73,16,39,145
"AALF015139-RA","ankyrin repeat-rich membrane-spanning protein [Source:Projected from Aedes aegypti (AAEL008389) VB Community Annotation]","A0A182GSV6","aal-miR-1174-3p",-24.3,928,950,145
"AALF000855-RA","Phospholipid-transporting ATPase [Source:UniProtKB/TrEMBL;Acc:A0A182G1N5]","A0A023EWS1,A0A182G1N5,A0A1W7R5G6","aal-miR-1174-3p",-21,783,803,145
"AALF016202-RA","Phospholipid-transporting ATPase [Source:UniProtKB/TrEMBL;Acc:A0A182GUY8]","A0A182GUY8","aal-miR-1174-3p",-20.3,862,882,145
"AALF018522-RA","Polypeptide N-acetylgalactosaminyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A182GZ72]","A0A182GZ72","aal-miR-1174-3p",-18.85,1,22,145
"AALF017397-RA","WD-repeat protein [Source:Projected from Aedes aegypti (AAEL006552) VB Community Annotation]","A0A182GX40","aal-miR-1174-3p",-14.53,4298,4319,145
"AALF021043-RA","zinc transporter [Source:Projected from Aedes aegypti (AAEL001968) VB Community Annotation]","A0A023EPK2,A0A023EQU4,A0A023EUU9,A0A182H3P7","aal-miR-1174-3p",-20.81,44,66,144
"AALF012962-RA","odd Oz protein [Source:Projected from Aedes aegypti (AAEL000405) VB Community Annotation]","A0A182GNI2","aal-miR-1174-3p",-20.74,1189,1210,144
"AALF000617-RA","exonuclease nef-sp [Source:Projected from Aedes aegypti (AAEL006744) VB Community Annotation]","A0A023EVG1,A0A182G1E7","aal-miR-1174-3p",-20.32,2022,2042,144
"AALF026170-RA","mitochondrial import receptor subunit tom20 [Source:Projected from Aedes aegypti lvpagwg (AAEL007392) VB Community Annotation]","A0A023EIV5,A0A182HBV6","aal-miR-1174-3p",-16.57,435,457,144
"AALF003471-RA","60S ribosomal protein L6 [Source:Projected from Aedes aegypti (AAEL008188) VB Community Annotation]","A0A023EPL9,A0A182G5L7","aal-miR-1174-3p",-15.19,441,462,144
"AALF019823-RA","peptidyl-prolyl cis-trans isomerase (cyclophilin) [Source:Projected from Aedes aegypti (AAEL009282) VB Community Annotation]","A0A182H1F5","aal-miR-1174-3p",-19.54,998,1019,143
"AALF027634-RA","dual specificity mitogen-activated protein kinase kinase hemipterous MAPKK [Source:Projected from Aedes aegypti (AAEL003359) VB Community Annotation]","A0A182HE32","aal-miR-1174-3p",-17.9,1510,1532,143
"AALF009751-RA","NADPH:adrenodoxin oxidoreductase, mitochondrial [Source:UniProtKB/TrEMBL;Acc:A0A182GH15]","A0A182GH15","aal-miR-1174-3p",-17.69,30,51,143
"AALF021374-RA","rhoGTPase [Source:Projected from Aedes aegypti (AAEL014636) VB Community Annotation]","A0A182H480","aal-miR-1174-3p",-15.33,1015,1034,143
"AALF001881-RA","Kinesin-like protein [Source:UniProtKB/TrEMBL;Acc:A0A182G352]","A0A182G352","aal-miR-1174-3p",-16.79,647,669,142
"AALF003152-RA","Heat shock cognate 70 isoform B [Source:UniProtKB/TrEMBL;Acc:A0A0E3J979]","A0A0E3J979","aal-miR-1174-3p",-17.84,90,109,141
"AALF021925-RA","ebna2 binding protein P100 [Source:Projected from Aedes aegypti (AAEL000293) VB Community Annotation]","A0A023EQT0,A0A023EY38,A0A182H564,G8GIC1","aal-miR-1174-3p",-17.84,299,318,141
"AALF023599-RA","spliceosomal protein sap [Source:Projected from Aedes aegypti (AAEL002709) VB Community Annotation]","A0A182H7T4","aal-miR-1174-3p",-17.65,1171,1195,141
"AALF017552-RA","Transporter [Source:UniProtKB/TrEMBL;Acc:A0A182GXE6]","A0A182GXE6","aal-miR-1174-3p",-15.9,259,279,141
"AALF014760-RA","alpha-1,2-Mannosidase [Source:UniProtKB/TrEMBL;Acc:A0A182GS33]","A0A182GS33,A0A1W7R8J6","aal-miR-1174-3p",-15.85,2405,2427,141
"AALF023649-RA","sprouty [Source:Projected from Aedes aegypti (AAEL014510) VB Community Annotation]","A0A182H7W6","aal-miR-1174-3p",-15.73,7141,7165,141
"AALF015087-RA","protein transport protein sec23 [Source:Projected from Aedes aegypti (AAEL007484) VB Community Annotation]","A0A182GSS4","aal-miR-1174-3p",-22.34,49,70,140
"AALF009155-RA","Putative 26s proteasome regulatory complex subunit [Source:UniProtKB/TrEMBL;Acc:A0A023ER33]","A0A023ER33,A0A023ES98","aal-miR-1174-3p",-19.58,719,740,140
"AALF020661-RA","Ubiquitin-like modifier-activating enzyme 5 (Ubiquitin-activating enzyme 5) [Source:Projected from Aedes aegypti (AAEL004076) VB Community Annotation]","A0A023ERF8,A0A182H313","aal-miR-1174-3p",-17.5,273,296,140
"AALF017696-RA","long wavelength sensitive opsin [Source:Projected from Aedes aegypti (AAEL006259) VB Community Annotation]","A0A182GXN2","aal-miR-1174-3p",-16.96,51,70,140
"AALF018436-RA","Enolase-phosphatase E1 (EC 3.1.3.77)(2,3-diketo-5-methylthio-1-phosphopentane phosphatase) [Source:Projected from Aedes aegypti (AAEL000109) VB Community Annotation]","A0A023ER21,A0A023ETU6,A0A182GZ21","aal-miR-1174-3p",-16.14,425,446,140
