"mRNA","transcript_product_descrip","uniprot_id","microRNA","energy","targetStart","targetEnd","score"
"AALF015500-RA","zinc finger protein [Source:Projected from Aedes aegypti lvpagwg (AAEL014695) VB Community Annotation]","A0A182GTJ2","aal-miR-1175-5p",-20.04,526,547,142
"AALF018981-RA","vesicular mannose-binding lectin [Source:Projected from Aedes aegypti (AAEL010584) VB Community Annotation]","A0A182GZZ9","aal-miR-1175-5p",-18.52,740,761,142
"AALF010411-RA","xenotropic and polytropic murine leukemia virus receptor xpr1 [Source:Projected from Aedes aegypti lvpagwg (AAEL011204) VB Community Annotation]","A0A182GIC7","aal-miR-1175-5p",-17.94,99,120,142
"AALF008414-RA","Non-specific serine/threonine protein kinase [Source:UniProtKB/TrEMBL;Acc:A0A182GE93]","A0A182GE93","aal-miR-1175-5p",-16.96,920,940,142
"AALF028005-RA","Battenin [Source:UniProtKB/TrEMBL;Acc:A0A182HEM0]","A0A023EST9,A0A023ETJ0,A0A182HEM0","aal-miR-1175-5p",-15.59,1,18,142
"AALF004947-RA","PHD finger protein [Source:Projected from Aedes aegypti (AAEL001554) VB Community Annotation]","A0A182G819","aal-miR-1175-5p",-23.56,752,774,141
"AALF026052-RA","Calcium-transporting ATPase [Source:UniProtKB/TrEMBL;Acc:A0A182HBP1]","A0A182HBP1","aal-miR-1175-5p",-21.37,2210,2234,141
"AALF019911-RA","Kelch-like protein diablo [Source:Projected from Aedes aegypti (AAEL010911) UniProtKB/Swiss-Prot;Acc:Q16RL8]","A0A023ETG5,A0A182H1L9","aal-miR-1175-5p",-20.71,117,140,141
"AALF004134-RA","cullin [Source:Projected from Aedes aegypti (AAEL003466) VB Community Annotation]","A0A023EW29,A0A182G6N8","aal-miR-1175-5p",-18.02,84,105,141
"AALF004603-RA","brefeldin a-inhibited guanine nucleotide-exchange protein [Source:Projected from Aedes aegypti (AAEL013012) VB Community Annotation]","A0A182G7F5","aal-miR-1175-5p",-16.4,487,508,141
"AALF019046-RA","prolyl endopeptidase (prolyl oligopeptidase) [Source:Projected from Aedes aegypti (AAEL009142) VB Community Annotation]","A0A182H044","aal-miR-1175-5p",-16.2,1470,1491,141
"AALF003103-RA","inosine-uridine preferring nucleoside hydrolase [Source:Projected from Aedes aegypti lvpagwg (AAEL002176) VB Community Annotation]","A0A023ERR1,A0A182G521","aal-miR-1175-5p",-15.7,484,503,141
"AALF020338-RA","RNA polymerase ii ctd phosphatase [Source:Projected from Aedes aegypti (AAEL015142) VB Community Annotation]","A0A182H2D7","aal-miR-1175-5p",-15.39,367,388,141
"AALF027131-RA","Hexosyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A182HDD3]","A0A182HDD3","aal-miR-1175-5p",-20.69,152,175,140
"AALF018906-RA","zinc finger protein [Source:Projected from Aedes aegypti (AAEL009508) VB Community Annotation]","A0A023ELK8,A0A182GZU4,A0A1W7R6A9","aal-miR-1175-5p",-20.25,272,293,140
"AALF024578-RA","glucose transporter (sugar transporter [Source:Projected from Aedes aegypti (AAEL006264) VB Community Annotation]","A0A182H9B1","aal-miR-1175-5p",-18.91,1045,1066,140
"AALF007266-RA","n-acetyltransferase mak3 [Source:Projected from Aedes aegypti (AAEL012413) VB Community Annotation]","A0A182GC15","aal-miR-1175-5p",-18.68,123,144,140
"AALF021612-RA","Methyltransferase-like protein [Source:UniProtKB/TrEMBL;Acc:A0A182H4M8]","A0A182H4M8","aal-miR-1175-5p",-18.23,540,559,140
"AALF018376-RA","rab23 [Source:Projected from Aedes aegypti (AAEL001524) VB Community Annotation]","A0A182GYX6","aal-miR-1175-5p",-17.78,80,99,140
"AALF016915-RA","eukaryotic peptide chain release factor subunit [Source:Projected from Aedes aegypti (AAEL011742) VB Community Annotation]","A0A023ES91,A0A182GW91","aal-miR-1175-5p",-17.31,119,139,140
"AALF007520-RA","srpk [Source:Projected from Aedes aegypti lvpagwg (AAEL008507) VB Community Annotation]","A0A182GCI0","aal-miR-1175-5p",-16.09,9087,9108,140
