"mRNA","transcript_product_descrip","uniprot_id","microRNA","energy","targetStart","targetEnd","score"
"AALF013914-RA","diphthine synthase [Source:Projected from Aedes aegypti (AAEL002808) VB Community Annotation]","A0A023EP32,A0A182GQF1","aal-miR-34-5p",-19.34,31,51,147
"AALF007252-RA","sodium/chloride dependent transporter [Source:Projected from Aedes aegypti lvpagwg (AAEL010883) VB Community Annotation]","A0A182GC06","aal-miR-34-5p",-19.11,591,611,147
"AALF012626-RA","Putative fatty acid desaturase [Source:UniProtKB/TrEMBL;Acc:A0A023EQQ3]","A0A023EQQ3","aal-miR-34-5p",-18.49,13717,13737,147
"AALF010617-RA","zinc finger protein [Source:Projected from Aedes aegypti (AAEL009921) VB Community Annotation]","A0A182GIR7","aal-miR-34-5p",-25.04,1235,1258,146
"AALF007937-RA","ubiquitin specific protease [Source:Projected from Aedes aegypti (AAEL010184) VB Community Annotation]","A0A182GDA5","aal-miR-34-5p",-23,1271,1288,146
"AALF000018-RA","echinoid [Source:Projected from Aedes aegypti (AAEL004133) VB Community Annotation]","A0A182G0I8","aal-miR-34-5p",-22.24,270,290,146
"AALF002219-RA","Putative splicing factor [Source:UniProtKB/TrEMBL;Acc:A0A023EIZ6]","A0A023EIZ6","aal-miR-34-5p",-19.9,5816,5836,146
"AALF007684-RA","autophagy related gene DEBCL [Source:Projected from Aedes aegypti (AAEL001515) VB Community Annotation]","A0A023EKK6,A0A023EMR7,A0A182GCS7,A0A1W7R6M9","aal-miR-34-5p",-19.67,13,33,146
"AALF002937-RA","Exocyst complex component [Source:UniProtKB/TrEMBL;Acc:A0A182G4S8]","A0A182G4S8","aal-miR-34-5p",-18.72,1688,1711,146
"AALF000432-RA","sugar transporter [Source:Projected from Aedes aegypti (AAEL014206) VB Community Annotation]","A0A182G149","aal-miR-34-5p",-15.03,1135,1155,146
"AALF005953-RA","WD-repeat protein [Source:Projected from Aedes aegypti (AAEL006075) VB Community Annotation]","A0A182G9T6","aal-miR-34-5p",-20.3,130,150,145
"AALF008116-RA","nuclear pore complex protein nup154 [Source:Projected from Aedes aegypti (AAEL001861) VB Community Annotation]","A0A182GDN3","aal-miR-34-5p",-19.86,376,401,145
"AALF025948-RA","Glucosamine-6-phosphate isomerase [Source:UniProtKB/TrEMBL;Acc:A0A182HBI6]","A0A023EP88,A0A182HBI6","aal-miR-34-5p",-18.9,5653,5673,145
"AALF000489-RA","DNA-directed RNA polymerase subunit beta [Source:UniProtKB/TrEMBL;Acc:A0A182G171]","A0A182G171","aal-miR-34-5p",-24.14,46,66,144
"AALF018376-RA","rab23 [Source:Projected from Aedes aegypti (AAEL001524) VB Community Annotation]","A0A182GYX6","aal-miR-34-5p",-19.96,81,102,144
"AALF021374-RA","rhoGTPase [Source:Projected from Aedes aegypti (AAEL014636) VB Community Annotation]","A0A182H480","aal-miR-34-5p",-19.27,292,313,144
"AALF004698-RA","Dual specificity tyrosine-phosphorylation-regulated kinase [Source:Projected from Aedes aegypti (AAEL001504) VB Community Annotation]","A0A023EP62,A0A182G7L4","aal-miR-34-5p",-17.82,266,287,144
"AALF003693-RA","protein phosphatase-5 [Source:Projected from Aedes aegypti (AAEL005080) VB Community Annotation]","A0A182G5Y8","aal-miR-34-5p",-22.44,21006,21024,143
"AALF007686-RA","synaptojanin [Source:Projected from Aedes aegypti (AAEL011417) VB Community Annotation]","A0A182GCS9","aal-miR-34-5p",-20.75,106,126,143
"AALF009061-RA","Clip-Domain Serine Protease  family B. [Source:Projected from Aedes aegypti (AAEL000099) VB Community Annotation]","A0A182GFL4,A0A1W7R7B8","aal-miR-34-5p",-20.48,76,96,143
"AALF028503-RA","Defense repressor [Source:Projected from Aedes aegypti (AAEL000590) VB Community Annotation]","A0A023EW89,A0A146BIV4,A0A182HFD4","aal-miR-34-5p",-19.9,174,194,143
"AALF026052-RA","Calcium-transporting ATPase [Source:UniProtKB/TrEMBL;Acc:A0A182HBP1]","A0A182HBP1","aal-miR-34-5p",-19.64,2391,2411,143
"AALF027668-RA","Toll-like receptor [Source:Projected from Aedes aegypti (AAEL007619) VB Community Annotation]","A0A182HE56","aal-miR-34-5p",-19.42,1323,1345,143
"AALF016161-RA","ancient conserved domain protein 2 (cyclin m2) [Source:Projected from Aedes aegypti (AAEL014059) VB Community Annotation]","A0A023EVD1,A0A182GUV4","aal-miR-34-5p",-17.8,1003,1023,143
"AALF003603-RA","ga binding protein beta chain (transcription factor e4tf1-47) [Source:Projected from Aedes aegypti (AAEL013278) VB Community Annotation]","A0A182G5U1","aal-miR-34-5p",-24.19,1320,1339,142
"AALF016961-RA","Clip-Domain Serine Protease  family B. [Source:Projected from Aedes aegypti (AAEL000074) VB Community Annotation]","A0A023EQN2,A0A023ER34,A0A023ER99,A0A023ETH3,A0A182GWB2,A0A1W7R7W4,A0A1W7R7Y9","aal-miR-34-5p",-23.21,182,203,142
"AALF003622-RA","heparan sulphate n-deacetylase/n-sulfotransferase [Source:Projected from Aedes aegypti (AAEL012539) VB Community Annotation]","A0A182G5V2","aal-miR-34-5p",-22.95,569,590,142
"AALF026695-RA","Phosphoinositide phospholipase C [Source:UniProtKB/TrEMBL;Acc:A0A182HCQ0]","A0A182HCQ0","aal-miR-34-5p",-19.34,114,134,142
"AALF022020-RA","chaperonin-60kD, ch60 [Source:Projected from Aedes aegypti (AAEL011584) VB Community Annotation]","A0A023EV59,A0A182H5B2","aal-miR-34-5p",-18.06,351,371,142
"AALF021891-RA","forkhead protein/ forkhead protein domain [Source:Projected from Aedes aegypti (AAEL003163) VB Community Annotation]","A0A182H540","aal-miR-34-5p",-18.01,1911,1928,142
"AALF001505-RA","cell adhesion molecule [Source:Projected from Aedes aegypti (AAEL008340) VB Community Annotation]","A0A182G2L9","aal-miR-34-5p",-22.17,79,98,141
"AALF009513-RA","Putative mitochondrial carrier protein [Source:UniProtKB/TrEMBL;Acc:A0A023EP22]","A0A023EP22","aal-miR-34-5p",-20.38,188,208,141
"AALF024680-RA","Putative transcription factor nfat subunit nf45 [Source:UniProtKB/TrEMBL;Acc:A0A023ERG4]","A0A023ERG4","aal-miR-34-5p",-18.81,89,110,141
"AALF014779-RA","zinc finger protein [Source:Projected from Aedes aegypti (AAEL013028) VB Community Annotation]","A0A023EUS3,A0A023EW10,A0A182GS49","aal-miR-34-5p",-17.87,1462,1482,141
"AALF015971-RA","Hipothetical protein [Source:UniProtKB/TrEMBL;Acc:A0A023EQD8]","A0A023EQD8","aal-miR-34-5p",-17.15,19,39,141
"AALF028005-RA","Battenin [Source:UniProtKB/TrEMBL;Acc:A0A182HEM0]","A0A023EST9,A0A023ETJ0,A0A182HEM0","aal-miR-34-5p",-16.94,143,162,141
"AALF020210-RA","E3 ubiquitin-protein ligase nedd-4 [Source:Projected from Aedes aegypti (AAEL002536) VB Community Annotation]","A0A182H251","aal-miR-34-5p",-22.92,615,636,140
"AALF004562-RA","homeobox protein cdx [Source:Projected from Aedes aegypti (AAEL014557) VB Community Annotation]","A0A023EQ11,A0A182G7D3","aal-miR-34-5p",-22.66,804,822,140
"AALF012454-RA","Putative mrna cleavage factor i subunit/cpsf subunit [Source:Projected from Aedes aegypti lvpagwg (AAEL017164) UniProtKB/TrEMBL;Acc:A0A0N8ES32]","A0A182GMD7","aal-miR-34-5p",-20.92,86,105,140
"AALF027115-RA","poly a polymerase [Source:Projected from Aedes aegypti (AAEL005356) VB Community Annotation]","A0A182HDC1","aal-miR-34-5p",-18.3,1745,1764,140
