"mRNA","transcript_product_descrip","uniprot_id","microRNA","energy","targetStart","targetEnd","score"
"AALF021374-RA","rhoGTPase [Source:Projected from Aedes aegypti (AAEL014636) VB Community Annotation]","A0A182H480","aal-miR-12-5p",-17.34,1017,1042,147
"AALF022020-RA","chaperonin-60kD, ch60 [Source:Projected from Aedes aegypti (AAEL011584) VB Community Annotation]","A0A023EV59,A0A182H5B2","aal-miR-12-5p",-16.02,386,412,147
"AALF017917-RA","WD-repeat protein [Source:Projected from Aedes aegypti lvpagwg (AAEL013866) VB Community Annotation]","A0A182GY22","aal-miR-12-5p",-15.5,596,619,147
"AALF004603-RA","brefeldin a-inhibited guanine nucleotide-exchange protein [Source:Projected from Aedes aegypti (AAEL013012) VB Community Annotation]","A0A182G7F5","aal-miR-12-5p",-14.41,1468,1491,147
"AALF012626-RA","Putative fatty acid desaturase [Source:UniProtKB/TrEMBL;Acc:A0A023EQQ3]","A0A023EQQ3","aal-miR-12-5p",-14.2,13048,13070,146
"AALF014147-RA","Putative glutamate/leucine/phenylalanine/valine dehydrogenase [Source:UniProtKB/TrEMBL;Acc:A0A023ETW6]","A0A023ESQ8,A0A023ETW6","aal-miR-12-5p",-14.05,577,599,146
"AALF027460-RA","folate carrier protein [Source:Projected from Aedes aegypti (AAEL006879) VB Community Annotation]","A0A023EIT4,A0A023EN89,A0A182HDU3","aal-miR-12-5p",-21.85,232,254,145
"AALF009155-RA","Putative 26s proteasome regulatory complex subunit [Source:UniProtKB/TrEMBL;Acc:A0A023ER33]","A0A023ER33,A0A023ES98","aal-miR-12-5p",-18.31,669,691,145
"AALF014779-RA","zinc finger protein [Source:Projected from Aedes aegypti (AAEL013028) VB Community Annotation]","A0A023EUS3,A0A023EW10,A0A182GS49","aal-miR-12-5p",-16.33,382,410,145
"AALF028009-RA","Histone-lysine N-methyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A182HEM4]","A0A182HEM4","aal-miR-12-5p",-15.06,490,512,145
"AALF025748-RA","Nuclear pore complex protein Nup85 [Source:UniProtKB/TrEMBL;Acc:A0A182HB70]","A0A182HB70","aal-miR-12-5p",-17.61,461,485,144
"AALF021368-RA","pyrroline-5-carboxylate dehydrogenase [Source:Projected from Aedes aegypti lvpagwg (AAEL005422) VB Community Annotation]","A0A023EU27,A0A182H474","aal-miR-12-5p",-16.16,541,564,144
"AALF005253-RA","Putative rna polymer [Source:UniProtKB/TrEMBL;Acc:A0A023EUH3]","A0A023EUH3","aal-miR-12-5p",-15.94,849,870,144
"AALF016085-RA","atlastin [Source:Projected from Aedes aegypti (AAEL003109) VB Community Annotation]","A0A182GUP1","aal-miR-12-5p",-14.93,587,610,144
"AALF007304-RA","zinc finger protein [Source:Projected from Aedes aegypti lvpagwg (AAEL012039) VB Community Annotation]","A0A182GC35","aal-miR-12-5p",-14.35,390,413,144
"AALF007203-RA","Proline dehydrogenase [Source:UniProtKB/TrEMBL;Acc:A0A182GBX7]","A0A182GBX7","aal-miR-12-5p",-14.34,712,735,144
"AALF008576-RA","lipoma preferred partner/lpp [Source:Projected from Aedes aegypti (AAEL007704) VB Community Annotation]","A0A182GEL0","aal-miR-12-5p",-14.12,377,400,144
"AALF000491-RA","40S ribosomal protein S28","A0A182G173","aal-miR-12-5p",-17.04,94,117,143
"AALF004562-RA","homeobox protein cdx [Source:Projected from Aedes aegypti (AAEL014557) VB Community Annotation]","A0A023EQ11,A0A182G7D3","aal-miR-12-5p",-16.65,205,229,143
"AALF004132-RA","development and differentiation-enhancing factor, ddef [Source:Projected from Aedes aegypti (AAEL003487) VB Community Annotation]","A0A182G6N6","aal-miR-12-5p",-16.15,1115,1136,143
"AALF008947-RA","heterogeneous nuclear ribonucleoprotein [Source:Projected from Aedes aegypti lvpagwg (AAEL010467) VB Community Annotation]","A0A023ET39,A0A182GFC6","aal-miR-12-5p",-15.94,3660,3681,143
"AALF006584-RA","smap1 [Source:Projected from Aedes aegypti (AAEL003509) VB Community Annotation]","A0A023ETH6,A0A182GAW2","aal-miR-12-5p",-15.88,1216,1242,143
"AALF022453-RA","enolase [Source:Projected from Aedes aegypti (AAEL001668) VB Community Annotation]","A0A023ETA6,A0A182H609,A0A2I7ML19,G8GIC8","aal-miR-12-5p",-15.42,100,121,143
"AALF025212-RA","transferrin [Source:Projected from Aedes aegypti (AAEL015639) VB Community Annotation]","A0A023EUK8,A0A023EUL2,A0A182HAB5","aal-miR-12-5p",-15.25,55,76,143
"AALF016017-RA","Tyrosine-protein kinase [Source:UniProtKB/TrEMBL;Acc:A0A182GUJ2]","A0A182GUJ2","aal-miR-12-5p",-14.75,242,263,143
"AALF027365-RA","DNA-binding protein smubp-2 [Source:Projected from Aedes aegypti (AAEL005272) VB Community Annotation]","A0A182HDP4","aal-miR-12-5p",-14.47,232,253,143
"AALF000617-RA","exonuclease nef-sp [Source:Projected from Aedes aegypti (AAEL006744) VB Community Annotation]","A0A023EVG1,A0A182G1E7","aal-miR-12-5p",-22.45,1022,1045,142
"AALF026052-RA","Calcium-transporting ATPase [Source:UniProtKB/TrEMBL;Acc:A0A182HBP1]","A0A182HBP1","aal-miR-12-5p",-19.54,2376,2400,142
"AALF000852-RA","cxyorf1 [Source:Projected from Aedes aegypti (AAEL011545) VB Community Annotation]","A0A023ERM1,A0A182G1N3","aal-miR-12-5p",-18.78,602,624,142
"AALF021458-RA","brat protein [Source:Projected from Aedes aegypti lvpagwg (AAEL004918) VB Community Annotation]","A0A182H4D2","aal-miR-12-5p",-17.53,11333,11355,142
"AALF018617-RA","DNA-directed RNA polymerase subunit [Source:UniProtKB/TrEMBL;Acc:A0A182GZD4]","A0A182GZD4","aal-miR-12-5p",-17.36,1357,1379,142
"AALF027265-RA","RNA 3' terminal phosphate cyclase [Source:Projected from Aedes aegypti (AAEL001080) VB Community Annotation]","A0A182HDK6","aal-miR-12-5p",-16.41,628,648,142
"AALF017552-RA","Transporter [Source:UniProtKB/TrEMBL;Acc:A0A182GXE6]","A0A182GXE6","aal-miR-12-5p",-15.79,1655,1675,141
"AALF028055-RA","Vacuolar protein sorting-associated protein 29 [Source:UniProtKB/TrEMBL;Acc:A0A023EI14]","A0A023EH76,A0A023EI14","aal-miR-12-5p",-15.09,41,63,141
"AALF022433-RA","AAA ATPase [Source:Projected from Aedes aegypti (AAEL005454) VB Community Annotation]","A0A023ERN3,A0A182H600","aal-miR-12-5p",-14.11,222,244,141
"AALF005153-RA","Histone-lysine N-methyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A182G8G8]","A0A182G8G8","aal-miR-12-5p",-17.72,2899,2918,140
"AALF008969-RA","ubiquitin specific protease 2, [Source:Projected from Aedes aegypti (AAEL010854) VB Community Annotation]","A0A182GFE7","aal-miR-12-5p",-17.03,307,331,140
"AALF015570-RA","Gamma-tubulin complex component [Source:UniProtKB/TrEMBL;Acc:A0A182GTM9]","A0A182GTM9","aal-miR-12-5p",-16.57,140,165,140
"AALF001034-RA","Transcription elongation factor SPT5 [Source:UniProtKB/TrEMBL;Acc:A0A182G1W4]","A0A182G1W4","aal-miR-12-5p",-16.31,6823,6846,140
"AALF005731-RA","zinc finger protein [Source:Projected from Aedes aegypti (AAEL002390) VB Community Annotation]","A0A182G9G0","aal-miR-12-5p",-15.55,2120,2144,140
"AALF004563-RA","apoptosis inhibitor [Source:Projected from Aedes aegypti (AAEL012286) VB Community Annotation]","A0A023ESC8,A0A023EU53,A0A182G7D4","aal-miR-12-5p",-15.2,951,970,140
"AALF005133-RA","Putative hydroxysteroid 17-beta dehydrogenase 11 [Source:UniProtKB/TrEMBL;Acc:A0A023EMZ5]","A0A023EMZ5","aal-miR-12-5p",-14.12,111,137,140
